Country,Timeframe,Sex,Year,Age,mx
GBRTENW,Period,Male,1876,97,0.40363
GBRTENW,Period,Male,1876,98,0.42002
GBRTENW,Period,Male,1876,99,0.43656
GBRTENW,Period,Male,1876,100,0.45384
GBRTENW,Period,Male,1876,101,0.47469
GBRTENW,Period,Male,1876,102,0.51573
GBRTENW,Period,Male,1876,103,0.57758
GBRTENW,Period,Male,1876,104,0.74138
GBRTENW,Period,Male,1876,105,1.31707
GBRTENW,Period,Male,1876,106,"NA"
GBRTENW,Period,Male,1876,107,"NA"
GBRTENW,Period,Male,1876,108,"NA"
GBRTENW,Period,Male,1876,109,"NA"
GBRTENW,Period,Male,1876,110,"NA"
GBRTENW,Period,Male,1877,0,0.16618
GBRTENW,Period,Male,1877,1,0.05960
GBRTENW,Period,Male,1877,2,0.02551
GBRTENW,Period,Male,1877,3,0.01638
GBRTENW,Period,Male,1877,4,0.01248
GBRTENW,Period,Male,1877,5,0.00938
GBRTENW,Period,Male,1877,6,0.00718
GBRTENW,Period,Male,1877,7,0.00556
GBRTENW,Period,Male,1877,8,0.00446
GBRTENW,Period,Male,1877,9,0.00380
GBRTENW,Period,Male,1877,10,0.00357
GBRTENW,Period,Male,1877,11,0.00348
GBRTENW,Period,Male,1877,12,0.00348
GBRTENW,Period,Male,1877,13,0.00357
GBRTENW,Period,Male,1877,14,0.00375
GBRTENW,Period,Male,1877,15,0.00406
GBRTENW,Period,Male,1877,16,0.00445
GBRTENW,Period,Male,1877,17,0.00490
GBRTENW,Period,Male,1877,18,0.00537
GBRTENW,Period,Male,1877,19,0.00583
GBRTENW,Period,Male,1877,20,0.00630
GBRTENW,Period,Male,1877,21,0.00677
GBRTENW,Period,Male,1877,22,0.00716
GBRTENW,Period,Male,1877,23,0.00743
GBRTENW,Period,Male,1877,24,0.00760
GBRTENW,Period,Male,1877,25,0.00777
GBRTENW,Period,Male,1877,26,0.00805
GBRTENW,Period,Male,1877,27,0.00836
GBRTENW,Period,Male,1877,28,0.00865
GBRTENW,Period,Male,1877,29,0.00893
GBRTENW,Period,Male,1877,30,0.00927
GBRTENW,Period,Male,1877,31,0.00971
GBRTENW,Period,Male,1877,32,0.01013
GBRTENW,Period,Male,1877,33,0.01047
GBRTENW,Period,Male,1877,34,0.01081
GBRTENW,Period,Male,1877,35,0.01121
GBRTENW,Period,Male,1877,36,0.01170
GBRTENW,Period,Male,1877,37,0.01224
GBRTENW,Period,Male,1877,38,0.01282
GBRTENW,Period,Male,1877,39,0.01346
GBRTENW,Period,Male,1877,40,0.01423
GBRTENW,Period,Male,1877,41,0.01507
GBRTENW,Period,Male,1877,42,0.01579
GBRTENW,Period,Male,1877,43,0.01631
GBRTENW,Period,Male,1877,44,0.01668
GBRTENW,Period,Male,1877,45,0.01693
GBRTENW,Period,Male,1877,46,0.01713
GBRTENW,Period,Male,1877,47,0.01749
GBRTENW,Period,Male,1877,48,0.01808
GBRTENW,Period,Male,1877,49,0.01891
GBRTENW,Period,Male,1877,50,0.02011
GBRTENW,Period,Male,1877,51,0.02162
GBRTENW,Period,Male,1877,52,0.02304
GBRTENW,Period,Male,1877,53,0.02425
GBRTENW,Period,Male,1877,54,0.02535
GBRTENW,Period,Male,1877,55,0.02617
GBRTENW,Period,Male,1877,56,0.02685
GBRTENW,Period,Male,1877,57,0.02790
GBRTENW,Period,Male,1877,58,0.02946
GBRTENW,Period,Male,1877,59,0.03149
GBRTENW,Period,Male,1877,60,0.03446
GBRTENW,Period,Male,1877,61,0.03849
GBRTENW,Period,Male,1877,62,0.04214
GBRTENW,Period,Male,1877,63,0.04503
GBRTENW,Period,Male,1877,64,0.04809
GBRTENW,Period,Male,1877,65,0.05120
GBRTENW,Period,Male,1877,66,0.05384
GBRTENW,Period,Male,1877,67,0.05700
GBRTENW,Period,Male,1877,68,0.06107
GBRTENW,Period,Male,1877,69,0.06551
GBRTENW,Period,Male,1877,70,0.07092
GBRTENW,Period,Male,1877,71,0.07826
GBRTENW,Period,Male,1877,72,0.08550
GBRTENW,Period,Male,1877,73,0.09169
GBRTENW,Period,Male,1877,74,0.09837
GBRTENW,Period,Male,1877,75,0.10531
GBRTENW,Period,Male,1877,76,0.11165
GBRTENW,Period,Male,1877,77,0.11912
GBRTENW,Period,Male,1877,78,0.12867
GBRTENW,Period,Male,1877,79,0.13938
GBRTENW,Period,Male,1877,80,0.15196
GBRTENW,Period,Male,1877,81,0.16646
GBRTENW,Period,Male,1877,82,0.18456
GBRTENW,Period,Male,1877,83,0.20839
GBRTENW,Period,Male,1877,84,0.23436
GBRTENW,Period,Male,1877,85,0.22513
GBRTENW,Period,Male,1877,86,0.24191
GBRTENW,Period,Male,1877,87,0.25973
GBRTENW,Period,Male,1877,88,0.27864
GBRTENW,Period,Male,1877,89,0.29856
GBRTENW,Period,Male,1877,90,0.31964
GBRTENW,Period,Male,1877,91,0.34188
GBRTENW,Period,Male,1877,92,0.36514
GBRTENW,Period,Male,1877,93,0.38961
GBRTENW,Period,Male,1877,94,0.41546
GBRTENW,Period,Male,1877,95,0.44259
GBRTENW,Period,Male,1877,96,0.47110
GBRTENW,Period,Male,1877,97,0.50138
GBRTENW,Period,Male,1877,98,0.53576
GBRTENW,Period,Male,1877,99,0.57386
GBRTENW,Period,Male,1877,100,0.61739
GBRTENW,Period,Male,1877,101,0.66334
GBRTENW,Period,Male,1877,102,0.72565
GBRTENW,Period,Male,1877,103,0.86039
GBRTENW,Period,Male,1877,104,1.11392
GBRTENW,Period,Male,1877,105,2.21675
GBRTENW,Period,Male,1877,106,"NA"
GBRTENW,Period,Male,1877,107,"NA"
GBRTENW,Period,Male,1877,108,"NA"
GBRTENW,Period,Male,1877,109,"NA"
GBRTENW,Period,Male,1877,110,"NA"
GBRTENW,Period,Male,1878,0,0.18612
GBRTENW,Period,Male,1878,1,0.06731
GBRTENW,Period,Male,1878,2,0.02941
GBRTENW,Period,Male,1878,3,0.01885
GBRTENW,Period,Male,1878,4,0.01377
GBRTENW,Period,Male,1878,5,0.01013
GBRTENW,Period,Male,1878,6,0.00788
GBRTENW,Period,Male,1878,7,0.00600
GBRTENW,Period,Male,1878,8,0.00473
GBRTENW,Period,Male,1878,9,0.00401
GBRTENW,Period,Male,1878,10,0.00373
GBRTENW,Period,Male,1878,11,0.00360
GBRTENW,Period,Male,1878,12,0.00355
GBRTENW,Period,Male,1878,13,0.00363
GBRTENW,Period,Male,1878,14,0.00381
GBRTENW,Period,Male,1878,15,0.00409
GBRTENW,Period,Male,1878,16,0.00445
GBRTENW,Period,Male,1878,17,0.00486
GBRTENW,Period,Male,1878,18,0.00531
GBRTENW,Period,Male,1878,19,0.00575
GBRTENW,Period,Male,1878,20,0.00614
GBRTENW,Period,Male,1878,21,0.00650
GBRTENW,Period,Male,1878,22,0.00685
GBRTENW,Period,Male,1878,23,0.00713
GBRTENW,Period,Male,1878,24,0.00730
GBRTENW,Period,Male,1878,25,0.00741
GBRTENW,Period,Male,1878,26,0.00761
GBRTENW,Period,Male,1878,27,0.00794
GBRTENW,Period,Male,1878,28,0.00830
GBRTENW,Period,Male,1878,29,0.00863
GBRTENW,Period,Male,1878,30,0.00897
GBRTENW,Period,Male,1878,31,0.00938
GBRTENW,Period,Male,1878,32,0.00989
GBRTENW,Period,Male,1878,33,0.01039
GBRTENW,Period,Male,1878,34,0.01080
GBRTENW,Period,Male,1878,35,0.01121
GBRTENW,Period,Male,1878,36,0.01164
GBRTENW,Period,Male,1878,37,0.01213
GBRTENW,Period,Male,1878,38,0.01266
GBRTENW,Period,Male,1878,39,0.01325
GBRTENW,Period,Male,1878,40,0.01392
GBRTENW,Period,Male,1878,41,0.01474
GBRTENW,Period,Male,1878,42,0.01562
GBRTENW,Period,Male,1878,43,0.01634
GBRTENW,Period,Male,1878,44,0.01684
GBRTENW,Period,Male,1878,45,0.01720
GBRTENW,Period,Male,1878,46,0.01750
GBRTENW,Period,Male,1878,47,0.01778
GBRTENW,Period,Male,1878,48,0.01823
GBRTENW,Period,Male,1878,49,0.01894
GBRTENW,Period,Male,1878,50,0.01992
GBRTENW,Period,Male,1878,51,0.02134
GBRTENW,Period,Male,1878,52,0.02312
GBRTENW,Period,Male,1878,53,0.02478
GBRTENW,Period,Male,1878,54,0.02618
GBRTENW,Period,Male,1878,55,0.02745
GBRTENW,Period,Male,1878,56,0.02830
GBRTENW,Period,Male,1878,57,0.02896
GBRTENW,Period,Male,1878,58,0.03007
GBRTENW,Period,Male,1878,59,0.03180
GBRTENW,Period,Male,1878,60,0.03407
GBRTENW,Period,Male,1878,61,0.03741
GBRTENW,Period,Male,1878,62,0.04181
GBRTENW,Period,Male,1878,63,0.04567
GBRTENW,Period,Male,1878,64,0.04881
GBRTENW,Period,Male,1878,65,0.05215
GBRTENW,Period,Male,1878,66,0.05550
GBRTENW,Period,Male,1878,67,0.05848
GBRTENW,Period,Male,1878,68,0.06209
GBRTENW,Period,Male,1878,69,0.06662
GBRTENW,Period,Male,1878,70,0.07167
GBRTENW,Period,Male,1878,71,0.07788
GBRTENW,Period,Male,1878,72,0.08611
GBRTENW,Period,Male,1878,73,0.09432
GBRTENW,Period,Male,1878,74,0.10184
GBRTENW,Period,Male,1878,75,0.11016
GBRTENW,Period,Male,1878,76,0.11912
GBRTENW,Period,Male,1878,77,0.12784
GBRTENW,Period,Male,1878,78,0.13799
GBRTENW,Period,Male,1878,79,0.15039
GBRTENW,Period,Male,1878,80,0.16289
GBRTENW,Period,Male,1878,81,0.18052
GBRTENW,Period,Male,1878,82,0.19943
GBRTENW,Period,Male,1878,83,0.22322
GBRTENW,Period,Male,1878,84,0.25505
GBRTENW,Period,Male,1878,85,0.24651
GBRTENW,Period,Male,1878,86,0.26590
GBRTENW,Period,Male,1878,87,0.28658
GBRTENW,Period,Male,1878,88,0.30855
GBRTENW,Period,Male,1878,89,0.33196
GBRTENW,Period,Male,1878,90,0.35655
GBRTENW,Period,Male,1878,91,0.38273
GBRTENW,Period,Male,1878,92,0.41043
GBRTENW,Period,Male,1878,93,0.43944
GBRTENW,Period,Male,1878,94,0.47008
GBRTENW,Period,Male,1878,95,0.50284
GBRTENW,Period,Male,1878,96,0.53767
GBRTENW,Period,Male,1878,97,0.57469
GBRTENW,Period,Male,1878,98,0.61520
GBRTENW,Period,Male,1878,99,0.66393
GBRTENW,Period,Male,1878,100,0.72315
GBRTENW,Period,Male,1878,101,0.79698
GBRTENW,Period,Male,1878,102,0.88121
GBRTENW,Period,Male,1878,103,1.02908
GBRTENW,Period,Male,1878,104,1.51711
GBRTENW,Period,Male,1878,105,4.20561
GBRTENW,Period,Male,1878,106,"NA"
GBRTENW,Period,Male,1878,107,"NA"
GBRTENW,Period,Male,1878,108,"NA"
GBRTENW,Period,Male,1878,109,"NA"
GBRTENW,Period,Male,1878,110,"NA"
GBRTENW,Period,Male,1879,0,0.16588
GBRTENW,Period,Male,1879,1,0.06153
GBRTENW,Period,Male,1879,2,0.02751
GBRTENW,Period,Male,1879,3,0.01789
GBRTENW,Period,Male,1879,4,0.01313
GBRTENW,Period,Male,1879,5,0.00974
GBRTENW,Period,Male,1879,6,0.00751
GBRTENW,Period,Male,1879,7,0.00576
GBRTENW,Period,Male,1879,8,0.00444
GBRTENW,Period,Male,1879,9,0.00369
GBRTENW,Period,Male,1879,10,0.00341
GBRTENW,Period,Male,1879,11,0.00328
GBRTENW,Period,Male,1879,12,0.00325
GBRTENW,Period,Male,1879,13,0.00335
GBRTENW,Period,Male,1879,14,0.00359
GBRTENW,Period,Male,1879,15,0.00392
GBRTENW,Period,Male,1879,16,0.00425
GBRTENW,Period,Male,1879,17,0.00463
GBRTENW,Period,Male,1879,18,0.00504
GBRTENW,Period,Male,1879,19,0.00545
GBRTENW,Period,Male,1879,20,0.00583
GBRTENW,Period,Male,1879,21,0.00613
GBRTENW,Period,Male,1879,22,0.00641
GBRTENW,Period,Male,1879,23,0.00671
GBRTENW,Period,Male,1879,24,0.00696
GBRTENW,Period,Male,1879,25,0.00713
GBRTENW,Period,Male,1879,26,0.00730
GBRTENW,Period,Male,1879,27,0.00760
GBRTENW,Period,Male,1879,28,0.00801
GBRTENW,Period,Male,1879,29,0.00843
GBRTENW,Period,Male,1879,30,0.00882
GBRTENW,Period,Male,1879,31,0.00921
GBRTENW,Period,Male,1879,32,0.00966
GBRTENW,Period,Male,1879,33,0.01021
GBRTENW,Period,Male,1879,34,0.01073
GBRTENW,Period,Male,1879,35,0.01113
GBRTENW,Period,Male,1879,36,0.01150
GBRTENW,Period,Male,1879,37,0.01190
GBRTENW,Period,Male,1879,38,0.01232
GBRTENW,Period,Male,1879,39,0.01281
GBRTENW,Period,Male,1879,40,0.01340
GBRTENW,Period,Male,1879,41,0.01409
GBRTENW,Period,Male,1879,42,0.01494
GBRTENW,Period,Male,1879,43,0.01588
GBRTENW,Period,Male,1879,44,0.01667
GBRTENW,Period,Male,1879,45,0.01723
GBRTENW,Period,Male,1879,46,0.01772
GBRTENW,Period,Male,1879,47,0.01817
GBRTENW,Period,Male,1879,48,0.01862
GBRTENW,Period,Male,1879,49,0.01927
GBRTENW,Period,Male,1879,50,0.02019
GBRTENW,Period,Male,1879,51,0.02142
GBRTENW,Period,Male,1879,52,0.02319
GBRTENW,Period,Male,1879,53,0.02538
GBRTENW,Period,Male,1879,54,0.02741
GBRTENW,Period,Male,1879,55,0.02912
GBRTENW,Period,Male,1879,56,0.03058
GBRTENW,Period,Male,1879,57,0.03149
GBRTENW,Period,Male,1879,58,0.03217
GBRTENW,Period,Male,1879,59,0.03343
GBRTENW,Period,Male,1879,60,0.03547
GBRTENW,Period,Male,1879,61,0.03816
GBRTENW,Period,Male,1879,62,0.04215
GBRTENW,Period,Male,1879,63,0.04721
GBRTENW,Period,Male,1879,64,0.05157
GBRTENW,Period,Male,1879,65,0.05523
GBRTENW,Period,Male,1879,66,0.05911
GBRTENW,Period,Male,1879,67,0.06305
GBRTENW,Period,Male,1879,68,0.06678
GBRTENW,Period,Male,1879,69,0.07128
GBRTENW,Period,Male,1879,70,0.07676
GBRTENW,Period,Male,1879,71,0.08296
GBRTENW,Period,Male,1879,72,0.09060
GBRTENW,Period,Male,1879,73,0.10041
GBRTENW,Period,Male,1879,74,0.11027
GBRTENW,Period,Male,1879,75,0.11985
GBRTENW,Period,Male,1879,76,0.13054
GBRTENW,Period,Male,1879,77,0.14225
GBRTENW,Period,Male,1879,78,0.15434
GBRTENW,Period,Male,1879,79,0.16842
GBRTENW,Period,Male,1879,80,0.18091
GBRTENW,Period,Male,1879,81,0.20115
GBRTENW,Period,Male,1879,82,0.22493
GBRTENW,Period,Male,1879,83,0.25025
GBRTENW,Period,Male,1879,84,0.28235
GBRTENW,Period,Male,1879,85,0.27129
GBRTENW,Period,Male,1879,86,0.29130
GBRTENW,Period,Male,1879,87,0.31215
GBRTENW,Period,Male,1879,88,0.33383
GBRTENW,Period,Male,1879,89,0.35609
GBRTENW,Period,Male,1879,90,0.37916
GBRTENW,Period,Male,1879,91,0.40235
GBRTENW,Period,Male,1879,92,0.42620
GBRTENW,Period,Male,1879,93,0.45047
GBRTENW,Period,Male,1879,94,0.47467
GBRTENW,Period,Male,1879,95,0.49916
GBRTENW,Period,Male,1879,96,0.52454
GBRTENW,Period,Male,1879,97,0.55109
GBRTENW,Period,Male,1879,98,0.57886
GBRTENW,Period,Male,1879,99,0.60969
GBRTENW,Period,Male,1879,100,0.65518
GBRTENW,Period,Male,1879,101,0.71809
GBRTENW,Period,Male,1879,102,0.81356
GBRTENW,Period,Male,1879,103,0.95520
GBRTENW,Period,Male,1879,104,1.31604
GBRTENW,Period,Male,1879,105,6.00000
GBRTENW,Period,Male,1879,106,"NA"
GBRTENW,Period,Male,1879,107,"NA"
GBRTENW,Period,Male,1879,108,"NA"
GBRTENW,Period,Male,1879,109,"NA"
GBRTENW,Period,Male,1879,110,"NA"
GBRTENW,Period,Male,1880,0,0.18293
GBRTENW,Period,Male,1880,1,0.07076
GBRTENW,Period,Male,1880,2,0.02966
GBRTENW,Period,Male,1880,3,0.01829
GBRTENW,Period,Male,1880,4,0.01396
GBRTENW,Period,Male,1880,5,0.01029
GBRTENW,Period,Male,1880,6,0.00780
GBRTENW,Period,Male,1880,7,0.00580
GBRTENW,Period,Male,1880,8,0.00439
GBRTENW,Period,Male,1880,9,0.00354
GBRTENW,Period,Male,1880,10,0.00327
GBRTENW,Period,Male,1880,11,0.00318
GBRTENW,Period,Male,1880,12,0.00319
GBRTENW,Period,Male,1880,13,0.00331
GBRTENW,Period,Male,1880,14,0.00355
GBRTENW,Period,Male,1880,15,0.00390
GBRTENW,Period,Male,1880,16,0.00421
GBRTENW,Period,Male,1880,17,0.00451
GBRTENW,Period,Male,1880,18,0.00486
GBRTENW,Period,Male,1880,19,0.00524
GBRTENW,Period,Male,1880,20,0.00563
GBRTENW,Period,Male,1880,21,0.00595
GBRTENW,Period,Male,1880,22,0.00618
GBRTENW,Period,Male,1880,23,0.00639
GBRTENW,Period,Male,1880,24,0.00660
GBRTENW,Period,Male,1880,25,0.00674
GBRTENW,Period,Male,1880,26,0.00685
GBRTENW,Period,Male,1880,27,0.00699
GBRTENW,Period,Male,1880,28,0.00726
GBRTENW,Period,Male,1880,29,0.00765
GBRTENW,Period,Male,1880,30,0.00806
GBRTENW,Period,Male,1880,31,0.00844
GBRTENW,Period,Male,1880,32,0.00886
GBRTENW,Period,Male,1880,33,0.00934
GBRTENW,Period,Male,1880,34,0.00994
GBRTENW,Period,Male,1880,35,0.01051
GBRTENW,Period,Male,1880,36,0.01093
GBRTENW,Period,Male,1880,37,0.01132
GBRTENW,Period,Male,1880,38,0.01171
GBRTENW,Period,Male,1880,39,0.01211
GBRTENW,Period,Male,1880,40,0.01257
GBRTENW,Period,Male,1880,41,0.01314
GBRTENW,Period,Male,1880,42,0.01381
GBRTENW,Period,Male,1880,43,0.01466
GBRTENW,Period,Male,1880,44,0.01558
GBRTENW,Period,Male,1880,45,0.01633
GBRTENW,Period,Male,1880,46,0.01688
GBRTENW,Period,Male,1880,47,0.01737
GBRTENW,Period,Male,1880,48,0.01783
GBRTENW,Period,Male,1880,49,0.01830
GBRTENW,Period,Male,1880,50,0.01896
GBRTENW,Period,Male,1880,51,0.01988
GBRTENW,Period,Male,1880,52,0.02112
GBRTENW,Period,Male,1880,53,0.02293
GBRTENW,Period,Male,1880,54,0.02517
GBRTENW,Period,Male,1880,55,0.02719
GBRTENW,Period,Male,1880,56,0.02877
GBRTENW,Period,Male,1880,57,0.03010
GBRTENW,Period,Male,1880,58,0.03085
GBRTENW,Period,Male,1880,59,0.03137
GBRTENW,Period,Male,1880,60,0.03257
GBRTENW,Period,Male,1880,61,0.03464
GBRTENW,Period,Male,1880,62,0.03744
GBRTENW,Period,Male,1880,63,0.04163
GBRTENW,Period,Male,1880,64,0.04683
GBRTENW,Period,Male,1880,65,0.05123
GBRTENW,Period,Male,1880,66,0.05497
GBRTENW,Period,Male,1880,67,0.05892
GBRTENW,Period,Male,1880,68,0.06291
GBRTENW,Period,Male,1880,69,0.06683
GBRTENW,Period,Male,1880,70,0.07145
GBRTENW,Period,Male,1880,71,0.07680
GBRTENW,Period,Male,1880,72,0.08280
GBRTENW,Period,Male,1880,73,0.09009
GBRTENW,Period,Male,1880,74,0.09894
GBRTENW,Period,Male,1880,75,0.10744
GBRTENW,Period,Male,1880,76,0.11596
GBRTENW,Period,Male,1880,77,0.12558
GBRTENW,Period,Male,1880,78,0.13644
GBRTENW,Period,Male,1880,79,0.14842
GBRTENW,Period,Male,1880,80,0.15818
GBRTENW,Period,Male,1880,81,0.17379
GBRTENW,Period,Male,1880,82,0.19387
GBRTENW,Period,Male,1880,83,0.21799
GBRTENW,Period,Male,1880,84,0.24360
GBRTENW,Period,Male,1880,85,0.23399
GBRTENW,Period,Male,1880,86,0.25142
GBRTENW,Period,Male,1880,87,0.26988
GBRTENW,Period,Male,1880,88,0.28939
GBRTENW,Period,Male,1880,89,0.31000
GBRTENW,Period,Male,1880,90,0.33170
GBRTENW,Period,Male,1880,91,0.35459
GBRTENW,Period,Male,1880,92,0.37838
GBRTENW,Period,Male,1880,93,0.40346
GBRTENW,Period,Male,1880,94,0.42991
GBRTENW,Period,Male,1880,95,0.45729
GBRTENW,Period,Male,1880,96,0.48621
GBRTENW,Period,Male,1880,97,0.51777
GBRTENW,Period,Male,1880,98,0.55357
GBRTENW,Period,Male,1880,99,0.59356
GBRTENW,Period,Male,1880,100,0.64268
GBRTENW,Period,Male,1880,101,0.72797
GBRTENW,Period,Male,1880,102,0.86762
GBRTENW,Period,Male,1880,103,1.15059
GBRTENW,Period,Male,1880,104,1.81395
GBRTENW,Period,Male,1880,105,6.00000
GBRTENW,Period,Male,1880,106,"NA"
GBRTENW,Period,Male,1880,107,"NA"
GBRTENW,Period,Male,1880,108,"NA"
GBRTENW,Period,Male,1880,109,"NA"
GBRTENW,Period,Male,1880,110,"NA"
GBRTENW,Period,Male,1881,0,0.15594
GBRTENW,Period,Male,1881,1,0.04875
GBRTENW,Period,Male,1881,2,0.02339
GBRTENW,Period,Male,1881,3,0.01625
GBRTENW,Period,Male,1881,4,0.01254
GBRTENW,Period,Male,1881,5,0.00930
GBRTENW,Period,Male,1881,6,0.00698
GBRTENW,Period,Male,1881,7,0.00527
GBRTENW,Period,Male,1881,8,0.00403
GBRTENW,Period,Male,1881,9,0.00331
GBRTENW,Period,Male,1881,10,0.00309
GBRTENW,Period,Male,1881,11,0.00306
GBRTENW,Period,Male,1881,12,0.00316
GBRTENW,Period,Male,1881,13,0.00333
GBRTENW,Period,Male,1881,14,0.00360
GBRTENW,Period,Male,1881,15,0.00396
GBRTENW,Period,Male,1881,16,0.00429
GBRTENW,Period,Male,1881,17,0.00458
GBRTENW,Period,Male,1881,18,0.00485
GBRTENW,Period,Male,1881,19,0.00513
GBRTENW,Period,Male,1881,20,0.00542
GBRTENW,Period,Male,1881,21,0.00577
GBRTENW,Period,Male,1881,22,0.00611
GBRTENW,Period,Male,1881,23,0.00638
GBRTENW,Period,Male,1881,24,0.00660
GBRTENW,Period,Male,1881,25,0.00682
GBRTENW,Period,Male,1881,26,0.00705
GBRTENW,Period,Male,1881,27,0.00728
GBRTENW,Period,Male,1881,28,0.00756
GBRTENW,Period,Male,1881,29,0.00789
GBRTENW,Period,Male,1881,30,0.00829
GBRTENW,Period,Male,1881,31,0.00884
GBRTENW,Period,Male,1881,32,0.00938
GBRTENW,Period,Male,1881,33,0.00990
GBRTENW,Period,Male,1881,34,0.01046
GBRTENW,Period,Male,1881,35,0.01110
GBRTENW,Period,Male,1881,36,0.01163
GBRTENW,Period,Male,1881,37,0.01208
GBRTENW,Period,Male,1881,38,0.01246
GBRTENW,Period,Male,1881,39,0.01278
GBRTENW,Period,Male,1881,40,0.01310
GBRTENW,Period,Male,1881,41,0.01354
GBRTENW,Period,Male,1881,42,0.01411
GBRTENW,Period,Male,1881,43,0.01470
GBRTENW,Period,Male,1881,44,0.01539
GBRTENW,Period,Male,1881,45,0.01619
GBRTENW,Period,Male,1881,46,0.01698
GBRTENW,Period,Male,1881,47,0.01761
GBRTENW,Period,Male,1881,48,0.01818
GBRTENW,Period,Male,1881,49,0.01875
GBRTENW,Period,Male,1881,50,0.01930
GBRTENW,Period,Male,1881,51,0.02007
GBRTENW,Period,Male,1881,52,0.02107
GBRTENW,Period,Male,1881,53,0.02246
GBRTENW,Period,Male,1881,54,0.02431
GBRTENW,Period,Male,1881,55,0.02654
GBRTENW,Period,Male,1881,56,0.02899
GBRTENW,Period,Male,1881,57,0.03076
GBRTENW,Period,Male,1881,58,0.03227
GBRTENW,Period,Male,1881,59,0.03340
GBRTENW,Period,Male,1881,60,0.03429
GBRTENW,Period,Male,1881,61,0.03535
GBRTENW,Period,Male,1881,62,0.03754
GBRTENW,Period,Male,1881,63,0.04048
GBRTENW,Period,Male,1881,64,0.04439
GBRTENW,Period,Male,1881,65,0.04898
GBRTENW,Period,Male,1881,66,0.05466
GBRTENW,Period,Male,1881,67,0.05856
GBRTENW,Period,Male,1881,68,0.06259
GBRTENW,Period,Male,1881,69,0.06682
GBRTENW,Period,Male,1881,70,0.07130
GBRTENW,Period,Male,1881,71,0.07626
GBRTENW,Period,Male,1881,72,0.08207
GBRTENW,Period,Male,1881,73,0.08859
GBRTENW,Period,Male,1881,74,0.09619
GBRTENW,Period,Male,1881,75,0.10489
GBRTENW,Period,Male,1881,76,0.11472
GBRTENW,Period,Male,1881,77,0.12432
GBRTENW,Period,Male,1881,78,0.13511
GBRTENW,Period,Male,1881,79,0.14761
GBRTENW,Period,Male,1881,80,0.15749
GBRTENW,Period,Male,1881,81,0.17330
GBRTENW,Period,Male,1881,82,0.19128
GBRTENW,Period,Male,1881,83,0.21480
GBRTENW,Period,Male,1881,84,0.24315
GBRTENW,Period,Male,1881,85,0.22427
GBRTENW,Period,Male,1881,86,0.23925
GBRTENW,Period,Male,1881,87,0.25476
GBRTENW,Period,Male,1881,88,0.27077
GBRTENW,Period,Male,1881,89,0.28722
GBRTENW,Period,Male,1881,90,0.30408
GBRTENW,Period,Male,1881,91,0.32135
GBRTENW,Period,Male,1881,92,0.33899
GBRTENW,Period,Male,1881,93,0.35666
GBRTENW,Period,Male,1881,94,0.37474
GBRTENW,Period,Male,1881,95,0.39322
GBRTENW,Period,Male,1881,96,0.41190
GBRTENW,Period,Male,1881,97,0.43126
GBRTENW,Period,Male,1881,98,0.45287
GBRTENW,Period,Male,1881,99,0.47968
GBRTENW,Period,Male,1881,100,0.51040
GBRTENW,Period,Male,1881,101,0.55622
GBRTENW,Period,Male,1881,102,0.66322
GBRTENW,Period,Male,1881,103,0.92250
GBRTENW,Period,Male,1881,104,2.07217
GBRTENW,Period,Male,1881,105,"NA"
GBRTENW,Period,Male,1881,106,"NA"
GBRTENW,Period,Male,1881,107,"NA"
GBRTENW,Period,Male,1881,108,"NA"
GBRTENW,Period,Male,1881,109,"NA"
GBRTENW,Period,Male,1881,110,"NA"
GBRTENW,Period,Male,1882,0,0.16964
GBRTENW,Period,Male,1882,1,0.06077
GBRTENW,Period,Male,1882,2,0.02591
GBRTENW,Period,Male,1882,3,0.01750
GBRTENW,Period,Male,1882,4,0.01384
GBRTENW,Period,Male,1882,5,0.01033
GBRTENW,Period,Male,1882,6,0.00773
GBRTENW,Period,Male,1882,7,0.00576
GBRTENW,Period,Male,1882,8,0.00437
GBRTENW,Period,Male,1882,9,0.00349
GBRTENW,Period,Male,1882,10,0.00312
GBRTENW,Period,Male,1882,11,0.00297
GBRTENW,Period,Male,1882,12,0.00301
GBRTENW,Period,Male,1882,13,0.00321
GBRTENW,Period,Male,1882,14,0.00355
GBRTENW,Period,Male,1882,15,0.00400
GBRTENW,Period,Male,1882,16,0.00442
GBRTENW,Period,Male,1882,17,0.00478
GBRTENW,Period,Male,1882,18,0.00503
GBRTENW,Period,Male,1882,19,0.00517
GBRTENW,Period,Male,1882,20,0.00527
GBRTENW,Period,Male,1882,21,0.00548
GBRTENW,Period,Male,1882,22,0.00582
GBRTENW,Period,Male,1882,23,0.00617
GBRTENW,Period,Male,1882,24,0.00644
GBRTENW,Period,Male,1882,25,0.00669
GBRTENW,Period,Male,1882,26,0.00699
GBRTENW,Period,Male,1882,27,0.00733
GBRTENW,Period,Male,1882,28,0.00765
GBRTENW,Period,Male,1882,29,0.00793
GBRTENW,Period,Male,1882,30,0.00821
GBRTENW,Period,Male,1882,31,0.00869
GBRTENW,Period,Male,1882,32,0.00931
GBRTENW,Period,Male,1882,33,0.00985
GBRTENW,Period,Male,1882,34,0.01033
GBRTENW,Period,Male,1882,35,0.01081
GBRTENW,Period,Male,1882,36,0.01132
GBRTENW,Period,Male,1882,37,0.01182
