Country,Timeframe,Sex,Year,Age,mx
GBRTENW,Period,Female,1878,86,0.23700
GBRTENW,Period,Female,1878,87,0.25483
GBRTENW,Period,Female,1878,88,0.27358
GBRTENW,Period,Female,1878,89,0.29332
GBRTENW,Period,Female,1878,90,0.31387
GBRTENW,Period,Female,1878,91,0.33538
GBRTENW,Period,Female,1878,92,0.35778
GBRTENW,Period,Female,1878,93,0.38083
GBRTENW,Period,Female,1878,94,0.40465
GBRTENW,Period,Female,1878,95,0.42955
GBRTENW,Period,Female,1878,96,0.45509
GBRTENW,Period,Female,1878,97,0.48134
GBRTENW,Period,Female,1878,98,0.50887
GBRTENW,Period,Female,1878,99,0.53674
GBRTENW,Period,Female,1878,100,0.57128
GBRTENW,Period,Female,1878,101,0.61127
GBRTENW,Period,Female,1878,102,0.64861
GBRTENW,Period,Female,1878,103,0.70526
GBRTENW,Period,Female,1878,104,0.79917
GBRTENW,Period,Female,1878,105,0.94496
GBRTENW,Period,Female,1878,106,1.32099
GBRTENW,Period,Female,1878,107,4.21429
GBRTENW,Period,Female,1878,108,"NA"
GBRTENW,Period,Female,1878,109,"NA"
GBRTENW,Period,Female,1878,110,"NA"
GBRTENW,Period,Female,1879,0,0.13140
GBRTENW,Period,Female,1879,1,0.05499
GBRTENW,Period,Female,1879,2,0.02634
GBRTENW,Period,Female,1879,3,0.01746
GBRTENW,Period,Female,1879,4,0.01272
GBRTENW,Period,Female,1879,5,0.00932
GBRTENW,Period,Female,1879,6,0.00699
GBRTENW,Period,Female,1879,7,0.00521
GBRTENW,Period,Female,1879,8,0.00395
GBRTENW,Period,Female,1879,9,0.00331
GBRTENW,Period,Female,1879,10,0.00319
GBRTENW,Period,Female,1879,11,0.00323
GBRTENW,Period,Female,1879,12,0.00333
GBRTENW,Period,Female,1879,13,0.00352
GBRTENW,Period,Female,1879,14,0.00380
GBRTENW,Period,Female,1879,15,0.00415
GBRTENW,Period,Female,1879,16,0.00450
GBRTENW,Period,Female,1879,17,0.00483
GBRTENW,Period,Female,1879,18,0.00507
GBRTENW,Period,Female,1879,19,0.00531
GBRTENW,Period,Female,1879,20,0.00562
GBRTENW,Period,Female,1879,21,0.00587
GBRTENW,Period,Female,1879,22,0.00612
GBRTENW,Period,Female,1879,23,0.00640
GBRTENW,Period,Female,1879,24,0.00666
GBRTENW,Period,Female,1879,25,0.00685
GBRTENW,Period,Female,1879,26,0.00704
GBRTENW,Period,Female,1879,27,0.00731
GBRTENW,Period,Female,1879,28,0.00764
GBRTENW,Period,Female,1879,29,0.00800
GBRTENW,Period,Female,1879,30,0.00832
GBRTENW,Period,Female,1879,31,0.00863
GBRTENW,Period,Female,1879,32,0.00898
GBRTENW,Period,Female,1879,33,0.00940
GBRTENW,Period,Female,1879,34,0.00977
GBRTENW,Period,Female,1879,35,0.01001
GBRTENW,Period,Female,1879,36,0.01021
GBRTENW,Period,Female,1879,37,0.01043
GBRTENW,Period,Female,1879,38,0.01065
GBRTENW,Period,Female,1879,39,0.01093
GBRTENW,Period,Female,1879,40,0.01131
GBRTENW,Period,Female,1879,41,0.01177
GBRTENW,Period,Female,1879,42,0.01234
GBRTENW,Period,Female,1879,43,0.01286
GBRTENW,Period,Female,1879,44,0.01327
GBRTENW,Period,Female,1879,45,0.01359
GBRTENW,Period,Female,1879,46,0.01388
GBRTENW,Period,Female,1879,47,0.01417
GBRTENW,Period,Female,1879,48,0.01447
GBRTENW,Period,Female,1879,49,0.01496
GBRTENW,Period,Female,1879,50,0.01570
GBRTENW,Period,Female,1879,51,0.01671
GBRTENW,Period,Female,1879,52,0.01818
GBRTENW,Period,Female,1879,53,0.01998
GBRTENW,Period,Female,1879,54,0.02170
GBRTENW,Period,Female,1879,55,0.02326
GBRTENW,Period,Female,1879,56,0.02466
GBRTENW,Period,Female,1879,57,0.02562
GBRTENW,Period,Female,1879,58,0.02627
GBRTENW,Period,Female,1879,59,0.02746
GBRTENW,Period,Female,1879,60,0.02951
GBRTENW,Period,Female,1879,61,0.03218
GBRTENW,Period,Female,1879,62,0.03599
GBRTENW,Period,Female,1879,63,0.04055
GBRTENW,Period,Female,1879,64,0.04460
GBRTENW,Period,Female,1879,65,0.04849
GBRTENW,Period,Female,1879,66,0.05259
GBRTENW,Period,Female,1879,67,0.05661
GBRTENW,Period,Female,1879,68,0.05992
GBRTENW,Period,Female,1879,69,0.06394
GBRTENW,Period,Female,1879,70,0.06931
GBRTENW,Period,Female,1879,71,0.07529
GBRTENW,Period,Female,1879,72,0.08241
GBRTENW,Period,Female,1879,73,0.09094
GBRTENW,Period,Female,1879,74,0.09938
GBRTENW,Period,Female,1879,75,0.10798
GBRTENW,Period,Female,1879,76,0.11751
GBRTENW,Period,Female,1879,77,0.12789
GBRTENW,Period,Female,1879,78,0.13847
GBRTENW,Period,Female,1879,79,0.15038
GBRTENW,Period,Female,1879,80,0.15922
GBRTENW,Period,Female,1879,81,0.17560
GBRTENW,Period,Female,1879,82,0.19409
GBRTENW,Period,Female,1879,83,0.21219
GBRTENW,Period,Female,1879,84,0.23328
GBRTENW,Period,Female,1879,85,0.23897
GBRTENW,Period,Female,1879,86,0.25734
GBRTENW,Period,Female,1879,87,0.27676
GBRTENW,Period,Female,1879,88,0.29731
GBRTENW,Period,Female,1879,89,0.31883
GBRTENW,Period,Female,1879,90,0.34154
GBRTENW,Period,Female,1879,91,0.36506
GBRTENW,Period,Female,1879,92,0.38974
GBRTENW,Period,Female,1879,93,0.41544
GBRTENW,Period,Female,1879,94,0.44172
GBRTENW,Period,Female,1879,95,0.46888
GBRTENW,Period,Female,1879,96,0.49746
GBRTENW,Period,Female,1879,97,0.52692
GBRTENW,Period,Female,1879,98,0.55719
GBRTENW,Period,Female,1879,99,0.58989
GBRTENW,Period,Female,1879,100,0.62315
GBRTENW,Period,Female,1879,101,0.67008
GBRTENW,Period,Female,1879,102,0.73131
GBRTENW,Period,Female,1879,103,0.78868
GBRTENW,Period,Female,1879,104,0.89928
GBRTENW,Period,Female,1879,105,1.15880
GBRTENW,Period,Female,1879,106,1.79472
GBRTENW,Period,Female,1879,107,6.00000
GBRTENW,Period,Female,1879,108,"NA"
GBRTENW,Period,Female,1879,109,"NA"
GBRTENW,Period,Female,1879,110,"NA"
GBRTENW,Period,Female,1880,0,0.14784
GBRTENW,Period,Female,1880,1,0.06620
GBRTENW,Period,Female,1880,2,0.02912
GBRTENW,Period,Female,1880,3,0.01844
GBRTENW,Period,Female,1880,4,0.01326
GBRTENW,Period,Female,1880,5,0.00958
GBRTENW,Period,Female,1880,6,0.00726
GBRTENW,Period,Female,1880,7,0.00542
GBRTENW,Period,Female,1880,8,0.00413
GBRTENW,Period,Female,1880,9,0.00340
GBRTENW,Period,Female,1880,10,0.00320
GBRTENW,Period,Female,1880,11,0.00319
GBRTENW,Period,Female,1880,12,0.00326
GBRTENW,Period,Female,1880,13,0.00343
GBRTENW,Period,Female,1880,14,0.00372
GBRTENW,Period,Female,1880,15,0.00411
GBRTENW,Period,Female,1880,16,0.00446
GBRTENW,Period,Female,1880,17,0.00478
GBRTENW,Period,Female,1880,18,0.00509
GBRTENW,Period,Female,1880,19,0.00528
GBRTENW,Period,Female,1880,20,0.00547
GBRTENW,Period,Female,1880,21,0.00575
GBRTENW,Period,Female,1880,22,0.00596
GBRTENW,Period,Female,1880,23,0.00617
GBRTENW,Period,Female,1880,24,0.00641
GBRTENW,Period,Female,1880,25,0.00660
GBRTENW,Period,Female,1880,26,0.00673
GBRTENW,Period,Female,1880,27,0.00688
GBRTENW,Period,Female,1880,28,0.00713
GBRTENW,Period,Female,1880,29,0.00747
GBRTENW,Period,Female,1880,30,0.00783
GBRTENW,Period,Female,1880,31,0.00813
GBRTENW,Period,Female,1880,32,0.00842
GBRTENW,Period,Female,1880,33,0.00877
GBRTENW,Period,Female,1880,34,0.00920
GBRTENW,Period,Female,1880,35,0.00959
GBRTENW,Period,Female,1880,36,0.00981
GBRTENW,Period,Female,1880,37,0.01000
GBRTENW,Period,Female,1880,38,0.01020
GBRTENW,Period,Female,1880,39,0.01036
GBRTENW,Period,Female,1880,40,0.01057
GBRTENW,Period,Female,1880,41,0.01092
GBRTENW,Period,Female,1880,42,0.01135
GBRTENW,Period,Female,1880,43,0.01188
GBRTENW,Period,Female,1880,44,0.01235
GBRTENW,Period,Female,1880,45,0.01269
GBRTENW,Period,Female,1880,46,0.01301
GBRTENW,Period,Female,1880,47,0.01331
GBRTENW,Period,Female,1880,48,0.01361
GBRTENW,Period,Female,1880,49,0.01393
GBRTENW,Period,Female,1880,50,0.01445
GBRTENW,Period,Female,1880,51,0.01520
GBRTENW,Period,Female,1880,52,0.01624
GBRTENW,Period,Female,1880,53,0.01775
GBRTENW,Period,Female,1880,54,0.01961
GBRTENW,Period,Female,1880,55,0.02135
GBRTENW,Period,Female,1880,56,0.02283
GBRTENW,Period,Female,1880,57,0.02412
GBRTENW,Period,Female,1880,58,0.02492
GBRTENW,Period,Female,1880,59,0.02537
GBRTENW,Period,Female,1880,60,0.02641
GBRTENW,Period,Female,1880,61,0.02837
GBRTENW,Period,Female,1880,62,0.03097
GBRTENW,Period,Female,1880,63,0.03472
GBRTENW,Period,Female,1880,64,0.03902
GBRTENW,Period,Female,1880,65,0.04269
GBRTENW,Period,Female,1880,66,0.04623
GBRTENW,Period,Female,1880,67,0.05000
GBRTENW,Period,Female,1880,68,0.05370
GBRTENW,Period,Female,1880,69,0.05686
GBRTENW,Period,Female,1880,70,0.06072
GBRTENW,Period,Female,1880,71,0.06580
GBRTENW,Period,Female,1880,72,0.07153
GBRTENW,Period,Female,1880,73,0.07834
GBRTENW,Period,Female,1880,74,0.08611
GBRTENW,Period,Female,1880,75,0.09369
GBRTENW,Period,Female,1880,76,0.10193
GBRTENW,Period,Female,1880,77,0.11113
GBRTENW,Period,Female,1880,78,0.12130
GBRTENW,Period,Female,1880,79,0.13176
GBRTENW,Period,Female,1880,80,0.13898
GBRTENW,Period,Female,1880,81,0.15184
GBRTENW,Period,Female,1880,82,0.16800
GBRTENW,Period,Female,1880,83,0.18622
GBRTENW,Period,Female,1880,84,0.20330
GBRTENW,Period,Female,1880,85,0.20491
GBRTENW,Period,Female,1880,86,0.22031
GBRTENW,Period,Female,1880,87,0.23657
GBRTENW,Period,Female,1880,88,0.25370
GBRTENW,Period,Female,1880,89,0.27170
GBRTENW,Period,Female,1880,90,0.29056
GBRTENW,Period,Female,1880,91,0.31032
GBRTENW,Period,Female,1880,92,0.33084
GBRTENW,Period,Female,1880,93,0.35219
GBRTENW,Period,Female,1880,94,0.37434
GBRTENW,Period,Female,1880,95,0.39708
GBRTENW,Period,Female,1880,96,0.42038
GBRTENW,Period,Female,1880,97,0.44505
GBRTENW,Period,Female,1880,98,0.47099
GBRTENW,Period,Female,1880,99,0.49791
GBRTENW,Period,Female,1880,100,0.52752
GBRTENW,Period,Female,1880,101,0.55962
GBRTENW,Period,Female,1880,102,0.61320
GBRTENW,Period,Female,1880,103,0.69901
GBRTENW,Period,Female,1880,104,0.78130
GBRTENW,Period,Female,1880,105,1.02879
GBRTENW,Period,Female,1880,106,2.27586
GBRTENW,Period,Female,1880,107,"NA"
GBRTENW,Period,Female,1880,108,"NA"
GBRTENW,Period,Female,1880,109,"NA"
GBRTENW,Period,Female,1880,110,"NA"
GBRTENW,Period,Female,1881,0,0.12585
GBRTENW,Period,Female,1881,1,0.04609
GBRTENW,Period,Female,1881,2,0.02276
GBRTENW,Period,Female,1881,3,0.01595
GBRTENW,Period,Female,1881,4,0.01188
GBRTENW,Period,Female,1881,5,0.00884
GBRTENW,Period,Female,1881,6,0.00677
GBRTENW,Period,Female,1881,7,0.00522
GBRTENW,Period,Female,1881,8,0.00407
GBRTENW,Period,Female,1881,9,0.00337
GBRTENW,Period,Female,1881,10,0.00311
GBRTENW,Period,Female,1881,11,0.00304
GBRTENW,Period,Female,1881,12,0.00311
GBRTENW,Period,Female,1881,13,0.00329
GBRTENW,Period,Female,1881,14,0.00360
GBRTENW,Period,Female,1881,15,0.00400
GBRTENW,Period,Female,1881,16,0.00439
GBRTENW,Period,Female,1881,17,0.00474
GBRTENW,Period,Female,1881,18,0.00508
GBRTENW,Period,Female,1881,19,0.00537
GBRTENW,Period,Female,1881,20,0.00551
GBRTENW,Period,Female,1881,21,0.00575
GBRTENW,Period,Female,1881,22,0.00610
GBRTENW,Period,Female,1881,23,0.00637
GBRTENW,Period,Female,1881,24,0.00658
GBRTENW,Period,Female,1881,25,0.00679
GBRTENW,Period,Female,1881,26,0.00699
GBRTENW,Period,Female,1881,27,0.00715
GBRTENW,Period,Female,1881,28,0.00736
GBRTENW,Period,Female,1881,29,0.00762
GBRTENW,Period,Female,1881,30,0.00793
GBRTENW,Period,Female,1881,31,0.00836
GBRTENW,Period,Female,1881,32,0.00874
GBRTENW,Period,Female,1881,33,0.00910
GBRTENW,Period,Female,1881,34,0.00948
GBRTENW,Period,Female,1881,35,0.00993
GBRTENW,Period,Female,1881,36,0.01026
GBRTENW,Period,Female,1881,37,0.01052
GBRTENW,Period,Female,1881,38,0.01073
GBRTENW,Period,Female,1881,39,0.01087
GBRTENW,Period,Female,1881,40,0.01095
GBRTENW,Period,Female,1881,41,0.01114
GBRTENW,Period,Female,1881,42,0.01150
GBRTENW,Period,Female,1881,43,0.01189
GBRTENW,Period,Female,1881,44,0.01230
GBRTENW,Period,Female,1881,45,0.01269
GBRTENW,Period,Female,1881,46,0.01310
GBRTENW,Period,Female,1881,47,0.01353
GBRTENW,Period,Female,1881,48,0.01393
GBRTENW,Period,Female,1881,49,0.01436
GBRTENW,Period,Female,1881,50,0.01481
GBRTENW,Period,Female,1881,51,0.01547
GBRTENW,Period,Female,1881,52,0.01633
GBRTENW,Period,Female,1881,53,0.01753
GBRTENW,Period,Female,1881,54,0.01911
GBRTENW,Period,Female,1881,55,0.02102
GBRTENW,Period,Female,1881,56,0.02320
GBRTENW,Period,Female,1881,57,0.02484
GBRTENW,Period,Female,1881,58,0.02629
GBRTENW,Period,Female,1881,59,0.02737
GBRTENW,Period,Female,1881,60,0.02812
GBRTENW,Period,Female,1881,61,0.02922
GBRTENW,Period,Female,1881,62,0.03129
GBRTENW,Period,Female,1881,63,0.03403
GBRTENW,Period,Female,1881,64,0.03750
GBRTENW,Period,Female,1881,65,0.04136
GBRTENW,Period,Female,1881,66,0.04656
GBRTENW,Period,Female,1881,67,0.05015
GBRTENW,Period,Female,1881,68,0.05384
GBRTENW,Period,Female,1881,69,0.05751
GBRTENW,Period,Female,1881,70,0.06109
GBRTENW,Period,Female,1881,71,0.06599
GBRTENW,Period,Female,1881,72,0.07111
GBRTENW,Period,Female,1881,73,0.07682
GBRTENW,Period,Female,1881,74,0.08325
GBRTENW,Period,Female,1881,75,0.09058
GBRTENW,Period,Female,1881,76,0.10053
GBRTENW,Period,Female,1881,77,0.10871
GBRTENW,Period,Female,1881,78,0.11775
GBRTENW,Period,Female,1881,79,0.12773
GBRTENW,Period,Female,1881,80,0.13552
GBRTENW,Period,Female,1881,81,0.14792
GBRTENW,Period,Female,1881,82,0.16159
GBRTENW,Period,Female,1881,83,0.17898
GBRTENW,Period,Female,1881,84,0.19838
GBRTENW,Period,Female,1881,85,0.19534
GBRTENW,Period,Female,1881,86,0.20944
GBRTENW,Period,Female,1881,87,0.22434
GBRTENW,Period,Female,1881,88,0.24003
GBRTENW,Period,Female,1881,89,0.25654
GBRTENW,Period,Female,1881,90,0.27387
GBRTENW,Period,Female,1881,91,0.29204
GBRTENW,Period,Female,1881,92,0.31111
GBRTENW,Period,Female,1881,93,0.33105
GBRTENW,Period,Female,1881,94,0.35181
GBRTENW,Period,Female,1881,95,0.37347
GBRTENW,Period,Female,1881,96,0.39593
GBRTENW,Period,Female,1881,97,0.41908
GBRTENW,Period,Female,1881,98,0.44416
GBRTENW,Period,Female,1881,99,0.47148
GBRTENW,Period,Female,1881,100,0.50047
GBRTENW,Period,Female,1881,101,0.53495
GBRTENW,Period,Female,1881,102,0.57510
GBRTENW,Period,Female,1881,103,0.66090
GBRTENW,Period,Female,1881,104,0.82861
GBRTENW,Period,Female,1881,105,1.03924
GBRTENW,Period,Female,1881,106,2.32979
GBRTENW,Period,Female,1881,107,"NA"
GBRTENW,Period,Female,1881,108,"NA"
GBRTENW,Period,Female,1881,109,"NA"
GBRTENW,Period,Female,1881,110,"NA"
GBRTENW,Period,Female,1882,0,0.13890
GBRTENW,Period,Female,1882,1,0.05662
GBRTENW,Period,Female,1882,2,0.02530
GBRTENW,Period,Female,1882,3,0.01756
GBRTENW,Period,Female,1882,4,0.01310
GBRTENW,Period,Female,1882,5,0.00962
GBRTENW,Period,Female,1882,6,0.00725
GBRTENW,Period,Female,1882,7,0.00546
GBRTENW,Period,Female,1882,8,0.00423
GBRTENW,Period,Female,1882,9,0.00347
GBRTENW,Period,Female,1882,10,0.00318
GBRTENW,Period,Female,1882,11,0.00309
GBRTENW,Period,Female,1882,12,0.00315
GBRTENW,Period,Female,1882,13,0.00336
GBRTENW,Period,Female,1882,14,0.00368
GBRTENW,Period,Female,1882,15,0.00408
GBRTENW,Period,Female,1882,16,0.00445
GBRTENW,Period,Female,1882,17,0.00480
GBRTENW,Period,Female,1882,18,0.00512
GBRTENW,Period,Female,1882,19,0.00536
GBRTENW,Period,Female,1882,20,0.00554
GBRTENW,Period,Female,1882,21,0.00567
GBRTENW,Period,Female,1882,22,0.00594
GBRTENW,Period,Female,1882,23,0.00630
GBRTENW,Period,Female,1882,24,0.00655
GBRTENW,Period,Female,1882,25,0.00673
GBRTENW,Period,Female,1882,26,0.00695
GBRTENW,Period,Female,1882,27,0.00721
GBRTENW,Period,Female,1882,28,0.00745
GBRTENW,Period,Female,1882,29,0.00764
GBRTENW,Period,Female,1882,30,0.00783
GBRTENW,Period,Female,1882,31,0.00821
GBRTENW,Period,Female,1882,32,0.00871
GBRTENW,Period,Female,1882,33,0.00914
GBRTENW,Period,Female,1882,34,0.00950
GBRTENW,Period,Female,1882,35,0.00986
GBRTENW,Period,Female,1882,36,0.01023
GBRTENW,Period,Female,1882,37,0.01060
GBRTENW,Period,Female,1882,38,0.01086
GBRTENW,Period,Female,1882,39,0.01103
GBRTENW,Period,Female,1882,40,0.01114
GBRTENW,Period,Female,1882,41,0.01123
GBRTENW,Period,Female,1882,42,0.01145
GBRTENW,Period,Female,1882,43,0.01180
GBRTENW,Period,Female,1882,44,0.01213
GBRTENW,Period,Female,1882,45,0.01254
GBRTENW,Period,Female,1882,46,0.01308
GBRTENW,Period,Female,1882,47,0.01368
GBRTENW,Period,Female,1882,48,0.01427
GBRTENW,Period,Female,1882,49,0.01484
GBRTENW,Period,Female,1882,50,0.01538
GBRTENW,Period,Female,1882,51,0.01592
GBRTENW,Period,Female,1882,52,0.01660
GBRTENW,Period,Female,1882,53,0.01751
GBRTENW,Period,Female,1882,54,0.01861
GBRTENW,Period,Female,1882,55,0.02007
GBRTENW,Period,Female,1882,56,0.02223
GBRTENW,Period,Female,1882,57,0.02439
GBRTENW,Period,Female,1882,58,0.02608
GBRTENW,Period,Female,1882,59,0.02781
GBRTENW,Period,Female,1882,60,0.02928
GBRTENW,Period,Female,1882,61,0.02995
GBRTENW,Period,Female,1882,62,0.03102
GBRTENW,Period,Female,1882,63,0.03305
GBRTENW,Period,Female,1882,64,0.03537
GBRTENW,Period,Female,1882,65,0.03852
GBRTENW,Period,Female,1882,66,0.04374
GBRTENW,Period,Female,1882,67,0.04896
GBRTENW,Period,Female,1882,68,0.05248
GBRTENW,Period,Female,1882,69,0.05614
GBRTENW,Period,Female,1882,70,0.06021
GBRTENW,Period,Female,1882,71,0.06488
GBRTENW,Period,Female,1882,72,0.06983
GBRTENW,Period,Female,1882,73,0.07496
GBRTENW,Period,Female,1882,74,0.08045
GBRTENW,Period,Female,1882,75,0.08707
GBRTENW,Period,Female,1882,76,0.09690
GBRTENW,Period,Female,1882,77,0.10718
GBRTENW,Period,Female,1882,78,0.11546
GBRTENW,Period,Female,1882,79,0.12455
GBRTENW,Period,Female,1882,80,0.13209
GBRTENW,Period,Female,1882,81,0.14566
GBRTENW,Period,Female,1882,82,0.15926
GBRTENW,Period,Female,1882,83,0.17402
GBRTENW,Period,Female,1882,84,0.19285
GBRTENW,Period,Female,1882,85,0.18992
GBRTENW,Period,Female,1882,86,0.20323
GBRTENW,Period,Female,1882,87,0.21709
GBRTENW,Period,Female,1882,88,0.23160
GBRTENW,Period,Female,1882,89,0.24674
GBRTENW,Period,Female,1882,90,0.26251
GBRTENW,Period,Female,1882,91,0.27888
GBRTENW,Period,Female,1882,92,0.29588
GBRTENW,Period,Female,1882,93,0.31359
GBRTENW,Period,Female,1882,94,0.33191
GBRTENW,Period,Female,1882,95,0.35081
GBRTENW,Period,Female,1882,96,0.37038
GBRTENW,Period,Female,1882,97,0.39058
GBRTENW,Period,Female,1882,98,0.41129
GBRTENW,Period,Female,1882,99,0.43432
GBRTENW,Period,Female,1882,100,0.46008
GBRTENW,Period,Female,1882,101,0.48898
GBRTENW,Period,Female,1882,102,0.52545
GBRTENW,Period,Female,1882,103,0.57337
GBRTENW,Period,Female,1882,104,0.71192
GBRTENW,Period,Female,1882,105,1.12381
GBRTENW,Period,Female,1882,106,2.26286
GBRTENW,Period,Female,1882,107,"NA"
GBRTENW,Period,Female,1882,108,"NA"
GBRTENW,Period,Female,1882,109,"NA"
GBRTENW,Period,Female,1882,110,"NA"
GBRTENW,Period,Female,1883,0,0.13326
GBRTENW,Period,Female,1883,1,0.05161
GBRTENW,Period,Female,1883,2,0.02250
GBRTENW,Period,Female,1883,3,0.01548
GBRTENW,Period,Female,1883,4,0.01229
GBRTENW,Period,Female,1883,5,0.00929
GBRTENW,Period,Female,1883,6,0.00712
GBRTENW,Period,Female,1883,7,0.00535
GBRTENW,Period,Female,1883,8,0.00414
GBRTENW,Period,Female,1883,9,0.00347
GBRTENW,Period,Female,1883,10,0.00322
GBRTENW,Period,Female,1883,11,0.00315
GBRTENW,Period,Female,1883,12,0.00320
GBRTENW,Period,Female,1883,13,0.00341
GBRTENW,Period,Female,1883,14,0.00378
GBRTENW,Period,Female,1883,15,0.00423
GBRTENW,Period,Female,1883,16,0.00466
GBRTENW,Period,Female,1883,17,0.00504
GBRTENW,Period,Female,1883,18,0.00539
GBRTENW,Period,Female,1883,19,0.00567
GBRTENW,Period,Female,1883,20,0.00587
GBRTENW,Period,Female,1883,21,0.00603
GBRTENW,Period,Female,1883,22,0.00615
GBRTENW,Period,Female,1883,23,0.00642
GBRTENW,Period,Female,1883,24,0.00676
GBRTENW,Period,Female,1883,25,0.00699
GBRTENW,Period,Female,1883,26,0.00716
GBRTENW,Period,Female,1883,27,0.00740
GBRTENW,Period,Female,1883,28,0.00768
GBRTENW,Period,Female,1883,29,0.00792
GBRTENW,Period,Female,1883,30,0.00810
GBRTENW,Period,Female,1883,31,0.00830
GBRTENW,Period,Female,1883,32,0.00868
GBRTENW,Period,Female,1883,33,0.00917
GBRTENW,Period,Female,1883,34,0.00960
GBRTENW,Period,Female,1883,35,0.00996
GBRTENW,Period,Female,1883,36,0.01031
GBRTENW,Period,Female,1883,37,0.01068
GBRTENW,Period,Female,1883,38,0.01103
GBRTENW,Period,Female,1883,39,0.01129
GBRTENW,Period,Female,1883,40,0.01145
GBRTENW,Period,Female,1883,41,0.01158
GBRTENW,Period,Female,1883,42,0.01168
GBRTENW,Period,Female,1883,43,0.01193
GBRTENW,Period,Female,1883,44,0.01232
GBRTENW,Period,Female,1883,45,0.01271
GBRTENW,Period,Female,1883,46,0.01328
GBRTENW,Period,Female,1883,47,0.01399
GBRTENW,Period,Female,1883,48,0.01475
GBRTENW,Period,Female,1883,49,0.01549
GBRTENW,Period,Female,1883,50,0.01619
GBRTENW,Period,Female,1883,51,0.01685
GBRTENW,Period,Female,1883,52,0.01749
GBRTENW,Period,Female,1883,53,0.01830
GBRTENW,Period,Female,1883,54,0.01938
GBRTENW,Period,Female,1883,55,0.02067
GBRTENW,Period,Female,1883,56,0.02229
GBRTENW,Period,Female,1883,57,0.02463
GBRTENW,Period,Female,1883,58,0.02696
GBRTENW,Period,Female,1883,59,0.02887
GBRTENW,Period,Female,1883,60,0.03084
GBRTENW,Period,Female,1883,61,0.03253
GBRTENW,Period,Female,1883,62,0.03340
GBRTENW,Period,Female,1883,63,0.03476
GBRTENW,Period,Female,1883,64,0.03721
GBRTENW,Period,Female,1883,65,0.04001
GBRTENW,Period,Female,1883,66,0.04368
GBRTENW,Period,Female,1883,67,0.04956
GBRTENW,Period,Female,1883,68,0.05542
GBRTENW,Period,Female,1883,69,0.05955
GBRTENW,Period,Female,1883,70,0.06392
GBRTENW,Period,Female,1883,71,0.06883
GBRTENW,Period,Female,1883,72,0.07442
GBRTENW,Period,Female,1883,73,0.08039
GBRTENW,Period,Female,1883,74,0.08671
GBRTENW,Period,Female,1883,75,0.09352
GBRTENW,Period,Female,1883,76,0.10168
GBRTENW,Period,Female,1883,77,0.11360
GBRTENW,Period,Female,1883,78,0.12617
GBRTENW,Period,Female,1883,79,0.13659
GBRTENW,Period,Female,1883,80,0.14292
GBRTENW,Period,Female,1883,81,0.15764
GBRTENW,Period,Female,1883,82,0.17468
GBRTENW,Period,Female,1883,83,0.19133
GBRTENW,Period,Female,1883,84,0.20884
GBRTENW,Period,Female,1883,85,0.20676
GBRTENW,Period,Female,1883,86,0.22101
GBRTENW,Period,Female,1883,87,0.23572
GBRTENW,Period,Female,1883,88,0.25087
GBRTENW,Period,Female,1883,89,0.26639
GBRTENW,Period,Female,1883,90,0.28226
GBRTENW,Period,Female,1883,91,0.29845
GBRTENW,Period,Female,1883,92,0.31492
GBRTENW,Period,Female,1883,93,0.33154
GBRTENW,Period,Female,1883,94,0.34848
GBRTENW,Period,Female,1883,95,0.36549
GBRTENW,Period,Female,1883,96,0.38254
GBRTENW,Period,Female,1883,97,0.39977
GBRTENW,Period,Female,1883,98,0.41705
GBRTENW,Period,Female,1883,99,0.43428
GBRTENW,Period,Female,1883,100,0.45390
GBRTENW,Period,Female,1883,101,0.47795
GBRTENW,Period,Female,1883,102,0.50602
GBRTENW,Period,Female,1883,103,0.54741
GBRTENW,Period,Female,1883,104,0.61062
GBRTENW,Period,Female,1883,105,0.89924
GBRTENW,Period,Female,1883,106,4.23913
GBRTENW,Period,Female,1883,107,"NA"
GBRTENW,Period,Female,1883,108,"NA"
GBRTENW,Period,Female,1883,109,"NA"
GBRTENW,Period,Female,1883,110,"NA"
GBRTENW,Period,Female,1884,0,0.14519
GBRTENW,Period,Female,1884,1,0.05593
GBRTENW,Period,Female,1884,2,0.02388
GBRTENW,Period,Female,1884,3,0.01537
GBRTENW,Period,Female,1884,4,0.01128
GBRTENW,Period,Female,1884,5,0.00870
GBRTENW,Period,Female,1884,6,0.00701
GBRTENW,Period,Female,1884,7,0.00557
GBRTENW,Period,Female,1884,8,0.00445
GBRTENW,Period,Female,1884,9,0.00373
GBRTENW,Period,Female,1884,10,0.00338
GBRTENW,Period,Female,1884,11,0.00318
GBRTENW,Period,Female,1884,12,0.00312
GBRTENW,Period,Female,1884,13,0.00321
GBRTENW,Period,Female,1884,14,0.00350
GBRTENW,Period,Female,1884,15,0.00396
GBRTENW,Period,Female,1884,16,0.00441
GBRTENW,Period,Female,1884,17,0.00481
GBRTENW,Period,Female,1884,18,0.00515
GBRTENW,Period,Female,1884,19,0.00546
GBRTENW,Period,Female,1884,20,0.00568
GBRTENW,Period,Female,1884,21,0.00585
GBRTENW,Period,Female,1884,22,0.00600
GBRTENW,Period,Female,1884,23,0.00615
GBRTENW,Period,Female,1884,24,0.00643
GBRTENW,Period,Female,1884,25,0.00677
GBRTENW,Period,Female,1884,26,0.00702
