year,sex,age,mx,age_start,age_width
1956,total,70-74,0.04739,70,5
1957,total,70-74,0.04651,70,5
1958,total,70-74,0.04232,70,5
1959,total,70-74,0.04245,70,5
1960,total,70-74,0.04286,70,5
1961,total,70-74,0.04017,70,5
1962,total,70-74,0.04226,70,5
1963,total,70-74,0.04299,70,5
1964,total,70-74,0.03970,70,5
1965,total,70-74,0.04100,70,5
1966,total,70-74,0.03925,70,5
1967,total,70-74,0.03991,70,5
1968,total,70-74,0.04033,70,5
1969,total,70-74,0.04306,70,5
1970,total,70-74,0.03918,70,5
1971,total,70-74,0.03936,70,5
1972,total,70-74,0.03855,70,5
1973,total,70-74,0.03854,70,5
1974,total,70-74,0.03775,70,5
1975,total,70-74,0.03750,70,5
1976,total,70-74,0.03649,70,5
1977,total,70-74,0.03498,70,5
1978,total,70-74,0.03479,70,5
1979,total,70-74,0.03325,70,5
1980,total,70-74,0.03277,70,5
1981,total,70-74,0.03213,70,5
1982,total,70-74,0.03091,70,5
1983,total,70-74,0.03081,70,5
1984,total,70-74,0.02948,70,5
1985,total,70-74,0.02963,70,5
1986,total,70-74,0.02933,70,5
1987,total,70-74,0.02823,70,5
1988,total,70-74,0.02711,70,5
1989,total,70-74,0.02577,70,5
1990,total,70-74,0.02427,70,5
1991,total,70-74,0.02366,70,5
1992,total,70-74,0.02345,70,5
1993,total,70-74,0.02339,70,5
1994,total,70-74,0.02319,70,5
1995,total,70-74,0.02323,70,5
1996,total,70-74,0.02326,70,5
1997,total,70-74,0.02274,70,5
1998,total,70-74,0.02253,70,5
1999,total,70-74,0.02222,70,5
1925,female,75-79,0.09814,75,5
1926,female,75-79,0.09760,75,5
1927,female,75-79,0.09596,75,5
1928,female,75-79,0.09290,75,5
1929,female,75-79,0.10579,75,5
1930,female,75-79,0.08592,75,5
1931,female,75-79,0.09435,75,5
1932,female,75-79,0.09006,75,5
1933,female,75-79,0.09049,75,5
1934,female,75-79,0.08531,75,5
1935,female,75-79,0.08934,75,5
1936,female,75-79,0.08731,75,5
1937,female,75-79,0.08440,75,5
1938,female,75-79,0.08731,75,5
1939,female,75-79,0.09002,75,5
1940,female,75-79,0.10669,75,5
1941,female,75-79,0.09170,75,5
1942,female,75-79,0.09242,75,5
1943,female,75-79,0.08842,75,5
1944,female,75-79,0.09854,75,5
1945,female,75-79,0.08676,75,5
1946,female,75-79,0.07357,75,5
1947,female,75-79,0.07164,75,5
1948,female,75-79,0.06608,75,5
1949,female,75-79,0.07767,75,5
1950,female,75-79,0.07060,75,5
1951,female,75-79,0.07588,75,5
1952,female,75-79,0.06802,75,5
1953,female,75-79,0.07432,75,5
1954,female,75-79,0.06661,75,5
1955,female,75-79,0.06673,75,5
1956,female,75-79,0.06888,75,5
1957,female,75-79,0.06487,75,5
1958,female,75-79,0.06113,75,5
1959,female,75-79,0.06080,75,5
1960,female,75-79,0.06085,75,5
1961,female,75-79,0.05671,75,5
1962,female,75-79,0.06097,75,5
1963,female,75-79,0.06106,75,5
1964,female,75-79,0.05456,75,5
1965,female,75-79,0.05576,75,5
1966,female,75-79,0.05285,75,5
1967,female,75-79,0.05334,75,5
1968,female,75-79,0.05381,75,5
1969,female,75-79,0.05585,75,5
1970,female,75-79,0.05186,75,5
1971,female,75-79,0.05128,75,5
1972,female,75-79,0.04985,75,5
1973,female,75-79,0.04995,75,5
1974,female,75-79,0.04837,75,5
1975,female,75-79,0.04818,75,5
1976,female,75-79,0.04708,75,5
1977,female,75-79,0.04349,75,5
1978,female,75-79,0.04314,75,5
1979,female,75-79,0.04151,75,5
1980,female,75-79,0.04115,75,5
1981,female,75-79,0.04105,75,5
1982,female,75-79,0.03927,75,5
1983,female,75-79,0.03972,75,5
1984,female,75-79,0.03724,75,5
1985,female,75-79,0.03703,75,5
1986,female,75-79,0.03580,75,5
1987,female,75-79,0.03346,75,5
1988,female,75-79,0.03246,75,5
1989,female,75-79,0.03128,75,5
1990,female,75-79,0.03099,75,5
1991,female,75-79,0.03056,75,5
1992,female,75-79,0.02969,75,5
1993,female,75-79,0.02947,75,5
1994,female,75-79,0.02709,75,5
1995,female,75-79,0.02617,75,5
1996,female,75-79,0.02550,75,5
1997,female,75-79,0.02535,75,5
1998,female,75-79,0.02543,75,5
1999,female,75-79,0.02595,75,5
1925,male,75-79,0.12091,75,5
1926,male,75-79,0.12117,75,5
1927,male,75-79,0.11869,75,5
1928,male,75-79,0.11446,75,5
1929,male,75-79,0.12965,75,5
1930,male,75-79,0.11056,75,5
1931,male,75-79,0.12062,75,5
1932,male,75-79,0.11579,75,5
1933,male,75-79,0.11598,75,5
1934,male,75-79,0.11224,75,5
1935,male,75-79,0.11575,75,5
1936,male,75-79,0.11408,75,5
1937,male,75-79,0.11011,75,5
1938,male,75-79,0.11308,75,5
1939,male,75-79,0.11847,75,5
1940,male,75-79,0.14080,75,5
1941,male,75-79,0.13202,75,5
1942,male,75-79,0.13280,75,5
1943,male,75-79,0.11727,75,5
1944,male,75-79,0.12429,75,5
1945,male,75-79,0.11020,75,5
1946,male,75-79,0.09819,75,5
1947,male,75-79,0.09539,75,5
1948,male,75-79,0.09166,75,5
1949,male,75-79,0.10483,75,5
1950,male,75-79,0.09604,75,5
1951,male,75-79,0.10449,75,5
1952,male,75-79,0.09523,75,5
1953,male,75-79,0.10438,75,5
1954,male,75-79,0.09419,75,5
1955,male,75-79,0.09577,75,5
1956,male,75-79,0.10033,75,5
1957,male,75-79,0.09561,75,5
1958,male,75-79,0.08886,75,5
1959,male,75-79,0.08800,75,5
1960,male,75-79,0.09084,75,5
1961,male,75-79,0.08554,75,5
1962,male,75-79,0.09095,75,5
1963,male,75-79,0.09376,75,5
1964,male,75-79,0.08491,75,5
1965,male,75-79,0.08869,75,5
1966,male,75-79,0.08402,75,5
1967,male,75-79,0.08547,75,5
1968,male,75-79,0.08674,75,5
1969,male,75-79,0.08976,75,5
1970,male,75-79,0.08332,75,5
1971,male,75-79,0.08263,75,5
1972,male,75-79,0.08268,75,5
1973,male,75-79,0.08278,75,5
1974,male,75-79,0.08208,75,5
1975,male,75-79,0.08319,75,5
1976,male,75-79,0.08157,75,5
1977,male,75-79,0.07755,75,5
1978,male,75-79,0.07873,75,5
1979,male,75-79,0.07631,75,5
1980,male,75-79,0.07517,75,5
1981,male,75-79,0.07495,75,5
1982,male,75-79,0.07205,75,5
1983,male,75-79,0.07307,75,5
1984,male,75-79,0.06987,75,5
1985,male,75-79,0.06955,75,5
1986,male,75-79,0.06772,75,5
1987,male,75-79,0.06354,75,5
1988,male,75-79,0.06141,75,5
1989,male,75-79,0.06028,75,5
1990,male,75-79,0.05897,75,5
1991,male,75-79,0.05864,75,5
1992,male,75-79,0.05784,75,5
1993,male,75-79,0.05665,75,5
1994,male,75-79,0.05305,75,5
1995,male,75-79,0.05183,75,5
1996,male,75-79,0.05102,75,5
1997,male,75-79,0.05051,75,5
1998,male,75-79,0.05095,75,5
1999,male,75-79,0.05103,75,5
1925,total,75-79,0.10747,75,5
1926,total,75-79,0.10729,75,5
1927,total,75-79,0.10531,75,5
1928,total,75-79,0.10186,75,5
1929,total,75-79,0.11568,75,5
1930,total,75-79,0.09617,75,5
1931,total,75-79,0.10523,75,5
1932,total,75-79,0.10069,75,5
1933,total,75-79,0.10095,75,5
1934,total,75-79,0.09634,75,5
1935,total,75-79,0.10015,75,5
1936,total,75-79,0.09831,75,5
1937,total,75-79,0.09498,75,5
1938,total,75-79,0.09787,75,5
1939,total,75-79,0.10152,75,5
1940,total,75-79,0.12028,75,5
1941,total,75-79,0.10773,75,5
1942,total,75-79,0.10844,75,5
1943,total,75-79,0.09982,75,5
1944,total,75-79,0.10869,75,5
1945,total,75-79,0.09598,75,5
1946,total,75-79,0.08328,75,5
1947,total,75-79,0.08104,75,5
1948,total,75-79,0.07623,75,5
1949,total,75-79,0.08844,75,5
1950,total,75-79,0.08067,75,5
1951,total,75-79,0.08714,75,5
1952,total,75-79,0.07871,75,5
1953,total,75-79,0.08604,75,5
1954,total,75-79,0.07725,75,5
1955,total,75-79,0.07777,75,5
1956,total,75-79,0.08064,75,5
1957,total,75-79,0.07618,75,5
1958,total,75-79,0.07123,75,5
1959,total,75-79,0.07062,75,5
1960,total,75-79,0.07165,75,5
1961,total,75-79,0.06705,75,5
1962,total,75-79,0.07169,75,5
1963,total,75-79,0.07266,75,5
1964,total,75-79,0.06525,75,5
1965,total,75-79,0.06725,75,5
1966,total,75-79,0.06364,75,5
1967,total,75-79,0.06436,75,5
1968,total,75-79,0.06501,75,5
1969,total,75-79,0.06731,75,5
1970,total,75-79,0.06246,75,5
1971,total,75-79,0.06190,75,5
1972,total,75-79,0.06115,75,5
1973,total,75-79,0.06150,75,5
1974,total,75-79,0.06053,75,5
1975,total,75-79,0.06111,75,5
1976,total,75-79,0.06002,75,5
1977,total,75-79,0.05724,75,5
1978,total,75-79,0.05761,75,5
1979,total,75-79,0.05476,75,5
1980,total,75-79,0.05414,75,5
1981,total,75-79,0.05402,75,5
1982,total,75-79,0.05181,75,5
1983,total,75-79,0.05249,75,5
1984,total,75-79,0.04976,75,5
1985,total,75-79,0.04953,75,5
1986,total,75-79,0.04809,75,5
1987,total,75-79,0.04509,75,5
1988,total,75-79,0.04392,75,5
1989,total,75-79,0.04277,75,5
1990,total,75-79,0.04191,75,5
1991,total,75-79,0.04150,75,5
1992,total,75-79,0.04067,75,5
1993,total,75-79,0.04013,75,5
1994,total,75-79,0.03743,75,5
1995,total,75-79,0.03650,75,5
1996,total,75-79,0.03581,75,5
1997,total,75-79,0.03549,75,5
1998,total,75-79,0.03575,75,5
1999,total,75-79,0.03605,75,5
1925,female,80-84,0.16109,80,5
1926,female,80-84,0.15913,80,5
1927,female,80-84,0.16042,80,5
1928,female,80-84,0.15070,80,5
1929,female,80-84,0.17539,80,5
1930,female,80-84,0.13687,80,5
1931,female,80-84,0.15571,80,5
1932,female,80-84,0.14485,80,5
1933,female,80-84,0.15067,80,5
1934,female,80-84,0.13745,80,5
1935,female,80-84,0.14465,80,5
1936,female,80-84,0.14044,80,5
1937,female,80-84,0.13488,80,5
1938,female,80-84,0.14152,80,5
1939,female,80-84,0.14612,80,5
1940,female,80-84,0.17892,80,5
1941,female,80-84,0.15371,80,5
1942,female,80-84,0.15683,80,5
1943,female,80-84,0.15579,80,5
1944,female,80-84,0.17346,80,5
1945,female,80-84,0.14895,80,5
1946,female,80-84,0.12380,80,5
1947,female,80-84,0.12130,80,5
1948,female,80-84,0.11204,80,5
1949,female,80-84,0.13408,80,5
1950,female,80-84,0.11838,80,5
1951,female,80-84,0.12983,80,5
1952,female,80-84,0.11517,80,5
1953,female,80-84,0.12749,80,5
1954,female,80-84,0.11178,80,5
1955,female,80-84,0.11397,80,5
1956,female,80-84,0.11933,80,5
1957,female,80-84,0.11107,80,5
1958,female,80-84,0.10729,80,5
1959,female,80-84,0.10650,80,5
1960,female,80-84,0.10713,80,5
1961,female,80-84,0.09918,80,5
1962,female,80-84,0.10735,80,5
1963,female,80-84,0.10816,80,5
1964,female,80-84,0.09647,80,5
1965,female,80-84,0.10044,80,5
1966,female,80-84,0.09418,80,5
1967,female,80-84,0.09564,80,5
1968,female,80-84,0.09537,80,5
1969,female,80-84,0.09416,80,5
1970,female,80-84,0.09017,80,5
1971,female,80-84,0.09107,80,5
1972,female,80-84,0.08810,80,5
1973,female,80-84,0.09022,80,5
1974,female,80-84,0.08707,80,5
1975,female,80-84,0.08743,80,5
1976,female,80-84,0.08468,80,5
1977,female,80-84,0.07934,80,5
1978,female,80-84,0.08108,80,5
1979,female,80-84,0.07800,80,5
1980,female,80-84,0.07756,80,5
1981,female,80-84,0.07783,80,5
1982,female,80-84,0.07359,80,5
1983,female,80-84,0.07588,80,5
1984,female,80-84,0.07107,80,5
1985,female,80-84,0.07155,80,5
1986,female,80-84,0.06951,80,5
1987,female,80-84,0.06482,80,5
1988,female,80-84,0.06277,80,5
1989,female,80-84,0.06168,80,5
1990,female,80-84,0.05982,80,5
1991,female,80-84,0.05802,80,5
1992,female,80-84,0.05553,80,5
1993,female,80-84,0.05530,80,5
1994,female,80-84,0.05203,80,5
1995,female,80-84,0.05322,80,5
1996,female,80-84,0.05421,80,5
1997,female,80-84,0.05315,80,5
1998,female,80-84,0.05217,80,5
1999,female,80-84,0.05000,80,5
1925,male,80-84,0.19298,80,5
1926,male,80-84,0.19269,80,5
1927,male,80-84,0.19328,80,5
1928,male,80-84,0.17935,80,5
1929,male,80-84,0.20828,80,5
1930,male,80-84,0.16669,80,5
1931,male,80-84,0.18480,80,5
1932,male,80-84,0.17774,80,5
1933,male,80-84,0.18381,80,5
1934,male,80-84,0.16957,80,5
1935,male,80-84,0.18266,80,5
1936,male,80-84,0.18025,80,5
1937,male,80-84,0.17291,80,5
1938,male,80-84,0.18035,80,5
1939,male,80-84,0.18439,80,5
1940,male,80-84,0.23237,80,5
1941,male,80-84,0.20841,80,5
1942,male,80-84,0.21433,80,5
1943,male,80-84,0.18902,80,5
1944,male,80-84,0.20096,80,5
1945,male,80-84,0.17901,80,5
1946,male,80-84,0.15576,80,5
1947,male,80-84,0.15395,80,5
1948,male,80-84,0.14472,80,5
1949,male,80-84,0.17056,80,5
1950,male,80-84,0.15612,80,5
1951,male,80-84,0.16968,80,5
1952,male,80-84,0.15157,80,5
1953,male,80-84,0.16452,80,5
1954,male,80-84,0.14885,80,5
1955,male,80-84,0.15225,80,5
1956,male,80-84,0.15905,80,5
1957,male,80-84,0.14869,80,5
1958,male,80-84,0.14225,80,5
1959,male,80-84,0.14273,80,5
1960,male,80-84,0.14534,80,5
1961,male,80-84,0.13531,80,5
1962,male,80-84,0.14655,80,5
1963,male,80-84,0.14782,80,5
1964,male,80-84,0.13583,80,5
1965,male,80-84,0.13970,80,5
1966,male,80-84,0.13162,80,5
1967,male,80-84,0.13694,80,5
1968,male,80-84,0.13719,80,5
1969,male,80-84,0.13764,80,5
1970,male,80-84,0.13137,80,5
1971,male,80-84,0.13105,80,5
1972,male,80-84,0.12732,80,5
1973,male,80-84,0.13057,80,5
1974,male,80-84,0.12614,80,5
1975,male,80-84,0.12855,80,5
1976,male,80-84,0.12540,80,5
1977,male,80-84,0.11804,80,5
1978,male,80-84,0.12238,80,5
1979,male,80-84,0.11898,80,5
1980,male,80-84,0.11992,80,5
1981,male,80-84,0.12039,80,5
1982,male,80-84,0.11407,80,5
1983,male,80-84,0.11743,80,5
1984,male,80-84,0.11120,80,5
1985,male,80-84,0.11423,80,5
1986,male,80-84,0.11032,80,5
1987,male,80-84,0.10453,80,5
1988,male,80-84,0.10088,80,5
1989,male,80-84,0.09953,80,5
1990,male,80-84,0.09744,80,5
1991,male,80-84,0.09555,80,5
1992,male,80-84,0.09181,80,5
1993,male,80-84,0.09296,80,5
1994,male,80-84,0.08821,80,5
1995,male,80-84,0.08972,80,5
1996,male,80-84,0.09195,80,5
1997,male,80-84,0.08937,80,5
1998,male,80-84,0.08895,80,5
1999,male,80-84,0.08345,80,5
1925,total,80-84,0.17366,80,5
1926,total,80-84,0.17222,80,5
1927,total,80-84,0.17312,80,5
1928,total,80-84,0.16158,80,5
1929,total,80-84,0.18790,80,5
1930,total,80-84,0.14806,80,5
1931,total,80-84,0.16672,80,5
1932,total,80-84,0.15730,80,5
1933,total,80-84,0.16334,80,5
1934,total,80-84,0.14967,80,5
1935,total,80-84,0.15904,80,5
1936,total,80-84,0.15539,80,5
1937,total,80-84,0.14909,80,5
1938,total,80-84,0.15600,80,5
1939,total,80-84,0.16031,80,5
1940,total,80-84,0.19839,80,5
1941,total,80-84,0.17357,80,5
1942,total,80-84,0.17768,80,5
1943,total,80-84,0.16780,80,5
1944,total,80-84,0.18337,80,5
1945,total,80-84,0.15974,80,5
1946,total,80-84,0.13524,80,5
1947,total,80-84,0.13307,80,5
1948,total,80-84,0.12388,80,5
1949,total,80-84,0.14732,80,5
1950,total,80-84,0.13205,80,5
1951,total,80-84,0.14427,80,5
1952,total,80-84,0.12835,80,5
1953,total,80-84,0.14093,80,5
1954,total,80-84,0.12516,80,5
1955,total,80-84,0.12774,80,5
1956,total,80-84,0.13350,80,5
1957,total,80-84,0.12443,80,5
1958,total,80-84,0.11959,80,5
1959,total,80-84,0.11914,80,5
1960,total,80-84,0.12024,80,5
1961,total,80-84,0.11142,80,5
1962,total,80-84,0.12042,80,5
1963,total,80-84,0.12120,80,5
1964,total,80-84,0.10924,80,5
1965,total,80-84,0.11309,80,5
1966,total,80-84,0.10615,80,5
1967,total,80-84,0.10873,80,5
1968,total,80-84,0.10850,80,5
1969,total,80-84,0.10770,80,5
1970,total,80-84,0.10290,80,5
1971,total,80-84,0.10336,80,5
1972,total,80-84,0.10002,80,5
1973,total,80-84,0.10237,80,5
1974,total,80-84,0.09872,80,5
1975,total,80-84,0.09957,80,5
1976,total,80-84,0.09680,80,5
1977,total,80-84,0.09471,80,5
1978,total,80-84,0.09780,80,5
1979,total,80-84,0.09106,80,5
1980,total,80-84,0.09135,80,5
1981,total,80-84,0.09193,80,5
1982,total,80-84,0.08712,80,5
1983,total,80-84,0.08990,80,5
1984,total,80-84,0.08465,80,5
1985,total,80-84,0.08606,80,5
1986,total,80-84,0.08338,80,5
1987,total,80-84,0.07836,80,5
1988,total,80-84,0.07657,80,5
1989,total,80-84,0.07545,80,5
1990,total,80-84,0.07280,80,5
1991,total,80-84,0.07101,80,5
1992,total,80-84,0.06812,80,5
1993,total,80-84,0.06850,80,5
1994,total,80-84,0.06475,80,5
1995,total,80-84,0.06609,80,5
1996,total,80-84,0.06752,80,5
1997,total,80-84,0.06595,80,5
1998,total,80-84,0.06528,80,5
1999,total,80-84,0.06213,80,5
1925,female,85-89,0.23972,85,5
1926,female,85-89,0.24196,85,5
1927,female,85-89,0.24202,85,5
1928,female,85-89,0.23022,85,5
1929,female,85-89,0.26460,85,5
1930,female,85-89,0.21008,85,5
1931,female,85-89,0.24812,85,5
1932,female,85-89,0.23130,85,5
1933,female,85-89,0.22713,85,5
1934,female,85-89,0.21071,85,5
1935,female,85-89,0.22018,85,5
1936,female,85-89,0.21711,85,5
1937,female,85-89,0.21020,85,5
1938,female,85-89,0.22852,85,5
1939,female,85-89,0.23395,85,5
1940,female,85-89,0.28529,85,5
1941,female,85-89,0.23746,85,5
1942,female,85-89,0.23395,85,5
1943,female,85-89,0.22603,85,5
1944,female,85-89,0.26225,85,5
1945,female,85-89,0.23204,85,5
1946,female,85-89,0.19642,85,5
1947,female,85-89,0.18934,85,5
1948,female,85-89,0.17380,85,5
1949,female,85-89,0.20982,85,5
1950,female,85-89,0.18844,85,5
1951,female,85-89,0.20831,85,5
1952,female,85-89,0.19047,85,5
1953,female,85-89,0.21303,85,5
1954,female,85-89,0.18409,85,5
1955,female,85-89,0.18851,85,5
1956,female,85-89,0.19920,85,5
1957,female,85-89,0.18207,85,5
1958,female,85-89,0.17486,85,5
1959,female,85-89,0.17191,85,5
1960,female,85-89,0.17799,85,5
1961,female,85-89,0.16254,85,5
1962,female,85-89,0.17975,85,5
1963,female,85-89,0.18125,85,5
1964,female,85-89,0.16079,85,5
1965,female,85-89,0.16756,85,5
1966,female,85-89,0.15942,85,5
1967,female,85-89,0.16095,85,5
1968,female,85-89,0.16346,85,5
1969,female,85-89,0.15922,85,5
1970,female,85-89,0.15346,85,5
1971,female,85-89,0.15700,85,5
1972,female,85-89,0.15044,85,5
1973,female,85-89,0.15352,85,5
1974,female,85-89,0.14769,85,5
1975,female,85-89,0.14961,85,5
1976,female,85-89,0.14853,85,5
1977,female,85-89,0.13788,85,5
1978,female,85-89,0.13944,85,5
1979,female,85-89,0.13682,85,5
1980,female,85-89,0.13653,85,5
1981,female,85-89,0.13914,85,5
1982,female,85-89,0.13213,85,5
1983,female,85-89,0.13745,85,5
1984,female,85-89,0.12892,85,5
1985,female,85-89,0.13156,85,5
1986,female,85-89,0.12661,85,5
1987,female,85-89,0.11692,85,5
1988,female,85-89,0.11474,85,5
1989,female,85-89,0.11489,85,5
1990,female,85-89,0.11211,85,5
1991,female,85-89,0.10901,85,5
1992,female,85-89,0.10558,85,5
1993,female,85-89,0.10728,85,5
1994,female,85-89,0.09995,85,5
1995,female,85-89,0.10187,85,5
1996,female,85-89,0.10048,85,5
1997,female,85-89,0.09842,85,5
1998,female,85-89,0.09794,85,5
1999,female,85-89,0.09776,85,5
1925,male,85-89,0.29070,85,5
1926,male,85-89,0.28045,85,5
1927,male,85-89,0.28675,85,5
1928,male,85-89,0.26850,85,5
1929,male,85-89,0.30660,85,5
1930,male,85-89,0.25399,85,5
1931,male,85-89,0.29260,85,5
1932,male,85-89,0.27371,85,5
1933,male,85-89,0.28070,85,5
1934,male,85-89,0.25541,85,5
1935,male,85-89,0.27060,85,5
1936,male,85-89,0.26376,85,5
1937,male,85-89,0.25046,85,5
1938,male,85-89,0.27107,85,5
1939,male,85-89,0.28239,85,5
1940,male,85-89,0.34434,85,5
1941,male,85-89,0.29650,85,5
1942,male,85-89,0.29886,85,5
1943,male,85-89,0.26103,85,5
1944,male,85-89,0.29584,85,5
1945,male,85-89,0.27286,85,5
1946,male,85-89,0.24123,85,5
1947,male,85-89,0.23717,85,5
1948,male,85-89,0.21670,85,5
1949,male,85-89,0.25811,85,5
1950,male,85-89,0.23814,85,5
1951,male,85-89,0.26323,85,5
1952,male,85-89,0.24273,85,5
1953,male,85-89,0.26362,85,5
1954,male,85-89,0.24029,85,5
1955,male,85-89,0.24152,85,5
1956,male,85-89,0.25541,85,5
1957,male,85-89,0.23677,85,5
1958,male,85-89,0.21910,85,5
1959,male,85-89,0.21505,85,5
1960,male,85-89,0.22710,85,5
1961,male,85-89,0.20838,85,5
1962,male,85-89,0.22732,85,5
1963,male,85-89,0.22851,85,5
1964,male,85-89,0.20332,85,5
1965,male,85-89,0.21872,85,5
1966,male,85-89,0.20107,85,5
1967,male,85-89,0.20459,85,5
1968,male,85-89,0.21198,85,5
1969,male,85-89,0.20508,85,5
1970,male,85-89,0.19903,85,5
1971,male,85-89,0.20448,85,5
1972,male,85-89,0.19454,85,5
1973,male,85-89,0.20216,85,5
1974,male,85-89,0.19310,85,5
1975,male,85-89,0.19810,85,5
1976,male,85-89,0.19526,85,5
1977,male,85-89,0.18445,85,5
1978,male,85-89,0.19082,85,5
1979,male,85-89,0.18439,85,5
1980,male,85-89,0.18193,85,5
1981,male,85-89,0.18620,85,5
1982,male,85-89,0.18010,85,5
1983,male,85-89,0.18591,85,5
1984,male,85-89,0.17931,85,5
1985,male,85-89,0.18271,85,5
1986,male,85-89,0.17631,85,5
1987,male,85-89,0.16592,85,5
1988,male,85-89,0.16273,85,5
1989,male,85-89,0.16127,85,5
1990,male,85-89,0.15974,85,5
1991,male,85-89,0.15459,85,5
1992,male,85-89,0.15127,85,5
1993,male,85-89,0.15375,85,5
1994,male,85-89,0.14799,85,5
1995,male,85-89,0.14874,85,5
1996,male,85-89,0.14870,85,5
1997,male,85-89,0.14383,85,5
1998,male,85-89,0.14511,85,5
1999,male,85-89,0.14330,85,5
1925,total,85-89,0.25761,85,5
1926,total,85-89,0.25555,85,5
1927,total,85-89,0.25784,85,5
1928,total,85-89,0.24377,85,5
1929,total,85-89,0.27933,85,5
1930,total,85-89,0.22545,85,5
1931,total,85-89,0.26344,85,5
1932,total,85-89,0.24574,85,5
1933,total,85-89,0.24488,85,5
1934,total,85-89,0.22548,85,5
1935,total,85-89,0.23676,85,5
1936,total,85-89,0.23265,85,5
1937,total,85-89,0.22371,85,5
1938,total,85-89,0.24290,85,5
1939,total,85-89,0.25004,85,5
1940,total,85-89,0.30460,85,5
1941,total,85-89,0.25662,85,5
1942,total,85-89,0.25482,85,5
1943,total,85-89,0.23722,85,5
1944,total,85-89,0.27293,85,5
1945,total,85-89,0.24499,85,5
1946,total,85-89,0.21064,85,5
1947,total,85-89,0.20453,85,5
1948,total,85-89,0.18749,85,5
1949,total,85-89,0.22529,85,5
1950,total,85-89,0.20425,85,5
1951,total,85-89,0.22578,85,5
1952,total,85-89,0.20716,85,5
1953,total,85-89,0.22908,85,5
1954,total,85-89,0.20186,85,5
1955,total,85-89,0.20519,85,5
1956,total,85-89,0.21688,85,5
1957,total,85-89,0.19930,85,5
1958,total,85-89,0.18888,85,5
1959,total,85-89,0.18554,85,5
1960,total,85-89,0.19344,85,5
1961,total,85-89,0.17690,85,5
1962,total,85-89,0.19453,85,5
1963,total,85-89,0.19578,85,5
1964,total,85-89,0.17363,85,5
1965,total,85-89,0.18269,85,5
1966,total,85-89,0.17157,85,5
1967,total,85-89,0.17351,85,5
1968,total,85-89,0.17725,85,5
1969,total,85-89,0.17209,85,5
1970,total,85-89,0.16613,85,5
1971,total,85-89,0.17004,85,5
1972,total,85-89,0.16248,85,5
1973,total,85-89,0.16671,85,5
1974,total,85-89,0.15994,85,5
1975,total,85-89,0.16261,85,5
1976,total,85-89,0.16092,85,5
1977,total,85-89,0.16170,85,5
1978,total,85-89,0.16495,85,5
1979,total,85-89,0.14889,85,5
1980,total,85-89,0.14798,85,5
1981,total,85-89,0.15110,85,5
1982,total,85-89,0.14454,85,5
1983,total,85-89,0.15025,85,5
1984,total,85-89,0.14258,85,5
1985,total,85-89,0.14571,85,5
1986,total,85-89,0.14056,85,5
1987,total,85-89,0.13087,85,5
1988,total,85-89,0.13118,85,5
1989,total,85-89,0.13097,85,5
1990,total,85-89,0.12593,85,5
1991,total,85-89,0.12231,85,5
1992,total,85-89,0.11898,85,5
1993,total,85-89,0.12097,85,5
1994,total,85-89,0.11417,85,5
1995,total,85-89,0.11582,85,5
1996,total,85-89,0.11491,85,5
1997,total,85-89,0.11214,85,5
1998,total,85-89,0.11233,85,5
1999,total,85-89,0.11174,85,5
1925,female,90-94,0.35412,90,5
1926,female,90-94,0.33084,90,5
1927,female,90-94,0.34041,90,5
1928,female,90-94,0.33792,90,5
1929,female,90-94,0.39526,90,5
1930,female,90-94,0.28357,90,5
1931,female,90-94,0.34888,90,5
1932,female,90-94,0.33160,90,5
1933,female,90-94,0.35162,90,5
1934,female,90-94,0.29882,90,5
1935,female,90-94,0.33457,90,5
1936,female,90-94,0.32615,90,5
1937,female,90-94,0.30306,90,5
1938,female,90-94,0.31848,90,5
1939,female,90-94,0.33151,90,5
1940,female,90-94,0.44572,90,5
1941,female,90-94,0.35281,90,5
1942,female,90-94,0.35501,90,5
1943,female,90-94,0.34572,90,5
1944,female,90-94,0.38098,90,5
1945,female,90-94,0.33023,90,5
1946,female,90-94,0.28879,90,5
1947,female,90-94,0.27812,90,5
1948,female,90-94,0.25006,90,5
1949,female,90-94,0.31518,90,5
1950,female,90-94,0.28203,90,5
1951,female,90-94,0.32726,90,5
1952,female,90-94,0.27884,90,5
1953,female,90-94,0.31521,90,5
1954,female,90-94,0.27021,90,5
1955,female,90-94,0.27982,90,5
1956,female,90-94,0.30204,90,5
1957,female,90-94,0.29431,90,5
1958,female,90-94,0.27858,90,5
1959,female,90-94,0.27565,90,5
1960,female,90-94,0.28064,90,5
1961,female,90-94,0.25760,90,5
1962,female,90-94,0.27979,90,5
1963,female,90-94,0.28654,90,5
1964,female,90-94,0.24714,90,5
1965,female,90-94,0.25996,90,5
1966,female,90-94,0.24112,90,5
1967,female,90-94,0.24858,90,5
1968,female,90-94,0.25449,90,5
1969,female,90-94,0.24875,90,5
1970,female,90-94,0.24277,90,5
1971,female,90-94,0.24982,90,5
1972,female,90-94,0.23158,90,5
1973,female,90-94,0.24242,90,5
1974,female,90-94,0.23690,90,5
1975,female,90-94,0.23824,90,5
1976,female,90-94,0.24076,90,5
1977,female,90-94,0.22557,90,5
1978,female,90-94,0.22904,90,5
1979,female,90-94,0.22319,90,5
1980,female,90-94,0.22860,90,5
1981,female,90-94,0.23384,90,5
