"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1941,30167,16,23,47,45,61,73,120,332,589,1103,1738,2453,3121,3858,4677,3907,4721,1814,1048,363,55,5
1942,31604,15,30,51,52,58,79,107,334,600,1144,1767,2474,3267,4192,4965,4080,4948,1922,1075,381,57,4
1943,31695,14,33,45,40,56,89,86,314,582,1095,1804,2412,3167,3988,5159,4216,4955,2064,1120,395,57,5
1944,30920,14,40,31,31,54,72,83,280,527,1034,1738,2245,3051,4010,4852,4250,4892,2081,1177,392,62,5
1945,31083,21,40,42,27,64,85,96,266,571,1077,1819,2403,3145,3937,4825,4254,4790,2022,1166,371,58,4
1946,31587,13,41,49,36,71,75,94,226,594,1035,1675,2432,3155,4078,4889,4531,4760,2127,1242,392,67,4
1947,33671,22,57,43,36,53,93,131,225,555,1045,1861,2521,3268,4240,5067,4922,5347,2296,1383,429,75,5
1948,34989,29,56,44,36,65,102,124,216,595,1063,1837,2565,3359,4281,5196,5183,5650,2469,1547,479,86,7
1949,36684,29,97,47,47,86,105,145,213,619,1177,1905,2645,3413,4364,5361,5312,6139,2627,1668,573,103,8
1950,37311,27,131,56,44,77,98,157,210,593,1145,1916,2682,3467,4376,5488,5244,6270,2781,1791,636,108,15
1951,38307,31,160,56,51,80,91,188,285,581,1157,1935,2764,3626,4490,5432,5207,6721,2757,1870,695,115,15
1952,39077,38,150,74,66,101,91,171,309,503,1184,1880,2793,3549,4383,5590,6314,6042,3730,1672,388,41,4
1953,38955,30,136,76,59,67,122,173,337,468,1203,1906,2705,3551,4414,5354,6263,6089,3817,1723,403,54,4
1954,39429,43,138,84,65,88,103,181,379,373,1164,1885,2729,3497,4487,5429,6265,6158,4105,1774,429,51,3
1955,40157,33,156,110,51,78,114,158,346,423,1071,1869,2716,3564,4426,5455,6475,6341,4379,1840,477,71,4
1956,40592,31,147,102,81,64,123,199,374,528,981,1876,2748,3568,4477,5434,6251,6407,4659,1930,539,74,2
1957,41103,26,157,109,80,89,103,183,366,555,868,1909,2732,3598,4591,5427,6329,6466,4734,2149,549,78,3
1958,41707,11,141,105,91,84,97,174,354,626,781,1826,2768,3565,4568,5578,6376,6518,5027,2371,556,89,3
1959,42574,25,145,107,114,85,127,172,340,681,724,1795,2640,3739,4673,5670,6406,6751,5199,2433,649,91,7
1960,42973,26,145,104,97,77,132,167,341,705,797,1797,2791,3659,4715,5611,6295,6713,5328,2708,620,137,10
1961,42888,26,136,105,104,96,94,191,335,668,816,1543,2649,3575,4665,5534,6468,6795,5340,2903,673,159,12
1962,44074,22,134,107,106,105,109,161,337,655,948,1403,2706,3677,4707,5672,6519,7024,5706,3040,758,160,18
1963,45142,28,137,91,93,116,85,187,322,634,1099,1273,2757,3735,4850,6012,6763,7219,5581,3108,902,138,12
1964,45514,17,169,89,103,133,118,149,286,626,1186,1091,2729,3683,4983,5998,6895,7064,5974,3170,909,133,9
1965,45611,26,119,113,94,125,99,148,309,604,1130,1273,2548,3849,4886,6030,6846,7075,5900,3247,1035,144,10
1966,46321,33,138,99,85,123,99,153,293,638,1178,1486,2392,3746,4855,6072,7006,7217,6043,3428,1066,157,15
1967,46563,24,130,91,92,133,124,157,288,571,1079,1569,2061,3592,4847,6164,7185,7366,6151,3585,1148,197,7
1968,47062,44,113,111,99,140,122,127,274,574,1152,1818,1873,3681,4770,6112,7069,7497,6292,3739,1247,192,16
1969,46861,35,108,91,99,115,128,145,260,550,1049,1942,1680,3694,4877,6100,7063,7348,6306,3805,1217,231,18
1970,46407,24,116,96,97,105,130,129,251,524,1087,1860,1846,3386,4684,5949,7011,7408,6344,3765,1310,256,27
1971,47300,27,95,100,90,105,123,163,262,514,1023,1900,2184,3193,4688,6159,7096,7458,6505,3968,1361,260,27
1972,48098,29,105,100,99,101,125,159,265,550,1067,1873,2534,2845,4771,6164,7188,7760,6535,4112,1416,278,22
1973,48299,24,109,100,84,118,141,141,277,540,1033,1894,2608,2483,4824,6063,7466,7735,6647,4241,1467,290,15
1974,49033,26,115,106,88,118,132,216,283,464,1056,1862,2956,2184,4775,6131,7503,7912,6833,4334,1608,294,37
1975,49318,15,115,84,83,98,128,198,262,454,977,1821,2879,2548,4537,6078,7580,7976,6968,4483,1675,336,23
1976,49336,24,79,91,83,118,127,219,283,519,952,1786,2773,3025,3924,6023,7420,8139,7215,4523,1649,336,27
1977,49085,13,94,92,104,104,133,195,274,467,907,1756,2707,3201,3521,5898,7372,8266,7382,4525,1716,315,41
1978,49440,19,70,99,83,115,154,180,327,449,932,1730,2655,3663,3125,5798,7346,8225,7496,4718,1878,328,48
1979,50013,16,73,104,87,105,114,169,328,491,885,1620,2769,3868,2824,5878,7425,8300,7479,5030,2018,394,37
1980,50298,26,82,78,81,117,134,203,398,437,877,1667,2734,3772,3176,5424,7375,8362,7774,5064,2052,417,50
1981,51220,19,79,84,90,114,122,171,333,551,835,1499,2590,3778,3771,5049,7351,8572,8046,5521,2194,419,33
1982,51346,22,56,62,92,122,99,169,361,591,810,1466,2665,3739,4188,4478,7394,8496,8236,5608,2186,463,46
1983,52074,30,68,69,67,109,124,193,378,608,818,1526,2551,3743,4750,4007,7274,8660,8470,5769,2323,486,54
1984,52349,22,70,76,76,117,110,206,368,623,825,1541,2489,3700,4973,3656,7268,8699,8617,5791,2531,534,57
1985,52148,20,57,69,73,100,118,206,361,679,779,1385,2463,3601,4875,4046,6806,8675,8612,6046,2539,574,64
1986,52504,25,60,63,61,81,107,179,352,607,932,1359,2455,3525,4925,4732,6159,8566,8774,6218,2686,573,65
1987,53399,17,64,77,54,98,116,159,323,686,1031,1387,2348,3569,4814,5397,5604,8694,8841,6527,2875,657,61
1988,54136,20,61,43,40,82,93,181,331,686,1039,1355,2297,3588,4784,6018,5005,8802,9034,6857,3020,715,85
1989,54743,18,66,67,57,70,93,157,333,670,1158,1337,2297,3480,4804,6443,4422,8801,9190,7137,3314,728,101
1990,54214,12,53,44,63,77,91,161,292,676,1192,1370,2143,3391,4760,6151,5021,8162,9127,7325,3225,787,91
1991,54778,13,62,51,51,77,97,174,324,601,1180,1501,2028,3331,4735,6287,5864,7375,9239,7421,3457,816,94
1992,55485,18,47,60,60,79,99,142,344,673,1225,1648,1947,3238,4702,6209,6722,6429,9446,7627,3742,931,97
1993,56407,17,42,57,52,63,84,140,308,632,1213,1764,2075,3250,4665,6262,7354,5958,9382,7941,4017,1011,120
1994,55716,16,39,54,52,64,78,138,315,718,1191,1919,2048,3079,4562,6074,7938,5284,9165,7732,4146,992,112
1995,56735,11,44,44,41,62,82,130,312,657,1256,2056,2086,2938,4460,6132,7790,6112,8780,8300,4242,1078,122
1996,57056,14,51,43,41,63,92,139,309,638,1179,1938,2296,2911,4355,6049,7957,7179,7922,8094,4490,1161,135
1997,56525,13,45,40,43,57,89,144,322,644,1163,1979,2526,2857,4112,6047,7633,8039,6920,8125,4362,1235,130
1998,56689,27,28,40,48,63,76,145,297,595,1242,1914,2670,2863,4048,5769,7373,8946,6233,8266,4533,1358,155
1999,57569,14,32,45,46,70,70,122,284,673,1210,2023,2826,2853,3963,5640,7511,9534,5906,8494,4765,1346,142
