"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1968,2985,0,0,3,8,7,1,4,23,43,70,102,67,154,201,283,388,549,551,361,148,22,0
1969,2918,0,1,2,2,4,3,7,28,51,83,102,59,149,161,276,367,508,516,402,167,27,3
1970,2962,0,0,2,1,3,3,2,24,49,71,111,89,114,149,277,351,522,542,435,178,39,2
1971,2893,0,2,2,4,4,6,12,17,66,83,90,90,101,150,234,320,500,532,437,205,33,4
1972,2839,0,1,1,1,3,3,4,15,45,82,95,102,99,142,214,351,483,545,438,176,33,3
1973,2866,0,0,3,2,1,7,15,13,34,71,90,100,60,151,206,302,513,573,473,203,46,1
1974,2647,0,0,0,1,3,5,11,9,26,57,80,107,65,122,189,303,469,549,416,188,44,3
1975,2895,0,2,1,1,3,2,12,14,31,81,96,119,88,153,202,348,494,537,448,210,48,4
1976,2757,0,1,0,2,4,4,11,21,36,67,90,117,100,104,187,283,439,539,477,223,50,1
1977,2731,0,1,0,1,0,9,7,18,29,58,89,112,107,95,155,280,439,588,450,230,60,3
1978,2892,2,0,0,0,1,5,10,20,31,56,102,99,101,89,159,295,503,620,487,246,65,3
1979,3311,0,1,1,0,0,5,9,24,27,43,95,123,106,64,181,304,555,739,646,315,69,4
1980,3831,0,0,0,2,3,10,15,33,24,65,93,98,111,96,178,349,600,832,791,440,81,9
1981,4839,0,0,0,1,2,11,14,27,33,40,94,110,127,113,179,412,847,1196,1009,473,138,13
1982,5271,0,0,1,0,3,7,13,25,40,55,70,115,122,122,145,425,849,1267,1210,648,142,12
1983,6055,0,0,0,3,7,10,16,19,43,49,73,105,149,155,166,460,971,1484,1396,758,185,6
1984,6172,0,0,1,0,6,11,13,24,47,44,76,104,140,160,131,435,948,1497,1456,845,221,13
1985,6366,0,0,1,0,10,21,11,28,46,49,58,128,116,144,136,395,936,1569,1553,899,240,26
1986,6849,0,0,0,0,6,11,13,24,43,56,56,99,131,132,158,400,940,1617,1799,1031,305,28
1987,6639,0,0,0,0,2,11,9,35,41,51,51,84,125,99,172,328,881,1583,1769,1068,285,45
1988,7196,1,0,0,1,4,6,16,36,55,63,61,91,126,151,213,232,868,1656,2015,1221,349,31
1989,7167,0,0,0,3,5,15,19,34,50,69,75,78,106,137,181,212,802,1632,2012,1283,408,46
1990,7427,0,1,0,0,7,15,21,36,61,65,60,85,106,144,183,208,753,1590,2059,1516,468,49
1991,7142,0,0,0,0,6,18,28,35,37,82,66,71,92,117,179,246,654,1484,2031,1474,463,59
1992,6990,0,0,1,2,6,18,32,32,51,66,77,68,90,117,144,237,514,1422,2023,1490,539,61
1993,7558,0,0,0,0,5,24,43,33,52,83,92,72,95,137,155,293,497,1465,2139,1727,571,75
1994,7604,0,0,0,0,3,23,30,41,55,54,106,93,100,117,160,301,392,1430,2234,1761,637,67
1995,7851,0,1,1,0,5,23,36,34,50,84,86,88,73,100,152,295,455,1397,2256,1902,724,89
1996,7914,0,0,1,0,3,20,17,35,48,76,92,75,74,105,160,304,486,1278,2199,2023,814,104
1997,8328,0,1,0,1,2,11,17,30,55,65,85,100,77,111,173,336,556,1118,2428,2172,887,103
1998,8754,0,0,0,0,1,11,6,33,64,70,120,90,82,106,162,273,645,990,2498,2385,1071,147
1999,9654,0,0,1,0,1,5,12,14,52,96,103,134,86,111,144,304,758,1033,2760,2691,1196,153
