"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1950,23508,747,248,13,18,30,46,54,51,86,83,121,162,218,306,658,2126,2796,7859,5425,2048,360,53
1951,25236,623,260,18,8,16,35,43,48,71,71,106,161,214,294,629,2179,3095,8386,6100,2409,414,57
1952,22749,585,299,13,9,22,42,46,56,49,67,90,138,219,275,598,1430,3178,5667,5976,3186,730,75
1953,24132,459,229,20,6,12,31,43,66,48,67,99,168,207,277,578,1388,3296,6235,6359,3647,784,112
1954,21680,465,218,18,9,9,35,33,62,45,57,92,132,187,263,556,1237,3019,5504,5559,3315,800,66
1955,21883,399,208,18,8,12,26,31,51,45,52,85,125,191,254,546,1235,2893,5587,5887,3365,806,60
1956,21729,355,141,19,5,9,25,29,57,64,39,81,116,184,262,515,1213,2746,5660,5717,3515,884,95
1957,19515,320,159,11,9,6,26,32,41,50,34,75,119,158,238,465,1138,2455,4976,5074,3201,837,90
1958,17941,308,154,11,9,11,20,30,37,43,22,59,95,139,178,372,948,2103,4672,4880,2983,794,73
1959,17854,245,141,13,6,5,25,23,33,40,26,68,86,137,176,344,891,2091,4419,4975,3100,891,117
1960,17775,212,96,12,9,9,20,28,34,66,35,58,96,146,198,360,782,1955,4377,5177,3290,757,59
1961,17089,240,106,18,6,5,16,23,32,51,29,58,86,148,210,400,778,1879,4089,4997,3100,759,60
1962,19266,225,100,15,10,15,19,35,59,59,47,62,132,175,270,477,944,2187,4486,5544,3536,778,92
1963,19687,233,96,15,9,14,19,29,39,64,60,61,131,202,289,524,931,2177,4608,5592,3494,958,142
1964,17375,178,81,14,4,16,20,23,50,60,61,58,150,190,251,491,873,1895,3829,4856,3217,919,138
1965,17800,160,75,11,7,8,14,26,35,45,64,78,123,190,290,490,892,1852,4010,4957,3399,945,131
1966,16982,158,63,10,13,17,30,22,30,58,47,69,106,190,255,485,850,1750,3631,4702,3417,931,147
1967,16960,138,52,11,9,11,28,30,34,55,61,89,98,185,285,498,864,1679,3520,4618,3459,1072,166
1968,16728,172,61,12,5,13,26,13,30,37,48,115,111,225,350,545,1051,1884,3454,4200,3181,1040,156
1969,16826,192,46,19,5,15,26,17,27,50,54,125,112,278,395,646,1071,1955,3372,4135,3089,1047,150
1970,15943,146,29,10,7,12,22,13,28,41,52,95,106,194,300,527,993,1765,3206,4048,3153,1025,171
1971,15483,145,40,9,1,16,22,13,18,47,64,98,110,175,279,439,832,1612,3039,4041,3169,1147,167
1972,12593,141,35,8,7,16,15,14,20,31,38,63,71,114,226,337,697,1324,2397,3186,2637,1053,166
1973,12012,151,32,6,4,11,24,18,15,26,34,60,98,89,205,299,625,1154,2216,3214,2640,901,191
1974,11026,116,34,6,6,8,14,15,14,20,26,46,81,62,146,261,539,1081,2076,2805,2506,965,201
1975,10824,116,18,7,4,8,17,13,15,20,30,43,67,71,110,274,535,1060,1977,2752,2481,970,235
1976,10270,137,21,1,9,7,13,15,13,14,33,43,80,66,122,253,528,972,1854,2599,2349,898,244
1977,9582,130,25,7,8,13,18,24,11,20,28,59,74,57,102,222,416,852,1767,2363,2195,928,262
1978,10178,161,21,5,2,6,9,15,5,18,22,45,64,92,103,224,446,903,1755,2572,2414,1029,267
1979,9690,272,15,6,1,10,8,20,20,18,20,29,43,73,58,168,366,778,1795,2442,2286,1022,240
1980,10507,319,18,4,5,5,14,13,15,13,14,34,45,71,58,153,377,872,1879,2671,2483,1159,285
1981,11428,385,24,2,7,5,7,17,15,16,26,35,51,80,78,168,423,1012,2043,2877,2677,1184,296
1982,11280,436,16,5,1,7,10,13,18,17,17,24,61,84,94,138,408,893,2022,2883,2653,1197,283
1983,13958,484,27,6,2,6,16,14,21,19,29,32,59,76,122,152,585,1260,2559,3688,3077,1369,355
1984,11431,452,24,4,7,4,7,14,22,25,20,24,49,73,101,132,443,957,1938,2972,2667,1182,314
1985,10640,469,27,5,4,7,6,7,21,25,13,24,59,78,131,127,346,861,1820,2710,2351,1228,321
1986,10369,504,20,3,4,3,7,19,20,28,21,31,34,90,104,154,313,842,1701,2600,2429,1136,306
1987,9941,539,20,3,2,3,12,17,15,18,19,32,52,61,107,142,287,713,1481,2457,2437,1169,355
1988,9037,523,18,3,1,1,8,13,13,11,16,30,45,44,100,159,191,644,1361,2147,2228,1161,320
1989,9358,555,22,1,3,7,10,16,22,27,27,29,44,84,91,195,191,647,1349,2229,2296,1192,321
1990,9069,516,18,4,3,2,16,12,14,22,31,20,34,52,99,161,191,609,1367,2106,2305,1140,347
1991,8994,525,27,4,1,0,11,11,10,24,22,25,33,46,73,150,232,514,1236,2063,2322,1279,386
1992,9176,475,14,0,1,3,5,13,6,17,24,20,25,54,73,168,258,427,1281,2125,2421,1335,431
1993,8985,432,19,4,2,5,5,5,7,12,29,28,22,49,92,138,299,367,1177,2115,2400,1344,434
1994,9459,322,19,0,2,3,3,4,11,17,26,17,23,41,73,152,270,360,1209,2210,2671,1510,516
1995,10368,205,21,1,1,4,6,12,10,20,21,26,36,46,70,135,315,404,1300,2444,3015,1715,561
1996,10526,177,17,2,0,1,4,8,9,15,23,36,30,37,69,144,311,503,1195,2432,3062,1809,642
1997,10541,151,16,2,0,2,4,5,3,18,22,30,34,23,66,142,283,537,998,2474,3165,1941,625
1998,10019,142,6,0,2,4,6,7,9,12,34,25,45,40,74,120,289,530,907,2247,2986,1897,637
1999,11404,134,9,1,2,2,3,5,4,9,31,25,45,37,60,124,333,770,929,2615,3380,2140,746
