"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1966,1638,1187,159,46,20,24,15,19,17,15,20,18,21,19,14,15,9,10,5,5,3,0,0
1967,1605,1177,149,36,35,24,19,14,10,11,16,13,21,17,23,14,8,7,6,7,0,0,0
1968,1548,1100,135,37,24,24,18,9,13,10,20,21,14,22,28,15,23,14,15,6,2,0,0
1969,1448,1041,127,40,28,16,19,11,6,11,17,18,14,21,22,17,13,8,10,6,1,0,2
1970,1381,1006,118,37,28,16,7,18,10,12,11,23,12,16,14,14,14,12,6,5,2,0,1
1971,1416,1034,110,39,27,16,22,15,12,5,13,21,9,16,17,16,9,9,10,10,5,1,1
1972,1357,946,118,49,41,22,23,10,9,12,5,13,21,16,22,11,14,13,8,4,0,0,1
1973,1359,948,108,52,27,23,23,10,8,13,9,18,12,11,14,19,19,16,14,8,6,2,1
1974,1320,902,123,47,42,19,12,11,11,17,8,17,19,15,12,22,17,12,6,7,2,1,0
1975,1209,816,115,40,33,20,17,14,13,8,8,17,18,13,15,19,12,9,11,7,3,2,1
1976,1169,716,147,48,23,26,18,15,11,6,15,13,22,15,9,19,18,23,14,7,3,0,3
1977,1134,700,134,39,41,23,11,17,19,8,11,16,19,23,13,16,14,12,9,7,0,0,3
1978,1051,701,99,28,23,16,14,11,11,10,17,14,22,12,10,20,13,19,3,4,1,0,4
1979,1016,643,101,40,17,20,17,13,14,4,16,13,12,19,11,11,22,18,12,8,6,1,0
1980,1141,741,117,32,25,22,10,9,10,10,10,19,12,17,15,22,25,22,6,8,2,3,4
1981,1037,650,102,30,14,21,15,12,8,11,12,19,15,19,17,20,20,21,13,8,4,1,5
1982,1109,697,104,24,20,16,11,22,19,18,17,11,19,17,23,22,18,16,22,5,3,1,4
1983,1034,626,109,28,18,22,18,20,16,17,8,18,21,25,21,8,14,24,9,6,2,0,4
1984,937,584,90,20,25,20,9,14,14,8,12,11,14,11,17,13,24,26,12,3,3,2,5
1985,931,542,99,15,19,27,17,13,13,18,13,12,16,18,19,17,17,14,18,12,8,2,2
1986,923,556,80,20,21,25,8,17,13,14,6,15,16,22,21,11,17,19,15,17,8,1,1
1987,858,548,63,27,11,17,9,7,18,15,15,15,12,10,14,16,11,19,15,7,8,0,1
1988,836,508,75,27,11,21,17,10,13,7,11,14,12,16,14,18,10,21,14,9,7,0,1
1989,819,491,55,22,18,17,13,16,21,13,14,10,18,20,15,20,7,16,12,16,3,1,1
1990,792,480,67,19,19,17,13,19,12,13,14,7,10,14,14,16,14,14,17,7,5,0,1
1991,767,434,73,18,17,14,13,6,17,15,16,11,10,16,18,16,16,21,16,13,5,1,1
1992,646,362,51,17,15,16,11,17,11,15,20,7,7,14,16,15,16,11,13,7,4,1,0
1993,692,407,40,16,15,17,20,10,11,3,16,15,12,14,17,18,15,14,10,13,9,0,0
1994,695,397,39,15,20,15,18,8,11,13,12,15,13,10,21,18,20,15,15,12,7,1,0
1995,701,363,58,23,23,16,13,14,17,7,16,13,11,11,15,18,22,13,22,15,9,1,1
1996,651,338,38,10,8,24,16,17,15,16,17,18,19,16,13,12,15,12,17,17,12,1,0
1997,663,329,51,14,11,23,13,8,12,13,23,20,14,20,13,19,12,24,10,19,13,1,1
1998,650,307,26,13,10,16,17,14,7,12,13,21,22,18,19,19,29,33,18,17,17,1,1
1999,652,296,29,13,14,11,16,13,20,22,16,26,36,21,18,15,22,25,13,9,14,3,0
