"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1966,16196,246,329,221,157,443,483,370,356,420,469,473,582,722,879,1059,1313,1855,2355,2149,1050,246,18
1967,16979,248,357,217,201,551,596,371,393,431,532,526,538,737,925,1040,1281,1772,2500,2310,1194,242,17
1968,18619,316,393,227,203,571,647,417,381,507,549,611,477,830,916,1129,1430,2116,2748,2443,1354,325,29
1969,19072,302,366,233,251,595,687,401,384,451,539,604,444,791,952,1139,1538,2180,2783,2638,1431,327,36
1970,18518,269,355,243,226,646,698,440,417,445,523,607,472,759,879,1047,1464,1929,2637,2604,1470,358,30
1971,19208,336,357,267,243,636,767,454,387,474,572,658,585,706,843,1044,1485,2053,2691,2707,1500,399,44
1972,19499,350,316,264,229,694,804,507,411,499,615,695,645,592,898,1084,1415,2099,2719,2696,1499,418,50
1973,19952,359,366,258,242,666,784,510,385,459,535,607,696,520,859,1042,1516,2140,2868,2943,1678,469,50
1974,19709,338,353,203,190,658,678,499,422,413,478,572,694,475,823,1021,1420,2117,2867,3083,1835,516,54
1975,19527,328,332,205,188,627,662,547,387,378,468,524,648,542,779,1035,1421,2111,3017,2928,1835,504,61
1976,19930,307,294,210,194,660,673,581,386,391,476,589,655,560,676,1040,1456,2195,3080,3048,1887,499,73
1977,20167,329,278,205,201,618,751,632,427,433,498,550,661,685,611,1027,1454,2149,2988,3117,1905,572,78
1978,20076,268,267,215,174,615,652,538,481,389,429,548,686,704,531,991,1448,2148,3095,3288,1959,556,94
1979,20073,271,221,200,183,661,743,560,528,444,501,590,710,866,510,1032,1392,2121,2855,3150,1884,583,69
1980,19961,268,226,185,200,628,706,536,573,467,488,568,690,815,545,985,1421,2109,2883,3031,1946,605,85
1981,19928,268,236,188,186,635,676,569,613,502,437,572,624,744,698,847,1436,2047,2920,3082,1895,664,89
1982,19821,224,242,184,174,589,709,575,574,537,474,579,668,738,698,764,1374,2080,2946,3050,1952,616,74
1983,20296,160,236,151,187,522,706,626,584,585,472,529,732,780,829,638,1303,2104,3001,3255,2095,697,103
1984,20187,150,221,124,172,497,665,578,616,599,523,598,676,715,836,587,1297,2042,2951,3324,2256,645,115
1985,20118,133,186,141,142,467,653,571,560,654,527,547,631,776,847,711,1254,2015,2990,3341,2203,682,87
1986,19999,133,179,136,143,476,636,541,540,643,527,549,664,765,836,728,1124,2063,2942,3258,2263,757,96
1987,18689,135,180,125,132,394,572,526,570,602,567,501,651,754,781,803,988,1800,2676,3069,2067,683,113
1988,18818,139,193,122,135,418,557,539,482,607,603,557,660,681,724,829,841,1801,2749,3149,2160,771,101
1989,19156,125,185,128,138,410,573,549,502,610,671,536,581,705,787,931,732,1767,2694,3269,2370,774,119
1990,19215,127,160,108,116,420,524,535,524,571,623,537,599,672,770,894,806,1677,2723,3315,2470,911,133
1991,18813,112,173,113,129,370,543,510,505,599,679,554,543,659,737,864,887,1473,2592,3239,2452,934,146
1992,18271,126,145,97,103,334,542,471,531,607,609,625,537,661,662,873,1000,1270,2493,3071,2524,860,130
1993,18434,80,155,90,107,353,572,507,526,538,710,630,573,626,710,842,1015,1156,2526,3197,2476,877,168
1994,17560,69,136,89,122,283,526,513,471,547,608,667,541,582,679,873,1184,944,2338,2938,2401,892,157
1995,17701,76,124,78,118,311,539,480,496,556,609,697,518,539,696,848,1132,1056,2203,3082,2410,969,164
1996,17423,55,117,75,86,282,444,447,504,569,611,702,602,552,645,786,1093,1176,2011,2995,2460,1017,194
1997,17043,66,114,70,86,316,410,386,470,513,573,691,644,554,567,761,1068,1429,1741,2854,2507,1060,163
1998,17720,52,88,86,85,284,432,421,448,501,570,661,650,519,593,763,1106,1534,1632,3148,2709,1216,222
1999,17864,54,108,69,98,301,410,388,420,462,626,676,665,464,558,727,1032,1758,1431,3258,2906,1217,236
