"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,813,81,24,2,6,8,12,17,27,22,39,31,39,53,82,89,98,86,60,28,8,1,0
1926,815,95,27,3,6,9,14,18,28,23,42,32,38,50,80,87,93,83,54,25,6,1,0
1927,777,95,31,4,6,9,13,21,28,21,39,29,36,50,76,88,84,76,45,21,6,1,0
1928,789,100,36,7,7,13,20,19,26,21,42,29,35,49,73,89,87,69,41,20,5,1,0
1929,839,99,27,7,6,13,21,19,27,22,42,28,37,53,80,95,94,82,53,25,6,1,0
1930,788,97,40,8,4,12,16,16,21,23,43,29,42,61,77,76,70,73,45,26,8,1,0
1931,767,92,22,14,15,10,16,14,26,14,36,31,35,53,77,79,80,73,44,25,8,1,0
1932,767,73,16,7,7,10,23,9,25,28,32,36,46,54,69,86,82,75,51,28,9,2,0
1933,804,74,22,12,9,10,20,19,21,17,34,37,35,61,75,95,91,82,50,28,9,2,0
1934,831,71,22,7,9,4,10,15,28,20,40,34,49,63,82,99,90,96,52,30,9,2,0
1935,855,65,18,4,8,5,8,16,21,17,40,36,63,61,94,97,97,100,57,35,11,2,0
1936,795,62,13,4,4,3,5,14,20,22,44,39,40,53,80,93,89,94,62,38,12,2,0
1937,824,47,11,4,12,1,2,26,20,13,45,34,29,56,104,107,96,99,62,40,12,2,0
1938,861,65,8,6,21,3,3,25,23,7,34,30,35,47,120,104,93,104,72,45,15,3,0
1939,689,65,10,11,15,4,3,19,18,11,22,31,30,41,79,75,72,82,54,33,11,2,0
1940,690,87,17,5,5,6,5,8,11,18,26,25,24,44,69,68,91,90,49,31,11,2,0
1941,698,79,17,3,10,5,9,6,17,18,26,26,37,58,63,57,78,82,58,35,12,2,0
1942,709,77,13,5,3,4,8,4,13,14,33,21,31,57,66,84,79,95,56,33,11,2,0
1943,812,96,25,4,8,11,11,10,18,16,27,33,39,43,60,80,87,100,81,46,16,2,0
1944,797,113,13,3,3,8,15,2,21,17,21,22,35,53,61,83,88,99,79,47,15,2,0
1945,787,127,16,6,2,9,9,9,11,18,29,22,34,43,73,63,83,92,78,47,15,2,0
1946,650,119,11,2,1,9,5,3,9,13,16,16,22,41,43,60,74,77,72,43,13,2,0
1947,502,71,6,1,1,2,4,3,6,9,12,12,12,29,39,50,62,66,62,39,12,2,0
1948,408,53,6,1,0,1,6,4,4,7,14,11,15,21,29,38,52,55,48,31,9,2,0
1949,430,54,10,1,2,2,1,2,4,11,8,11,18,20,34,36,54,61,52,35,12,2,0
1950,458,63,9,0,2,2,6,6,1,5,3,9,15,24,29,44,57,67,60,40,14,2,0
1951,495,78,5,1,0,2,2,2,4,3,7,12,10,10,33,32,67,85,71,50,18,3,0
1952,457,57,15,0,0,2,3,4,6,5,7,4,17,16,26,30,52,56,69,60,24,4,0
