"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,553,39,18,11,14,15,29,24,31,30,27,35,38,47,62,57,44,19,7,3,1,0,0
1926,602,48,21,14,14,17,33,25,34,33,31,37,40,48,66,61,48,21,8,3,1,0,0
1927,632,49,18,14,12,16,29,24,30,27,25,33,39,49,71,80,62,35,13,5,1,0,0
1928,622,57,31,16,10,15,28,23,28,28,25,32,39,49,68,58,45,46,17,7,2,0,0
1929,693,61,32,23,12,20,38,21,25,25,23,29,41,55,74,78,60,48,18,8,2,0,0
1930,631,69,29,24,11,19,30,20,26,25,26,35,35,56,66,70,48,26,9,5,1,0,0
1931,568,54,38,13,12,10,23,20,29,28,24,33,42,47,58,57,41,24,7,4,1,0,0
1932,599,43,23,21,23,19,26,20,23,19,23,31,38,54,56,71,55,34,12,6,2,0,0
1933,643,51,38,24,22,14,32,21,27,19,22,28,43,56,60,76,55,37,11,6,2,0,0
1934,631,48,24,23,20,8,30,16,23,22,23,25,40,57,74,74,59,45,12,7,2,0,0
1935,559,21,30,9,9,7,10,18,23,20,22,26,51,62,76,66,48,42,12,7,2,0,0
1936,566,20,26,9,10,8,10,17,21,19,20,31,43,54,73,66,52,56,16,10,3,1,0
1937,661,22,16,6,6,5,29,19,24,20,31,27,59,47,63,105,80,73,16,10,3,1,0
1938,682,33,22,8,1,9,17,6,33,18,36,32,54,49,58,114,79,79,17,11,4,1,0
1939,677,39,11,1,1,6,6,1,24,16,38,53,54,49,63,89,94,74,31,19,6,1,0
1940,736,48,20,12,11,10,11,21,25,26,31,42,50,64,79,88,64,91,23,14,5,1,0
1941,763,37,12,13,10,13,13,22,29,30,34,47,64,64,91,95,61,84,24,14,5,1,0
1942,933,42,14,14,11,13,19,18,38,32,47,62,96,102,109,115,71,83,26,15,5,1,0
1943,720,24,27,18,11,20,25,13,21,28,32,32,42,56,84,85,68,82,30,16,6,1,0
1944,716,27,26,21,9,14,24,10,23,27,31,43,47,62,83,66,70,83,28,16,5,1,0
1945,735,42,36,11,16,15,21,15,27,29,27,56,41,47,63,95,72,83,21,12,4,1,0
1946,602,45,21,20,12,11,16,13,20,21,23,34,30,38,52,68,56,60,35,20,6,1,0
1947,620,46,24,12,9,9,19,10,19,20,18,38,33,50,68,71,55,61,32,20,6,1,0
1948,567,45,28,14,8,17,22,11,9,20,24,31,30,46,70,54,51,57,17,11,3,1,0
1949,548,29,36,14,4,14,16,12,15,28,29,21,35,28,45,51,56,67,25,16,6,1,0
