"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1950,572,35,25,6,9,5,11,13,12,12,19,26,35,50,59,61,58,70,35,23,8,1,0
1951,548,23,50,12,2,4,15,14,9,10,21,24,37,50,42,71,51,67,24,16,6,1,0
1952,545,20,30,8,6,7,5,13,19,10,13,14,29,38,62,69,77,67,36,16,5,0,0
1953,563,38,36,9,2,4,10,14,8,10,15,17,24,38,73,77,62,72,36,12,5,1,0
1954,498,24,30,11,3,8,4,9,14,10,10,24,27,34,45,38,65,71,38,21,10,1,0
1955,513,24,28,11,3,4,8,9,12,10,13,18,17,43,40,63,68,79,40,15,6,2,0
1956,467,20,28,6,4,6,7,5,7,9,4,16,23,44,39,55,55,68,49,17,4,1,0
1957,494,31,29,9,10,5,1,4,8,9,5,16,19,33,54,43,65,72,55,23,4,0,0
1958,466,23,35,8,3,3,6,4,5,7,7,19,15,30,39,53,60,61,51,32,4,0,0
1959,461,13,15,9,5,6,3,3,13,14,8,13,14,23,37,52,72,74,54,22,9,2,0
1960,461,18,18,7,6,3,6,5,12,4,11,7,13,27,29,40,53,93,69,29,9,2,0
1961,482,14,18,9,2,5,5,6,11,14,6,12,10,20,31,47,75,73,70,41,11,3,0
1962,462,17,18,4,3,2,3,6,6,3,4,11,15,21,34,55,62,88,65,36,8,2,0
1963,465,15,18,7,3,5,4,4,9,8,7,10,11,21,31,53,62,79,67,44,4,4,0
1964,432,11,22,1,3,6,2,1,5,3,4,2,6,18,33,49,62,67,74,50,10,2,0
1965,464,5,15,7,2,5,5,2,5,9,5,7,7,24,28,34,58,79,85,55,21,6,0
1966,504,15,16,4,3,4,2,1,10,6,10,8,11,19,32,52,63,81,83,61,22,2,0
1967,538,9,16,6,1,4,1,1,6,9,8,12,9,20,30,42,63,107,98,58,36,4,0
1968,586,18,13,7,3,4,6,4,8,8,13,9,11,17,30,52,84,83,89,91,31,6,0
1969,632,16,17,3,7,2,6,4,9,9,14,17,6,28,35,71,72,105,99,72,33,7,0
1970,659,20,15,6,3,2,7,4,4,8,10,10,6,12,33,59,98,109,113,94,39,7,0
1971,664,30,23,10,2,6,5,4,3,14,8,15,15,13,30,54,76,91,128,94,37,6,1
1972,706,21,23,6,5,2,4,10,8,8,16,9,13,20,39,63,82,116,131,94,29,6,0
1973,758,23,29,6,3,5,6,2,7,10,16,11,21,17,47,60,107,107,138,93,44,8,0
1974,834,25,17,5,6,3,9,9,9,9,12,18,17,16,44,61,89,139,143,128,60,16,1
1975,861,22,10,2,8,5,7,6,2,4,10,14,24,11,42,68,89,131,176,150,65,16,1
1976,908,30,27,8,4,3,9,2,5,5,7,21,15,21,33,46,97,168,187,142,59,18,0
1977,1031,24,24,5,6,5,6,7,7,8,10,16,23,22,28,69,125,167,201,162,94,20,3
1978,1035,25,29,8,6,7,7,3,10,13,8,13,19,24,25,73,85,180,212,197,72,18,1
1979,1066,15,18,13,4,6,6,6,6,5,7,11,22,30,30,56,108,185,232,194,91,18,1
1980,1075,14,24,7,6,9,6,8,6,5,10,16,14,29,26,64,101,184,203,206,103,29,5
1981,1119,18,18,7,5,8,5,3,8,5,6,11,17,31,37,46,90,192,246,219,109,34,4
1982,1140,11,16,3,6,7,9,9,9,4,5,10,14,26,34,48,126,186,227,233,115,39,3
1983,1203,14,20,2,7,6,5,4,7,7,8,11,17,35,36,41,111,170,278,234,148,37,5
1984,1241,14,22,9,6,3,6,7,13,9,6,9,23,22,44,37,134,179,259,235,155,42,7
1985,1320,8,21,6,6,5,7,8,6,5,7,9,11,31,29,48,114,207,307,288,146,44,7
1986,1283,13,16,6,8,11,8,4,9,11,7,16,13,26,27,51,100,171,297,266,168,52,3
1987,1284,11,9,3,8,4,6,6,8,7,7,10,12,32,36,54,89,166,270,307,176,61,2
1988,1181,5,10,2,3,4,1,3,9,7,6,10,15,24,35,54,54,155,259,271,193,52,9
1989,1136,5,12,4,4,6,6,3,4,3,12,13,14,27,21,57,55,137,230,276,184,58,5
1990,1239,7,12,3,4,2,3,7,5,4,12,8,12,19,37,55,61,148,242,286,216,82,14
1991,1292,4,7,5,3,2,5,8,5,9,8,12,17,17,25,62,73,139,254,321,227,82,7
1992,1132,4,4,4,5,5,6,5,11,6,9,8,11,17,25,50,74,103,224,271,215,66,9
1993,1331,5,15,5,7,5,4,7,4,11,14,13,12,18,34,61,81,107,258,340,244,77,9
1994,1262,4,3,3,6,1,3,2,6,5,3,8,11,15,31,56,98,87,243,333,236,98,10
1995,1398,7,9,4,2,5,6,6,8,10,10,14,8,17,39,51,110,125,236,324,286,104,17
1996,1403,1,9,2,3,1,3,5,2,6,7,10,15,15,30,54,96,128,238,366,297,102,13
1997,1417,5,6,1,4,3,5,2,7,6,13,17,18,20,33,53,99,160,173,349,300,117,26
1998,1486,2,8,1,5,3,5,4,4,4,7,9,17,11,39,71,109,173,179,361,339,117,18
1999,1431,1,6,4,4,2,5,6,1,11,7,12,17,15,21,60,86,185,173,368,282,147,18
