"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1951,34072,3024,675,66,40,67,86,122,104,143,221,306,469,760,1285,2362,4893,6029,7088,4466,1580,255,30
1952,23349,2305,616,55,13,50,48,70,79,73,124,228,328,472,783,1538,2870,4354,4573,3258,1277,218,18
1953,34437,1944,530,65,46,63,64,74,111,98,211,288,414,703,1202,2290,4233,7019,7525,5166,2019,336,35
1954,22375,1896,475,48,29,28,46,60,79,42,120,186,300,485,785,1465,2692,4169,4647,3246,1327,239,12
1955,23013,1682,504,54,28,41,50,48,68,47,110,165,266,455,816,1454,2675,4288,5030,3573,1387,263,11
1956,24875,1496,383,63,30,34,46,53,67,82,103,205,269,454,770,1492,2979,4661,5852,3848,1622,336,29
1957,26624,1234,449,93,65,72,82,96,95,114,133,210,366,625,1026,1802,3371,4903,5708,4102,1717,335,26
1958,19656,1163,308,48,29,24,43,41,46,49,57,136,209,372,616,1143,2249,3549,4624,3259,1400,265,28
1959,21482,1052,342,57,38,22,33,50,65,90,55,143,234,391,711,1244,2471,3883,4952,3664,1592,354,37
1960,24638,813,261,38,36,28,36,63,64,93,86,175,276,405,828,1515,2710,4524,5616,4507,2085,450,30
1961,16822,707,203,34,27,13,29,23,42,50,59,97,155,285,527,904,1801,2977,3941,3289,1337,303,20
1962,22427,688,263,38,28,37,27,36,54,56,77,101,204,332,621,1268,2259,4025,5267,4558,2031,417,42
1963,24564,746,244,58,26,35,19,37,60,60,89,99,238,376,699,1324,2477,4329,5764,5057,2277,496,55
1964,16505,537,163,30,36,20,17,21,40,62,89,60,155,261,470,897,1715,2853,3792,3346,1570,336,35
1965,21695,498,138,24,20,25,22,27,42,70,70,78,179,295,590,1170,2081,3730,5282,4548,2259,507,43
1966,16441,428,134,28,19,33,15,28,46,42,62,74,115,237,414,853,1624,2772,3791,3502,1800,383,42
1967,18103,376,151,24,23,30,33,26,35,43,75,112,131,236,450,908,1840,2922,4305,3829,2013,524,18
1968,20768,324,135,31,30,40,35,20,36,52,109,158,144,346,593,1105,2025,3382,4829,4371,2321,606,76
1969,22126,309,149,48,44,45,54,54,69,118,170,285,224,541,983,1674,2987,3857,4167,3744,2028,521,55
1970,16735,271,97,40,25,32,38,28,38,65,112,129,135,280,560,1078,1886,2842,3480,3258,1802,488,52
1971,16963,230,121,35,28,36,34,29,44,65,87,150,149,237,468,968,1558,2685,3752,3562,2065,600,60
1972,16173,181,79,39,35,39,40,32,41,71,79,169,175,223,511,892,1703,2679,3512,3304,1792,499,76
1973,19336,202,78,30,27,39,43,42,20,49,101,140,197,224,506,970,1912,3181,4239,4190,2316,734,94
1974,16611,170,86,26,21,46,49,49,38,51,104,139,211,177,493,882,1601,2652,3580,3460,2122,575,81
1975,16365,111,63,20,19,27,51,48,37,50,100,128,198,182,401,764,1602,2617,3663,3447,2120,638,80
1976,17600,93,58,15,25,24,41,37,34,49,81,126,201,246,371,775,1470,2688,3783,4027,2579,779,97
1977,15064,95,43,18,14,24,38,32,37,43,73,121,161,240,301,641,1264,2235,3209,3422,2247,689,120
1978,16594,83,37,20,17,27,31,37,46,51,73,118,186,275,283,669,1326,2466,3809,3666,2498,754,120
1979,13669,64,42,10,21,28,16,32,41,31,42,103,124,256,195,578,1147,2005,2966,3118,2082,660,109
1980,14326,83,34,10,18,26,36,37,35,33,65,102,140,257,234,554,1164,2115,3148,3308,2065,746,116
1981,16823,72,35,18,19,32,30,30,51,42,60,93,144,211,278,562,1163,2332,3768,4059,2687,979,159
1982,13931,54,25,11,13,16,30,33,24,41,37,80,164,214,323,427,1076,1867,3113,3299,2187,767,131
1983,17193,57,41,11,14,28,36,33,35,47,54,93,141,248,392,455,1183,2264,3822,4172,2871,1022,174
1984,14348,48,17,9,19,23,26,34,35,49,42,74,138,210,359,338,1035,1903,3018,3585,2348,899,140
1985,16228,41,29,7,15,28,29,38,46,64,32,102,176,217,384,409,997,2028,3533,4026,2804,1015,208
1986,17601,62,24,12,11,20,25,31,40,73,78,82,162,242,390,468,997,2140,3734,4429,3162,1190,229
1987,14383,47,27,13,13,17,22,31,31,56,45,62,150,188,348,459,711,1789,3105,3567,2573,938,191
1988,15242,45,27,17,21,28,26,45,47,76,71,65,120,197,310,512,718,1876,3150,3824,2839,1048,180
1989,16717,39,28,6,12,26,30,27,36,57,56,64,126,212,344,621,629,1899,3408,4383,3182,1289,243
1990,18206,48,17,9,12,23,29,23,33,40,67,50,108,192,307,558,711,1892,3619,4878,3831,1436,323
1991,16731,55,19,7,16,21,24,43,40,50,68,72,103,172,338,552,763,1624,3278,4273,3650,1310,253
1992,17906,50,14,6,10,13,27,26,36,48,73,69,109,186,309,592,935,1498,3439,4789,3849,1509,319
1993,19408,41,13,5,15,23,24,32,29,38,77,83,115,210,366,624,1024,1416,3680,5237,4289,1741,326
1994,17453,27,13,8,10,18,24,24,42,38,63,78,86,170,319,545,1056,1185,3352,4545,3897,1635,318
1995,18909,21,13,6,9,16,23,18,34,37,75,116,98,166,314,602,1104,1344,3332,5037,4294,1836,414
1996,20152,13,15,5,5,18,22,23,37,49,72,113,122,147,368,636,1137,1674,3210,5299,4694,2033,460
1997,20926,26,19,8,7,13,18,24,26,53,90,107,107,167,326,641,1114,1812,2981,5524,5017,2356,486
1998,21004,30,16,7,7,18,23,30,25,50,79,92,136,163,298,641,1153,2009,2553,5606,5083,2449,533
1999,21131,12,9,9,10,13,17,24,34,42,68,99,144,172,306,615,1087,2190,2254,5626,5288,2515,595
