"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,43711,5204,3477,472,269,511,640,546,629,656,795,941,1171,1657,2507,3674,5436,6497,5362,2468,690,106,4
1926,47191,5555,3698,524,247,513,687,677,703,800,926,1021,1315,1693,2750,4023,5812,6979,5801,2693,681,90,4
1927,56489,6212,3778,676,247,597,718,744,854,865,1021,1189,1548,1928,3241,4925,7135,8964,7219,3575,915,125,11
1928,48440,5868,3555,584,231,524,602,617,660,639,826,899,1270,1708,2782,4480,6134,7281,5933,2932,798,107,8
1929,64033,6643,4028,785,215,581,676,745,822,925,1151,1376,1873,2367,3734,5878,8497,10045,8345,4067,1116,156,7
1930,43008,5564,2967,538,177,426,473,521,581,620,759,927,1153,1632,2424,3883,6044,5676,5327,2518,687,103,7
1931,50012,5283,3073,528,212,334,546,579,654,690,838,1032,1243,1821,2576,4253,7471,7191,7026,3488,1005,159,11
1932,43366,5074,2901,521,204,302,437,447,554,608,664,798,1018,1551,2221,3561,6616,6060,6026,2816,846,133,7
1933,45513,4540,2439,452,236,249,433,489,614,683,818,1017,1162,1734,2387,3718,6999,6527,6652,3198,996,157,10
1934,36866,3917,2416,422,178,155,321,375,439,504,546,692,837,1263,1972,2907,5796,5484,5249,2546,729,112,6
1935,40326,3886,2032,418,242,182,354,427,507,681,740,837,1057,1445,2185,3247,6163,6025,5832,3014,902,140,9
1936,37562,3941,2099,364,190,203,282,351,436,518,590,710,944,1238,1957,2807,5866,5771,5451,2865,836,133,10
1937,35053,3498,1626,310,171,228,250,418,394,539,660,727,898,1347,2138,2606,5425,5337,4890,2675,774,134,8
1938,34812,3108,1137,338,144,223,218,410,394,536,741,740,811,1346,2177,2755,5139,5341,5308,2903,888,146,8
1939,33069,2871,1011,284,130,203,182,381,319,475,623,759,754,1201,1921,2704,4893,5156,5331,2839,870,153,8
1940,51469,4446,2073,335,157,220,197,262,393,474,562,758,1022,1530,2698,4212,7588,8333,9166,5027,1722,276,19
1941,35398,3244,1511,254,144,191,158,189,258,327,420,579,679,1036,1670,2707,5043,5583,6618,3478,1129,166,13
1942,36179,3451,1204,223,129,167,165,143,259,295,372,494,634,1042,1673,2791,5296,5902,6991,3571,1194,172,12
1943,35662,4031,1262,254,140,179,224,139,251,284,388,464,636,973,1564,2853,5174,5665,6660,3279,1081,150,11
1944,43110,4309,1313,221,131,191,222,166,313,327,453,528,749,1154,1965,3493,6441,6983,8264,4304,1358,210,14
1945,37863,6479,1716,278,128,164,197,162,247,264,384,447,626,876,1549,2700,5127,5419,6482,3425,1027,156,9
1946,30842,4984,1129,171,107,117,157,155,165,248,300,351,466,747,1221,2174,4319,4277,5658,3034,903,151,8
1947,28805,4813,782,94,61,92,119,94,101,154,205,293,411,597,1002,1821,4092,4189,5662,3135,919,157,10
1948,24418,3477,708,67,51,89,95,117,95,160,188,279,376,532,925,1558,3529,3612,4843,2765,803,140,10
1949,37198,3723,867,81,55,95,103,124,90,173,244,345,517,773,1375,2567,5519,6111,7907,4695,1543,272,19
1950,26562,3077,598,44,41,71,89,76,78,130,175,258,398,568,997,1805,3823,4312,5501,3240,1083,178,22
