"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1946,84320,371,97,140,176,235,283,335,489,781,1158,1694,2738,4243,6754,10548,15357,16089,12719,7367,2326,396,23
1947,86554,364,91,106,143,194,275,353,383,720,1058,1743,2904,4063,6791,10493,15777,17096,13207,7888,2449,428,29
1948,84203,240,77,89,114,160,228,368,333,640,976,1731,2675,4031,6544,10325,15360,16703,12750,7928,2458,438,33
1949,97855,216,89,109,141,164,222,358,281,636,1067,1769,2975,4376,7216,11596,17580,20273,15244,9608,3303,591,43
1950,92358,206,71,81,125,156,205,331,272,546,1025,1704,2843,4258,6726,10932,16152,19266,14385,9186,3267,549,72
1951,97237,193,108,67,96,124,188,297,318,492,935,1775,2847,4329,6940,11080,16526,21288,15046,10126,3767,619,77
1952,93080,184,108,51,76,94,189,245,325,415,962,1650,2654,3988,6295,10547,15766,19987,16545,9687,2857,419,38
1953,98621,144,84,55,76,115,189,245,347,380,852,1538,2761,4168,6475,10784,16422,21568,18355,10282,3264,492,27
1954,93551,136,79,51,67,95,161,230,373,289,814,1499,2524,3907,6024,10099,15370,20343,17838,10022,3121,488,23
1955,95511,141,115,49,52,87,126,213,327,347,696,1425,2434,3806,5978,9845,15372,20526,19015,10782,3589,566,20
1956,100948,135,65,46,56,90,107,198,309,370,626,1425,2352,3747,5999,9813,16089,21524,21423,11726,4150,661,38
1957,95439,130,74,36,53,56,97,165,277,385,522,1193,2221,3382,5764,9461,15425,20065,20136,11345,3951,658,44
1958,95582,141,82,36,40,67,98,144,231,370,399,1131,1999,3251,5412,8960,14625,20240,20869,12440,4254,748,47
1959,95983,110,94,19,44,43,82,158,225,371,356,1061,2030,3263,5373,8823,14370,20349,21076,12917,4329,837,55
1960,97410,87,48,26,62,50,95,127,207,307,383,966,1928,3116,5291,9075,14381,20461,21223,13934,4566,1004,70
1961,94857,102,78,25,39,53,87,118,236,354,417,796,1699,3011,5260,8559,13643,19831,20774,14212,4451,1040,75
1962,104215,125,103,32,44,60,84,140,235,357,526,774,1753,3059,5537,9433,14626,21378,23027,16331,5347,1123,121
1963,105884,81,70,36,40,64,101,151,239,328,597,689,1731,3015,5500,9272,14837,21718,23589,16725,5983,1040,77
1964,98267,48,67,28,41,58,94,126,185,348,576,593,1642,2826,5060,8409,13460,19795,21996,15806,5947,1071,93
1965,102069,78,59,24,34,72,76,130,216,339,592,645,1472,2825,5039,8809,14212,20188,23079,16347,6541,1205,88
1966,99342,67,50,30,29,57,78,103,198,316,501,705,1250,2562,4810,8102,13922,19483,22576,16510,6729,1161,100
1967,101889,58,50,27,32,57,104,99,188,304,501,762,1207,2552,4595,8278,13804,19884,23357,17309,7276,1352,91
1968,104455,100,54,24,44,50,71,115,146,270,466,814,925,2464,4600,8341,13920,20128,23671,18435,8064,1606,145
1969,108320,74,58,33,26,57,94,97,140,267,472,911,875,2375,4641,8680,14990,21297,24221,18897,8214,1758,144
1970,105822,72,50,32,34,63,82,84,138,247,479,855,1010,2110,4384,8041,13877,20359,23926,19297,8574,1918,189
1971,109946,51,75,21,40,54,67,116,134,272,456,843,1088,1949,4250,8127,14133,21286,24915,20532,9259,2098,181
1972,109104,69,61,33,39,54,102,101,139,213,447,771,1174,1652,4174,7744,13988,20941,24747,20653,9610,2172,220
1973,110847,94,61,17,34,59,86,93,119,208,403,748,1178,1392,3801,7543,13911,21166,25639,21384,10206,2455,248
1974,110680,93,48,32,38,45,79,97,134,208,435,748,1310,1266,3634,7223,13625,20974,25675,21551,10655,2576,237
1975,112827,55,46,20,35,47,69,131,118,215,404,760,1289,1346,3374,7233,13405,21394,26286,22324,11137,2817,321
1976,110582,57,40,27,22,48,76,115,108,213,416,689,1244,1472,2995,6581,12627,21178,25989,22247,11367,2809,264
1977,104071,52,33,27,30,52,81,117,135,199,326,676,1066,1681,2469,6099,11822,19625,24668,20973,10887,2650,403
1978,105743,31,22,23,30,56,87,107,148,168,331,624,1046,1665,2092,5722,11815,19755,25490,21762,11463,2924,381
1979,107177,47,25,21,24,35,74,97,147,146,318,598,1034,1787,1810,5556,11344,19701,25820,22785,12173,3241,394
1980,108802,45,20,20,35,44,68,89,164,202,314,542,975,1720,1916,4978,10948,19583,26457,23786,12881,3615,397
1981,108363,45,30,13,21,51,43,110,109,179,273,520,923,1584,2158,4555,10398,19195,26508,24402,13057,3717,471
1982,105969,36,26,20,24,38,65,98,141,183,246,513,845,1496,2374,3978,10143,18432,25768,24281,13128,3661,473
1983,108086,42,32,18,27,61,59,97,147,182,245,484,897,1404,2565,3356,9853,18443,26802,25039,13960,3844,529
1984,104595,33,25,13,20,48,67,103,133,203,239,412,805,1436,2718,2835,9207,17364,25892,24509,13926,4087,520
1985,108428,24,26,16,23,40,74,84,157,212,234,392,781,1365,2624,3140,8812,17649,26795,26272,14651,4458,599
1986,104511,35,32,9,22,40,60,97,134,208,243,401,724,1328,2470,3500,7571,16669,25536,25670,14776,4390,596
1987,99658,40,31,13,24,45,56,86,132,184,251,353,673,1291,2221,3763,6267,15604,24079,24839,14718,4369,619
1988,97847,37,27,16,19,41,56,78,128,194,283,361,603,1148,2176,3840,5302,14715,23307,25170,15085,4607,654
1989,97150,36,25,7,19,36,51,79,119,198,317,305,573,1061,2045,3977,4400,13797,22906,25579,15943,4916,761
1990,94615,38,17,5,12,45,36,76,116,180,270,332,523,1064,1931,3662,4669,12519,22229,25186,15892,5073,740
1991,95099,40,26,11,15,36,47,77,99,194,315,354,549,950,1917,3560,5291,11234,21783,25644,16752,5419,786
1992,92406,33,27,16,20,32,43,74,114,207,329,379,547,872,1853,3431,5732,9628,20861,24622,17119,5598,869
1993,94007,42,27,12,10,27,45,89,119,191,283,432,433,882,1781,3398,6109,8288,20977,25862,18171,5852,977
1994,90178,27,10,10,21,30,49,62,114,186,265,406,477,804,1700,3390,6489,6838,19506,24588,17991,6195,1020
1995,92197,24,13,12,20,31,34,61,101,186,295,433,477,757,1561,3248,6289,7736,18278,25619,19053,6881,1088
1996,93096,22,8,10,13,18,43,65,100,172,350,483,512,716,1445,3143,6140,8629,16900,25557,20160,7464,1146
1997,91008,25,17,6,14,18,34,58,91,164,294,475,591,685,1411,2925,5786,9440,14650,25397,19831,7777,1319
1998,89183,36,17,10,12,17,37,48,108,174,303,419,566,638,1362,2815,5622,9986,12505,24966,20158,8054,1330
1999,88359,21,15,10,13,23,37,70,123,147,276,445,562,673,1298,2549,5305,10813,10751,24819,20664,8356,1389
