"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,76067,399,200,140,236,353,479,681,854,1037,1659,2351,3622,4919,7465,10714,13086,13262,9350,4073,1046,130,11
1926,76186,446,223,170,217,351,551,721,897,1102,1752,2474,3848,4971,7586,10687,13017,13331,8822,3956,931,124,8
1927,74035,268,155,162,168,321,486,708,834,1058,1584,2397,3768,4887,7648,10683,12743,13321,8265,3596,851,125,7
1928,75586,389,185,202,146,328,503,729,884,1094,1659,2408,3740,5173,7559,11109,12992,13426,8322,3705,915,111,7
1929,82530,360,171,235,142,348,510,734,902,1229,1791,2575,4068,5423,8002,12235,14497,14601,9365,4201,1003,129,9
1930,73375,323,136,208,175,281,448,647,838,1107,1618,2464,3590,5139,7309,10787,12339,13171,7403,3997,1198,184,14
1931,77671,382,155,225,203,236,466,665,823,1098,1575,2434,3600,5503,7208,11325,13096,14217,8222,4572,1422,229,17
1932,75880,285,154,204,191,213,448,637,821,1021,1551,2387,3512,5294,7163,11174,13130,13631,8097,4308,1418,229,14
1933,76722,305,151,215,236,216,422,603,834,1065,1572,2376,3565,5320,7333,10823,13215,13859,8347,4495,1511,242,17
1934,73998,252,167,216,265,153,408,581,770,1022,1403,2256,3361,5030,7167,10298,12736,13721,8061,4482,1412,222,14
1935,78199,223,157,185,234,191,361,565,759,1036,1600,2296,3560,5162,7485,10849,13367,14852,8471,4958,1614,255,18
1936,77195,185,135,194,230,214,335,551,729,972,1491,2138,3431,4861,7609,10212,13357,14848,8624,5151,1640,265,23
1937,78223,211,121,173,269,286,311,529,622,1063,1415,2193,3536,4575,7267,10336,13210,15357,9056,5608,1757,308,22
1938,81303,193,122,197,271,292,277,506,599,1021,1402,2260,3490,4658,7361,10573,13580,16443,9750,5992,1969,326,21
1939,79365,185,101,217,219,274,212,489,586,971,1274,2022,3159,4592,6790,10361,13277,16204,10079,6027,1963,341,20
1940,101559,161,128,176,182,240,248,459,665,989,1566,2345,3706,5513,8438,13084,17185,20779,13966,8255,2962,475,35
1941,94157,160,159,161,166,244,244,384,611,921,1516,2238,3490,5180,7844,12400,15375,18811,13474,7702,2651,394,33
1942,91264,166,161,130,139,226,312,317,605,812,1295,1997,3201,4738,7217,11697,15179,18550,13770,7625,2702,395,29
1943,88938,391,118,181,219,253,388,313,621,812,1272,1880,2962,4630,7044,11409,15134,17731,13417,7222,2551,363,28
1944,96610,397,124,160,210,248,391,319,611,801,1180,1906,3046,4667,7674,12389,16864,19365,14753,8274,2762,436,31
1945,92579,432,120,186,236,252,361,345,565,873,1207,1903,2984,4586,7444,11872,16262,18258,13842,7916,2520,391,24
