"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,3562,3417,55,5,3,5,11,13,10,11,8,3,2,1,5,3,2,5,0,1,0,0,0
1926,3955,3817,56,3,4,4,11,10,11,9,7,3,2,1,3,6,3,3,1,0,0,0,0
1927,3962,3827,45,4,3,4,11,9,8,8,7,2,3,2,7,11,3,5,2,0,0,0,1
1928,4185,4017,70,8,3,6,14,11,7,10,9,4,2,2,7,5,3,3,2,0,0,0,1
1929,4174,4023,47,8,4,8,17,9,9,10,8,4,2,2,4,7,3,5,2,0,0,0,1
1930,3659,3501,56,7,4,7,14,12,12,15,11,3,1,2,4,4,3,2,0,0,0,0,1
1931,3476,3360,11,7,7,6,17,10,13,11,8,2,2,2,5,3,3,4,2,1,0,0,1
1932,3947,3832,15,9,5,6,14,12,11,11,8,1,1,2,4,5,3,5,1,1,0,0,1
1933,3436,3318,19,7,5,5,14,13,12,13,8,0,1,2,5,3,3,4,1,1,0,0,1
1934,3676,3561,12,8,5,3,17,13,13,15,8,1,2,2,3,3,3,4,1,0,0,0,1
1935,3550,3428,11,5,5,5,13,12,14,13,10,2,2,2,4,7,3,5,3,2,1,0,1
1936,3363,3258,12,4,5,4,8,12,10,14,9,0,2,2,5,3,3,4,3,2,0,0,1
1937,3027,2934,17,0,0,5,4,13,17,13,4,0,1,2,3,4,4,3,1,0,0,0,1
1938,3115,2990,12,0,0,10,7,27,18,27,4,1,2,2,4,4,4,3,1,0,0,0,1
1939,2725,2588,12,0,0,10,14,27,18,25,8,4,1,2,3,4,3,3,1,0,0,0,1
1940,3616,3464,12,11,10,11,14,16,17,19,14,2,2,3,4,5,5,5,1,1,0,0,2
1941,3176,3015,12,8,8,9,14,18,22,24,21,1,2,2,4,4,3,4,1,1,0,0,2
1942,3524,3306,5,12,11,15,20,28,39,35,31,1,1,2,3,5,3,4,1,1,0,0,2
1943,3586,3356,6,14,12,15,28,37,40,34,24,1,2,1,3,2,2,3,1,0,0,0,1
1944,4051,3843,11,9,11,16,25,20,30,31,33,1,2,2,3,3,3,3,1,1,0,0,2
1945,5024,4825,10,7,5,6,32,28,32,40,22,1,1,1,2,3,2,2,1,0,0,0,1
1946,5623,5454,7,4,1,5,16,26,34,32,26,0,1,1,3,3,3,3,1,1,0,0,1
1947,5642,5483,11,8,5,7,20,20,15,35,20,1,1,1,2,3,3,3,1,1,0,0,1
1948,5126,5002,10,7,2,2,15,20,12,18,21,0,1,1,3,3,3,3,1,1,0,0,1
