"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1949,5249,5117,9,0,6,3,7,23,14,29,20,1,2,1,2,3,4,4,1,1,0,0,2
1950,5237,5137,7,0,1,3,4,8,9,18,28,0,1,1,2,3,4,4,1,1,0,0,3
1951,5075,4977,9,0,2,3,9,13,8,17,10,0,1,2,3,5,4,5,2,1,0,0,4
1952,4808,4713,8,2,1,0,7,13,9,15,12,1,1,2,4,4,6,4,2,1,0,0,2
1953,4523,4437,7,5,2,2,6,11,6,6,13,0,1,2,3,4,6,5,3,1,0,0,3
1954,4559,4468,11,1,3,1,2,11,12,11,12,0,2,1,3,4,6,6,2,1,0,0,1
1955,4346,4277,7,0,2,1,3,6,7,7,6,0,3,1,2,4,7,5,3,1,0,0,1
1956,4068,3998,7,2,3,1,3,4,5,6,8,0,2,1,4,4,7,6,3,1,0,0,2
1957,3994,3921,3,2,0,0,3,13,8,11,5,0,1,1,3,4,6,5,4,1,0,0,2
1958,3657,3581,8,3,0,0,0,6,11,13,5,0,1,1,3,4,6,7,4,1,0,0,3
1959,3566,3506,3,1,3,1,0,1,5,9,5,0,1,1,2,6,6,5,4,2,0,0,4
1960,3478,3427,7,2,1,1,0,1,0,4,3,0,2,1,2,4,7,6,5,2,0,0,3
1961,3385,3328,9,0,0,0,3,2,3,3,7,0,0,1,3,4,7,6,4,2,0,0,2
1962,3335,3273,4,0,1,1,0,1,3,3,11,0,3,2,3,5,7,7,4,2,0,0,4
1963,3490,3427,2,0,0,0,1,3,4,7,5,0,1,2,3,6,8,8,5,4,0,0,4
1964,3322,3258,1,1,0,1,1,2,1,10,3,0,3,2,3,6,9,8,6,3,1,0,4
1965,3106,3047,2,0,0,1,3,2,0,6,3,0,1,1,3,5,10,9,6,3,1,0,3
1966,2988,2934,0,1,0,0,0,0,1,4,4,0,1,2,3,6,10,9,6,3,1,0,3
1967,2872,2812,2,1,1,0,1,0,1,3,4,0,1,2,4,7,11,9,8,3,1,0,2
1968,2553,2530,2,0,0,0,0,1,0,4,2,1,1,0,0,1,4,1,3,2,1,0,0
1969,2621,2590,2,2,0,1,0,1,0,3,2,0,0,0,1,1,1,1,2,3,0,1,8
1970,2486,2459,2,0,0,1,0,0,2,2,6,0,0,0,0,0,1,0,1,1,0,0,8
1971,2388,2356,3,1,0,1,4,0,0,2,3,1,0,1,0,0,0,0,1,0,0,0,13
1972,2195,2167,3,0,2,0,2,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,14
1973,1920,1899,0,0,1,0,1,1,2,2,2,0,0,0,0,0,0,0,2,1,0,0,9
1974,1600,1581,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13
1975,1366,1344,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,17
1976,1115,1094,2,1,1,1,0,0,1,1,1,0,2,0,2,0,0,0,0,0,0,0,9
1977,1017,983,1,1,0,1,1,2,1,1,0,1,1,1,0,0,0,0,0,0,1,0,22
1978,893,862,1,0,0,0,2,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,22
1979,827,822,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,798,793,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,789,782,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,718,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,621,620,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,656,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,666,660,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,611,609,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,491,489,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,541,539,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,557,556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,569,566,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,545,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,468,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,507,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,557,555,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,513,510,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,527,526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,568,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,543,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,573,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
