"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,39177,4953,2952,934,1179,3718,4851,4188,3188,2768,2443,1902,1520,1263,1120,840,634,395,213,88,18,8,0
1926,42783,6486,2990,1206,1200,4000,5195,4389,3508,2932,2511,1989,1679,1301,1123,846,645,458,210,92,21,3,0
1927,43507,5216,2914,1432,1172,4086,5561,4690,3768,3051,2609,2036,1752,1421,1214,994,712,520,229,103,24,4,1
1928,44126,6610,3014,1604,1022,4130,5371,4590,3652,3012,2433,1929,1639,1367,1195,994,705,493,243,96,27,3,0
1929,43256,6215,2588,1568,801,3824,5328,4637,3671,3000,2533,2121,1650,1448,1204,1043,763,504,242,96,16,2,0
1930,38521,4507,2295,1464,865,3216,4809,4291,3437,2824,2339,1990,1609,1420,1088,951,557,568,169,91,27,4,0
1931,36357,3795,2084,1265,958,2912,4606,4115,3307,2697,2305,1979,1529,1365,1028,974,532,549,203,113,35,6,0
1932,34066,3935,2080,1226,1039,2293,3999,3696,3038,2582,2172,1781,1497,1370,1019,889,570,567,180,96,31,5,0
1933,31178,3349,1832,1158,956,1811,3589,3441,2922,2371,2013,1694,1380,1336,1034,855,571,577,166,89,30,5,0
1934,29223,2869,1780,1037,1043,1447,3390,3249,2692,2332,1865,1596,1352,1235,1022,826,575,596,179,99,31,5,0
1935,27158,2434,1336,903,897,1481,3000,3098,2624,2288,1796,1619,1323,1113,1002,851,523,558,172,101,33,5,0
1936,25901,2348,1437,785,807,1566,2577,2798,2492,2237,1789,1440,1280,1082,1024,846,522,556,173,104,33,6,0
1937,25047,2374,1134,750,754,1589,2293,2947,2424,2145,1728,1538,1158,1137,938,712,555,620,136,84,26,5,0
1938,25317,2491,934,697,775,1616,1960,2868,2465,2216,1718,1542,1090,1229,1009,778,585,881,248,152,52,10,1
1939,23189,2304,845,496,662,1596,1746,2562,2331,2005,1519,1382,1053,1139,913,749,493,893,272,160,56,12,1
1940,29089,3784,1395,815,754,1994,2088,2646,2576,2216,1845,1552,1330,1272,1329,1174,791,909,340,199,70,11,1
1941,29981,2689,1434,919,952,2203,2528,2458,2578,2348,2071,1895,1551,1522,1377,1255,758,904,301,171,58,9,1
1942,30787,3104,1376,1015,940,2275,2760,2213,2642,2254,1993,1704,1437,1476,1481,1428,915,1090,385,212,74,11,1
1943,30265,3358,1408,893,858,1956,2754,1927,2416,2216,1964,1649,1511,1513,1482,1533,1001,1168,374,200,70,10,1
1944,27752,3080,1356,708,691,1661,2658,1533,2193,1862,1791,1576,1440,1452,1453,1445,1014,1160,382,214,70,11,1
1945,28812,6419,1850,802,635,1495,2317,1565,1747,1778,1542,1293,1197,1154,1268,1292,878,981,338,192,60,9,1
1946,21040,3704,1243,577,489,1160,1852,1588,1289,1340,1136,996,945,900,979,982,684,714,257,148,46,8,0
1947,19862,4331,971,392,337,973,1695,1534,1035,1138,1058,959,863,849,923,946,677,731,248,148,45,8,1
1948,16942,2955,882,291,244,688,1320,1424,827,1037,997,936,799,862,920,939,674,731,226,140,43,8,1
1949,16882,3658,1123,282,234,592,975,1252,645,959,917,869,778,809,858,950,711,819,238,150,51,9,1
1950,12843,1930,795,181,168,417,795,949,653,764,716,751,661,686,690,811,661,788,223,143,50,8,1
1951,12488,1552,829,169,165,352,743,982,781,688,736,720,664,722,761,801,616,794,210,141,52,9,1
1952,9439,1129,708,133,79,200,418,590,560,414,553,559,570,543,598,661,694,566,297,121,33,13,1
1953,7657,817,432,121,57,108,284,405,503,325,419,520,480,468,487,588,608,578,303,118,27,5,3
