"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1954,6698,702,408,90,43,101,214,326,417,271,389,400,424,439,473,511,555,500,286,116,30,3,0
1955,6124,652,356,64,27,63,164,276,361,252,353,373,363,395,419,488,573,482,310,121,28,3,1
1956,5757,550,317,81,46,38,116,237,311,273,258,380,360,371,412,502,530,485,329,126,29,6,1
1957,5513,568,323,73,40,57,116,219,265,279,232,310,327,372,390,441,506,481,347,116,40,9,0
1958,4865,464,276,53,27,34,80,148,217,290,183,262,302,301,317,434,508,464,327,144,29,4,1
1959,4772,428,237,63,37,26,64,133,195,251,162,237,278,302,381,430,519,491,340,160,33,4,0
1960,4293,302,162,45,34,25,67,127,198,237,147,218,266,295,327,395,437,444,354,167,37,8,1
1961,4217,321,173,35,22,25,35,118,173,186,168,208,252,272,302,417,447,474,367,173,40,9,1
1962,3960,275,154,32,27,28,43,84,146,182,162,174,249,272,287,348,397,487,370,192,40,10,1
1963,3985,317,170,42,20,32,42,68,124,171,208,152,208,251,299,352,444,461,381,179,52,10,2
1964,3640,295,117,25,18,30,38,61,110,128,155,101,181,214,269,331,433,455,376,224,74,4,1
1965,3311,202,94,16,15,29,26,44,99,115,132,129,160,186,253,313,402,411,361,218,89,14,4
1966,3194,233,109,31,13,28,29,39,63,133,140,128,150,205,212,303,339,420,345,196,65,12,1
1967,3241,197,86,20,22,28,35,34,64,98,109,113,133,186,258,325,413,408,386,235,71,18,1
1968,3023,213,73,16,9,21,25,24,48,67,110,146,87,144,226,278,370,425,385,245,93,15,2
1969,3058,244,68,17,14,15,34,27,44,80,104,134,75,132,199,263,384,424,429,235,103,32,2
1970,2874,228,78,23,12,19,36,26,34,56,85,100,88,134,183,270,331,431,376,260,84,18,2
1971,2806,208,63,20,14,23,39,21,43,54,67,109,99,118,184,225,335,425,375,251,109,23,0
1972,2995,264,63,22,12,22,28,33,34,63,84,87,104,122,182,269,335,444,373,291,137,22,2
1973,3124,211,58,16,14,20,20,30,32,57,87,94,119,111,215,277,380,453,450,311,136,31,1
1974,3151,220,53,18,13,23,34,29,42,45,64,92,112,99,193,270,377,501,449,339,146,29,2
1975,3143,196,72,12,10,20,24,33,22,47,61,94,118,106,151,294,361,492,505,368,120,35,2
1976,3300,203,41,16,12,15,33,31,24,34,51,101,126,116,157,281,392,536,522,407,166,34,3
1977,3158,170,40,15,7,14,25,24,36,30,53,63,100,115,143,234,383,517,555,413,172,43,5
1978,3252,143,41,10,15,18,18,19,20,32,43,87,93,138,111,282,408,538,559,445,190,40,3
1979,3144,92,34,11,9,19,15,21,25,19,48,65,88,136,106,242,369,536,589,453,211,49,7
1980,3230,83,45,18,6,15,20,22,26,24,47,62,97,115,97,224,388,550,593,497,227,69,5
1981,3385,66,42,7,10,12,18,18,26,21,35,42,111,129,122,212,341,562,663,551,315,75,7
1982,3401,88,28,8,7,11,20,22,19,26,36,49,81,106,133,196,378,568,695,576,275,68,11
1983,3440,63,39,12,11,14,23,29,14,31,23,38,70,82,119,176,396,603,720,562,328,79,8
1984,3338,42,30,12,7,19,23,18,13,34,26,36,65,91,149,122,349,525,729,624,300,110,14
1985,3584,54,28,5,13,15,13,24,30,32,34,33,55,77,143,140,354,584,773,701,368,93,15
1986,3719,57,25,11,11,28,19,28,31,29,37,29,69,89,150,180,293,564,804,748,397,101,19
1987,3442,52,17,14,7,14,20,40,34,39,27,36,59,95,141,177,259,485,717,708,372,104,25
1988,3562,43,35,9,10,8,28,54,45,42,35,29,50,103,114,210,220,502,743,729,400,134,19
1989,3815,43,28,5,2,3,35,79,69,51,60,32,53,100,130,219,205,538,767,761,465,146,24
1990,3881,37,29,8,5,8,16,115,107,73,53,46,55,96,124,188,219,483,788,786,503,114,28
1991,4035,45,34,11,6,9,33,135,147,86,83,45,47,100,117,214,246,438,760,762,540,150,27
1992,4295,43,27,12,8,8,29,170,209,135,80,65,59,74,153,210,248,391,747,873,552,167,35
1993,4582,51,24,20,8,12,29,165,276,160,99,86,54,74,147,222,320,374,792,848,581,208,32
1994,4705,37,28,12,10,3,14,150,285,188,122,77,71,97,150,198,357,347,786,930,630,179,34
1995,4890,40,31,8,11,13,28,139,274,182,151,91,74,93,142,243,360,354,760,969,678,216,33
1996,4502,24,13,19,11,11,22,97,215,181,113,74,66,90,133,218,352,400,650,882,658,229,44
1997,4028,31,17,8,7,6,18,33,88,73,47,48,58,60,105,212,332,464,593,902,655,234,37
1998,3906,21,8,8,5,6,14,28,53,81,53,47,55,50,87,174,306,545,486,923,671,244,41
1999,3830,22,13,6,9,5,16,25,58,73,65,46,54,50,82,161,287,515,443,887,709,256,48
