"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,2219,5,3,4,5,12,19,70,96,121,147,134,140,157,259,221,236,340,143,76,25,4,0
1926,2372,6,4,5,5,13,20,75,104,125,154,141,152,162,293,236,250,366,151,80,25,4,0
1927,2449,6,4,10,6,17,28,70,106,117,148,138,151,164,309,240,253,397,161,91,28,4,0
1928,2486,7,4,7,4,14,21,76,105,126,155,141,170,182,314,235,247,395,161,90,28,4,0
1929,2521,6,3,8,4,11,17,89,120,142,167,149,174,174,239,221,265,423,175,99,31,5,0
1930,2580,5,4,5,3,6,11,81,121,144,189,169,221,228,278,241,311,303,156,77,21,3,0
1931,2371,4,3,5,3,6,16,59,103,110,123,134,173,181,254,238,338,326,175,88,26,4,0
1932,2394,11,3,6,4,7,19,61,107,140,141,155,163,182,214,239,339,316,174,82,25,4,0
1933,2256,9,4,5,4,6,18,49,98,123,121,138,147,166,216,235,329,307,171,82,26,4,0
1934,2357,9,5,4,4,5,18,61,128,155,157,154,170,184,195,226,315,308,157,77,23,3,0
1935,2602,6,6,3,2,8,14,71,147,201,179,203,194,183,238,222,325,325,163,83,26,4,0
1936,2482,8,7,3,3,7,16,63,133,198,191,169,169,162,234,211,315,321,160,84,25,4,0
1937,2602,4,7,2,1,9,19,89,171,212,207,189,213,214,147,253,298,311,148,79,24,4,0
1938,2892,7,6,2,1,19,17,140,189,221,282,195,235,257,144,290,309,312,153,82,25,4,0
1939,2699,5,2,1,0,25,18,118,126,196,292,167,221,255,137,292,299,288,150,78,24,4,0
1940,3134,15,4,6,4,13,20,66,110,199,246,227,238,266,297,353,370,364,198,100,33,5,0
1941,3223,14,4,5,4,11,18,69,123,221,261,257,300,292,322,357,331,339,178,86,27,4,0
1942,2483,15,3,2,2,9,12,32,69,108,148,133,192,207,267,293,325,356,187,89,28,4,0
1943,2239,4,3,1,4,14,35,31,72,114,151,129,145,163,242,268,291,304,164,76,24,3,0
1944,2418,4,4,3,3,14,38,33,89,128,168,169,174,189,211,284,305,315,173,84,26,4,0
1945,2209,6,6,9,6,14,43,35,71,129,166,192,152,150,197,240,270,273,150,74,21,3,0
1946,1672,3,2,4,10,16,37,19,43,70,100,107,109,125,149,201,235,222,132,65,19,3,0
1947,1988,7,5,6,7,13,28,37,51,114,122,187,139,138,158,219,256,249,150,77,22,3,0
1948,2499,15,7,5,4,14,34,59,64,157,214,269,248,192,208,245,269,263,138,72,20,3,0
1949,2755,17,10,4,8,13,26,55,57,163,239,278,255,224,233,277,297,307,170,91,28,4,0
1950,3283,24,13,4,6,8,24,54,62,162,301,363,379,296,273,331,328,355,172,92,30,4,0
1951,3648,26,15,4,4,10,23,69,74,154,317,389,442,346,294,366,351,410,197,113,38,6,1
1952,3906,29,19,6,7,9,31,46,102,144,316,393,474,383,338,402,409,420,227,126,25,2,0
1953,4911,31,20,4,9,12,31,75,133,182,391,555,600,529,410,501,514,476,295,113,30,3,0
1954,5047,28,21,7,4,10,24,55,160,156,411,562,593,577,459,542,511,433,300,151,37,7,0
1955,5474,40,18,6,4,4,20,65,158,188,388,603,748,662,521,543,534,469,313,139,46,4,0
1956,6927,28,18,8,2,10,15,72,183,279,432,741,928,820,682,681,706,643,443,172,58,6,0
1957,6999,28,18,9,5,8,27,67,162,242,311,661,843,862,730,709,776,724,517,239,56,7,0
1958,5623,32,18,6,5,7,14,61,109,184,171,426,539,649,566,611,701,663,540,257,57,8,0
1959,6059,38,17,8,6,13,19,60,119,239,172,455,639,721,656,629,700,720,525,247,65,8,3
1960,6507,24,19,7,9,6,17,47,123,252,232,413,668,759,754,655,735,768,580,347,77,15,1
1961,6530,32,19,7,9,5,13,52,142,225,251,352,618,690,746,718,752,828,630,348,66,25,3
1962,7296,31,19,9,7,13,19,45,131,265,308,340,649,728,892,833,821,932,741,377,113,20,2
1963,7449,29,16,11,7,10,15,63,141,260,344,309,641,794,890,839,838,922,729,440,138,11,2
1964,6944,39,14,7,13,19,15,32,119,235,310,256,538,725,783,795,823,896,747,428,138,14,0
1965,7628,38,11,8,6,12,19,58,129,255,344,321,570,789,903,896,833,957,829,472,156,24,0
1966,7771,26,15,9,14,23,14,46,83,227,332,338,460,734,881,1043,896,971,935,535,175,13,1
1967,8009,32,15,11,7,11,20,38,112,232,337,373,404,713,880,1007,994,1053,956,593,194,27,0
1968,7263,1,3,6,12,15,15,20,94,223,323,397,346,663,824,982,872,904,829,511,197,25,0
1969,7519,1,1,3,4,6,27,32,102,233,381,471,333,686,830,987,903,898,819,545,214,38,3
1970,6959,1,1,5,3,10,13,20,104,225,318,444,342,490,705,862,860,862,838,570,237,46,2
1971,7161,0,3,4,4,9,11,37,88,253,379,431,429,520,714,853,854,873,803,598,254,39,4
1972,7214,0,2,2,2,9,18,24,74,202,410,466,517,468,735,829,952,861,792,581,223,43,3
1973,6913,0,1,4,2,5,20,38,54,148,349,469,469,352,653,832,816,903,845,621,266,63,1
1974,6463,0,1,2,2,6,21,37,51,162,295,413,524,320,595,728,802,835,799,562,249,55,5
1975,7165,0,3,3,4,5,17,48,63,176,366,526,551,386,645,803,930,914,813,608,230,68,5
1976,6759,0,3,0,6,9,21,49,86,158,319,473,552,460,514,693,764,850,816,643,277,61,3
1977,6636,0,2,0,5,4,37,30,68,138,310,467,540,480,435,600,789,885,881,600,296,66,3
1978,6630,2,0,1,1,7,18,54,84,109,259,423,513,500,363,594,804,969,923,623,305,74,4
1979,7162,0,2,4,3,6,25,42,111,119,253,395,516,552,277,635,753,1044,1092,844,391,90,8
1980,7978,0,0,0,2,10,25,47,113,119,243,429,523,493,399,570,876,1191,1279,1023,535,92,9
1981,9499,0,0,0,3,8,21,45,110,129,227,447,513,564,478,581,1019,1508,1789,1319,582,144,12
1982,10087,0,0,4,2,15,26,46,104,171,251,367,576,552,505,460,952,1496,1889,1612,828,216,15
1983,11414,0,0,1,4,12,31,55,91,189,214,402,592,646,565,513,1058,1778,2284,1827,935,209,8
1984,11564,0,0,1,3,15,55,73,111,191,208,353,489,663,633,382,1001,1661,2307,2041,1043,318,16
1985,11622,0,0,2,2,17,66,61,121,226,210,315,523,559,588,478,897,1696,2382,2086,1083,281,29
1986,12356,0,0,1,0,13,51,70,122,218,228,252,518,608,588,491,830,1730,2530,2421,1301,354,30
1987,11716,0,0,0,0,9,44,61,111,192,236,292,447,542,445,509,648,1605,2496,2371,1325,335,48
1988,12571,1,0,0,1,9,47,81,147,233,282,274,451,538,559,611,540,1550,2570,2759,1481,401,36
1989,12630,0,0,0,3,9,80,112,153,233,314,303,408,537,534,580,504,1432,2561,2773,1582,464,48
1990,12912,0,2,0,0,16,84,145,143,262,305,269,370,518,562,563,523,1335,2512,2872,1846,534,51
1991,12544,0,0,0,0,13,79,136,189,216,358,312,325,474,537,501,521,1199,2348,2857,1853,564,62
1992,12194,0,1,1,4,17,103,183,190,250,360,323,305,408,462,485,553,945,2239,2826,1861,610,68
1993,12919,0,0,0,0,15,96,195,184,287,356,391,325,399,499,489,630,864,2323,3004,2122,654,86
1994,13111,0,0,0,2,11,106,169,210,268,318,449,383,388,493,476,660,721,2302,3170,2193,722,70
1995,13259,0,1,1,0,12,90,185,194,257,349,395,326,353,410,484,699,821,2187,3171,2390,841,93
1996,13277,0,1,1,2,20,87,144,178,216,353,404,342,330,400,522,675,928,1973,3152,2512,926,111
1997,13670,0,1,2,1,7,49,84,132,219,294,413,390,328,407,498,702,1060,1793,3397,2765,1015,113
1998,14568,0,0,0,0,5,27,55,135,213,302,445,442,382,409,472,712,1298,1639,3655,2997,1217,163
1999,15894,0,0,1,0,6,24,81,109,226,386,494,548,360,404,520,731,1473,1645,3929,3400,1398,159
