"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1958,28791,714,362,30,14,23,52,78,96,113,91,205,317,439,477,790,1651,3398,7365,7308,4152,1026,87
1959,28587,562,338,32,16,30,58,70,96,128,114,217,328,469,565,763,1561,3304,6993,7442,4228,1131,141
1960,28449,506,243,26,20,28,37,63,84,122,128,211,360,478,651,798,1438,3160,6840,7643,4575,962,72
1961,27354,527,265,30,18,31,42,63,77,127,120,199,367,488,614,840,1383,3072,6386,7394,4280,959,73
1962,31221,556,250,39,22,39,45,77,132,151,179,220,442,613,831,1127,1691,3507,6949,8245,5001,1001,103
1963,31784,508,232,40,19,39,52,70,103,164,225,231,485,692,909,1257,1797,3578,6998,8218,4808,1186,172
1964,28217,465,203,27,13,50,47,79,103,157,242,165,470,643,830,1190,1640,3147,5931,7043,4430,1179,166
1965,29075,398,183,31,14,44,38,74,78,166,234,240,463,687,912,1280,1688,3094,6099,7258,4713,1222,159
1966,27417,383,156,27,24,47,59,62,86,151,217,237,394,641,861,1279,1665,2916,5504,6687,4686,1160,175
1967,27638,345,136,28,24,35,53,71,76,158,240,292,364,650,1002,1378,1726,2757,5388,6600,4747,1370,198
1968,27641,360,123,31,14,42,64,55,72,139,237,354,361,713,1074,1464,2075,3131,5315,6105,4375,1351,185
1969,27994,433,102,32,10,50,65,66,74,147,256,381,365,837,1240,1740,2239,3257,5163,5871,4187,1299,179
1970,26144,393,71,26,14,34,55,52,64,135,215,310,348,654,952,1414,2112,2892,4951,5780,4167,1299,206
1971,25215,367,96,22,7,41,41,51,52,132,209,277,384,513,921,1259,1867,2755,4564,5701,4292,1467,199
1972,20265,328,79,19,13,35,49,46,66,105,172,206,271,346,695,974,1533,2213,3620,4476,3540,1285,195
1973,19136,345,79,15,14,35,48,46,30,87,145,188,313,261,587,834,1320,2005,3357,4491,3532,1176,230
1974,17470,301,72,12,13,27,37,42,40,71,119,181,275,216,482,741,1180,1829,3098,3965,3290,1223,256
1975,17009,295,54,17,12,20,37,46,43,83,129,191,247,226,363,674,1018,1460,2141,3021,3340,2476,1116
1976,16189,361,59,8,20,22,37,47,50,79,137,182,251,235,353,659,1080,1751,2727,3593,3130,1120,287
1977,15171,334,42,16,14,23,38,51,35,73,118,198,253,240,339,629,1029,1623,2626,3164,2880,1142,306
1978,16095,435,42,14,5,27,27,47,41,65,108,189,252,324,313,654,1033,1656,2657,3475,3146,1272,313
1979,15149,676,36,11,6,28,32,48,49,57,106,139,218,284,246,544,851,1463,2627,3256,2937,1253,282
1980,16507,893,33,11,6,25,30,49,50,55,105,163,228,255,242,455,916,1608,2891,3556,3196,1410,330
1981,17752,1029,57,4,13,20,26,49,48,67,93,151,210,318,326,516,1021,1813,3077,3792,3354,1434,334
1982,18084,1211,49,11,7,24,35,46,47,83,96,130,239,303,332,410,956,1699,3171,3998,3427,1472,338
1983,22478,1263,64,9,6,25,43,57,68,106,122,156,252,337,416,518,1394,2429,4111,5110,3920,1648,424
1984,18368,1135,58,7,12,23,32,43,77,88,84,142,231,325,423,379,1042,1798,3093,4118,3433,1466,359
1985,17331,1258,56,8,7,14,15,35,61,91,80,129,214,303,447,413,871,1717,2965,3830,2973,1476,368
1986,16885,1387,47,5,11,10,24,45,63,95,93,135,169,304,399,458,759,1595,2770,3673,3083,1402,358
1987,16426,1466,49,7,3,18,42,60,60,98,114,143,246,304,396,493,716,1537,2491,3411,3013,1364,395
1988,14851,1431,46,9,5,9,29,36,48,76,102,115,196,260,383,513,679,1425,2290,2948,2664,1246,341
1989,15360,1444,52,6,7,19,25,51,57,86,124,107,179,295,375,577,574,1367,2259,3170,2853,1371,362
1990,14932,1415,47,6,7,13,38,44,63,82,115,114,156,226,375,514,488,1192,2281,3023,2996,1332,405
1991,14808,1481,57,5,3,9,31,35,47,86,96,111,151,192,347,537,547,1009,2008,3080,3002,1520,454
1992,14789,1319,57,1,6,10,18,27,31,76,107,103,121,214,319,485,635,863,2127,3088,3132,1556,494
1993,14419,1168,51,6,4,13,20,22,39,56,99,120,133,209,329,481,733,880,2020,2992,3017,1536,491
1994,14904,908,38,3,7,10,23,19,46,75,107,128,142,192,294,464,722,788,2050,3091,3407,1832,558
1995,15982,555,36,2,5,10,16,38,35,65,88,144,130,190,265,437,742,815,2181,3576,3908,2112,632
1996,16274,464,36,7,0,10,13,32,38,57,94,141,134,165,276,427,804,1019,2040,3544,4069,2184,720
1997,16174,376,32,8,1,3,15,20,37,64,83,154,147,134,257,411,731,1102,1711,3615,4193,2372,708
1998,15276,366,18,0,4,11,14,30,40,60,112,125,184,160,272,380,708,1038,1482,3337,3902,2312,721
1999,17647,350,21,3,7,15,12,30,30,52,111,168,210,174,246,389,849,1512,1617,3941,4455,2618,837
