"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,127711,9873,3583,483,372,1008,1420,1472,1377,1683,1940,2449,4103,5131,6597,9973,13397,19709,23085,14135,5035,828,57
1926,118478,8709,3413,514,307,852,1237,1263,1192,1390,1669,2043,3526,4172,5630,8702,12229,18992,22708,14174,4897,789,71
1927,91007,4087,2460,304,131,427,645,618,575,659,806,1010,1888,2229,3264,5386,8672,16283,21223,14524,4953,799,65
1928,91022,4435,2522,268,93,372,526,646,586,661,821,967,1856,2337,3332,5606,8880,16132,20908,14167,5021,812,75
1929,97911,4052,2254,335,96,402,605,644,626,697,846,1028,1999,2445,3384,5919,9735,17565,23079,15769,5472,888,69
1930,81848,3861,1955,268,87,321,484,525,548,597,732,900,1752,2317,3003,5210,10625,12029,20826,11756,3467,541,43
1931,90821,3893,1933,259,97,294,463,545,591,642,759,916,1917,2635,3170,5497,11518,13239,23764,13628,4325,681,55
1932,87614,3293,1821,267,118,256,459,516,575,638,760,956,1919,2666,3267,5584,11332,12581,23258,12521,4127,659,39
1933,90382,3635,1817,271,126,236,437,543,626,710,808,1056,2066,2945,3619,5868,11613,12842,23413,12702,4318,686,44
1934,88913,3504,1980,299,142,191,457,567,669,831,877,1098,2272,3094,3887,6162,11452,12819,21887,12145,3929,616,36
1935,96854,4004,1994,319,173,251,532,652,812,958,1043,1271,2596,3497,4463,6831,12329,13817,22842,13291,4433,696,50
1936,94206,4236,1784,313,166,280,455,604,750,903,1015,1229,2527,3308,4506,6518,12213,13489,21944,13042,4195,673,56
1937,92452,4660,1943,177,126,297,465,750,760,829,1102,1114,2730,3226,4781,6344,12145,13926,20041,12335,3960,691,49
1938,101882,4812,2158,159,61,296,572,770,720,896,1259,1331,3350,3562,5654,7395,13320,15816,21483,13157,4320,745,45
1939,108601,4305,1835,144,67,390,422,627,742,833,1450,1534,3410,3683,6127,8734,14620,17358,23042,13799,4605,827,48
1940,92663,4204,1532,311,176,405,347,540,727,970,1162,1254,2301,2930,3856,6214,10209,13259,23015,13536,4854,802,59
1941,69250,2572,1050,177,89,248,256,410,531,780,965,1000,1828,2245,2783,4703,7634,10016,17849,10100,3462,510,41
1942,62852,2514,900,126,60,188,228,262,384,532,677,714,1417,1794,2241,3909,7063,9182,17320,9527,3294,484,37
1943,52322,2006,743,150,48,157,226,206,288,423,554,571,751,1068,1426,2390,5910,7195,16041,8709,2996,426,38
1944,55329,2115,812,136,54,225,325,235,317,434,537,622,793,1066,1416,2640,6226,7413,16747,9545,3143,488,39
1945,48628,2800,1090,146,60,173,257,201,280,380,466,528,653,914,1302,2181,5364,6252,14254,8289,2610,399,29
1946,41503,2513,780,107,45,139,188,185,206,296,388,463,585,791,1091,1844,4568,4964,12400,7289,2264,370,28
1947,39593,2319,715,73,36,115,150,153,149,256,330,455,496,651,915,1458,4216,4759,12239,7422,2273,383,30
1948,36988,1791,548,66,29,74,110,151,117,212,310,409,504,594,874,1310,3833,4385,11677,7315,2255,389,35
1949,42072,1757,660,66,28,72,104,142,83,222,288,403,504,621,845,1363,4107,4980,13644,8689,2941,512,40
1950,39222,1707,603,36,27,63,87,114,92,179,253,363,470,570,779,1355,3739,4686,12615,8078,2855,467,85
1951,41728,1464,634,39,15,42,75,105,107,158,253,352,488,607,759,1333,3823,5208,13344,9039,3271,525,86
1952,37985,1311,748,38,16,52,79,101,105,119,204,328,454,556,708,1214,2507,5407,9237,9155,4594,955,96
1953,39562,1077,574,50,13,38,67,100,130,97,235,333,510,574,715,1241,2451,5530,10038,9539,5108,1011,131
1954,35891,1041,529,41,17,36,66,80,124,95,204,331,473,530,674,1152,2205,5034,8883,8538,4713,1041,84
1955,35752,931,510,44,15,32,60,81,125,98,188,298,438,563,662,1133,2165,4821,9005,8813,4670,1029,71
1956,35431,837,381,39,11,28,49,70,111,123,171,290,447,603,693,1100,2183,4520,9056,8582,4898,1125,112
1957,31816,726,424,33,17,36,53,84,96,120,139,278,422,538,634,990,1994,3990,7999,7713,4361,1070,99
