"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1948,513210,48691,7212,2257,1879,3962,6422,7296,5622,10003,14283,19814,23420,28575,40091,52581,69307,70330,57492,32780,9464,1582,145
1949,573598,52546,8625,2216,1968,3758,5551,7009,4632,9542,13906,19702,25049,30042,42411,57446,78521,84347,70350,40779,12853,2170,172
1950,534481,44844,7274,1684,1674,3160,5012,6319,4909,8508,13192,19543,25783,29823,40109,54858,71668,79252,64577,37587,12360,1977,364
1951,565831,41991,7886,1673,1470,2872,4715,6211,5663,7758,13211,20003,27389,31884,41781,57018,74601,89509,69930,43086,14493,2299,384
1952,524831,37148,7610,1671,1220,2568,4201,5140,5562,6253,12074,18445,26589,31154,39228,53921,69507,81740,65722,39345,13282,2235,219
1953,556983,33743,6245,1705,1184,2346,4006,5013,6061,5562,11996,19001,27847,33395,40833,56670,73812,90150,75213,43755,15592,2568,287
1954,518892,33032,5799,1616,1089,2210,3700,4651,6179,4913,11332,18130,26620,32753,39161,52725,67740,81245,69285,39875,14127,2532,181
1955,526322,31135,5669,1629,1051,2140,3617,4717,5923,5405,10316,17579,26475,33949,39311,52444,69127,81752,73551,42627,15063,2681,163
1956,545699,29195,4843,1691,1093,2025,3208,4484,5939,6315,9682,17613,27054,35716,41216,53918,71438,85180,80643,44489,16685,3000,271
1957,532107,27505,5159,1745,1342,2208,3322,4846,5820,6675,8331,16813,25912,35744,41916,52976,70444,81206,76693,44200,16036,2974,239
1958,500596,25564,4471,1482,1242,1930,3041,4363,5320,6774,6687,14685,23273,33382,39362,48815,64719,76495,75220,44544,15958,3049,221
1959,509089,24397,4408,1691,1435,2036,3034,4252,5298,7340,6160,14835,23413,33987,41414,48886,65313,77076,76524,46993,16813,3469,313
1960,520960,22486,3792,1442,1385,1860,2799,3879,5248,7136,6733,13874,23831,34304,44244,50573,66066,80156,77911,51221,18068,3684,267
1961,500289,21493,3675,1482,1367,2245,2758,4008,5325,7088,7785,12441,22252,33155,43744,49447,62651,75990,73317,49598,16580,3615,274
1962,541147,21433,3791,1538,1419,2457,2759,3730,5428,7409,9119,11619,23274,34363,47133,54732,66788,82641,80884,56052,20270,3917,392
1963,557852,22056,3571,1524,1358,2609,3032,3834,5221,7326,10211,10617,23219,35445,49392,57428,68826,85175,82449,58149,21796,4174,442
1964,520033,20433,3297,1439,1412,2839,3121,3664,4912,7312,10571,9110,22093,33050,46708,55642,64080,77410,76018,52197,20358,3944,421
1965,543696,18990,3077,1465,1370,3097,3245,3525,4985,7599,10777,10598,21065,33965,48274,59980,67183,80324,80359,56024,22837,4489,465
1966,528782,18840,2986,1490,1256,3148,3582,3516,4739,7376,10638,12039,18752,32362,46773,60148,66194,77020,76819,53687,22719,4231,467
1967,543033,17411,2900,1438,1391,3304,4080,3385,4645,7100,10583,13804,16851,32413,46773,62080,69774,78580,80299,56269,24431,5101,419
1968,553441,17071,2888,1488,1486,3438,4248,3297,4309,7084,10799,15261,14939,31851,46685,63014,71921,80210,81826,59082,26269,5693,582
1969,573335,16515,2864,1560,1585,3520,4733,3447,4443,7389,10993,16806,13943,32573,48686,67242,78754,84024,82587,59076,26109,5873,612
1970,542277,15437,2662,1592,1421,3528,4845,3461,4279,6780,10671,15367,14888,27877,44170,60821,73589,78018,79401,59474,26821,6398,776
1971,554151,15109,2642,1586,1513,3739,5214,3793,4065,6729,10937,15835,17503,25896,43293,60969,75940,79713,80908,62016,28814,7137,800
1972,549900,14082,2521,1545,1466,3823,5471,4206,4233,6612,10948,15959,19517,22995,42749,60156,76512,81838,79537,60580,27614,6742,793
1973,558782,13243,2584,1524,1431,3892,5392,4244,3987,6170,10681,15811,21079,20264,41556,59149,77895,84197,82642,64123,30091,7939,888
1974,552551,11764,2564,1412,1411,3759,4952,4364,3920,5839,10373,15831,22852,18273,40913,57657,77381,85395,80974,63260,30839,7860,957
1975,560353,10277,2264,1357,1344,3591,4892,4578,3795,5713,10131,16099,22932,20592,38019,58355,77993,89400,82492,63724,31513,9377,1914
1976,557114,9029,2026,1289,1288,3727,5158,4706,4140,5556,9667,16091,22778,23848,34018,55662,75978,90503,84232,65472,32497,8381,1068
1977,536221,8522,1952,1308,1313,3617,5063,4671,4397,5264,9094,15684,21820,25886,29368,53199,73035,88333,81929,61303,30936,8059,1468
1978,546916,7852,1856,1303,1220,3548,4818,4415,4584,5071,8668,15526,21755,28148,26602,52164,72830,90702,87329,65215,33227,8705,1378
1979,541805,7582,1621,1234,1217,3668,5016,4523,4976,5177,8508,14837,22207,30296,24196,52097,72726,90656,87036,63236,31594,8279,1123
1980,547107,8010,1699,1223,1210,3657,5173,4564,5239,5244,8239,14442,22036,29225,26351,46993,70613,89932,91050,66491,34444,9848,1424
1981,554823,7823,1701,1109,1195,3387,4913,4463,5316,5654,7694,13606,21559,28872,30239,43081,69722,91229,95681,70121,35770,10193,1495
1982,543104,7542,1549,1004,1146,3327,4931,4575,5216,6168,7561,13061,21298,28900,33462,37672,67184,87316,93700,70303,35646,10087,1457
1983,559655,6834,1678,987,1136,3043,5017,4692,5357,6568,7395,12642,21049,28622,36341,33823,67020,89749,99956,75920,39048,11058,1721
1984,542490,6299,1477,859,1080,2869,4904,4590,5346,6774,7415,12104,20089,28604,38443,29784,64247,85990,95812,74569,38080,11365,1788
1985,552496,6389,1384,826,1005,2763,4526,4508,5130,7273,7399,11666,19565,28586,37569,33553,60675,87722,100777,79353,38770,11280,1777
1986,546926,6257,1351,843,920,2698,4514,4386,5147,7147,8250,11008,18799,27732,37176,37623,54098,84016,97727,81242,41650,12420,1921
1987,527466,6017,1243,826,854,2411,4212,4282,5038,7124,8649,10504,17645,26923,35492,41134,46597,80257,93632,79499,41425,11792,1910
1988,524600,6044,1268,737,788,2506,4236,4350,5115,7108,9225,10393,16798,26275,34956,43625,40757,78232,92117,81815,43172,13127,1956
1989,529283,5769,1224,733,806,2445,4327,4561,5306,7142,9839,10266,16367,25489,34912,46564,36927,77886,93883,83897,45292,13446,2202
1990,526201,5599,1159,639,718,2378,4167,4672,5368,7290,10250,10477,15281,24101,34302,44914,40707,71513,92800,85041,47881,14514,2430
1991,524685,5511,1180,679,765,2237,4202,4841,5676,7242,10684,11466,14394,23029,34096,44463,46021,64567,91586,85145,49414,15122,2365
1992,521530,5075,1026,617,706,2091,3994,4727,5818,7422,10514,12374,14139,22062,33355,43772,50403,56364,90534,85444,52202,16093,2798
1993,532263,4604,1004,612,698,1992,4035,4582,5886,7491,10546,13217,14010,21735,33151,43883,55270,52047,92552,89558,55272,17207,2911
1994,519965,4193,857,581,756,1815,3765,4444,5826,7504,10229,14110,14136,20869,31500,42973,58137,44546,88040,87413,56138,18586,3547
1995,531618,3545,872,544,676,1816,3508,4291,5745,7229,10180,14684,14043,19340,30184,42856,57252,49867,84772,94247,61730,20787,3450
1996,535775,3501,795,519,628,1828,3179,3840,5185,6859,9865,14210,15430,18755,29389,42376,57087,57798,78246,95119,64829,22510,3827
1997,530319,3439,794,482,604,1826,2969,3448,4443,6179,9232,14134,16403,18107,27615,41465,55810,64836,68435,96002,65974,24049,4063
1998,523863,3121,662,467,619,1637,2872,3394,4113,6018,9116,13817,17317,17993,26906,40204,55526,71686,61888,98474,68142,25404,4315
1999,475804,3211,705,438,570,1806,2808,3231,3927,5653,9088,13809,18398,17907,25853,39227,54955,77258,55835,99905,71295,26821,4750
