"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,150599,913,367,294,432,668,881,1240,1486,2095,3405,5133,8023,11398,16943,22831,26412,24191,15854,6336,1504,175,15
1926,151257,941,400,336,394,675,1016,1290,1554,2163,3554,5118,8479,11417,17345,22869,26172,24679,15241,6112,1329,163,10
1927,146796,586,270,321,316,623,941,1262,1522,2053,3259,4845,8255,11206,17112,23011,25671,24424,14118,5611,1210,170,10
1928,149956,909,326,396,286,640,897,1374,1577,2079,3396,5003,8381,11839,17308,23861,26171,24550,13814,5732,1271,138,9
1929,164499,816,317,463,273,695,964,1388,1683,2327,3653,5373,9111,12752,18572,25937,28898,27298,15835,6538,1419,174,12
1930,146773,680,269,422,324,583,884,1221,1657,2132,3327,5071,8110,11937,16934,23292,25014,24401,12303,6262,1683,245,20
1931,153554,831,316,418,352,497,890,1213,1540,2127,3188,4913,8004,12656,16689,24125,26482,26231,13659,7057,2042,299,25
1932,150516,646,303,413,379,419,862,1179,1596,1984,3148,4794,7807,12225,16496,23738,26507,25307,13735,6668,1994,296,19
1933,152416,683,308,410,432,395,799,1090,1598,2103,3152,4835,7680,12218,16733,23653,26965,25681,14234,6969,2144,315,22
1934,148787,654,323,407,459,289,739,1083,1504,2176,2956,4710,7406,11658,16631,22825,26276,25736,13761,6868,2016,292,18
1935,156108,519,289,367,414,396,695,1024,1539,2245,3155,4806,7785,11932,17525,23725,27473,27386,14574,7606,2294,332,25
1936,153977,437,263,369,400,412,633,1021,1439,2134,3084,4480,7495,11307,17814,22599,27344,27430,14777,7876,2295,339,30
1937,156886,519,311,372,487,552,587,999,1329,2181,3038,4497,7606,11246,17559,23164,27475,27848,15591,8597,2498,399,32
1938,162738,500,301,380,470,563,598,973,1268,2193,3130,4614,7629,11176,17768,23791,28009,29614,17136,9418,2748,429,29
1939,157243,457,219,327,405,514,420,862,1126,1997,2957,4251,7037,10533,16680,22585,27567,29530,17292,9306,2722,428,28
1940,198413,354,241,352,355,497,444,818,1232,2077,3529,4897,8263,12515,19411,28888,35192,37878,23980,12719,4095,627,48
1941,188633,362,267,307,308,499,492,742,1258,2142,3657,4969,7943,12044,18329,27865,32193,35670,23380,11943,3707,513,42
1942,183743,359,297,280,303,461,583,612,1117,1753,3064,4386,7129,11065,17065,26875,32339,35535,24192,12002,3759,525,41
1943,171216,998,258,361,401,522,725,565,1115,1725,2930,4070,6300,10127,15901,25128,30715,32735,22021,10748,3370,460,42
1944,181032,935,250,340,421,578,787,582,1109,1661,2771,4256,6432,10346,16323,26101,33203,34840,23693,12145,3671,542,45
1945,172663,986,270,359,470,543,735,650,1057,1694,2709,4289,6217,9932,15805,24644,31540,32660,22437,11731,3404,494,38
1946,158088,819,222,304,357,483,554,597,814,1499,2501,3837,5885,9095,14517,22033,29807,29206,20851,11023,3159,485,39
1947,162926,818,180,229,299,414,533,639,698,1413,2434,4064,6154,9053,14530,21920,30759,30961,21962,11922,3369,531,44
1948,161923,595,148,189,242,359,475,657,634,1406,2446,4233,6217,9065,14729,21803,30461,30990,21346,11928,3400,551,50
1949,184931,471,171,189,255,356,441,698,510,1357,2523,4347,6886,9730,15730,24204,34575,37140,25516,14517,4515,742,59
1950,176308,473,151,159,250,343,434,611,537,1188,2364,4183,6989,9587,14993,22935,32091,35414,24313,13939,4524,704,124
1951,185424,423,207,133,185,270,400,600,622,1106,2319,4317,7206,9843,15315,23424,32745,39098,25676,15510,5118,781,125
1952,177598,388,219,117,146,232,363,486,673,935,2225,4032,6925,9585,14237,22320,31152,36936,27743,14463,3864,509,48
1953,187490,351,173,117,151,240,367,516,742,819,2075,3988,7319,10195,14426,23165,32240,39763,30611,15216,4398,575,43
1954,179924,353,176,105,137,210,330,459,785,732,2026,3976,6945,9981,13968,21793,30493,37541,29976,15103,4224,580,34
1955,182903,353,214,96,120,192,291,444,740,836,1779,3705,6681,10222,13706,21310,30881,37721,31850,16317,4733,685,25
1956,192614,319,138,107,110,179,253,431,734,899,1787,3829,6844,10526,14324,21766,31994,39414,35419,17334,5376,780,53
1957,182313,303,156,76,101,135,231,387,624,960,1400,3465,6393,10073,13970,20670,30577,36512,33175,17087,5184,781,53
1958,179107,298,153,56,68,124,196,344,565,937,1204,3097,5739,9590,13355,19339,28619,35629,34323,18726,5744,946,55
1959,181230,279,175,65,90,119,197,359,571,977,1028,3096,5833,9706,13844,18934,28417,35720,34891,19729,6060,1080,61
1960,184916,217,111,55,108,118,202,319,558,949,1153,2911,5735,9689,14457,19732,28661,36817,34860,20951,6047,1182,84
1961,180390,231,143,57,83,121,208,303,633,1020,1325,2590,5271,9364,14508,19160,27540,35739,33775,21205,5822,1203,89
1962,197711,237,179,67,81,133,194,328,652,1082,1661,2437,5681,9696,15706,21748,29745,38676,37182,23757,7051,1289,127
1963,201638,202,128,71,82,149,206,366,611,1074,1840,2234,5600,9874,16315,22018,30052,39426,37654,24592,7827,1219,97
1964,187641,154,111,63,92,130,186,292,564,1092,1898,1897,5166,8998,15031,20863,27660,36000,35453,22914,7706,1255,116
1965,194971,172,126,54,69,167,189,303,596,1087,1936,2173,4995,9189,15469,22347,28897,36818,36906,23622,8381,1372,103
