"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1966,189173,165,126,61,72,154,163,281,533,1053,1804,2449,4308,8574,14629,21755,28018,35458,35813,23511,8740,1376,129
1967,194428,129,106,53,77,141,224,257,507,989,1816,2760,3931,8594,14199,22594,29126,36103,37293,24529,9330,1556,115
1968,198369,229,124,53,87,132,167,254,465,940,1834,2979,3334,8330,14443,22564,29780,36093,37566,26334,10576,1909,175
1969,205533,129,118,80,69,148,220,245,422,946,1740,3218,3034,8236,14556,23863,32156,37969,38658,26777,10734,2052,163
1970,198603,162,106,59,89,137,205,243,406,862,1756,3048,3209,7151,13484,21595,30087,35536,37900,28007,11725,2591,247
1971,206190,143,146,50,78,151,187,261,401,849,1771,3138,3875,6766,13308,22015,31828,37067,39231,29341,12556,2791,236
1972,204602,152,116,67,84,146,237,274,386,814,1719,2990,4255,5874,12854,21561,31818,37855,38719,29235,12552,2622,272
1973,206682,236,109,55,84,154,191,254,380,711,1652,2959,4602,5039,12029,20627,31801,38367,39977,30521,13460,3163,310
1974,207617,207,126,62,81,127,223,292,370,797,1704,3023,5055,4670,12164,20312,31747,38785,39361,30734,14186,3296,296
1975,212660,140,92,49,86,147,219,336,365,780,1636,3066,5118,5148,11292,20541,32006,41018,40757,31650,14554,3272,387
1976,208110,135,88,51,63,136,192,296,385,771,1574,2950,4897,5724,9876,18926,30529,41098,40680,31358,14723,3317,342
1977,196771,123,67,53,67,120,226,315,456,730,1392,2869,4572,6297,8382,17893,29171,39427,38546,28886,13617,3062,500
1978,200415,83,52,49,62,125,204,329,487,718,1400,2816,4471,6714,7443,17224,28480,39642,40764,30549,14819,3529,456
1979,201067,113,59,48,54,129,190,274,516,654,1389,2749,4660,7343,7218,18023,29309,40570,40877,29452,13721,3341,378
1980,203187,99,46,40,65,127,199,271,530,730,1302,2506,4404,6978,7121,15309,26804,39143,43412,32699,16535,4387,478
1981,201089,107,65,33,46,122,161,270,463,711,1120,2270,4175,6607,7980,13808,26138,38939,44197,33028,16098,4226,524
1982,196681,80,49,35,49,133,177,261,422,739,1128,2219,4152,6599,8914,12192,25023,37167,42942,33211,16345,4305,539
1983,200029,87,59,39,69,123,184,275,463,741,1075,2099,4042,6312,9509,10959,24924,37651,44909,34523,17013,4417,556
1984,194799,67,62,33,45,111,175,279,505,830,1074,1943,3840,6192,10181,9175,23576,35981,43565,34241,17170,5038,716
1985,201154,71,51,31,59,110,182,251,471,891,1121,1973,3641,6227,10012,10301,22116,36491,45817,37296,18243,5139,660
1986,194203,71,65,18,57,103,144,273,465,905,1203,1868,3558,5982,9550,11523,19474,34213,43079,37153,18550,5219,730
1987,185555,89,65,27,52,103,161,232,449,871,1271,1709,3208,5645,8763,12319,16398,32175,41389,36118,18680,5125,706
1988,180617,90,49,30,42,99,131,204,427,843,1331,1612,2859,5297,8421,12613,14091,31031,39896,36499,18976,5347,729
1989,178031,83,50,22,39,97,125,209,380,810,1348,1502,2658,4823,8012,12900,12041,29467,39654,37177,20128,5654,852
1990,173533,84,36,18,27,86,126,226,377,801,1413,1484,2519,4486,7688,12264,13070,27161,38625,36507,19859,5800,876
1991,174685,80,52,23,30,83,142,204,350,783,1463,1673,2433,4321,7847,12271,15047,24418,38273,37216,21104,6050,822
1992,170120,69,48,25,33,80,119,201,373,773,1377,1812,2332,3995,7378,11513,15866,20880,37010,36531,22293,6456,956
1993,173210,77,56,28,36,64,125,210,359,754,1316,1927,2215,4117,7228,11539,17366,19675,37961,37807,22754,6591,1005
1994,166658,54,29,20,44,73,126,173,348,693,1300,1896,2214,3706,6544,10868,17626,15263,35093,37381,24273,7671,1263
1995,170759,51,23,18,34,65,103,180,311,691,1286,2052,2202,3418,6231,10813,17186,17226,33462,39610,26105,8469,1223
1996,172335,59,20,21,31,55,98,181,325,642,1348,2075,2346,3261,5988,10576,16892,19653,30809,39890,27481,9257,1327
1997,168799,55,31,13,32,64,95,170,300,607,1258,2073,2565,3126,5723,10153,16284,21691,26684,39519,27236,9614,1506
1998,165482,76,33,14,29,56,89,126,301,592,1180,1968,2598,3017,5340,9478,15536,23298,23241,39421,27739,9843,1507
1999,137754,55,36,20,30,69,105,174,313,551,1116,2036,2788,2994,5071,8892,15004,24778,20236,39206,28622,10357,1607
