"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1984,32777,40,20,8,16,20,56,109,277,592,718,1272,2307,3033,3506,2444,4062,4695,4530,3163,1486,371,52
1985,31503,36,27,10,6,25,48,107,234,604,684,1170,2128,2795,3207,2384,3478,4282,4527,3534,1727,399,91
1986,30361,43,19,12,13,16,50,85,231,563,751,1088,1817,2544,3038,2624,3223,4203,4568,3424,1559,438,52
1987,28660,39,19,12,9,20,33,87,203,531,763,970,1606,2439,2778,2713,2504,3834,4314,3475,1796,451,64
1988,28235,50,23,11,8,12,26,85,202,507,823,997,1565,2324,2734,2875,2355,3602,3954,3515,1866,636,65
1989,27690,48,24,7,9,14,27,58,181,470,815,943,1486,2295,2639,2931,2190,3918,4249,3402,1585,357,42
1990,27074,55,17,10,8,10,27,62,183,514,932,916,1320,2022,2513,2725,2196,3280,3959,3675,2001,563,86
1991,26634,49,19,8,11,14,25,63,176,447,804,992,1141,1947,2542,2723,2524,3145,4098,3436,1898,512,60
1992,26076,46,19,8,3,15,20,71,174,389,777,1037,1174,1787,2474,2618,2751,2745,3971,3435,1902,574,86
1993,26138,75,14,6,5,13,24,43,149,411,765,1100,1117,1721,2377,2510,2723,2253,3716,3862,2407,718,129
1994,25525,69,10,7,5,7,23,61,157,381,724,1164,1148,1643,2239,2480,2894,2053,3541,3561,2346,818,194
1995,26123,39,11,7,4,13,23,38,147,402,736,1206,1118,1534,2194,2528,2743,2209,3499,4076,2649,824,123
1996,26437,29,12,4,9,8,11,33,154,358,703,1275,1251,1434,2168,2546,2736,2603,3413,4011,2687,874,118
1997,26121,31,6,5,3,16,12,42,136,372,680,1234,1385,1394,2007,2471,2838,2916,2817,4043,2644,924,145
1998,26182,43,9,5,5,10,19,34,109,377,673,1094,1430,1377,1988,2377,2759,3168,2663,4082,2817,1014,129
1999,25505,31,12,2,5,14,16,31,102,312,698,1116,1576,1325,1809,2350,2613,3301,2211,4054,2795,975,157
