"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1952,24887,2529,1413,304,154,387,849,1214,1266,1193,1864,2188,2393,2042,1835,1802,1556,1110,509,205,57,15,2
1953,20866,1917,899,252,112,226,539,848,1047,853,1497,1984,2096,1835,1721,1642,1492,1139,520,184,52,7,6
1954,18554,1593,832,206,94,183,409,693,970,674,1312,1737,1956,1751,1576,1424,1369,1019,494,201,50,7,2
1955,17941,1491,732,149,57,131,309,612,885,699,1220,1591,1883,1859,1604,1463,1396,1044,568,195,45,6,1
1956,16761,1283,663,169,78,89,227,537,773,780,957,1420,1793,1839,1476,1468,1335,1034,603,193,37,6,1
1957,16248,1221,657,165,83,113,239,494,668,758,819,1334,1712,1849,1529,1372,1320,1030,612,199,62,10,1
1958,14279,972,541,121,55,78,170,346,596,780,632,1161,1448,1611,1413,1259,1180,995,609,241,63,7,1
1959,14134,986,498,131,85,69,152,323,530,719,577,1020,1403,1633,1444,1368,1263,1001,619,256,50,6,0
1960,13051,698,341,94,57,51,123,244,492,645,550,904,1319,1518,1501,1266,1201,1025,660,293,56,12,1
1961,12469,706,363,80,45,52,83,233,433,569,616,773,1176,1440,1413,1277,1159,1030,661,265,69,24,4
1962,11902,638,320,78,53,51,88,175,362,528,608,640,1084,1437,1434,1220,1133,989,691,278,72,19,4
1963,11831,716,367,83,47,69,78,151,324,509,668,570,965,1327,1456,1268,1155,975,692,302,97,9,2
1964,10403,618,237,54,37,53,63,145,261,447,580,429,828,1124,1304,1141,1066,951,602,331,123,8,2
1965,9823,453,189,45,29,58,57,100,230,366,494,460,696,1041,1237,1212,1019,952,672,365,116,29,5
1966,9346,524,215,62,28,56,64,95,139,350,485,490,613,956,1071,1198,1024,889,618,333,111,24,1
1967,9303,448,180,40,36,48,63,74,144,289,424,492,547,936,1161,1213,1062,938,717,355,110,25,1
1968,8296,468,145,35,22,39,55,61,128,197,356,493,398,750,962,1070,1017,871,692,370,143,25,2
1969,8124,524,149,37,35,45,70,69,105,235,293,440,346,644,858,1033,1023,899,729,389,160,40,2
1970,7171,458,165,36,30,40,63,56,90,192,256,388,341,526,777,910,871,815,602,392,130,28,3
1971,7097,473,150,42,27,40,72,70,87,145,262,355,348,445,710,828,898,864,645,415,178,42,2
1972,7269,559,134,45,24,36,60,71,81,159,241,330,402,449,648,858,948,917,666,415,194,33,2
1973,7468,508,129,32,27,43,59,58,91,143,245,333,400,373,688,900,1000,948,775,479,196,39,3
1974,7385,510,141,40,32,37,74,69,88,116,224,318,378,315,635,842,980,1015,775,513,237,43,3
1975,7343,455,124,29,20,53,56,77,60,109,200,279,413,391,572,870,979,1013,839,563,191,46,4
1976,7482,425,94,32,23,33,60,56,70,86,188,282,399,398,595,828,1068,1156,864,570,209,43,4
1977,7123,352,94,31,19,38,51,63,76,85,177,261,359,406,468,774,988,1104,909,563,253,46,6
1978,7268,332,82,25,24,43,45,56,67,79,149,230,339,414,380,849,1019,1159,959,682,280,49,4
1979,6815,205,89,29,19,42,50,53,63,72,119,208,295,412,341,712,925,1129,998,675,305,67,7
1980,6968,191,104,30,24,31,41,51,79,63,131,202,302,387,329,641,943,1199,1092,711,320,83,14
1981,7127,157,85,22,25,32,47,41,70,83,118,183,305,381,389,554,888,1217,1207,801,411,100,11
1982,6883,165,59,32,16,30,35,54,61,74,108,160,249,348,416,493,907,1181,1204,830,350,99,12
1983,7184,118,70,27,20,33,52,64,52,95,90,173,252,341,446,464,910,1255,1303,878,418,111,12
1984,6990,106,65,31,21,41,66,72,75,104,83,145,242,314,452,344,816,1153,1287,994,433,132,14
1985,7481,122,53,17,27,38,53,67,115,146,118,148,220,355,450,470,843,1214,1337,1067,484,120,18
1986,7672,117,46,26,26,53,69,133,168,153,210,151,237,308,426,461,699,1069,1291,1097,665,244,22
1987,7587,111,51,28,24,34,76,177,216,259,208,185,245,335,417,522,590,1030,1307,1112,507,125,28
1988,7974,122,56,24,18,27,81,256,286,278,271,227,231,348,415,536,596,1076,1349,1104,500,153,20
1989,8820,95,54,16,7,24,92,366,453,417,401,255,281,341,431,601,519,1083,1329,1244,599,182,30
1990,9650,88,58,14,14,20,72,472,642,542,540,356,302,369,456,574,623,1020,1413,1188,695,158,34
1991,10462,96,70,25,19,36,111,612,902,689,652,438,321,398,443,637,635,932,1341,1164,723,189,29
1992,11142,112,68,21,25,28,77,658,1122,850,659,492,401,413,527,603,709,933,1346,1205,671,188,34
1993,11781,107,57,32,22,33,80,558,1303,1034,727,557,388,372,502,532,801,767,1414,1395,811,250,39
1994,12299,88,55,28,26,24,65,522,1318,1135,815,636,423,396,495,605,937,760,1427,1458,826,224,36
1995,12522,77,57,24,19,28,80,437,1274,1159,797,639,434,374,471,663,866,781,1426,1611,979,287,39
1996,10895,64,42,26,28,26,54,249,862,944,629,485,378,321,435,624,843,900,1251,1442,934,310,48
1997,8578,70,34,16,17,14,34,94,315,375,286,236,240,229,338,567,824,1013,1083,1492,953,306,42
1998,7971,58,23,12,10,12,33,78,195,342,222,215,219,219,298,505,722,1093,922,1494,929,323,47
1999,7813,60,33,10,15,13,30,64,178,339,258,208,223,219,275,449,704,1053,846,1451,1005,321,59
