"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,86110,11178,5831,1811,1984,6116,8937,8152,6558,6463,6576,6027,4982,3846,3009,2046,1303,725,375,143,37,9,0
1926,93454,14813,5858,2385,1940,6517,9660,8646,6972,6734,6545,6034,5389,3944,3034,2228,1361,862,356,142,31,4,0
1927,95005,11765,5830,2789,1888,6835,10201,9473,7816,6801,6766,6115,5628,4219,3329,2430,1517,1014,383,163,37,6,1
1928,96021,15009,5997,3028,1661,6639,9943,9185,7464,6673,6447,5800,5264,4161,3149,2540,1500,958,417,139,43,4,0
1929,95246,14042,5261,3062,1351,6366,9763,9379,7803,6676,6603,6107,5459,4431,3248,2536,1582,969,414,162,28,3,0
1930,87137,9967,4629,2916,1492,5346,8942,8810,7787,6597,6275,6086,5403,4491,3193,2419,1177,1113,295,151,41,6,0
1931,82880,8637,4103,2498,1691,4985,8510,8474,7687,6458,6061,5812,5097,4546,2995,2449,1175,1121,341,179,52,8,1
1932,78457,9003,4082,2449,1803,3896,7681,7636,7198,6357,5592,5311,4889,4352,3072,2255,1213,1130,326,157,48,7,0
1933,73177,7686,3644,2286,1758,3130,6750,7062,6981,5909,5527,5259,4658,4378,3106,2217,1198,1123,303,147,46,7,0
1934,70017,6718,3577,2101,1787,2501,6453,6703,6695,6208,5340,5036,4534,4254,3095,2115,1211,1171,309,155,47,7,0
1935,66367,5653,2756,1885,1544,2478,5834,6403,6642,6314,5298,5105,4513,3920,3080,2142,1150,1129,305,159,49,7,0
1936,63517,5345,2817,1665,1418,2685,5014,5977,6292,6352,5269,4706,4303,3650,3144,2099,1125,1110,317,170,51,8,1
1937,62585,5332,2335,1807,1423,3015,4458,6253,6372,6572,5143,4689,4008,3563,3028,1872,1086,1213,237,132,39,7,0
1938,62925,5195,1991,1706,1379,3087,4054,6190,6329,7073,5435,4693,3832,3630,2964,1929,1139,1523,462,230,70,12,1
1939,57107,4865,1735,1288,1083,3092,3416,5380,5749,6269,5219,4248,3591,3261,2664,1843,1062,1487,512,252,76,14,1
1940,71005,8509,2832,1735,1414,3651,3918,5376,5883,6451,6154,5058,4705,4178,3712,2986,1686,1764,570,304,99,16,1
1941,75570,6037,2853,1916,1637,4025,5031,5195,6368,7080,7223,6075,5447,4895,4033,3321,1693,1838,532,272,86,12,1
1942,74975,7033,2809,2013,1676,4156,5645,4654,6206,6292,6676,5482,4755,4635,4065,3709,1972,2126,635,319,102,15,1
1943,72311,7789,2826,1839,1567,3571,5627,4443,5718,5875,6163,5166,4406,4331,3945,3662,2096,2222,639,312,98,13,1
1944,64832,7120,2758,1469,1315,3003,5334,3566,4961,5015,5325,4707,3922,4068,3599,3448,2040,2136,612,318,99,15,1
1945,67430,14215,3703,1588,1162,2753,5103,3655,4145,4604,4714,4242,3494,3345,3172,2994,1780,1829,546,288,84,12,1
1946,49598,8594,2599,1204,876,2076,3820,3310,2895,3317,3521,3344,2734,2671,2582,2325,1511,1463,438,236,70,11,1
1947,47086,9850,1967,791,657,1712,3253,3229,2338,2977,3176,3345,2763,2529,2467,2300,1509,1497,418,231,66,11,1
1948,42231,6950,1809,572,448,1217,2559,2976,1876,2782,3167,3501,2845,2690,2599,2408,1561,1564,402,228,66,11,1
1949,41158,8281,2244,564,445,1019,1930,2569,1452,2473,2822,3134,2847,2491,2511,2325,1582,1688,438,250,79,13,1
1950,33055,4470,1558,393,330,713,1527,2090,1453,2005,2487,2903,2734,2370,2173,2127,1441,1583,384,224,74,12,2
1951,33073,3549,1692,360,279,625,1433,2066,1759,1925,2657,3057,3021,2553,2283,2064,1374,1649,391,240,83,14,3
