"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,13402,135,222,81,49,212,108,206,184,259,332,441,647,919,1443,1182,1435,2040,1819,1167,413,109,0
1926,13449,138,209,90,45,188,107,193,176,236,311,410,617,829,1361,1221,1503,2176,1892,1214,427,106,0
1927,13073,116,129,61,38,122,90,146,146,173,229,328,508,710,1205,1275,1551,2377,1974,1321,461,115,0
1928,13231,123,120,73,34,132,90,160,151,189,240,335,515,755,1240,1337,1594,2348,1932,1292,456,117,0
1929,13944,122,128,81,27,130,86,157,163,201,251,355,552,800,1292,1326,1667,2459,2099,1419,501,127,0
1930,12495,135,126,75,22,116,72,137,150,182,241,343,524,797,1242,1228,1787,1897,1832,1158,353,81,0
1931,13726,110,136,77,47,109,81,151,170,202,267,387,579,885,1220,1292,1942,2087,2102,1346,433,102,0
1932,13770,84,131,88,42,101,80,159,190,195,275,371,614,964,1358,1319,1960,2024,2049,1261,406,99,0
1933,13789,89,114,86,56,104,96,164,185,225,269,385,613,964,1372,1260,1967,2025,2040,1259,413,102,0
1934,13461,84,119,90,53,66,69,157,171,236,271,378,595,954,1453,1310,1881,1999,1908,1187,387,92,0
1935,14233,68,106,83,54,90,75,177,195,266,311,417,638,1016,1564,1352,1944,2093,1989,1264,428,103,0
1936,13795,77,110,84,53,93,71,147,186,254,296,382,628,950,1559,1230,1923,2084,1920,1235,414,100,0
1937,12810,109,130,71,31,135,58,190,152,238,302,358,597,936,1389,1176,1816,1784,1725,1133,386,96,0
1938,13059,113,147,55,37,122,73,189,140,210,311,410,589,1008,1485,1213,1733,1769,1774,1175,402,104,0
1939,12594,147,117,51,35,96,62,157,126,206,291,402,492,906,1418,1159,1655,1725,1832,1200,410,107,0
1940,14351,181,143,83,65,133,67,130,182,252,327,384,554,952,1440,1488,1912,2177,1999,1306,458,118,0
1941,12206,158,99,81,54,130,82,123,182,267,329,416,519,792,1214,1374,1536,1756,1629,1031,350,84,0
1942,11570,148,83,67,54,113,80,108,193,255,355,414,547,750,1086,1144,1465,1692,1605,996,334,82,0
1943,9938,205,94,85,41,110,79,82,142,212,250,288,404,557,931,870,1260,1447,1516,963,321,79,0
1944,10528,144,94,68,53,141,110,103,191,225,282,320,485,617,889,940,1335,1503,1570,1032,344,84,0
1945,9346,162,112,70,44,114,98,86,132,200,260,297,394,576,866,872,1155,1285,1352,903,297,71,0
1946,8299,149,108,69,41,98,77,83,97,152,204,242,340,535,837,759,1072,1126,1181,802,263,64,0
1947,7845,133,89,41,32,87,68,77,75,142,194,232,325,465,696,743,1034,1117,1172,799,262,62,0
1948,7415,122,88,29,29,73,63,67,66,112,163,234,324,403,641,705,981,1074,1133,785,261,62,0
1949,8707,119,122,34,46,80,61,87,56,108,173,264,329,458,770,829,1165,1339,1324,932,326,82,0
1950,8678,121,104,38,27,59,48,90,62,121,166,248,346,464,787,871,1180,1387,1271,889,319,80,0
1951,9498,102,94,18,36,44,61,83,70,100,184,269,391,527,805,1027,1262,1599,1375,992,365,92,0
1952,9079,100,133,33,27,40,53,67,57,73,152,235,388,542,774,984,1297,1511,1209,882,397,125,0
1953,9579,95,94,25,25,41,42,65,81,76,189,242,390,555,867,1052,1352,1577,1333,919,426,134,0
1954,9055,90,78,35,18,44,39,56,79,69,136,235,389,508,795,1043,1327,1512,1226,852,395,128,0
1955,9402,89,90,23,14,29,36,53,72,66,123,225,359,548,782,1051,1444,1645,1328,893,398,133,0
1956,9772,95,70,27,8,24,30,57,67,84,121,248,396,597,862,1144,1403,1653,1421,909,413,144,0
1957,9259,90,88,22,6,24,39,54,70,83,89,212,352,594,839,1054,1430,1527,1325,848,376,136,0
1958,9170,80,63,18,19,20,28,36,57,76,62,206,338,530,883,1031,1375,1569,1359,890,395,136,0
1959,8953,80,80,22,9,14,26,40,61,87,74,171,298,574,857,1033,1341,1495,1300,868,383,139,1
1960,9315,67,54,19,12,18,27,40,60,104,78,185,327,543,833,1120,1393,1598,1372,927,399,138,0
1961,9472,65,65,22,11,14,18,35,60,85,85,168,321,563,942,1094,1409,1623,1394,949,409,142,0
1962,10627,67,54,16,18,20,17,37,77,95,110,163,327,604,1065,1261,1598,1839,1558,1065,477,160,0
1963,11712,62,47,11,24,18,25,28,76,93,157,177,344,670,1135,1520,1787,2031,1661,1159,515,172,0
1964,11417,63,56,11,17,18,19,34,65,89,138,139,317,684,1106,1484,1842,1991,1649,1058,469,167,0
1965,12339,68,47,18,12,19,19,25,73,108,160,173,337,676,1215,1588,1993,2144,1803,1178,506,177,0
1966,12380,55,51,12,9,20,26,15,52,94,124,170,321,685,1200,1708,2011,2140,1815,1161,514,197,0
1967,12863,56,51,18,10,26,19,26,59,98,164,208,268,698,1192,1758,2091,2241,1915,1205,562,199,0
1968,11827,164,55,21,15,15,19,17,44,95,127,218,206,556,1056,1621,2077,2082,1749,1047,472,171,0
1969,13637,193,57,36,20,28,20,26,45,85,159,233,247,594,1168,1804,2299,2359,2034,1345,634,252,0
1970,12442,179,60,21,13,24,22,21,37,83,138,210,211,518,974,1638,2126,2174,1875,1295,585,238,0
1971,12278,144,67,32,16,19,24,21,44,78,132,203,252,434,873,1526,2070,2189,1866,1363,647,279,1
1972,12801,141,41,28,15,20,29,32,37,74,126,219,277,430,957,1581,2146,2264,2017,1418,650,294,4
1973,12561,146,51,42,22,18,15,30,40,84,132,188,324,328,871,1378,2023,2238,2018,1531,758,324,0
1974,13198,124,71,47,22,22,31,32,43,51,135,201,321,312,788,1435,2187,2431,2133,1571,839,396,5
1975,14323,121,35,42,32,25,25,40,52,69,121,223,368,369,772,1612,2256,2668,2329,1743,981,439,4
1976,15093,105,44,32,38,29,20,38,42,64,135,251,355,426,768,1464,2392,2766,2491,1978,1092,560,5
1977,14451,85,46,48,30,23,17,39,52,63,105,209,322,475,653,1360,2152,2754,2570,1849,1030,564,8
1978,14347,79,36,47,34,24,18,36,43,60,101,215,299,504,576,1283,2067,2730,2591,1950,1132,519,4
1979,13345,95,34,36,37,26,22,28,51,58,100,192,288,496,424,1149,1931,2694,2670,1888,873,232,21
1980,13346,99,28,52,41,26,25,36,43,52,105,200,337,520,583,1221,1968,2521,2252,1691,978,446,123
1981,13540,93,47,42,40,27,20,29,52,68,109,167,272,434,558,963,1845,2678,2851,2060,917,239,29
1982,13096,83,48,38,43,22,22,29,57,66,75,153,307,402,671,825,1765,2575,2656,1945,1021,264,30
1983,13956,102,48,40,37,29,25,27,51,66,103,133,275,416,660,710,1713,2556,2981,2307,1262,352,63
