"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1984,13446,82,31,31,40,35,38,35,50,68,80,159,267,427,663,657,1598,2528,2903,2313,1073,314,54
1985,13457,80,37,22,28,26,27,34,33,82,78,108,264,455,650,680,1429,2369,2925,2415,1257,400,58
1986,13205,63,38,28,25,29,27,21,35,94,102,134,256,371,664,798,1390,2361,2735,2309,1245,403,77
1987,12625,77,31,28,22,34,29,27,43,73,92,131,218,372,580,879,1039,1995,2613,2468,1395,418,61
1988,12517,69,23,21,23,30,29,22,32,70,108,121,192,380,596,890,951,2026,2603,2463,1357,452,59
1989,12956,57,32,18,27,20,22,24,35,69,109,115,218,463,586,921,1066,2245,2720,2403,1325,419,62
1990,13286,62,31,27,24,17,28,33,39,67,103,135,209,386,620,916,1239,2039,2585,2558,1562,526,80
1991,13208,70,28,17,21,22,32,28,44,67,130,128,162,337,562,925,1141,1823,2777,2686,1571,531,106
1992,12948,71,30,17,21,16,28,26,33,87,114,124,173,303,535,765,1104,1363,2589,2796,1941,665,147
1993,13475,48,23,13,24,17,35,35,45,85,137,138,171,300,520,837,1167,1269,2614,2965,2155,743,134
1994,13387,52,16,10,18,19,30,20,31,75,129,162,172,292,532,850,1301,1258,2780,3032,1928,588,92
1995,13834,48,23,11,18,19,26,32,41,65,113,173,164,252,505,802,1280,1214,2447,3128,2430,896,147
1996,13896,44,27,12,18,21,24,33,37,67,101,164,192,265,474,760,1252,1457,2224,3176,2455,930,163
1997,13988,42,15,14,36,25,17,15,42,52,101,161,226,223,435,796,1290,1679,1961,3191,2492,989,186
1998,15995,52,20,9,22,23,23,28,40,74,99,178,255,294,533,1009,1519,2258,2030,3533,2670,1104,222
1999,17184,52,23,13,12,23,27,26,38,57,109,202,297,334,586,1064,1696,2583,2015,3661,2911,1208,247
