"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,1844,0,0,0,0,72,357,487,436,294,169,29,0,0,0,0,0,0,0,0,0,0,0
1926,1884,0,0,0,2,93,348,478,432,330,160,33,8,0,0,0,0,0,0,0,0,0,0
1927,2147,0,0,0,1,76,437,558,480,393,174,26,2,0,0,0,0,0,0,0,0,0,0
1928,2185,0,0,0,0,105,443,576,460,377,182,41,0,0,0,0,0,0,0,0,0,0,0
1929,2153,0,0,0,0,68,454,559,450,363,217,41,1,0,0,0,0,0,0,0,0,0,0
1930,2018,0,0,0,1,64,398,569,434,368,157,22,5,0,0,0,0,0,0,0,0,0,0
1931,1839,0,0,0,0,63,356,474,410,332,165,30,8,0,0,0,0,0,0,0,0,0,0
1932,1849,1,0,0,0,63,376,449,440,324,167,24,5,0,0,0,0,0,0,0,0,0,0
1933,1673,1,0,0,0,51,345,454,386,274,138,18,6,0,0,0,0,0,0,0,0,0,0
1934,1709,1,0,0,0,38,388,433,381,291,155,19,3,0,0,0,0,0,0,0,0,0,0
1935,1490,1,0,0,0,36,267,401,353,277,130,20,5,0,0,0,0,0,0,0,0,0,0
1936,1309,0,0,0,0,39,224,360,305,231,124,20,5,0,0,0,0,0,0,0,0,0,0
1937,1084,1,0,0,0,13,187,254,405,175,44,6,0,0,0,0,0,0,0,0,0,0,0
1938,1025,1,0,0,0,19,156,200,444,175,26,5,0,0,0,0,0,0,0,0,0,0,0
1939,736,1,0,0,0,29,91,128,301,166,17,2,0,0,0,0,0,0,0,0,0,0,0
1940,978,0,0,0,0,44,136,234,230,214,101,18,0,0,0,0,0,0,0,0,0,0,0
1941,873,0,0,0,0,24,105,188,228,208,97,13,3,1,3,0,1,1,0,0,0,0,0
1942,899,0,0,0,2,34,141,166,238,198,109,10,1,0,0,0,0,0,0,0,0,0,0
1943,739,0,0,0,0,26,135,126,185,147,105,8,1,4,0,0,0,0,0,0,0,0,0
1944,972,0,0,0,1,32,205,161,225,212,120,13,3,1,0,0,0,0,0,0,0,0,0
