"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1946,22400,79,82,63,62,115,192,179,260,372,485,671,848,1179,1827,2764,4177,3985,3013,1559,424,60,6
1947,23564,95,82,54,64,103,168,199,190,355,463,705,844,1159,1913,2752,4416,4324,3337,1784,481,71,6
1948,22553,88,64,38,49,104,162,207,208,340,538,698,859,1146,1722,2612,4131,4119,3182,1737,472,71,7
1949,24421,61,57,41,46,103,159,192,158,349,490,701,890,1200,1862,2764,4361,4618,3640,2030,601,93,7
1950,23132,62,66,51,80,73,137,197,173,315,468,610,899,1078,1695,2476,3985,4363,3628,2030,633,92,20
1951,24128,62,83,43,38,81,144,182,215,295,392,618,839,1094,1757,2549,4091,4876,3735,2218,695,101,19
1952,22924,78,86,42,38,76,141,198,221,269,426,595,884,1116,1547,2392,3485,4687,3943,2081,554,59,6
1953,21944,72,52,51,44,79,132,194,258,230,429,590,861,1024,1513,2244,3313,4439,3728,2074,530,81,7
1954,20599,65,58,40,50,77,137,186,255,172,416,553,801,1001,1370,2046,3057,4048,3696,1910,575,79,4
1955,20152,61,47,49,39,62,126,200,208,198,318,518,741,919,1305,1918,2926,3997,3779,2000,644,93,3
1956,20451,53,37,33,39,64,100,151,198,202,301,436,697,948,1253,1887,2910,4062,4131,2153,690,97,7
1957,18957,40,38,38,49,57,111,178,230,217,248,483,618,881,1210,1719,2712,3561,3740,2097,637,91,4
1958,17359,50,33,32,33,62,91,145,179,220,202,408,519,846,1098,1520,2363,3263,3489,2087,629,85,5
1959,16503,52,31,33,42,50,108,137,186,256,187,388,546,781,1050,1446,2186,3003,3284,2023,605,101,7
1960,16625,36,31,29,46,50,90,146,195,225,196,359,529,775,1101,1373,2220,3015,3254,2226,609,112,8
1961,16140,38,37,26,41,63,94,150,165,225,219,299,509,716,1058,1433,2017,2991,3156,2192,588,114,9
1962,16973,35,41,20,33,60,78,121,168,232,248,312,476,710,1179,1455,2092,3061,3303,2414,773,146,14
1963,17072,34,43,28,36,61,92,134,190,218,291,274,500,753,1145,1511,2088,3055,3281,2375,805,153,6
1964,15581,34,40,16,37,62,76,102,145,218,254,210,464,682,971,1425,1932,2816,3047,2128,782,124,12
1965,15076,26,26,21,35,65,90,121,171,215,262,248,420,619,962,1427,1876,2702,2833,2097,729,118,11
1966,14325,18,28,29,31,59,81,110,156,179,293,283,337,573,932,1398,1828,2437,2683,1927,814,121,7
1967,14366,20,14,13,18,46,77,88,120,188,241,295,289,580,871,1392,1806,2360,2839,2071,851,176,10
1968,13604,8,19,15,27,57,74,61,80,156,215,276,205,509,757,1293,1776,2168,2692,2133,905,164,14
1969,13214,34,17,12,30,34,51,58,69,131,184,272,231,487,773,1225,1723,2178,2617,2046,852,171,20
1970,12205,32,14,12,16,35,48,50,63,108,133,193,199,398,704,1151,1571,2047,2402,1946,894,171,18
1971,11977,30,18,8,13,26,47,38,68,94,119,179,212,340,671,1026,1615,1919,2374,2022,910,222,26
1972,11874,25,12,8,17,19,37,31,46,78,134,179,232,307,629,1039,1594,2067,2322,1919,933,231,18
1973,11927,25,13,12,8,26,28,46,41,80,99,159,209,248,553,1060,1640,2065,2322,2030,979,253,32
1974,11468,32,8,13,8,20,34,33,44,59,96,134,223,194,531,948,1647,2096,2250,1929,932,214,24
1975,11363,36,12,12,6,14,25,43,41,68,81,123,201,206,441,903,1541,2140,2301,1951,947,242,32
1976,10989,28,10,10,11,15,23,56,41,52,93,126,186,193,402,879,1463,1994,2276,1919,940,242,31
1977,10119,9,7,11,8,11,20,30,41,45,69,95,169,215,315,707,1291,2004,2160,1743,905,223,40
1978,10281,13,10,5,7,19,19,30,38,50,54,91,162,216,312,665,1275,1981,2180,1855,993,258,46
1979,9674,11,6,4,8,11,15,20,21,33,51,94,111,238,231,603,1120,1816,2266,1791,935,254,36
1980,9579,7,7,7,2,5,18,18,18,33,59,101,133,191,283,608,1290,1929,2320,1599,756,175,20
1981,9105,6,6,5,3,9,14,11,30,39,51,70,136,185,244,465,991,1536,2067,1717,1010,393,117
1982,8775,18,8,4,3,9,12,19,23,29,32,59,143,184,255,409,962,1551,2165,1731,872,254,33
1983,8824,9,10,2,7,5,10,19,26,33,37,85,121,180,267,341,882,1578,2028,1814,1042,287,41
1984,8165,15,3,2,4,8,13,14,24,27,38,71,99,171,296,258,777,1432,1917,1727,966,261,42
1985,8347,9,9,3,7,5,9,10,19,28,37,62,94,159,267,297,807,1437,1972,1835,965,279,37
1986,8045,12,3,3,3,6,12,16,15,33,46,40,84,163,280,344,641,1309,1861,1871,990,274,39
1987,7477,10,3,1,3,3,11,11,18,29,35,38,75,144,209,369,489,1234,1724,1784,953,297,37
1988,7212,9,5,0,2,8,7,12,14,25,33,53,82,150,225,369,470,1152,1625,1712,941,269,49
1989,7339,13,5,2,1,6,9,10,10,25,28,44,90,154,259,430,537,1287,1806,1659,755,183,26
1990,7173,9,4,0,3,3,6,13,12,35,40,42,68,139,258,378,464,1044,1647,1641,1031,291,45
1991,7213,16,0,2,0,5,5,8,12,24,22,51,70,133,228,416,502,947,1612,1730,1036,344,50
1992,6881,12,4,0,5,7,13,10,13,18,36,50,58,133,209,362,596,914,1654,1616,924,225,22
1993,7323,11,0,2,3,4,3,4,15,32,37,52,69,102,242,425,664,722,1585,1772,1203,326,50
1994,7203,15,3,1,2,2,2,6,16,16,35,56,56,114,206,383,728,630,1579,1702,1207,391,53
1995,7367,14,1,3,2,3,6,7,10,18,36,81,59,104,219,371,726,772,1542,1695,1244,388,66
1996,7290,13,2,2,3,3,2,7,16,20,39,43,58,118,201,377,709,834,1341,1743,1246,436,77
1997,7295,6,1,2,1,2,6,8,14,16,26,50,73,83,174,392,626,970,1199,1818,1299,461,68
1998,7357,11,2,2,1,6,4,7,13,15,25,58,68,102,180,364,669,1040,1028,1876,1353,470,63
1999,7771,7,2,0,1,3,2,11,8,8,29,56,82,98,163,367,641,1137,1015,2108,1466,477,90
