"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1950,73033,58,305,149,117,188,248,332,367,974,2034,3903,5872,7074,8992,11229,10693,11923,4740,2757,905,147,27
1951,74783,66,361,136,130,183,247,379,467,888,1967,3807,6119,7429,9231,11222,10558,12795,4740,2905,970,154,26
1952,76841,75,326,202,138,217,227,382,544,797,1992,3778,6213,7609,9235,11420,12527,11532,6495,2553,521,53,6
1953,77220,63,312,188,146,176,273,391,596,745,2024,3772,6143,7879,9254,11348,12424,11751,6556,2558,552,63,5
1954,78320,82,310,222,145,227,269,386,632,656,1976,3738,6100,8108,9453,11215,12472,11795,7197,2710,563,60,3
1955,79834,79,312,247,129,173,277,356,638,695,1808,3593,6149,8342,9506,11370,12817,11971,7797,2841,646,83,5
1956,81965,72,338,267,183,197,288,407,668,865,1661,3638,6187,8708,9934,11555,12717,12291,8256,2976,680,74,4
1957,84027,62,334,265,192,222,255,404,672,907,1502,3590,6240,9147,10363,11832,12994,12349,8522,3330,750,86,7
1958,86016,39,313,249,219,204,276,398,661,1054,1374,3558,6286,9314,10711,11851,13212,12617,8975,3791,795,115,3
1959,87712,62,311,263,258,211,266,413,667,1132,1191,3546,6156,9494,11256,12041,13467,12697,9289,3949,900,134,9
1960,90092,53,331,271,227,206,288,389,678,1180,1356,3462,6451,9624,12156,12174,13315,12954,9511,4400,874,178,13
1961,91627,47,298,250,233,218,251,407,638,1163,1541,3107,6310,9610,12396,12793,13644,13160,9704,4683,953,206,15
1962,94269,51,329,265,261,270,270,380,652,1226,1767,2887,6319,9764,12927,13303,13752,13613,10032,4882,1090,206,23
1963,97768,55,296,226,219,262,233,400,639,1171,2056,2612,6358,10103,13741,14322,14317,14216,10067,5048,1254,157,16
1964,99158,41,356,227,243,297,278,372,609,1170,2264,2298,6444,10023,13906,15030,14506,13857,10560,5151,1340,172,15
1965,100153,52,275,269,232,329,239,332,622,1184,2281,2597,6066,10062,13705,15752,14610,13950,10605,5299,1504,172,19
1966,102536,57,303,246,203,321,271,350,593,1282,2364,3190,5579,9867,13865,16459,15242,14235,10839,5566,1501,185,20
1967,103958,52,280,232,207,319,297,326,567,1188,2315,3562,4961,9782,13930,16796,16015,14382,11074,5767,1650,242,15
1968,106048,94,269,239,230,323,323,349,569,1187,2420,4033,4472,9745,13777,17213,16389,14899,11276,6133,1842,240,23
1969,106675,83,265,215,206,283,342,324,530,1216,2394,4411,4030,9870,14005,17270,16966,14613,11470,6008,1850,299,25
1970,105731,75,237,256,223,279,373,329,543,1136,2531,4249,4517,8913,13520,16826,17349,14604,11417,6057,1929,322,43
1971,108811,52,204,274,223,261,349,379,527,1106,2522,4450,5464,8427,13487,17374,18319,15001,11556,6418,2024,326,66
1972,111517,62,247,236,233,256,327,423,557,1186,2543,4736,6352,7736,13767,17445,18695,15859,11809,6626,2018,371,33
1973,112786,63,233,239,213,306,332,387,546,1092,2528,4744,6803,6866,13675,17222,19373,16387,12115,6973,2264,392,34
1974,116029,56,245,256,236,314,352,479,556,1063,2595,4922,7735,6256,13959,17546,19942,17469,12308,6983,2316,382,59
1975,117430,46,238,212,199,260,332,491,546,1022,2527,4918,7773,7171,13156,17628,19984,18250,12519,7248,2444,434,32
1976,119700,51,196,207,213,276,334,492,621,1075,2431,5054,7993,8738,11885,17797,20152,18921,13041,7306,2445,429,40
1977,120025,47,210,262,223,257,326,482,602,1012,2333,5136,7894,9408,10497,17582,20006,19492,13646,7459,2641,446,63
1978,122003,38,217,250,219,285,339,469,670,983,2290,5212,7955,10599,9577,17116,20228,19832,14404,7878,2890,479,73
1979,123916,35,177,233,198,261,305,419,703,1035,2220,4866,8276,11549,8760,17315,20474,20230,14866,8262,3157,524,53
1980,125114,46,172,227,227,266,327,451,787,1041,2245,4977,8408,11506,9918,16269,20561,20480,15528,8166,2911,534,67
1981,127434,54,184,187,213,284,317,427,773,1147,2113,4679,8409,11475,11545,14960,20449,21069,16371,8895,3284,553,47
1982,127969,48,167,162,223,281,299,393,744,1296,2082,4475,8294,11947,13134,13380,20339,20909,16765,9147,3226,593,66
1983,129723,61,164,176,163,242,298,444,714,1317,2108,4446,8183,11764,14445,12018,20309,21307,17750,9635,3423,669,89
1984,131757,48,170,178,180,259,273,436,731,1365,2136,4384,8058,12057,15614,11105,20470,21600,18015,10158,3719,706,95
1985,132803,44,138,167,148,252,294,459,736,1509,2177,4208,8023,12176,15450,12612,19130,21617,18484,10717,3619,749,94
1986,133827,52,139,177,139,228,280,397,721,1466,2421,3982,7736,12079,15673,14515,17391,21593,18865,11164,3973,744,92
1987,136107,35,139,170,142,233,283,369,708,1492,2570,3910,7493,12122,15674,16602,15844,21907,19073,12016,4387,849,89
1988,137703,39,127,123,101,212,268,361,669,1500,2707,3868,7366,12110,15752,18120,14037,22182,19643,12834,4621,963,100
1989,139377,41,139,142,126,187,257,379,642,1497,2914,3948,7203,11743,16047,19631,12872,22359,20135,13007,5049,947,112
1990,138800,33,132,120,134,181,239,354,618,1469,3043,4056,6699,11337,15899,19074,14446,20652,20150,13588,5272,1178,126
1991,140207,24,130,126,127,193,240,388,647,1400,3138,4448,6413,10840,15877,19188,17162,18731,20317,13946,5613,1138,121
1992,141806,38,116,135,140,180,252,335,668,1452,3163,4856,6262,10623,15896,19499,19313,16640,20740,14154,5954,1274,116
1993,143654,33,108,128,132,163,218,313,588,1363,3110,5173,6309,10375,15784,19479,21120,15261,20994,14841,6562,1457,143
1994,141674,28,96,121,133,150,216,333,619,1428,3003,5521,6252,9926,15259,19183,22370,13822,20566,14549,6571,1400,128
1995,143564,22,100,110,104,158,195,289,614,1338,2985,5757,6400,9314,14588,19344,22367,16010,19403,15709,7055,1549,153
1996,144705,19,94,98,103,172,226,306,570,1266,2887,5488,7156,9172,14200,19199,22511,18603,17667,15727,7384,1684,173
1997,143602,29,84,109,105,150,219,293,596,1293,2901,5523,7506,8953,13401,18803,21959,20796,15698,15847,7379,1785,173
1998,144273,66,69,107,108,161,183,311,547,1190,2882,5566,7970,8885,12990,18292,21896,22858,14175,16196,7656,1976,189
1999,109600,26,75,92,99,161,205,267,535,1160,2793,5438,8351,8754,12614,17929,22059,24482,13212,16508,7987,2007,189
