"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,31235,17,42,31,54,77,113,158,360,674,1354,2165,3139,4096,4934,5248,4247,2812,1252,387,69,1,3
1926,35242,22,49,46,53,81,119,185,404,726,1440,2514,3640,4393,5704,5814,4886,3221,1403,450,80,10,2
1927,39792,16,53,40,45,84,135,223,446,785,1542,2529,4041,4997,6480,6748,5684,3780,1564,517,68,11,1
1928,40498,13,73,56,53,77,119,222,450,746,1559,2506,4017,5050,6441,6886,5870,4058,1658,560,74,11,0
1929,40774,14,77,67,38,92,140,215,442,796,1517,2525,4044,5064,6413,7024,5993,4030,1622,549,103,8,0
1930,40763,5,65,67,50,81,144,215,435,795,1516,2587,3955,5150,6505,6872,5040,4903,1406,734,204,31,3
1931,41336,31,77,65,58,76,125,226,435,769,1471,2486,3752,5502,6165,7291,5208,5163,1419,754,224,35,3
1932,41663,40,102,78,60,72,148,216,431,804,1437,2602,3666,5463,6322,7133,5374,5153,1522,761,236,37,3
1933,41529,20,123,73,72,72,134,216,452,816,1417,2496,3621,5393,6326,7154,5432,5152,1514,762,241,38,3
1934,41147,18,104,77,73,52,125,226,440,794,1412,2422,3644,5239,6386,6881,5377,5266,1538,794,240,37,3
1935,41288,13,101,83,76,74,120,224,476,838,1411,2424,3666,5236,6327,6847,5323,5324,1570,846,262,41,4
1936,42032,28,109,85,83,82,112,225,472,863,1494,2400,3776,4991,6876,6729,5422,5487,1597,885,266,42,4
1937,43260,37,91,91,103,159,135,262,491,917,1417,2485,3724,5266,6684,7246,5603,5515,1704,980,293,51,4
1938,44132,53,110,94,90,233,131,270,488,947,1517,2408,3728,5261,6749,7386,5704,5663,1845,1065,328,57,4
1939,39353,45,104,118,75,223,92,220,441,881,1341,2143,3372,4633,5932,6356,5200,5068,1765,986,303,53,4
1940,53704,49,101,106,112,137,101,210,456,928,1741,2741,4040,5891,7894,8899,7451,8003,2755,1504,500,81,7
1941,56398,37,94,124,102,157,149,232,535,1012,1909,2932,4363,6036,7815,9681,7614,8460,2994,1571,501,73,6
1942,58866,41,95,142,113,146,187,212,575,1007,2076,3154,4466,6249,8251,10040,8007,8807,3115,1589,513,75,7
1943,58937,40,90,112,98,137,171,152,505,982,2030,3176,4321,6132,8010,10312,8269,8887,3278,1628,523,76,8
1944,57600,39,94,85,77,128,168,151,467,878,1884,3193,4247,5954,7788,9791,8308,8770,3266,1701,524,82,8
1945,58466,45,101,104,72,143,184,183,448,945,1909,3390,4416,6040,7990,9736,8440,8752,3250,1726,508,78,7
1946,60541,41,93,114,96,155,186,198,377,993,1944,3372,4630,6264,8270,9794,9151,8942,3439,1848,538,87,8
1947,64841,53,126,105,85,144,210,267,379,917,1941,3766,4890,6509,8617,10253,9932,9973,3830,2130,607,100,8
1948,68402,62,161,133,79,177,241,287,355,989,2041,3886,5290,6755,8921,10625,10467,10649,4119,2363,678,115,11
1949,71015,66,211,140,113,180,229,330,342,1001,2091,3836,5561,6781,9111,10876,10675,11518,4422,2573,808,138,11
