"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,8208,7949,88,5,3,5,21,13,31,12,23,0,2,10,16,8,4,7,5,6,1,0,1
1926,9219,8963,94,5,4,5,18,10,28,12,32,0,2,10,12,6,4,5,3,2,3,0,1
1927,9251,8996,75,4,3,5,21,10,29,11,29,0,2,12,15,12,5,7,5,7,1,0,1
1928,9611,9325,93,9,4,8,22,11,26,12,27,0,2,14,19,10,5,5,6,7,2,0,1
1929,9698,9422,68,8,6,9,26,9,29,14,32,0,2,21,16,5,5,8,8,4,4,0,1
1930,8442,8179,72,8,4,7,18,12,28,14,38,0,2,17,19,5,4,5,5,4,1,0,1
1931,8063,7863,14,7,7,6,23,10,24,14,22,0,2,23,15,6,4,5,7,5,2,1,2
1932,9131,8926,19,9,5,8,22,13,23,13,23,0,3,24,9,14,5,7,4,3,1,0,1
1933,7970,7783,23,7,5,6,15,13,21,17,29,0,2,14,10,2,5,6,5,4,1,0,1
1934,8683,8486,14,10,5,4,18,14,21,19,31,1,3,18,10,7,5,6,5,3,1,0,1
1935,8402,8186,12,6,5,7,15,13,21,18,33,0,2,26,17,9,5,6,5,6,5,2,4
1936,8035,7860,15,4,5,4,10,12,20,18,23,0,3,14,18,3,5,6,6,4,1,1,2
1937,7009,6854,18,0,0,5,4,13,22,17,11,0,2,11,32,0,5,5,4,3,1,0,1
1938,6919,6715,13,0,0,10,9,27,23,30,5,0,3,27,23,0,5,5,13,8,2,1,1
1939,6075,5873,14,0,0,10,16,27,22,28,8,3,2,25,12,0,4,5,13,8,2,1,1
1940,8378,8160,14,12,10,12,14,16,24,23,18,1,4,15,19,6,6,8,6,5,1,1,3
1941,7365,7162,13,8,9,9,14,18,28,27,24,0,2,13,10,1,5,6,6,5,1,1,2
1942,8238,7981,8,12,11,15,24,28,45,38,38,0,2,6,7,2,4,5,4,4,1,1,2
1943,8317,8053,7,14,12,16,28,37,42,38,27,1,3,9,7,6,4,4,3,2,1,1,2
1944,9439,9196,12,9,11,16,27,20,36,35,37,0,2,7,5,6,3,4,3,3,1,1,2
1945,11676,11442,11,7,5,6,36,29,36,45,26,0,2,6,7,1,4,4,3,3,1,1,2
1946,12925,12723,10,6,1,7,16,26,36,35,29,1,1,6,9,1,4,4,4,3,1,1,2
1947,13253,13057,15,8,6,8,25,20,17,37,23,0,1,7,9,2,4,4,3,3,1,1,2
1948,11898,11749,14,7,2,2,15,20,17,20,23,0,1,5,5,1,3,4,3,3,1,1,2
1949,12346,12174,17,0,7,3,12,23,19,31,21,0,2,7,5,3,4,6,4,4,1,1,3
1950,12366,12234,9,0,1,3,6,9,11,21,30,0,1,7,6,0,4,5,6,5,1,1,5
1951,11993,11864,12,1,2,4,12,13,10,19,12,0,2,5,6,2,4,6,5,5,1,1,6
1952,11411,11293,12,2,1,0,7,14,12,16,13,1,2,3,7,0,5,6,8,5,2,1,3
1953,10758,10636,15,6,2,2,8,11,9,7,16,0,2,4,5,2,6,6,9,6,2,0,3
1954,10894,10775,21,1,3,1,2,11,15,12,13,0,3,3,3,2,5,7,7,6,2,0,2
1955,10288,10188,12,0,2,1,5,6,9,8,8,0,4,4,7,1,5,7,8,6,3,1,2
1956,9675,9580,10,2,3,1,3,5,6,7,9,0,3,4,5,2,5,7,8,6,4,1,3
1957,9400,9298,6,2,0,0,5,14,11,12,6,0,2,3,5,3,6,6,8,5,4,1,3
1958,8769,8660,16,3,1,2,0,6,13,14,5,0,2,4,5,1,6,8,9,6,5,1,3
1959,8530,8448,5,1,3,1,2,1,7,11,5,0,1,2,4,2,5,6,8,7,4,1,4
1960,8400,8326,10,2,1,1,0,1,3,6,3,0,2,5,3,0,6,7,9,7,4,2,3
1961,8073,7989,13,0,0,0,5,2,4,4,9,0,2,2,4,1,6,7,10,6,4,2,3
1962,8033,7939,8,0,1,4,0,1,5,5,13,0,4,4,7,1,6,9,9,7,5,2,5
1963,8344,8253,5,0,0,0,2,3,7,9,6,0,2,4,4,0,7,10,10,9,6,3,4
1964,7908,7809,5,2,0,1,1,2,7,13,4,0,4,3,5,3,8,9,11,9,7,3,4
1965,7407,7318,2,0,0,1,3,2,1,8,6,0,2,3,5,2,8,10,13,10,7,3,3
1966,7267,7176,4,1,0,0,0,0,3,6,6,0,1,4,8,0,8,10,16,11,7,3,4
1967,6955,6861,6,2,1,0,1,0,4,5,6,0,2,4,5,1,8,10,14,14,8,0,2
1968,6193,6146,8,0,0,0,0,1,1,8,2,1,2,2,0,4,6,2,4,3,1,0,1
1969,6420,6371,9,3,0,1,0,1,2,3,3,0,0,1,4,1,1,2,3,3,1,1,9
1970,5933,5886,10,1,0,1,1,0,3,2,6,0,0,3,1,2,1,0,2,4,0,0,11
1971,5701,5650,8,2,0,1,5,2,0,2,5,1,0,1,0,0,1,0,2,0,0,0,16
1972,5266,5227,6,1,2,0,3,1,2,2,3,0,0,1,0,1,0,1,0,0,0,0,15
1973,4536,4504,3,0,1,0,1,3,3,2,2,0,0,0,1,1,0,0,3,1,0,0,10
1974,3867,3831,5,2,2,0,2,1,3,0,2,0,0,0,1,0,0,0,1,0,0,1,15
1975,3278,3239,2,0,2,0,0,2,0,0,0,2,0,1,2,2,0,0,0,0,0,1,25
1976,2664,2618,6,5,2,2,2,1,2,1,3,0,2,0,3,1,0,0,2,0,0,1,13
1977,2460,2407,4,1,0,1,2,6,1,2,2,1,1,1,1,0,0,0,1,0,1,0,28
1978,2134,2091,2,1,0,0,2,1,2,0,2,1,2,0,0,2,0,0,1,0,0,1,26
1979,2014,1997,7,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,2000,1987,5,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,1907,1890,10,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,1742,1740,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,1545,1539,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,1498,1496,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,1603,1594,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,1461,1454,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,1314,1307,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,1367,1362,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,1382,1372,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,1364,1355,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,1310,1302,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,1168,1167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,1262,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,1297,1292,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,1240,1237,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,1250,1249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,1346,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,1202,1201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1278,1273,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
