"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,420,102,75,24,25,28,38,9,9,12,6,12,16,9,12,9,10,14,8,2,1,0,0
1926,453,120,79,28,23,30,37,10,10,12,6,12,17,9,12,10,10,16,8,3,1,0,0
1927,431,113,79,35,23,24,38,13,13,15,7,17,20,10,17,4,4,0,0,0,0,0,0
1928,546,168,71,42,23,34,45,14,13,15,9,18,22,10,17,14,14,10,5,2,0,0,0
1929,577,187,76,39,19,38,46,11,11,13,8,13,16,8,12,26,28,15,8,3,1,0,0
1930,534,204,59,36,20,26,40,9,11,11,6,12,5,4,7,33,30,12,5,3,1,0,0
1931,530,159,74,38,23,20,39,13,14,14,7,16,8,7,8,16,14,34,16,8,3,0,0
1932,474,147,67,31,24,14,33,5,7,14,6,14,8,7,9,14,15,34,14,7,2,0,0
1933,442,159,62,22,20,9,23,5,7,11,6,14,9,6,10,13,15,30,14,7,2,0,0
1934,393,173,50,23,22,7,21,4,6,8,3,8,8,6,10,15,15,8,3,2,1,0,0
1935,455,220,52,17,18,8,18,4,7,10,4,10,11,7,11,16,17,15,6,3,1,0,0
1936,459,242,50,18,19,8,17,3,5,7,4,6,8,5,9,14,16,14,7,3,1,0,0
1937,491,340,38,13,9,0,7,2,2,8,2,7,0,4,6,10,21,11,5,3,1,0,0
1938,559,394,30,9,12,4,13,7,2,8,6,8,2,2,10,8,24,17,2,2,1,0,0
1939,593,469,28,6,7,4,8,7,2,3,6,7,2,2,9,6,16,9,1,1,0,0,0
1940,609,472,35,4,3,1,4,3,5,6,4,6,6,6,7,8,7,17,8,4,1,0,0
1941,572,451,42,5,5,3,5,2,3,4,2,5,8,7,7,3,3,10,5,3,1,0,0
1942,609,506,35,3,3,3,5,2,3,5,3,6,6,5,5,7,7,3,2,1,0,0,0
1943,471,400,20,3,1,2,3,1,4,3,3,4,4,5,4,5,2,3,2,1,0,0,0
1944,526,426,27,3,5,5,6,2,2,4,2,4,4,10,6,4,5,5,2,1,0,0,0
1945,902,768,48,3,2,3,6,4,3,5,4,4,1,4,10,11,6,6,7,4,1,0,0
1946,1065,946,36,4,3,5,4,1,2,3,1,10,7,6,3,9,7,7,6,3,1,0,0
1947,1168,1049,62,2,3,2,3,2,1,2,1,6,2,3,6,6,5,5,4,2,1,0,0
1948,860,786,35,1,1,1,1,1,1,3,1,4,3,1,3,5,4,3,4,2,1,0,0
1949,850,749,53,2,1,2,2,2,1,1,0,2,3,3,4,4,4,4,6,4,1,0,0
1950,698,589,47,2,1,4,4,1,1,3,2,7,5,2,6,6,6,7,3,2,1,0,0
1951,650,528,60,2,3,3,4,2,2,2,1,4,7,2,7,4,4,5,4,2,1,0,0
1952,549,421,62,3,4,2,2,1,1,2,1,2,4,7,2,9,6,8,8,2,0,1,0
1953,447,324,51,3,1,3,3,3,0,0,5,7,5,7,6,2,6,10,8,3,0,0,0
1954,446,338,32,2,4,1,1,4,5,0,6,6,4,7,4,6,11,9,4,0,1,0,0
1955,420,312,39,5,2,1,1,2,4,1,2,2,4,4,7,13,10,3,8,0,1,0,0
1956,397,282,31,7,1,2,0,0,2,5,5,3,8,9,1,8,13,12,7,1,0,0,0
1957,357,253,27,7,1,0,1,3,3,1,4,1,4,9,5,4,6,11,6,12,0,0,0
1958,330,219,36,3,1,5,1,1,2,0,3,3,3,7,8,1,8,13,8,6,1,1,0
1959,265,168,26,2,4,3,1,4,1,3,2,3,7,4,9,3,7,7,7,0,4,0,0
1960,207,122,17,0,1,0,1,0,1,0,4,4,6,4,4,3,14,12,8,4,2,0,0
1961,196,89,20,4,1,1,2,1,1,1,0,4,4,5,7,5,8,15,15,11,2,0,0
1962,196,107,15,1,0,1,0,2,1,1,2,0,2,5,4,9,9,16,12,6,2,0,0
1963,161,68,12,2,2,2,2,2,2,1,2,0,3,4,5,5,15,14,13,4,3,0,0
1964,155,66,6,1,1,0,0,0,0,1,2,1,3,1,9,7,24,10,13,9,1,0,0
