"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1965,136,54,12,2,0,0,0,1,1,0,3,3,3,4,8,8,14,6,10,2,4,1,0
1966,127,50,3,0,1,2,0,0,0,4,2,2,0,11,10,7,10,11,7,5,2,0,0
1967,157,39,10,0,4,1,0,2,2,1,0,2,0,10,7,5,12,13,18,24,6,0,1
1968,119,29,6,2,2,0,1,1,1,0,3,2,0,5,6,18,17,9,13,5,0,0,0
1969,108,20,2,1,1,1,0,1,1,2,1,2,4,7,1,12,11,25,8,4,4,0,0
1970,119,25,4,1,4,0,3,0,0,2,2,0,1,1,5,12,7,23,17,7,3,2,0
1971,108,20,6,2,1,1,2,0,0,0,0,1,3,1,3,16,17,10,13,10,2,0,0
1972,114,28,4,1,1,3,0,2,1,3,1,0,3,1,8,13,16,10,6,11,2,0,0
1973,146,19,3,1,1,5,2,2,0,0,1,5,1,7,1,17,20,17,28,9,7,0,0
1974,139,11,0,1,1,0,0,0,1,3,2,4,2,6,8,16,22,29,19,9,3,3,0
1975,134,14,4,0,1,0,1,0,0,0,4,2,5,1,10,4,21,23,21,16,6,1,0
1976,128,9,2,1,0,1,1,0,1,1,2,2,5,3,5,10,19,27,19,11,6,3,0
1977,107,8,1,1,1,0,1,1,0,2,1,6,3,4,0,11,16,16,18,13,3,1,0
1978,82,2,2,1,0,0,0,2,1,1,0,1,4,6,3,7,9,14,17,5,7,0,0
1979,86,7,3,0,0,0,2,1,0,3,4,2,1,2,1,6,11,20,13,6,4,0,0
1980,69,4,0,0,0,0,1,1,1,3,0,2,1,4,2,9,10,11,7,4,7,2,0
1981,94,6,1,0,0,0,1,1,1,0,1,1,0,2,4,7,12,17,20,11,8,1,0
1982,85,4,0,0,0,2,1,1,0,2,0,3,3,4,0,6,13,13,12,16,5,0,0
1983,82,4,1,0,0,1,0,1,0,3,0,6,0,2,4,2,7,18,18,7,3,5,0
1984,91,2,1,1,1,1,0,1,1,2,2,0,5,2,11,1,17,18,10,9,4,2,0
1985,87,4,1,0,0,1,0,1,2,0,0,1,1,4,8,4,11,12,13,15,3,6,0
1986,127,5,6,0,2,2,0,0,0,4,3,2,1,1,10,5,8,18,26,21,11,2,0
1987,77,1,1,0,0,1,0,0,1,1,0,3,1,2,0,5,9,13,17,18,3,1,0
1988,73,0,1,0,0,0,1,0,0,2,0,0,3,2,4,6,7,15,11,13,6,2,0
1989,67,0,0,0,0,1,0,0,0,0,0,3,0,2,1,7,4,9,15,15,9,1,0
1990,86,0,3,0,1,0,1,0,1,2,0,0,2,2,0,7,10,8,15,15,12,7,0
1991,67,3,2,0,0,0,1,0,0,7,0,0,0,4,3,5,2,10,11,7,6,6,0
1992,66,4,0,0,1,0,0,0,1,0,1,0,1,2,4,6,5,5,9,8,14,5,0
1993,72,6,0,0,0,0,0,1,0,0,0,0,3,0,6,5,6,6,12,8,14,3,2
1994,64,3,0,1,0,1,0,0,1,0,2,3,0,1,1,6,0,8,5,9,13,9,1
1995,73,2,2,0,0,0,0,1,0,0,0,5,3,2,5,4,5,9,10,10,12,3,0
1996,37,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,3,5,7,8,5,1
1997,66,0,0,0,0,0,0,0,0,0,1,0,1,3,3,5,4,6,10,10,17,6,0
1998,67,1,0,0,0,0,1,1,0,1,1,2,3,1,2,4,9,5,8,15,8,3,2
1999,66,2,1,0,0,0,0,1,0,0,0,1,1,1,6,2,4,16,4,13,7,4,3
