"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1943,13326,1805,666,340,234,336,285,170,322,294,387,419,444,659,902,1327,1478,1597,978,500,160,22,1
1944,13739,1790,734,336,289,347,319,173,305,288,407,421,454,659,915,1296,1566,1667,1031,550,167,24,1
1945,14027,2588,883,402,255,320,319,184,272,289,354,444,433,616,818,1199,1481,1552,937,513,150,21,1
1946,12401,2026,692,283,253,277,292,194,206,227,311,357,387,575,773,1116,1446,1425,898,497,142,22,1
1947,12776,2275,626,213,173,215,229,187,168,230,306,354,434,562,780,1147,1564,1586,981,560,160,25,1
1948,12042,1905,596,195,138,212,194,185,153,207,291,332,413,550,781,1127,1511,1552,951,561,160,26,2
1949,13465,2002,762,190,133,214,194,220,133,225,289,357,429,595,826,1272,1720,1869,1122,669,209,34,2
1950,12903,1642,611,129,112,182,174,189,137,166,261,384,435,601,840,1302,1729,1940,1127,680,222,34,5
1951,13334,1604,704,138,99,143,166,167,149,152,267,348,430,586,817,1241,1807,2202,1231,779,260,39,5
1952,13260,1429,713,139,84,141,144,142,133,131,258,357,467,553,883,1306,1901,2100,1492,699,164,21,3
1953,13297,1240,591,155,78,113,149,155,169,107,228,357,502,613,859,1327,1959,2220,1565,707,181,18,3
1954,13025,1205,618,157,82,119,133,148,172,118,239,323,457,623,867,1294,1822,2132,1555,751,189,18,2
1955,12993,1079,551,149,57,101,125,118,167,122,227,349,444,614,872,1303,1913,2134,1666,768,204,26,2
1956,13135,884,431,139,66,92,118,142,156,117,186,326,437,677,889,1340,1990,2265,1794,824,223,36,2
1957,13218,923,477,180,98,110,88,119,139,124,165,294,414,679,918,1293,1967,2269,1815,875,234,32,4
1958,13105,859,408,127,83,83,103,123,148,164,169,303,478,679,911,1259,1920,2222,1857,933,239,37,0
1959,13173,710,439,142,107,82,117,116,137,189,147,333,424,706,923,1267,1897,2253,1958,953,242,31,2
1960,12868,643,389,111,93,70,97,123,160,171,168,275,430,643,919,1242,1887,2262,1863,1015,253,50,3
1961,12736,653,331,121,82,76,71,109,157,182,176,260,389,628,955,1233,1864,2206,1864,1078,247,53,3
1962,13636,597,397,129,88,98,80,102,152,194,181,214,420,674,996,1315,1926,2371,2093,1210,332,63,4
1963,13913,671,315,144,95,101,82,105,134,186,212,230,413,647,998,1412,1953,2410,2120,1278,345,59,4
1964,13591,645,309,136,89,98,88,100,126,156,226,178,423,610,979,1377,1847,2404,2133,1260,354,53,1
1965,13796,602,304,109,94,116,77,103,121,165,220,190,345,617,1016,1524,1912,2356,2174,1280,400,68,3
1966,13598,557,293,130,93,102,101,96,123,164,201,204,315,602,959,1428,1930,2270,2207,1341,419,57,6
1967,13982,516,271,136,89,111,84,74,101,145,213,267,277,604,941,1564,2054,2378,2199,1400,487,69,3
1968,14345,495,240,103,84,102,95,68,111,166,203,278,264,565,946,1392,2007,2530,2483,1569,549,88,5
1969,14842,527,247,113,112,118,105,57,107,170,215,295,221,605,958,1471,2123,2564,2443,1654,625,99,11
1970,13837,437,214,86,76,89,112,58,116,147,200,281,256,450,858,1358,2050,2328,2343,1672,591,98,15
1971,13641,395,218,98,102,77,111,65,104,140,204,255,249,446,778,1285,1956,2307,2366,1659,682,133,10
1972,12599,381,219,97,64,95,98,82,99,151,164,248,283,391,697,1157,1804,2084,2140,1591,638,109,7
1973,12831,337,214,86,63,99,104,88,90,126,200,240,330,325,696,1141,1748,2018,2007,1536,930,448,5
1974,12578,309,182,68,65,87,78,100,79,108,180,249,341,283,687,1105,1746,2209,2197,1647,676,165,18
1975,12349,283,143,88,79,96,82,105,83,115,183,270,323,308,634,1095,1706,2201,2153,1539,708,152,4
1976,12584,241,124,76,72,88,102,101,86,93,170,266,335,397,569,959,1666,2269,2214,1774,805,162,15
1977,12021,195,133,70,69,87,105,95,89,95,162,237,280,389,510,1033,1597,2241,2194,1558,726,138,18
1978,12312,174,127,87,69,88,97,103,93,93,144,228,328,418,424,1029,1669,2303,2342,1662,675,137,22
1979,11590,160,105,66,67,115,90,81,121,92,182,269,300,472,373,923,1610,2205,2120,1405,678,143,12
1980,11199,194,136,83,54,91,92,108,111,115,131,231,389,435,474,878,1569,2175,1965,1270,548,134,16
1981,11462,173,138,72,88,96,86,105,132,111,183,256,342,476,568,912,1656,2219,1973,1211,521,127,17
1982,10907,192,107,80,74,89,93,117,124,134,137,224,357,485,583,763,1517,2001,1980,1238,497,101,14
1983,11615,179,100,63,93,90,90,113,153,161,149,224,334,471,633,704,1493,2138,2251,1404,580,177,15
1984,9772,127,94,38,76,100,84,87,110,148,137,212,328,435,630,563,1298,1714,1844,1170,467,97,13
1985,8629,148,84,48,61,101,99,99,94,158,139,221,324,414,578,611,1104,1547,1475,926,320,64,14
1986,8951,127,103,56,46,89,104,112,121,163,155,197,331,444,616,685,1079,1584,1594,945,314,74,12
1987,9217,131,76,45,52,81,97,99,114,148,165,176,285,382,579,729,967,1728,1707,1148,407,82,19
1988,10112,155,78,50,57,78,92,88,119,132,183,190,267,407,592,862,946,1738,1785,1434,657,173,29
1989,10821,131,68,35,68,55,93,86,127,170,190,187,242,463,676,1011,1073,2067,2080,1372,508,109,10
1990,11024,122,82,45,49,75,93,94,114,170,181,176,263,445,613,989,1121,1829,2213,1593,615,135,7
1991,10819,131,94,50,54,73,92,104,118,171,230,211,242,353,542,793,1019,1408,1864,1773,999,487,11
1992,10950,146,80,37,48,66,81,89,108,144,208,236,236,378,559,905,1193,1473,2317,1775,712,147,12
1993,11317,147,67,38,46,67,88,90,124,159,206,218,235,358,700,1038,1660,1540,2159,1581,630,151,15
1994,11804,172,62,46,49,87,73,81,105,158,227,280,257,485,653,1244,1745,1253,2150,1710,773,184,10
1995,12230,152,69,31,48,48,70,92,114,153,207,287,229,355,549,893,1490,1534,2424,2232,989,245,19
1996,12687,139,61,38,45,68,68,100,108,153,212,258,240,329,504,903,1532,1705,2481,2394,1083,240,26
1997,13413,151,56,27,46,71,69,70,117,163,225,307,284,280,517,914,1501,2142,2248,2613,1270,324,18
1998,15258,149,64,33,50,54,61,92,108,157,205,230,313,313,476,955,1622,2711,2319,3216,1683,413,34
1999,16604,147,59,33,51,55,68,99,100,151,213,272,321,282,479,941,1679,3067,2316,3666,1964,599,42
