"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1942,33.36,38.08,4.10,2.49,1.87,3.55,2.92,4.49,5.76,8.99,12.13,17.75,24.77,35.11,59.70,61.56,123.55,208.85,476.00,571.10,770.61,814.93,36.06
1943,27.68,42.20,5.36,2.77,1.30,3.61,2.31,3.94,4.93,8.15,8.38,13.03,18.69,25.52,52.72,46.20,102.33,167.94,417.06,490.21,645.49,662.82,25.21
1944,29.49,27.39,5.58,2.49,2.18,5.64,3.70,6.85,7.16,8.51,10.14,12.91,22.22,30.15,50.83,50.47,102.07,166.63,432.41,544.75,680.53,763.76,24.46
1945,25.73,34.60,5.53,2.59,1.25,4.04,2.85,4.39,4.89,8.02,8.53,12.04,17.22,27.12,46.69,45.57,85.91,140.91,370.60,485.98,591.66,804.51,21.88
1946,21.13,22.54,5.46,2.22,0.94,2.63,1.97,2.48,3.26,5.14,6.40,8.84,12.69,22.44,42.63,37.50,73.41,121.01,306.06,409.58,476.08,790.57,25.84
1947,19.80,19.02,4.01,1.53,1.02,2.71,2.09,2.21,3.03,4.86,6.04,8.18,14.07,21.08,33.91,33.17,72.07,116.50,296.52,392.12,471.07,717.75,21.25
1948,18.13,15.33,3.15,0.95,0.81,2.12,1.93,1.90,3.30,3.76,5.45,7.88,13.07,14.99,30.11,36.84,64.98,103.75,284.57,366.61,447.70,675.21,21.75
1949,20.05,17.88,4.02,1.35,1.32,2.07,1.68,2.21,2.62,3.65,5.12,8.95,12.63,18.24,36.03,35.78,74.75,121.73,314.74,408.88,508.42,649.41,3.16
1950,19.84,17.49,3.03,1.23,1.03,1.66,1.28,2.22,2.95,4.95,5.77,7.62,11.88,18.49,37.35,38.60,78.35,124.83,295.21,388.39,497.85,541.62,83.91
1951,21.59,14.12,2.94,0.82,0.95,1.09,1.65,2.30,2.86,4.27,6.59,9.78,13.71,20.60,37.58,48.31,83.30,137.06,321.40,431.42,535.66,507.14,39.94
1952,20.94,14.20,4.06,0.88,1.14,1.14,1.54,2.04,1.79,3.47,5.55,8.71,13.17,20.50,36.90,46.43,77.96,131.80,245.22,439.91,724.47,760.74,0
1953,21.84,14.51,2.69,0.71,0.73,0.97,1.20,2.04,2.76,4.07,6.29,9.65,14.25,21.69,39.71,48.92,82.79,139.92,265.75,433.87,734.55,703.08,0
1954,20.10,12.40,1.96,0.75,0.84,1.33,0.98,1.62,2.54,4.03,5.50,9.28,13.87,19.15,35.92,48.91,72.66,124.19,238.24,404.56,680.51,794.62,0
1955,20.32,12.39,2.31,0.62,0.47,0.89,1.14,1.80,2.40,3.25,5.13,8.78,13.06,21.96,34.43,46.78,89.85,144.19,227.23,390.10,597.68,653.93,0
1956,21.37,13.67,2.55,0.80,0.15,0.72,0.98,1.93,1.75,3.77,5.67,8.84,13.92,23.58,38.56,56.97,82.31,142.20,234.20,412.27,671.57,756.27,0
1957,20.06,12.35,2.43,0.73,0.20,0.94,1.30,1.37,2.55,3.40,4.57,8.05,12.97,23.81,40.46,52.15,89.09,127.02,215.99,346.47,597.69,642.26,0
1958,19.72,11.64,1.99,0.41,0.41,0.72,0.81,0.99,1.96,2.67,3.19,7.91,13.79,21.96,37.16,52.36,85.31,135.21,213.17,331.17,681.98,732.23,0
1959,18.97,11.21,1.94,0.42,0.13,0.42,0.72,1.61,2.15,2.86,4.47,7.36,11.76,23.22,40.23,52.84,81.38,128.30,197.21,311.12,550.27,639.59,0
1960,18.84,8.68,1.77,0.49,0.43,0.36,0.43,1.10,2.42,3.14,3.80,7.85,12.38,20.85,34.49,55.40,82.20,131.16,205.08,333.66,547.29,561.95,15.13
1961,19.44,9.81,1.74,0.45,0.30,0.31,0.68,0.79,1.51,2.74,4.21,7.87,13.15,23.65,40.18,51.37,83.66,136.80,216.75,312.12,582.86,706.49,33.00
1962,21.60,8.92,1.41,0.39,0.50,0.50,0.28,1.15,2.50,3.49,4.51,9.40,13.37,23.03,44.38,58.73,99.05,157.97,236.75,344.61,610.03,762.97,1.92
1963,22.89,8.03,1.53,0.37,0.45,0.27,0.77,0.88,2.77,3.36,5.99,11.34,14.23,26.12,45.44,68.58,108.68,167.78,233.51,340.47,554.96,873.72,0
1964,22.20,8.21,1.44,0.36,0.52,0.24,0.77,0.94,1.89,3.77,4.62,9.38,12.82,27.39,42.92,66.30,114.83,161.85,241.92,328.18,476.69,862.73,0
1965,24.08,7.82,1.07,0.62,0.31,0.43,0.47,0.94,2.35,3.68,5.67,10.06,15.25,27.33,49.00,75.53,121.59,174.32,252.27,375.71,486.62,911.30,0
1966,23.20,6.44,1.50,0.19,0.22,0.30,0.60,0.55,1.69,3.01,4.40,8.74,14.87,29.24,47.79,79.16,112.33,164.10,254.60,352.14,461.60,827.36,0
1967,24.10,7.93,1.66,0.48,0.32,0.27,0.48,0.78,2.29,3.63,6.26,9.54,14.50,29.45,47.80,81.40,113.48,175.04,264.04,350.24,551.81,605.09,0
1968,21.56,21.43,1.51,0.47,0.52,0.45,0.55,0.64,1.95,3.69,5.41,9.60,12.61,21.14,41.19,69.29,116.20,159.47,242.43,302.27,393.89,547.24,0
1969,24.78,24.24,1.73,1.01,0.39,0.59,0.40,0.73,1.50,3.61,5.68,8.24,15.20,25.33,45.06,77.98,122.02,189.87,256.59,385.19,625.35,826.18,0
1970,21.91,21.38,1.47,0.47,0.28,0.62,0.57,0.76,1.38,2.93,5.14,8.02,11.02,22.82,40.71,69.19,113.89,167.36,242.70,350.43,464.43,582.27,0
1971,21.58,18.39,2.30,0.77,0.22,0.39,0.56,0.71,1.94,2.93,4.88,8.33,12.97,21.73,36.02,69.22,110.99,165.42,229.32,353.63,477.26,570.52,0
1972,22.55,17.52,1.20,0.60,0.35,0.53,0.71,0.71,1.73,3.68,4.59,8.61,12.65,21.96,39.78,69.58,117.61,162.52,253.82,388.22,503.38,812.65,0
1973,21.14,19.11,1.55,0.64,0.41,0.41,0.29,0.74,1.50,3.36,4.35,7.29,13.10,18.67,37.89,57.38,102.18,161.39,252.10,380.65,570.52,549.29,0
1974,22.03,18.01,1.94,0.92,0.46,0.60,0.51,1.00,1.34,2.06,5.28,8.24,13.17,18.84,33.35,61.33,111.41,173.99,261.38,391.60,576.38,794.27,0
1975,24.17,18.46,1.08,1.25,0.97,0.68,0.55,0.84,1.97,2.63,5.24,9.35,15.17,22.57,36.96,69.11,112.24,192.59,291.40,428.13,669.64,639.50,217.63
1976,25.48,16.33,1.09,0.81,0.86,0.72,0.31,0.67,1.58,3.38,5.67,10.72,14.42,21.74,40.08,63.38,122.48,188.23,292.66,497.38,852.12,1057.21,201.82
1977,24.04,14.97,1.27,1.16,0.80,0.47,0.39,0.92,1.49,3.31,4.34,9.30,12.38,23.05,37.79,66.49,111.64,189.99,285.63,445.15,704.29,837.58,775.95
1978,23.25,12.24,1.32,0.91,0.74,0.50,0.41,0.92,1.13,2.36,4.57,8.40,11.46,22.38,37.87,59.36,103.69,185.13,296.45,438.06,721.70,897.61,208.55
1979,21.92,16.71,1.08,0.81,1.20,0.61,0.53,0.95,1.62,2.48,4.11,8.31,12.31,20.77,29.09,52.97,95.11,171.63,280.11,414.13,672.45,1156.05,791.29
1980,21.03,14.74,0.83,1.34,0.80,0.71,0.59,0.85,0.98,1.88,3.67,7.17,12.64,21.07,27.96,51.70,91.52,159.65,269.59,410.07,700.50,952.22,723.06
1981,21.57,14.00,1.74,1.01,0.69,0.25,0.56,0.84,1.29,2.41,5.13,7.07,11.22,18.53,29.04,53.99,89.06,166.06,262.59,430.86,782.68,1202.20,522.88
1982,20.75,12.25,1.29,1.08,0.93,0.56,0.49,0.95,1.47,2.11,3.94,6.11,11.88,15.84,31.57,44.74,80.56,154.36,261.90,454.50,821.67,1106.06,862.53
1983,21.02,12.67,1.22,1.24,0.75,0.67,0.66,0.67,1.50,2.20,4.70,5.88,10.80,16.70,27.66,50.34,88.82,161.01,262.34,451.80,767.83,1002.31,1633.62
1984,20.46,9.73,1.19,1.19,1.25,0.79,0.85,1.31,1.50,2.26,3.76,7.09,10.64,17.62,26.60,49.46,79.50,158.64,249.38,467.39,674.85,1176.45,863.66
1985,20.19,9.62,1.14,0.59,0.72,0.56,0.53,0.86,0.96,2.27,3.01,5.10,10.96,17.94,25.87,42.00,84.21,147.73,265.43,461.15,751.30,1216.84,1118.00
1986,19.29,6.43,1.21,0.92,0.44,0.68,0.62,0.49,1.26,2.84,4.41,5.80,10.36,15.16,27.54,39.96,77.98,138.11,235.42,404.77,762.77,1332.11,2417.33
1987,18.14,12.40,1.08,0.81,0.55,1.01,0.77,1.06,1.25,2.28,3.24,6.30,9.50,15.12,22.78,42.03,67.85,119.67,225.67,427.98,732.22,1195.06,745.80
1988,17.67,10.38,0.80,0.51,0.37,0.91,0.62,0.61,0.96,2.15,3.54,4.93,8.70,16.49,25.48,38.67,68.91,120.00,217.96,402.64,711.19,1155.20,981.07
1989,17.82,9.35,0.93,0.46,0.72,0.47,0.62,0.68,0.96,1.84,3.68,5.26,8.50,17.65,22.63,38.17,64.19,122.16,223.70,407.51,742.92,1261.70,1751.61
1990,17.63,9.10,1.24,0.46,0.67,0.52,0.80,0.99,1.31,2.06,3.32,5.30,7.91,14.14,21.78,36.38,62.21,119.30,219.16,450.70,788.19,1161.83,1544.40
1991,17.51,11.71,1.07,0.63,0.60,0.55,0.83,0.73,1.38,2.06,3.93,4.70,7.67,15.11,22.94,39.27,55.68,114.57,216.07,414.24,769.38,1418.25,1984.15
1992,16.52,11.59,1.20,0.30,0.40,0.50,0.53,0.56,1.01,2.45,3.55,4.65,7.76,12.22,22.22,32.61,62.83,109.56,200.64,394.82,707.19,1234.69,2069.87
1993,16.81,7.36,0.94,0.52,0.90,0.30,0.79,0.80,1.42,2.61,4.78,4.97,8.11,13.27,22.74,36.61,59.84,107.71,203.09,393.36,734.70,1160.44,1886.78
1994,16.83,7.56,0.56,0.24,0.35,0.66,0.72,0.71,1.17,2.36,3.42,5.21,8.35,12.03,22.82,34.52,63.23,104.09,199.86,430.01,729.28,1438.50,1399.35
1995,16.76,7.49,1.11,0.36,0.25,0.41,0.59,0.77,1.21,2.21,3.90,5.47,8.12,12.17,22.64,36.36,59.73,101.76,201.83,411.84,772.42,1267.52,1536.11
1996,16.90,6.23,1.32,0.35,0.40,0.40,0.90,1.12,0.96,2.07,3.28,5.31,8.41,13.02,23.33,34.10,62.07,104.27,226.24,392.78,805.72,1069.10,1676.21
1997,16.11,6.23,0.49,0.41,0.82,0.65,0.51,0.58,1.33,1.58,3.20,4.83,9.67,10.33,21.38,34.03,62.09,104.44,195.48,389.40,729.19,1120.14,1376.34
1998,18.80,8.13,0.98,0.42,0.60,0.40,0.61,0.58,1.15,2.44,3.15,5.36,9.32,14.83,26.86,44.59,75.14,131.59,230.85,421.21,733.92,1223.35,2018.56
1999,20.43,7.26,0.63,0.48,0.25,0.55,0.79,0.64,1.19,1.77,3.63,6.91,10.69,17.59,28.85,51.34,85.44,142.71,239.37,443.84,813.17,1113.83,2367.33
