"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,84.92,2.38,1.72,1.28,1.71,2.21,3.32,4.71,12.71,23.85,49.76,80.57,126.69,187.33,257.51,338.30,379.41,392.95,348.89,323.70,278.79,110.95,954.21
1926,95.50,2.97,2.03,1.66,1.84,2.38,3.46,5.43,13.98,25.79,52.81,95.09,141.26,206.05,294.12,371.97,435.13,442.33,393.56,375.20,318.64,331.00,1998.68
1927,106.87,2.26,2.14,1.28,1.79,2.47,3.91,6.50,14.89,28.14,56.50,96.29,157.33,229.45,332.40,423.25,510.99,504.78,448.73,421.97,273.77,337.05,1044.33
1928,108.01,1.77,2.92,1.63,2.35,2.25,3.46,6.35,14.73,26.60,57.08,96.13,156.22,227.28,332.70,423.56,520.13,543.47,466.98,450.49,290.52,340.39,12.02
1929,108.23,2.03,3.17,1.82,1.88,2.75,4.04,6.11,13.94,28.33,55.55,97.07,158.06,224.03,330.55,431.66,518.61,540.72,455.50,435.70,418.90,222.15,19.21
1930,109.45,0.64,2.68,1.86,2.13,2.58,4.20,6.05,13.17,28.21,55.90,98.94,156.71,225.01,332.57,424.07,419.89,667.72,380.09,584.33,789.18,886.52,1542.74
1931,110.43,4.36,3.23,1.83,2.07,2.74,3.69,6.39,13.01,26.59,54.41,95.00,150.95,231.32,322.62,443.54,428.72,695.80,372.52,596.03,848.49,944.59,2187.19
1932,110.90,5.82,4.29,2.23,1.91,2.91,4.43,6.18,12.72,27.24,53.61,99.77,148.49,230.65,323.50,433.41,433.59,699.53,387.70,614.95,869.85,1018.84,1983.10
1933,109.87,3.05,5.20,2.13,2.12,3.34,4.06,6.27,13.19,27.14,52.77,95.76,147.89,227.72,317.96,438.51,430.35,687.89,388.25,588.66,885.99,1082.09,1717.66
1934,108.08,2.82,4.38,2.22,2.00,2.59,3.81,6.65,12.84,25.63,52.71,93.30,149.45,222.56,315.86,420.26,424.08,683.13,391.22,598.97,846.11,1152.12,1131.28
1935,107.84,2.10,4.44,2.40,2.10,3.18,3.96,6.65,13.99,26.21,52.52,94.26,149.99,225.12,309.45,414.33,418.62,669.28,398.77,600.77,904.54,1100.45,1727.62
1936,109.32,4.63,4.97,2.49,2.32,3.05,4.12,6.86,14.06,26.54,54.45,93.71,154.46,217.94,324.46,416.64,422.43,676.79,401.43,612.01,926.01,1156.09,1985.47
1937,111.89,6.22,4.22,2.70,2.95,5.26,5.67,8.13,14.78,27.78,50.07,97.37,152.46,231.99,315.85,437.78,436.61,665.00,429.57,655.57,988.50,1311.00,2341.02
1938,113.72,8.99,5.28,2.87,2.61,7.02,6.19,8.46,14.77,28.60,52.49,94.22,152.47,233.58,318.36,437.43,447.42,669.04,455.56,722.99,1029.06,1452.30,2232.58
1939,105.54,8.08,5.37,3.78,2.29,6.61,4.98,7.26,14.07,27.64,47.43,87.79,144.76,215.21,294.47,387.22,422.59,626.79,440.44,692.28,991.81,1422.71,1885.87
1940,144.72,9.23,5.33,3.48,3.49,4.15,4.37,7.90,14.86,29.57,58.60,110.37,176.03,274.99,399.70,535.03,597.72,985.29,677.54,1050.45,1643.66,2191.25,3589.56
1941,152.34,7.82,5.10,4.26,3.26,4.92,5.63,9.81,17.93,32.77,64.08,115.77,192.64,284.31,404.95,566.48,625.83,1046.25,740.13,1107.75,1644.36,1984.42,3531.49
1942,158.91,8.21,5.40,5.06,3.61,4.58,6.82,9.71,19.30,33.04,69.79,124.49,198.62,294.59,430.33,591.36,645.62,1090.37,769.91,1120.78,1696.55,2010.77,3479.22
1943,160.02,7.47,5.21,4.04,3.20,4.40,5.80,7.85,17.23,32.54,68.09,123.83,192.80,290.35,422.56,610.37,667.34,1101.51,822.21,1172.03,1775.52,2008.90,3960.90
1944,156.64,6.90,5.48,3.09,2.55,4.14,5.34,8.64,16.15,29.31,63.21,121.28,189.85,282.30,411.74,580.83,660.13,1088.25,819.93,1228.69,1766.44,2200.38,3961.87
1945,156.65,7.75,5.69,3.96,2.38,4.55,5.79,8.92,16.72,31.33,63.47,123.89,194.48,286.58,413.95,578.59,650.86,1072.25,794.13,1224.38,1713.87,2057.76,3428.80
1946,153.09,5.86,4.73,4.26,3.10,4.75,5.65,7.96,14.92,32.01,61.81,115.11,189.34,282.80,407.34,557.84,642.92,1059.55,770.10,1207.07,1706.05,2107.48,3108.44
1947,161.29,6.45,5.88,3.95,2.89,4.38,6.48,9.47,16.91,29.74,62.21,126.01,194.02,294.77,422.44,583.68,691.22,1129.06,831.19,1283.50,1824.46,2298.44,3469.19
1948,167.34,7.38,6.80,4.97,2.65,5.51,7.52,9.29,17.67,32.30,65.32,128.02,205.22,303.28,433.87,603.51,720.09,1154.90,877.82,1336.65,1882.64,2455.68,4274.74
1949,171.55,7.90,8.04,5.18,3.92,5.63,7.11,9.93,18.71,33.04,67.19,125.45,209.19,303.56,441.87,613.81,732.87,1207.33,915.86,1406.38,2053.17,2634.55,4284.21
1950,175.32,6.97,9.69,5.98,4.15,6.07,7.70,10.13,17.28,34.86,65.67,126.96,213.76,313.29,439.05,625.98,740.16,1208.41,962.56,1494.71,2187.71,2444.09,10766.06
1951,177.04,8.10,11.04,5.02,4.78,6.00,7.61,11.73,18.72,35.15,64.37,124.31,217.82,320.82,449.73,623.49,734.08,1238.74,972.13,1524.77,2281.01,2263.84,8576.43
1952,175.86,9.40,10.02,6.83,5.21,7.33,7.09,11.83,19.36,35.71,65.21,124.07,216.34,319.53,451.31,630.99,869.68,1107.14,1256.88,1330.35,1181.18,783.72,1627.55
1953,175.21,8.02,9.72,5.86,5.48,6.07,8.62,12.12,19.38,37.19,67.10,123.82,210.95,324.28,449.16,624.59,859.81,1115.86,1213.77,1333.91,1166.97,950.71,1460.27
1954,175.60,10.50,9.72,6.43,5.43,7.81,8.49,12.13,19.24,35.67,65.76,123.04,207.45,323.08,456.66,614.18,853.33,1120.82,1288.52,1362.77,1161.75,984.16,1088.94
1955,176.80,10.02,9.94,6.69,4.75,6.21,8.88,11.06,19.66,32.61,65.09,118.24,206.83,321.13,452.87,626.42,864.15,1141.17,1341.56,1370.87,1281.67,1226.85,1501.75
1956,179.53,9.12,10.78,7.23,5.89,7.27,9.46,12.63,20.64,34.44,65.58,121.08,209.42,325.81,460.10,630.94,849.86,1168.88,1365.93,1459.54,1353.68,1057.28,1045.75
1957,182.19,7.80,10.60,7.19,5.68,8.35,8.47,12.39,20.75,32.46,66.93,119.87,212.22,336.24,468.62,650.24,865.66,1160.51,1366.49,1481.68,1452.27,1080.03,1809.58
1958,183.95,4.89,9.91,6.85,6.03,7.55,9.30,12.27,20.39,34.00,68.10,119.05,212.86,335.59,472.36,644.76,872.46,1175.46,1410.50,1587.50,1481.72,1261.62,658.61
1959,184.79,7.71,9.78,7.28,6.67,7.75,9.06,12.82,20.51,34.15,64.56,119.24,208.84,338.91,480.41,650.12,880.97,1160.49,1435.98,1547.61,1568.21,1351.71,1900.74
1960,187.51,6.55,10.30,7.57,5.48,7.31,10.23,12.26,20.69,35.83,63.09,125.84,218.28,341.13,500.72,647.83,873.64,1163.84,1455.28,1640.06,1424.92,1778.92,2573.09
1961,188.13,5.77,9.24,6.92,5.58,6.95,9.14,13.04,19.43,35.45,61.14,123.82,215.71,340.89,498.81,662.08,886.75,1167.90,1457.50,1632.29,1543.00,2035.02,1509.56
1962,190.08,6.23,10.10,7.27,6.23,7.78,9.76,12.29,19.55,36.77,61.84,127.83,213.17,345.19,503.27,661.91,884.99,1187.99,1480.08,1662.90,1608.69,2168.45,1297.37
1963,193.75,6.54,9.01,6.15,5.21,6.99,8.25,12.91,19.09,34.79,64.98,126.93,214.22,353.27,522.73,692.54,905.31,1222.60,1465.86,1684.40,1735.40,1773.63,998.93
1964,193.73,4.77,10.74,6.13,5.82,7.32,9.65,12.22,18.25,34.73,66.99,122.25,218.67,350.26,525.34,704.18,908.62,1175.08,1507.82,1686.37,1674.09,1684.06,1063.95
1965,193.58,6.03,8.19,7.25,5.60,7.65,8.13,11.05,19.05,34.78,68.13,120.00,222.68,351.93,513.82,713.96,901.33,1176.78,1467.07,1706.35,1780.91,1659.08,1070.34
1966,195.85,6.68,8.92,6.60,4.89,7.42,8.33,12.03,18.43,37.53,70.97,126.36,225.16,348.88,519.15,727.11,912.95,1184.03,1484.64,1750.09,1675.59,1672.15,1396.36
1967,196.17,6.22,8.19,6.20,5.00,7.40,8.41,11.26,17.92,34.82,68.71,125.50,224.84,343.64,523.25,724.57,925.35,1189.17,1496.55,1761.57,1798.21,1891.92,864.38
1968,198.08,11.36,7.96,6.41,5.54,7.58,8.55,12.02,18.21,35.12,72.27,129.53,224.85,345.16,517.53,731.22,929.96,1214.46,1482.64,1810.66,1879.10,1713.84,1551.03
1969,197.12,10.01,7.91,5.71,4.91,6.73,8.36,11.07,17.26,35.72,71.12,131.87,220.82,349.09,526.57,725.48,936.36,1181.66,1487.15,1729.48,1863.71,1893.20,1601.01
