"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1958,1.71,16.46,0.80,0.05,0.05,0,0.07,0.12,0.14,0.07,0.42,0.48,0.43,0.91,1.38,3.14,5.04,12.51,23.61,43.64,25.45,55.47,0
1959,1.54,10.24,0.06,0,0.05,0.07,0.14,0.06,0.07,0.15,0.35,0.48,1.12,0.76,1.50,1.97,5.22,13.16,22.62,23.15,59.98,56.24,0
1960,1.62,9.22,0.43,0,0,0.07,0,0.06,0.07,0.16,0.10,0.30,0.56,0.59,1.22,3.69,5.40,9.22,23.60,37.57,79.37,94.22,211.84
1961,1.74,7.22,0.24,0.05,0,0,0.07,0.06,0.01,0.12,0.24,0.57,0.78,0.85,2.17,2.69,5.70,11.66,22.09,33.73,101.49,138.98,104.48
1962,1.93,7.37,0.48,0.05,0,0.12,0.07,0.12,0.12,0.30,0.22,0.27,0.50,1.05,1.12,3.55,5.64,13.17,29.13,65.12,74.09,107.69,28.82
1963,1.81,5.38,0.54,0,0,0.05,0.07,0,0.23,0.15,0.25,0.20,0.28,0.87,1.74,2.94,5.57,14.66,25.04,45.11,92.56,124.75,0
1964,1.66,2.73,0.12,0,0.05,0.10,0,0,0.06,0.12,0.38,0.24,0.15,0.66,1.34,2.72,5.39,11.85,29.66,43.69,92.30,162.60,0
1965,1.62,3.21,0.18,0,0.05,0.05,0,0,0.06,0.39,0.12,0.28,0.54,0.83,1.25,2.38,4.51,10.67,22.73,65.23,93.71,45.93,0
1966,1.24,2.55,0.06,0,0,0.10,0.12,0,0.30,0.21,0.18,0.25,0.42,0.83,1.41,1.87,4.31,8.12,17.00,33.72,53.38,132.46,0
1967,1.43,1.16,0.06,0,0,0,0.06,0.14,0,0.18,0.20,0.50,0.48,0.56,1.17,2.52,5.48,8.71,17.40,43.46,81.87,141.05,0
1968,1.50,2.63,0.06,0,0,0,0.05,0.07,0.07,0,0.18,0.20,0.63,0.89,0.98,2.12,5.41,12.77,19.21,52.23,70.91,76.18,0
1969,1.30,2.15,0.12,0,0,0,0.05,0.13,0.06,0.21,0.25,0.37,0.25,0.35,1.53,2.34,4.49,8.70,21.90,36.99,67.37,66.31,0
1970,1.28,0.93,0,0,0,0,0.05,0,0,0.15,0.13,0.07,0.21,0.90,1.15,2.24,2.95,10.88,19.18,37.49,90.95,104.98,0
1971,1.32,1.36,0.12,0.05,0.04,0.09,0.10,0,0.07,0.06,0.59,0.43,0.34,0.81,1.30,2.24,4.08,6.73,14.94,39.66,55.46,117.30,934.58
1972,1.28,1.59,0.06,0,0,0.05,0.14,0.10,0.07,0.15,0.19,0,0.38,0.41,0.81,1.48,5.89,7.55,19.77,43.82,64.14,129.66,0
1973,1.20,0.45,0,0,0,0.05,0.10,0,0.14,0.12,0.19,0.43,0.21,0.67,1.38,2.45,3.56,9.81,19.20,32.36,39.54,144.14,0
1974,1.34,1.44,0.12,0,0,0.10,0.04,0,0,0,0.24,0.25,0.44,0.86,0.33,1.80,4.60,9.02,25.13,39.55,79.99,91.01,137.17
1975,1.59,0.78,0.06,0,0.05,0.05,0.10,0.10,0,0.30,0.24,0.20,0.95,1.25,1.18,3.01,5.73,8.13,22.69,46.82,71.46,214.05,0
1976,1.47,0.56,0.06,0.05,0,0,0.05,0,0.13,0.10,0.08,0.24,0.69,0.72,1.41,3.06,6.34,11.37,20.98,46.57,48.55,141.72,0
1977,1.73,1.64,0.06,0,0.05,0,0.05,0.08,0.16,0.14,0.07,0.25,0.86,1.30,0.93,2.67,5.97,14.12,28.57,43.64,71.70,218.56,193.99
1978,1.93,0.81,0.20,0.05,0,0.05,0.10,0,0.05,0.14,0.26,0.36,0.70,0.73,2.08,2.72,6.83,15.93,32.53,60.61,72.93,164.43,0
1979,2.08,0,0.13,0,0,0,0.09,0.10,0,0.14,0.25,0.60,0.76,0.75,1.32,2.78,9.09,17.87,36.79,52.76,98.26,144.51,197.82
1980,2.24,0,0,0.10,0.05,0,0.05,0.10,0.21,0.12,0.27,0.12,0.43,0.97,1.10,3.11,7.35,17.57,41.94,69.51,113.19,161.71,144.61
1981,2.04,0.25,0,0,0.05,0.05,0.10,0,0,0.06,0.41,0.31,0.43,0.62,0.88,3.77,7.35,17.40,36.55,62.70,101.96,143.55,0
1982,2.02,0.50,0,0,0,0.08,0.19,0.14,0.08,0,0,0.50,0.19,0.27,1.64,2.23,7.28,16.88,34.74,65.38,97.90,217.58,107.82
1983,2.32,0,0,0,0,0.10,0.10,0.05,0.24,0.15,0.28,0.21,0.19,0.90,1.97,3.05,7.80,17.51,38.31,81.75,133.65,172.81,116.69
1984,2.27,0,0,0,0,0,0,0,0.14,0.15,0.07,0.34,0.49,0.62,0.80,3.13,6.80,18.35,38.36,83.63,134.41,190.31,0
1985,2.11,0,0.06,0,0,0.10,0.10,0,0.05,0.08,0.34,0.49,0.24,0.62,1.45,3.18,6.49,16.95,30.85,73.20,106.55,191.22,248.45
1986,2.19,0.26,0,0,0,0,0.05,0.05,0.10,0.08,0.24,0.35,0.47,0.82,1.18,2.59,7.32,16.76,33.64,69.15,140.04,273.25,0
1987,2.05,0,0,0,0,0,0.05,0,0.05,0.15,0.05,0.07,0.34,0.48,1.02,1.82,8.08,14.68,33.62,72.81,132.92,215.78,124.30
1988,1.78,0.26,0,0,0,0.08,0.05,0.05,0.05,0.05,0.20,0.49,0.34,0.75,1.08,1.91,5.23,13.14,29.44,70.25,84.57,207.34,0
1989,2.09,0,0,0.06,0,0,0,0.05,0.15,0.38,0.10,0.07,0.69,0.81,1.51,3.16,5.44,15.72,30.29,68.76,141.81,205.71,0
1990,2.17,0,0,0,0,0,0.09,0,0.10,0.24,0.25,0.21,0.21,1.11,1.00,1.71,6.61,15.81,37.21,77.90,148.47,133.54,308.88
1991,1.95,0.26,0,0,0,0,0.10,0,0.10,0.14,0.38,0.24,0.43,0.56,1.28,2.20,4.46,15.13,35.54,72.56,101.00,193.95,264.55
1992,2.23,0,0,0,0,0.10,0,0.05,0.05,0.05,0.20,0.18,0.71,0.42,1.70,1.95,5.62,17.85,36.44,79.69,153.53,151.63,646.83
1993,2.11,0.27,0.07,0,0,0,0.05,0,0.05,0,0.19,0.10,0.28,0.84,1.22,2.68,7.02,15.20,37.66,68.87,121.01,220.09,353.77
1994,2.21,0,0,0,0,0,0,0.05,0.05,0.15,0.10,0.20,0.56,0.50,0.99,1.85,6.94,13.37,35.58,84.13,166.17,259.86,215.29
1995,2.18,0,0,0,0,0,0.10,0,0,0,0.10,0.29,0.56,0.58,1.65,2.16,7.92,12.71,34.51,77.24,153.44,214.00,0
1996,2.28,0.81,0.07,0,0,0,0.10,0,0.10,0.05,0.09,0.34,0.48,0.07,1.39,2.95,5.38,13.95,40.64,82.35,152.15,265.43,352.88
1997,2.18,0,0,0,0,0,0.05,0.05,0,0.20,0.20,0.15,0.52,0.40,1.46,2.30,5.90,12.78,33.52,80.80,142.46,245.24,516.13
1998,2.18,0.27,0,0,0,0,0,0.05,0.05,0.15,0.15,0.39,0.47,0.59,1.15,2.54,5.80,12.57,30.52,76.60,165.64,238.56,565.20
1999,2.12,0.27,0.14,0,0,0,0.05,0,0,0.05,0.10,0.24,0.35,0.79,0.79,1.83,6.68,11.97,33.76,78.31,148.03,302.25,229.10
