"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,2038.07,10074.12,1051.92,277.00,197.76,401.72,584.76,579.49,617.49,700.43,880.64,1095.69,1461.29,1967.91,2890.44,4276.00,6758.30,10746.76,17366.25,25761.49,37080.03,46749.49,90480.09
1926,2031.13,10815.39,1077.22,283.51,199.73,411.43,595.43,575.89,615.47,704.15,873.11,1090.99,1438.17,1950.66,2835.99,4204.41,6669.14,10729.22,17221.82,25555.36,35138.71,42262.64,104001.39
1927,1937.53,9328.59,959.84,261.23,190.02,382.43,555.42,548.53,587.02,647.91,792.48,994.29,1341.48,1794.54,2689.65,4018.69,6472.76,10531.19,17312.37,25783.88,35690.29,44087.28,109476.02
1928,1915.37,10326.72,976.40,255.13,195.17,382.34,539.91,544.53,561.52,635.65,782.71,975.77,1316.11,1800.32,2684.36,4011.14,6339.60,10186.26,16158.47,24376.62,35359.70,42533.42,133750.98
1929,2102.42,10630.90,988.28,259.82,187.05,381.54,557.92,562.16,588.80,682.63,845.74,1076.73,1450.62,1943.71,2913.71,4422.97,7050.96,11568.29,18789.59,27932.75,41037.02,45185.43,141334.05
1930,1802.81,8857.43,809.00,232.40,169.54,350.92,505.43,521.42,559.51,646.71,792.70,1026.83,1344.51,1836.27,2638.41,3961.48,6065.03,9617.40,14806.41,22545.22,29996.30,33477.76,58710.20
1931,1903.95,8342.71,801.82,223.88,168.26,357.09,511.10,517.26,551.22,634.89,781.62,1004.21,1345.14,1878.23,2684.32,4108.62,6515.04,10523.23,16672.13,26343.88,37081.41,40604.89,95207.27
1932,1839.52,8606.38,792.90,218.66,166.33,336.82,482.87,484.89,529.61,612.43,766.54,989.11,1322.09,1845.72,2633.46,4014.01,6288.22,10069.37,15729.72,24573.80,34294.22,39557.35,76367.01
1933,1845.69,8186.04,717.13,213.33,158.41,325.62,442.27,470.54,526.87,605.97,767.37,1014.16,1327.83,1881.25,2664.22,4057.38,6339.83,10095.26,16334.36,24488.21,23320.43,27309.41,41506.03
1934,1752.51,7862.88,716.85,206.97,150.24,283.11,434.22,459.12,511.88,616.54,742.50,975.16,1309.71,1812.51,2602.37,3896.27,6014.00,9634.14,14966.69,22547.60,31599.51,42426.60,41053.87
1935,1815.09,7503.21,635.97,190.06,145.18,269.35,440.44,454.27,528.80,634.76,784.33,1025.73,1377.77,1889.69,2719.37,4033.48,6315.54,10014.58,15904.19,23675.61,35448.40,42735.33,67273.41
1936,1770.55,7485.68,649.84,180.79,136.96,247.96,418.19,433.41,502.66,605.20,764.19,971.56,1335.17,1799.87,2663.27,3924.83,6187.99,9830.94,15538.59,23264.81,34831.93,42781.99,73143.58
1937,1727.30,7332.83,628.91,177.05,133.50,254.59,414.14,447.69,501.78,602.21,737.32,960.39,1309.89,1769.48,2589.91,3844.56,6014.36,9497.74,14909.11,22371.29,33438.07,43568.53,78003.07
1938,1773.77,7394.97,599.18,173.62,130.59,243.64,430.46,443.26,503.26,616.21,768.44,978.00,1331.87,1820.36,2645.92,3884.29,6194.20,9786.71,15600.40,24290.23,33982.44,47365.82,72009.25
1939,1771.38,7174.23,536.22,159.39,120.54,231.09,392.25,408.10,468.63,578.66,732.01,958.17,1291.74,1784.35,2634.49,3903.46,6315.59,10151.68,16030.63,25004.21,35693.43,34838.86,68359.46
1940,2121.11,9774.35,764.75,215.20,169.81,299.12,366.49,443.53,493.37,622.75,810.12,1072.95,1485.62,2065.60,3017.44,4595.27,7332.00,12027.94,19839.22,30459.72,47391.29,45213.70,103256.02
1941,1882.97,8006.68,586.14,181.66,138.48,260.72,354.64,446.20,482.40,607.26,805.58,1052.20,1428.07,1941.78,2768.21,4195.66,6485.44,10772.90,17356.78,25661.67,37832.86,45229.92,80011.06
1942,1834.72,8304.52,563.85,178.93,136.14,259.73,377.78,404.87,449.67,524.10,698.59,928.10,1271.95,1793.76,2640.70,4109.76,6464.56,10843.98,17767.98,25481.51,38124.87,44774.08,77514.24
1943,1740.10,8741.33,588.32,199.74,145.77,259.24,384.44,448.92,449.22,514.65,663.94,849.75,1150.68,1627.78,2425.69,3822.54,6079.70,9982.14,16780.22,23722.09,35732.96,40209.96,80142.38
1944,2032.77,8823.92,689.49,250.40,228.00,502.80,794.48,810.08,715.73,742.93,875.36,1074.58,1366.14,1841.00,2650.04,4132.16,6610.86,10869.23,18336.52,27292.54,39090.84,48396.01,87845.02
1945,1744.29,12295.30,774.72,197.84,147.57,245.61,397.47,445.63,429.85,473.00,585.91,780.75,1063.18,1513.82,2289.49,3634.87,5831.99,9598.20,15973.57,24499.27,34232.08,40922.98,68872.17
1946,1432.62,8594.98,500.04,143.18,103.21,172.45,271.35,313.40,322.69,368.93,464.26,632.01,897.97,1315.79,2002.10,3129.49,5056.36,8328.04,13523.83,21063.95,29648.38,36338.42,54661.66
1947,1367.37,7551.32,385.15,105.13,84.22,155.30,238.71,270.93,298.92,336.69,439.49,642.92,894.70,1274.09,1929.66,3009.17,4967.22,8104.06,13307.44,20453.19,29039.50,36398.34,55391.71
1948,1278.93,5858.20,305.56,84.98,64.41,123.43,198.77,236.22,280.30,324.33,453.92,652.20,907.92,1273.31,1933.51,2955.77,4761.34,7623.41,12388.28,18748.91,26346.17,34161.42,59932.57
1949,1415.12,6287.04,331.17,82.73,68.71,117.92,172.44,211.80,253.50,311.99,444.30,642.90,942.72,1331.93,2035.28,3203.28,5373.25,8844.22,14731.81,22528.56,32850.77,42008.50,68518.38
1950,1307.32,5381.10,232.32,68.26,59.97,101.79,155.13,193.34,230.70,301.39,422.16,635.18,937.83,1307.84,1938.40,3023.49,4943.67,8067.31,13204.98,20424.72,29886.26,33299.10,131478.97
1951,1372.76,5166.95,241.64,62.40,54.38,94.55,146.12,192.15,227.37,304.68,428.97,652.28,974.23,1367.99,2015.76,3130.43,5164.98,8714.47,14427.27,22577.79,33813.65,33520.68,113327.81
1952,1252.10,4671.87,233.61,56.56,46.00,86.60,130.25,159.78,198.56,274.58,393.30,603.86,925.78,1296.58,1896.50,2943.91,4786.49,7871.02,12835.01,20715.68,29634.57,30427.86,63377.38
1953,1321.70,4289.05,193.84,53.40,44.31,80.20,125.76,156.20,197.56,273.24,394.34,621.89,955.54,1361.80,1959.85,3071.82,5058.69,8603.81,14093.11,22908.11,33144.89,34606.89,83743.43
1954,1216.46,4219.81,182.58,46.99,40.57,76.61,116.69,145.52,187.99,264.26,375.59,594.96,905.57,1299.15,1872.95,2856.24,4594.85,7725.23,12516.08,20185.73,28559.02,38561.94,66435.09
