"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,315.03,1862.39,297.40,35.04,12.84,27.57,48.81,42.89,53.82,70.41,101.92,140.16,189.81,263.96,419.44,662.36,1236.86,2001.04,3209.04,4096.35,4749.47,4228.65,6271.41
1926,333.23,1938.28,304.79,38.49,14.03,31.34,52.57,43.00,55.56,81.67,110.29,150.35,202.10,281.01,433.37,673.87,1304.87,2176.55,3492.16,4236.51,4710.62,6173.31,5240.22
1927,395.70,2223.56,327.71,41.33,15.36,33.77,52.94,44.56,61.34,85.41,112.67,157.46,208.83,304.34,496.06,797.29,1536.20,2771.54,4462.41,5775.08,6482.55,6753.04,13550.12
1928,343.44,2146.09,300.28,35.48,14.93,30.19,48.11,40.94,48.91,76.93,102.03,142.54,194.12,271.11,432.87,706.22,1323.57,2284.41,3657.59,4668.66,5765.62,5513.57,5944.40
1929,437.21,2504.14,363.39,39.04,15.26,35.05,64.40,51.97,67.88,100.82,143.19,199.44,269.65,356.27,545.29,882.02,1695.27,2885.96,4751.23,6042.54,7219.59,6338.25,15815.54
1930,317.90,1990.71,264.44,31.27,12.55,26.02,41.15,37.84,49.47,74.00,106.68,138.07,192.36,267.11,401.58,660.72,1402.45,1923.60,3266.09,4107.87,4753.51,4858.45,7198.53
1931,355.47,1960.76,279.81,31.07,12.87,26.44,49.04,38.72,51.52,77.59,106.57,135.01,191.58,269.93,406.68,678.24,1593.65,2270.37,3990.86,5335.59,6788.27,6844.63,11763.97
1932,308.87,1949.82,261.42,25.35,11.67,22.50,46.71,31.58,47.20,63.87,88.99,123.04,164.96,237.58,356.07,576.89,1383.44,1950.30,3456.74,4410.99,5158.15,5347.50,5517.49
1933,325.58,1756.28,229.74,26.90,11.42,28.98,36.57,34.32,54.06,76.48,105.85,150.88,187.58,261.97,375.49,601.89,1439.35,2004.47,3769.43,4852.88,6069.19,6995.80,4789.39
1934,276.64,1601.74,224.18,23.90,10.12,17.89,39.44,30.07,44.41,69.61,83.58,115.47,159.47,221.93,325.59,527.87,1238.34,1732.91,3074.34,3817.78,4602.94,6044.94,3112.37
1935,299.59,1645.61,200.22,24.19,11.13,24.36,46.91,31.86,48.57,75.58,96.64,132.86,168.39,239.04,353.26,555.19,1344.07,1843.96,3422.33,4229.75,5489.88,6507.24,16792.13
1936,281.74,1667.39,205.45,21.96,9.99,18.25,37.09,28.73,45.58,71.19,95.05,124.46,159.10,212.36,327.28,525.89,1254.41,1710.57,3242.06,3949.34,5286.08,5491.49,9165.78
1937,264.03,1429.52,165.83,20.38,6.15,18.55,27.33,27.03,40.30,63.51,84.36,124.87,168.44,219.24,319.90,485.32,1240.99,1508.02,3028.99,3695.62,5505.37,5340.15,10149.03
1938,263.03,1409.88,136.03,23.29,5.39,18.64,25.72,24.85,50.30,62.78,80.92,122.04,162.24,211.98,310.76,457.68,1246.20,1580.78,3099.77,3943.80,5131.12,6629.43,7380.27
1939,262.06,1349.83,129.00,19.03,5.37,15.30,23.03,21.39,44.70,58.55,74.37,115.40,160.16,203.61,317.20,425.11,1212.75,1684.08,3183.14,4124.93,5524.31,6765.21,11420.10
1940,378.30,2320.56,254.51,20.60,10.38,16.65,17.90,23.31,32.80,54.50,87.74,127.39,187.22,279.31,439.94,684.50,1555.73,2296.45,4791.37,6325.49,9347.00,12895.66,23703.27
1941,284.37,1730.95,161.86,16.05,7.52,12.91,15.10,21.75,30.50,46.44,76.21,112.64,158.99,230.70,340.68,529.32,1180.23,1772.73,3615.39,4539.05,6280.60,6978.92,10550.33
1942,288.72,1716.66,153.90,16.41,9.02,11.95,17.11,16.25,22.99,35.11,57.94,100.65,135.91,210.16,346.00,557.79,1260.54,1880.13,3835.34,4750.73,6692.63,7568.01,15579.45
1943,256.64,1857.21,160.11,23.53,8.18,14.22,18.20,17.09,22.43,34.63,52.85,78.85,118.00,192.32,299.70,504.65,1075.67,1591.67,3252.01,3942.60,5370.38,5931.43,19173.23
1944,282.62,1916.62,168.62,19.18,8.47,15.78,19.29,18.32,23.57,33.65,49.50,85.79,127.46,194.86,306.66,548.61,1179.28,1755.37,3714.80,4878.71,6360.65,7691.09,22013.01
1945,254.81,2816.29,220.90,21.08,9.69,13.37,18.74,21.38,21.15,29.53,49.23,69.25,106.43,155.17,253.05,434.98,925.49,1382.87,2941.98,3969.24,4997.13,7240.26,18318.90
1946,197.26,1794.08,129.10,12.90,6.26,8.02,11.10,12.05,15.03,21.94,30.44,55.76,81.60,127.52,198.49,348.37,743.22,1122.69,2498.33,3444.60,4150.60,7321.78,24624.62
1947,177.57,1480.01,83.83,6.62,5.11,6.87,8.35,8.94,11.70,16.47,28.40,49.09,75.35,111.90,173.01,307.86,715.79,1061.87,2409.61,3298.42,4116.62,6701.15,16379.30
1948,156.80,1084.44,63.66,5.52,2.76,4.59,7.28,7.69,10.09,15.03,27.83,50.20,75.98,106.87,171.00,281.70,652.32,955.31,2176.22,2878.50,3623.02,5820.60,16669.45
1949,217.41,1119.55,68.99,6.26,4.87,6.78,6.22,8.47,10.86,15.49,29.14,51.84,86.86,137.23,222.70,403.27,954.14,1452.80,3276.05,4523.14,5972.46,8272.21,19393.19
1950,169.21,961.93,42.60,3.61,3.70,4.74,3.95,6.37,8.45,14.12,24.43,44.32,73.77,108.25,177.44,319.67,706.87,1039.45,2438.10,3318.81,4409.94,5155.21,63676.65
1951,207.36,933.78,48.36,4.19,4.41,4.90,4.83,6.03,8.46,14.26,26.20,49.97,82.02,141.90,219.58,417.92,898.06,1382.11,3070.67,4332.38,5646.93,5741.89,60247.72
1952,147.28,699.93,40.96,2.95,2.83,3.75,3.31,4.43,6.27,10.21,20.53,36.62,67.05,108.90,169.53,302.80,546.81,1073.05,1916.92,3282.82,4624.34,4316.89,14150.24
1953,202.81,640.20,37.43,3.67,2.24,3.87,4.28,5.47,8.01,13.93,25.26,45.94,76.56,139.52,224.89,411.11,808.79,1591.80,2879.26,4810.70,6816.01,6266.13,19520.16
1954,140.88,613.60,31.88,3.26,1.79,2.83,3.28,3.12,6.76,12.65,19.98,34.80,60.57,99.52,158.99,279.23,529.89,1021.77,1871.19,3285.03,4317.11,5936.97,12765.06
1955,140.26,523.12,32.58,2.78,1.05,3.09,3.19,4.72,6.37,10.71,18.68,35.53,61.02,99.43,157.57,287.73,531.07,1021.62,1943.92,3243.18,4934.51,4633.80,6876.05
