"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,57.40,8.56,4.30,2.91,2.64,3.23,6.66,7.43,13.38,19.32,27.10,38.08,55.52,77.67,132.24,196.13,290.38,377.20,419.75,514.98,556.20,375.61,17.69
1926,64.04,8.99,3.37,3.30,2.08,2.66,7.58,8.48,12.96,20.18,29.09,37.14,53.73,85.76,135.36,222.54,330.44,435.55,490.13,621.19,708.12,1080.57,2626.59
1927,70.63,10.28,5.52,3.96,2.60,4.01,7.95,8.94,14.93,21.87,29.02,39.03,60.87,90.63,142.96,237.53,380.45,507.50,633.77,711.54,628.65,430.14,10.38
1928,73.03,11.60,4.59,4.45,2.48,3.49,7.80,8.98,13.55,20.43,24.12,39.99,65.46,93.78,160.78,234.25,397.26,527.02,626.01,701.49,854.18,743.71,419.42
1929,79.84,9.74,4.08,4.59,3.06,3.24,7.16,8.95,14.33,21.77,30.35,40.17,65.61,96.99,166.73,263.37,430.53,579.19,722.65,851.94,1091.04,830.15,0.50
1930,84.44,16.39,5.60,4.75,1.84,4.33,7.52,8.94,13.31,21.00,28.56,43.39,67.46,97.54,160.63,262.42,424.14,659.76,708.80,1078.49,1448.74,1609.66,3233.08
1931,84.69,15.46,5.53,4.66,2.59,4.42,7.91,9.57,14.30,19.51,29.73,43.34,64.03,96.50,164.01,265.70,414.67,663.08,688.64,1088.89,1575.91,1706.99,3811.77
1932,83.20,16.36,5.30,3.74,2.37,3.96,7.47,8.51,11.43,18.81,24.33,38.24,61.63,100.97,155.96,267.16,411.94,657.94,722.31,1110.52,1502.15,1689.33,2355.53
1933,82.53,9.21,4.14,3.95,3.31,3.57,7.31,8.98,13.59,20.18,25.90,40.13,61.25,95.16,153.89,261.78,410.72,641.05,713.42,1087.71,1549.75,1920.97,1720.99
1934,80.46,10.96,5.21,3.48,2.10,3.79,6.68,7.35,11.70,19.36,23.63,35.65,59.07,95.72,155.17,247.04,390.49,617.87,733.56,1103.16,1545.63,2208.55,1549.74
1935,82.82,15.40,3.98,3.17,2.85,2.92,7.26,7.29,11.31,20.38,24.28,39.64,57.70,97.25,147.71,251.63,414.62,638.93,751.86,1112.03,1659.50,2126.86,7303.14
1936,83.76,12.88,5.41,3.06,1.78,3.51,7.06,8.07,12.47,17.81,25.73,35.45,61.20,88.97,143.35,256.94,427.58,658.61,791.77,1156.58,1783.56,2005.65,4494.71
1937,82.56,18.79,3.73,1.40,1.32,2.22,5.69,6.02,12.90,18.13,25.65,37.14,60.77,88.01,126.97,242.45,406.78,655.02,823.05,1190.70,2019.68,2108.21,5249.42
1938,82.88,26.23,4.20,2.14,1.00,3.12,4.74,6.82,14.24,18.52,26.46,37.80,62.74,94.66,123.48,233.66,396.44,634.30,848.27,1273.47,1878.75,2607.62,3796.98
1939,78.04,14.69,4.75,2.49,1.50,3.48,5.75,5.95,12.75,17.97,22.70,37.41,55.22,92.79,116.12,212.73,377.23,612.94,774.08,1184.29,1798.97,2366.79,5292.37
1940,125.11,25.58,6.49,4.06,2.80,3.71,5.32,8.11,13.13,19.46,26.84,45.93,71.97,117.80,195.46,327.04,625.57,994.29,1425.71,2109.17,3392.34,4909.64,11305.83
1941,133.50,19.18,7.05,3.78,2.42,4.87,6.65,11.35,11.78,19.80,27.29,46.24,72.05,117.03,196.96,364.79,664.31,1100.45,1644.81,2336.24,3545.56,4150.77,8076.56
1942,140.57,23.38,7.30,5.66,2.72,4.94,6.91,7.78,12.34,16.71,24.75,41.60,73.31,112.36,198.93,377.08,721.65,1186.81,1791.46,2493.76,3833.43,4556.58,11987.16
1943,115.36,20.63,7.86,4.44,3.49,4.06,8.13,8.77,11.03,15.20,20.73,33.81,58.88,89.34,166.16,288.64,590.64,945.40,1501.40,2069.11,3105.43,3623.62,15102.75
1944,110.88,20.46,6.39,5.05,2.90,4.55,5.86,7.27,10.73,15.17,18.47,29.44,49.61,84.32,158.14,289.08,576.49,918.87,1412.71,2075.85,2944.23,3732.58,13436.26
1945,102.15,20.55,5.41,3.58,2.94,3.93,6.50,6.88,9.34,13.47,17.88,33.90,48.65,80.14,149.06,263.08,515.05,825.27,1264.57,1923.61,2650.65,4039.74,13030.44
1946,91.17,13.19,5.22,2.31,2.09,3.40,4.81,7.01,8.86,11.81,14.81,25.20,41.88,63.21,118.01,222.56,463.10,747.27,1164.95,1800.34,2363.89,4375.16,18680.98
1947,94.92,11.90,4.62,2.26,1.94,3.11,4.53,7.39,7.20,11.73,15.65,25.16,40.69,66.41,123.38,228.44,492.79,780.55,1241.57,1909.61,2601.11,4446.75,13876.80
1948,89.99,13.16,2.63,1.16,1.30,2.27,4.90,7.48,10.91,11.38,18.53,24.35,42.71,65.15,114.58,219.56,454.26,710.51,1192.34,1782.21,2459.31,4159.16,15379.91
1949,93.94,8.51,2.23,1.50,1.38,2.57,4.56,5.71,7.63,12.37,16.70,25.15,39.04,64.78,123.39,229.62,473.17,756.29,1292.76,1952.09,2756.56,3966.26,11355.75
1950,92.38,8.06,2.36,2.13,2.33,2.58,3.95,6.38,7.94,10.75,16.16,19.93,38.68,60.56,108.84,197.79,433.93,678.89,1268.18,1929.90,2789.52,3418.77,56237.77
1951,93.13,9.02,2.91,2.01,1.32,2.48,4.46,6.25,9.23,11.02,13.17,21.81,33.41,59.65,113.55,201.55,457.10,739.79,1296.54,2008.17,2803.69,2962.40,39946.36
1952,83.70,10.12,2.91,1.47,0.85,2.70,4.56,6.45,7.80,13.19,15.30,21.45,36.49,61.45,100.06,191.41,379.70,721.97,1293.68,1969.26,2255.86,1405.12,6674.59
1953,80.75,13.54,1.84,1.72,1.63,2.52,4.33,6.29,9.46,10.57,14.00,20.90,35.05,50.73,102.02,183.12,368.16,702.67,1185.67,2002.19,2072.22,1996.21,5491.44
1954,74.25,11.21,2.28,1.33,2.04,2.16,4.49,5.89,8.60,9.12,13.73,19.15,34.75,50.69,88.73,163.48,328.76,628.53,1150.41,1764.10,2179.27,2128.27,31.95
1955,73.89,9.34,1.56,1.46,1.34,2.69,4.92,5.47,6.35,9.49,11.61,18.74,31.15,45.90,85.65,153.76,312.67,645.63,1114.30,1843.25,2490.71,2219.61,2347.87
1956,75.17,8.08,1.59,0.69,1.21,2.26,3.45,5.34,7.30,8.69,13.80,16.80,30.04,45.90,73.92,152.67,306.62,648.63,1182.48,2035.87,2608.22,2425.99,1716.57
1957,68.87,5.59,1.56,1.02,1.46,1.78,4.64,6.39,8.61,8.04,13.54,17.46,26.48,41.20,74.81,143.35,287.60,580.91,1057.90,1766.34,2432.41,2040.53,1615.89
1958,62.51,5.75,0.81,1.02,1.03,2.24,3.21,4.62,5.98,7.95,11.40,15.22,21.32,36.84,62.05,119.41,246.33,521.82,997.77,1650.11,2644.34,1825.46,1695.60
1959,59.12,6.95,1.12,0.88,1.11,2.01,3.70,4.54,6.47,8.78,11.37,15.31,21.48,35.23,57.44,114.19,231.35,473.60,931.55,1499.96,2285.44,2301.32,8355.03
1960,58.56,3.55,1.35,1.04,1.14,1.53,3.92,5.21,7.05,7.63,10.04,15.13,22.32,35.77,61.99,106.95,226.59,469.63,894.83,1632.04,2083.60,2421.28,6051.61
1961,55.20,5.70,1.28,1.09,1.13,1.81,3.98,4.94,5.80,8.09,9.79,14.76,21.55,31.23,53.73,104.41,206.18,456.09,862.08,1474.95,2046.79,2768.19,2279.58
1962,56.81,3.91,1.19,0.64,0.58,1.82,2.81,4.08,6.05,7.98,10.30,15.88,19.28,31.33,62.47,107.96,209.07,469.22,887.01,1558.26,2104.79,2976.30,913.01
1963,57.27,4.36,1.50,0.85,0.61,1.73,3.16,4.87,6.42,7.42,10.20,15.83,21.40,33.89,58.56,104.65,216.47,454.15,889.88,1495.44,2178.04,4040.89,398.60
1964,51.36,5.75,0.89,0.54,0.96,1.53,2.52,4.01,4.61,7.75,8.78,13.18,19.86,30.70,50.26,98.06,199.33,414.67,805.39,1335.59,1934.63,3043.27,1566.07
1965,48.70,2.79,0.93,0.41,1.05,1.90,3.45,4.55,6.09,6.87,9.17,14.19,18.83,27.45,48.62,94.03,189.36,404.94,711.93,1297.64,1760.90,2583.53,2138.74
1966,45.36,3.09,0.81,0.79,0.63,1.62,2.46,4.28,5.25,6.25,10.79,12.40,16.21,25.99,45.28,88.52,179.77,351.05,689.68,1159.66,1890.00,2177.06,1908.51
1967,45.05,2.80,0.58,0.46,0.24,1.25,2.66,2.84,3.88,6.26,7.85,11.34,15.39,24.35,43.05,89.48,165.48,352.74,718.94,1233.05,1935.16,2361.26,636.50
1968,42.44,0.73,0.65,0.35,0.67,1.59,2.01,2.31,2.92,5.50,7.01,10.68,11.69,22.62,35.91,80.72,160.61,310.04,665.63,1226.10,2041.29,2044.71,3321.43
1969,41.71,5.93,0.76,0.35,0.81,0.80,1.35,2.67,2.84,4.51,6.58,9.79,15.74,21.00,38.82,71.70,153.86,309.73,650.06,1156.62,2036.70,2423.03,2977.67
1970,37.27,4.22,0.53,0.41,0.42,0.86,1.51,1.68,2.11,3.50,4.11,6.60,10.27,19.03,36.60,69.99,132.37,278.60,582.00,1073.98,1843.56,2173.80,4030.22
1971,35.52,5.05,0.59,0.15,0.24,0.67,1.12,1.42,2.70,3.18,3.63,6.99,10.67,17.21,32.77,60.93,133.99,246.65,560.22,1067.92,1663.46,2384.66,4672.89
1972,33.85,3.85,0.47,0.15,0.61,0.56,0.72,0.72,1.79,2.81,4.04,5.45,9.99,17.02,30.07,60.95,127.10,264.28,536.38,971.71,1629.84,2263.03,2116.41
1973,33.50,3.21,0.29,0.35,0.24,0.94,0.65,1.25,1.99,2.58,3.23,5.05,7.15,15.51,26.43,60.22,122.01,247.10,524.78,1012.19,1751.42,2433.23,2920.84
1974,30.77,5.05,0.30,0.26,0.18,0.62,0.56,0.78,1.78,1.82,2.97,4.46,7.53,12.08,25.48,57.03,120.79,247.74,494.92,893.38,1470.93,2184.57,1097.39
