"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,2.59,21.32,1.96,0.39,0.41,0.46,0.36,0.38,1.03,1.08,1.52,1.45,2.34,3.04,4.20,7.45,8.28,17.05,9.15,10.02,11.48,10.86,0
1926,2.82,22.97,2.27,0.43,0.45,0.48,0.40,0.45,1.08,1.07,1.59,1.56,2.52,3.17,4.45,8.00,8.89,19.02,10.17,11.74,11.52,9.28,16.18
1927,3.42,23.57,2.78,0.51,0.62,0.65,0.48,0.35,0.88,0.84,1.19,1.16,3.55,4.63,6.74,12.72,15.86,18.08,9.97,11.30,10.71,13.16,0
1928,3.48,30.33,3.66,0.43,0.53,0.51,0.38,0.46,1.06,1.07,1.47,1.38,4.01,5.23,7.54,12.63,14.82,10.31,5.92,6.59,7.75,6.35,14.24
1929,3.73,34.23,3.71,0.34,0.31,0.37,0.30,0.47,1.31,1.28,1.74,1.73,3.69,4.64,6.77,11.52,13.13,20.04,11.27,12.64,13.50,10.87,0
1930,3.17,33.87,3.79,0.48,0.48,0.45,0.42,0.38,0.85,1.03,1.19,1.40,3.79,4.48,6.27,8.31,7.69,17.48,6.28,10.16,13.53,15.22,23.20
1931,3.34,38.85,2.53,0.53,0.59,0.61,0.42,0.35,1.14,1.02,1.74,1.58,3.64,4.94,6.27,6.81,7.75,17.46,9.16,15.40,22.12,24.21,43.43
1932,3.61,26.19,2.51,0.92,0.80,0.72,0.84,0.61,1.11,1.28,1.54,1.97,3.15,4.89,4.98,9.61,11.74,23.37,13.23,21.84,29.33,33.10,40.46
1933,3.56,19.71,3.57,0.69,0.78,0.86,0.65,0.45,0.98,1.24,1.63,1.77,3.62,4.78,5.65,11.55,10.83,21.46,12.26,19.67,27.70,34.87,22.71
1934,3.29,17.63,2.82,0.99,0.69,0.91,0.65,0.47,0.94,1.01,1.36,1.55,4.05,4.48,5.64,9.62,8.94,20.83,11.24,17.60,24.18,35.37,16.07
1935,3.22,8.71,3.32,0.95,0.71,0.90,0.74,0.46,1.12,1.16,1.45,1.52,3.00,4.89,6.09,8.54,9.36,22.34,12.51,19.00,27.79,36.79,67.93
1936,3.35,15.08,2.44,0.85,0.79,0.74,0.62,0.61,1.21,1.45,1.52,1.42,3.13,4.59,5.84,9.23,8.61,24.45,14.53,21.76,32.96,38.30,45.45
1937,4.25,23.21,2.87,0.67,1.38,0.21,0.67,1.32,1.85,1.61,1.51,1.80,2.63,3.89,7.16,10.28,16.59,21.08,29.41,43.60,72.52,78.49,96.69
1938,4.53,18.47,2.18,0.91,1.62,0.24,1.10,2.57,1.45,2.07,1.90,1.54,3.51,4.25,6.37,10.19,19.34,17.37,35.90,55.22,80.04,115.19,82.68
1939,3.97,12.83,2.81,0.69,1.13,0.44,1.14,2.06,1.06,1.50,2.04,1.34,2.99,4.30,6.49,9.25,12.08,12.10,35.01,54.91,81.96,111.79,123.25
1940,3.57,7.48,2.00,1.25,1.02,1.01,0.71,0.42,1.22,1.27,1.50,1.80,4.72,5.96,6.34,12.44,11.10,19.30,13.68,20.62,32.50,48.83,53.98
1941,5.03,12.99,4.10,1.23,0.79,1.10,0.97,0.73,2.12,2.29,2.78,3.43,7.54,9.07,9.28,20.11,14.45,19.64,11.67,16.93,25.19,30.59,28.58
1942,6.09,26.59,2.97,1.34,0.87,0.96,1.26,1.13,2.62,2.71,4.11,4.61,9.79,10.99,12.52,23.49,20.48,16.98,8.91,12.63,18.98,23.41,29.84
1943,3.55,14.98,2.39,1.45,1.02,0.98,0.67,0.78,0.98,1.31,1.30,3.13,4.00,6.08,6.91,10.62,10.55,17.65,9.68,13.91,20.34,24.26,65.41
1944,3.68,14.88,3.74,1.76,0.74,0.92,0.99,0.51,1.45,1.36,1.97,2.00,5.14,6.24,7.98,9.58,9.64,16.09,9.09,13.77,18.79,24.40,54.97
1945,3.73,22.05,3.83,1.69,1.51,1.41,1.10,0.75,1.27,1.19,2.31,2.27,3.51,6.93,6.75,7.73,9.17,15.36,11.01,17.13,23.08,36.42,58.74
1946,3.16,19.56,4.74,1.03,0.87,1.05,0.84,0.81,1.26,0.74,1.72,1.96,2.62,4.26,5.22,9.36,8.42,14.16,8.32,13.35,17.30,32.90,81.95
1947,2.86,11.04,3.21,1.27,0.76,0.70,0.78,0.64,1.08,1.29,1.36,2.39,3.09,3.93,5.10,7.14,8.35,13.82,7.97,12.64,16.97,29.95,50.36
1948,2.71,15.27,1.93,0.88,0.61,0.47,0.68,0.97,0.85,0.93,1.36,2.08,2.77,4.22,5.16,7.31,7.78,12.68,8.04,12.43,16.92,29.48,60.79
1949,2.81,14.95,3.30,0.83,0.94,0.59,0.81,0.58,0.95,0.75,1.10,1.93,2.71,3.88,5.55,8.28,8.13,13.59,7.43,11.45,15.91,23.77,32.11
1950,2.78,9.76,2.57,0.45,1.01,0.44,0.48,0.57,0.65,0.91,0.92,1.68,2.57,4.26,5.10,6.89,9.28,15.15,13.44,21.16,29.52,37.17,357.52
1951,2.69,11.47,3.16,0.77,0.80,0.36,0.62,0.39,0.73,0.51,0.94,1.66,2.58,3.58,3.96,7.48,10.34,17.42,9.88,15.73,21.60,23.45,187.61
1952,2.66,10.86,2.41,0.48,0.50,0.49,0.86,0.55,0.72,0.91,1.31,1.26,2.20,3.47,5.90,6.49,10.95,11.14,19.31,20.11,8.11,0,0
1953,2.30,7.50,3.02,0.40,0.51,0.36,0.38,0.33,0.37,0.29,1.00,1.59,1.83,3.15,4.91,5.54,10.42,11.65,9.25,15.69,14.98,63.25,394.74
1954,2.23,11.56,2.19,0.59,0.35,0.64,0.18,0.44,0.30,0.68,0.77,0.93,1.75,2.49,5.20,6.15,8.67,13.32,16.54,12.02,13.54,0,0
1955,2.30,10.75,3.05,0.50,0.37,0.41,0.33,0.26,0.55,0.45,0.76,1.24,1.83,2.70,4.13,5.46,10.99,12.13,15.29,18.34,20.34,0,0
1956,2.02,11.98,1.91,0.51,0.17,0.46,0.32,0.09,0.37,0.48,0.72,1.06,1.60,2.36,2.34,5.08,10.13,11.73,13.51,16.68,20.61,0,0
1957,1.87,9.13,2.46,0.46,0.11,0.33,0.27,0.09,0.43,0.32,0.43,0.86,1.24,2.68,4.09,4.81,7.50,11.13,10.44,17.41,13.67,0,0
1958,1.86,7.15,1.99,0.29,0.11,0.35,0.47,0.33,0.24,0.09,0.44,1.04,1.16,1.49,2.77,4.94,8.46,16.00,16.16,16.17,21.99,0,0
1959,2.03,7.83,1.86,0.31,0.28,0.20,0.33,0.15,0.19,0.47,0.70,0.57,1.02,1.71,4.10,5.16,10.72,15.11,12.92,18.01,27.32,94.39,0
1960,1.80,4.85,0.91,0.32,0.30,0.28,0.48,0.24,0.06,0.21,0.56,0.87,1.15,2.14,2.35,5.32,7.20,13.32,15.87,23.42,31.26,37.32,52.20
1961,1.83,4.34,1.25,0.24,0.13,0.21,0.15,0.16,0.18,0.41,0.72,1.01,1.39,2.46,2.42,4.34,7.50,13.81,16.33,25.73,29.12,41.38,9.62
1962,1.82,5.01,1.22,0.44,0.22,0.37,0.29,0.23,0.30,0.33,0.63,0.98,0.81,1.85,1.82,3.80,6.95,14.16,17.63,33.21,25.90,38.93,1.73
1963,1.95,4.69,1.75,0.41,0.09,0.38,0.40,0.07,0.24,0.30,0.52,0.46,1.09,1.81,3.31,5.28,8.79,13.49,22.26,28.93,23.67,0,0
1964,1.88,4.33,1.79,0.54,0.04,0.33,0.14,0.06,0.36,0.30,0.37,0.78,1.08,1.78,2.62,4.91,7.47,11.88,23.24,29.19,30.92,50.94,0
1965,1.84,3.19,1.45,0.21,0.23,0.28,0.33,0,0.36,0.17,0.22,0.92,1.22,1.70,2.56,4.30,6.85,14.41,21.66,36.45,17.22,43.17,0
1966,1.85,2.76,1.11,0.19,0.04,0.10,0.48,0,0.30,0.50,0.82,0.79,0.59,1.77,2.41,5.08,7.44,15.78,20.97,28.59,32.56,40.68,0
1967,1.99,2.56,1.19,0.18,0.13,0.26,0.28,0.21,0.24,0.33,0.63,0.77,1.26,1.47,3.38,4.74,7.94,15.42,20.31,28.34,52.38,34.17,0
1968,2.16,8.10,0.78,0,0.05,0.39,0.05,0.34,0,0.49,0.48,0.62,1.27,1.11,3.20,6.09,9.64,16.00,29.12,28.39,45.78,93.85,0
1969,2.49,11.40,1.53,0.20,0.19,0.56,0.28,0.13,0.38,0.42,0.67,0.94,1.15,2.09,3.56,6.29,10.27,16.64,26.98,37.23,50.74,28.50,0
1970,2.47,7.49,1.66,0.45,0.24,0.34,0.37,0.12,0.25,0.30,0.72,1.06,1.44,1.85,3.38,4.06,10.12,18.84,32.41,44.51,48.55,83.73,0
1971,2.50,8.95,1.99,0.40,0.29,0.15,0.32,0.35,0.21,0.30,0.80,1.03,1.08,1.65,3.12,5.56,11.78,18.81,21.58,48.21,50.75,26.45,0
1972,2.76,8.58,1.58,0.41,0.20,0.27,0.18,0.26,0.14,0.24,0.67,1.13,1.09,2.50,3.89,6.16,10.58,18.23,31.04,57.54,73.80,76.14,0
