"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,490.31,1526.18,168.85,21.08,10.53,26.88,43.62,53.05,53.48,72.12,92.73,118.64,203.98,297.89,424.70,741.42,1312.04,2961.56,6887.69,13114.64,22019.28,29983.23,44697.85
1926,458.15,1304.71,159.87,18.42,9.52,22.65,37.45,43.84,46.32,60.60,78.85,100.26,166.35,243.05,355.09,643.26,1184.86,2757.46,6749.20,12632.02,22332.44,32518.73,47371.21
1927,365.97,654.44,108.19,10.59,4.66,12.28,20.95,20.21,20.50,27.49,35.85,47.65,84.62,117.76,185.72,372.95,812.82,2214.74,6373.52,12808.10,21913.97,25361.26,48318.52
1928,361.02,774.28,106.29,7.92,3.78,11.04,17.08,20.08,19.85,26.58,35.77,44.00,83.62,123.45,196.33,371.17,797.76,2195.37,6064.42,12158.68,21522.26,27525.74,60036.07
1929,393.00,693.65,112.64,9.43,4.45,12.11,20.21,20.70,21.73,28.59,38.71,49.80,94.44,134.02,207.89,390.77,826.83,2430.12,6789.97,13383.51,24013.29,26872.42,76663.46
1930,309.43,645.69,104.21,6.07,2.10,8.35,12.58,17.66,18.74,26.32,33.74,44.62,87.96,125.13,191.86,358.40,927.49,1705.58,5997.49,10106.93,14806.74,17138.16,33398.05
1931,341.67,654.99,96.36,6.56,2.24,8.77,13.40,17.68,17.84,24.79,33.13,43.12,95.54,134.84,200.68,377.34,998.92,1848.82,6516.10,11405.20,17989.53,20294.03,44069.63
1932,322.39,536.82,88.82,6.73,2.46,8.68,12.59,16.82,17.49,24.64,33.76,45.29,95.95,137.99,200.31,399.27,956.91,1785.89,6303.45,10721.05,15821.58,18557.94,25114.55
1933,333.83,544.04,93.38,7.87,3.09,9.65,13.35,18.29,19.38,26.48,37.16,50.73,106.12,154.74,224.72,412.38,975.35,1809.60,6391.99,10770.83,16759.89,21700.51,18755.94
1934,323.34,543.88,105.67,8.26,2.87,8.83,12.86,18.90,20.10,31.12,40.19,52.65,118.53,167.00,240.44,432.83,960.37,1769.52,5955.71,9904.34,15167.04,22659.94,15269.60
1935,349.25,609.73,105.25,9.95,4.34,10.89,18.25,22.18,25.46,34.93,49.01,62.19,132.69,188.73,268.71,474.17,1040.26,1813.33,6215.87,10151.51,16548.65,22179.24,72840.90
1936,335.23,711.00,93.03,9.27,3.84,9.94,16.93,21.17,23.59,32.30,46.35,60.82,127.56,179.66,259.94,482.42,1042.01,1760.09,5977.16,9639.06,16231.17,19096.44,40901.64
1937,328.52,859.82,111.51,4.90,2.48,7.76,20.56,24.61,26.31,27.26,55.11,63.57,144.91,177.68,294.51,459.17,1045.52,1753.54,5440.64,8679.53,16152.82,17691.76,41880.87
1938,359.62,927.01,114.38,4.63,1.91,8.86,26.78,30.37,24.05,28.87,56.16,72.39,173.69,203.80,337.57,530.93,1206.44,1942.79,5820.75,9603.58,15661.52,22977.54,31480.54
1939,401.63,882.75,101.42,3.83,2.67,10.26,20.14,27.09,26.78,27.86,58.32,90.92,193.34,234.17,394.08,692.47,1414.38,2343.46,6160.08,10344.70,17419.12,24295.53,50884.24
1940,347.25,756.51,83.12,10.05,4.97,11.94,12.54,22.29,23.72,34.01,48.00,64.79,134.29,182.06,246.88,445.51,908.42,1827.52,6152.40,10010.94,17704.94,26951.81,60001.47
1941,260.77,527.43,65.66,5.62,2.17,7.24,9.13,22.70,20.05,31.26,41.66,53.37,113.14,144.54,196.01,333.80,707.52,1428.89,4833.32,7553.55,12558.21,15397.99,29365.87
1942,235.79,539.01,58.18,4.27,1.34,5.67,7.89,13.52,13.35,19.77,27.35,36.13,82.63,109.75,148.12,271.34,620.65,1278.73,4652.69,7144.09,11984.00,14836.06,38802.92
1943,189.73,417.35,46.44,5.80,1.46,5.76,8.04,12.95,10.77,17.17,23.89,30.21,44.73,65.50,98.16,164.72,493.41,922.17,4002.53,6115.43,9958.85,12009.71,50825.36
