"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,8.10,0.03,0,0,0,4.22,20.81,29.40,28.26,19.45,11.58,2.06,0,0,0,0,0,0,0,0,0,0,0.30
1926,8.29,0.04,0,0,0.15,5.52,20.40,28.67,27.44,21.84,10.91,2.35,0.60,0,0,0,0,0,0,0,0,0,0.70
1927,9.33,0.08,0,0,0.06,4.53,25.79,33.14,30.05,26.14,11.86,1.85,0.14,0,0,0,0,0,0,0,0,0,0.19
1928,9.45,0.13,0,0,0,6.31,26.23,33.97,28.60,24.93,12.33,2.93,0,0,0,0,0,0,0,0,0,0,0.63
1929,9.29,0.07,0,0,0,4.13,27.06,32.77,27.72,23.93,14.74,2.93,0.06,0,0,0,0,0,0,0,0,0,2.03
1930,8.71,0,0,0,0.06,4.18,23.77,33.51,26.32,23.99,10.72,1.56,0.37,0,0,0,0,0,0,0,0,0,0.45
1931,7.98,0.12,0,0,0,4.62,21.66,28.05,24.74,21.24,11.25,2.11,0.61,0,0,0,0,0,0,0,0,0,0.45
1932,8.08,0.25,0,0,0,5.23,22.93,26.90,26.38,20.58,11.43,1.71,0.39,0,0,0,0,0,0,0,0,0,0.94
1933,7.35,0.38,0,0,0,4.75,21.25,27.33,23.03,17.32,9.39,1.26,0.44,0,0,0,0,0,0,0,0,0,0.75
1934,7.54,0.44,0,0,0,3.88,24.06,26.28,22.79,18.29,10.53,1.35,0.22,0,0,0,0,0,0,0,0,0,0.58
1935,6.67,0.23,0,0,0,3.17,18.04,24.34,21.23,17.17,8.81,1.41,0.37,0,0,0,0,0,0,0,0,0,0.70
1936,5.95,0.14,0,0,0,2.93,16.83,22.34,18.43,14.31,8.25,1.40,0.37,0,0,0,0,0,0,0,0,0,1.32
1937,4.98,0.18,0,0,0,0.87,15.81,15.85,24.73,10.68,2.87,0.41,0,0,0,0,0,0,0,0,0,0,1.50
1938,4.80,0.21,0,0,0,1.14,14.84,12.59,27.23,10.67,1.68,0.36,0,0,0,0,0,0,0,0,0,0,1.46
1939,3.59,0.21,0,0,0,1.75,10.04,8.54,19.38,10.56,1.16,0.16,0,0,0,0,0,0,0,0,0,0,2.33
1940,4.85,0.19,0,0,0,2.70,12.81,16.89,14.91,13.77,6.74,1.31,0,0,0,0,0,0,0,0,0,0,1.70
1941,4.36,0.20,0,0,0,1.51,8.55,15.13,15.14,13.57,6.50,0.93,0.21,0.08,0.27,0,0.11,0.19,0,0,0,0,1.55
1942,4.52,0.18,0,0,0.12,2.13,10.20,15.08,15.90,13.02,7.28,0.69,0.05,0,0,0,0,0,0,0,0,0,1.43
1943,3.78,0.17,0,0,0,1.71,9.02,12.88,12.48,9.74,7.03,0.56,0.08,0.33,0,0,0,0,0,0,0,0,1.57
1944,5.06,0.12,0,0,0.06,2.06,12.83,18.21,15.32,14.21,8.05,0.93,0.23,0.08,0,0,0,0,0,0,0,0,1.55
1945,4.89,0,0,0,0,2.10,10.68,16.69,17.32,15.09,7.01,0.90,0.16,0,0,0,0,0,0,0,0,0,0.44
1946,4.85,0.10,0,0,0,1.81,10.24,15.17,17.45,15.65,7.60,0.60,0.07,0.16,0,0,0,0,0,0,0,0,0.47
1947,4.01,0.17,0,0,0,0.94,8.67,13.34,14.88,13.57,5.54,0.90,0,0.08,0,0,0,0,0,0,0,0,0.37
1948,3.23,0,0,0,0,1.32,6.92,10.48,9.72,11.51,5.73,0.65,0.14,0,0,0,0,0,0,0,0,0,0
1949,3.82,0,0,0,0,1.47,8.36,13.21,12.74,11.65,6.40,0.51,0.14,0.15,0,0,0,0,0,0,0,0,0.21
