"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,41.97,15.08,10.47,4.17,2.19,6.91,3.65,7.99,7.62,8.46,13.63,14.11,26.57,45.78,74.66,79.80,149.60,310.31,510.22,795.21,1061.17,1207.22,13.05
1926,42.09,16.69,10.13,3.98,2.19,6.24,3.64,7.15,6.92,7.92,12.75,13.50,24.32,42.94,70.55,82.48,156.81,326.75,537.23,838.23,1043.79,1013.12,15.83
1927,41.61,12.01,6.65,2.43,2.12,3.89,3.03,4.83,5.14,5.85,8.73,10.94,20.25,35.89,65.44,88.24,162.31,347.67,569.31,899.55,1158.75,1231.37,2.62
1928,41.79,14.82,5.78,2.71,2.01,4.26,3.00,5.33,5.49,6.59,9.31,11.67,20.52,37.41,67.52,90.95,167.02,341.10,555.59,866.17,1162.12,1229.88,4.91
1929,44.24,17.12,6.25,2.74,1.84,4.14,2.71,5.42,5.91,7.20,9.92,12.02,21.94,38.90,69.31,89.06,173.81,362.93,605.93,951.01,1296.15,1268.15,7.07
1930,37.13,21.49,6.72,2.43,1.30,3.58,2.21,3.97,4.86,5.79,9.12,11.45,20.44,38.04,63.58,81.78,176.18,261.76,528.24,714.53,783.99,713.60,6.95
1931,40.93,17.05,6.86,2.45,2.20,4.22,2.30,5.08,5.54,6.71,10.44,12.42,22.81,40.27,63.32,84.80,190.73,285.04,597.90,841.21,965.16,873.59,14.85
1932,40.42,13.35,5.84,2.79,1.55,3.85,2.39,4.68,5.57,6.46,10.39,13.53,24.08,43.55,68.25,82.45,190.81,282.58,561.74,792.66,927.66,883.09,10.51
1933,39.95,13.31,5.44,2.83,1.99,5.04,2.83,5.36,6.25,6.07,10.24,12.41,23.73,43.29,68.45,79.37,185.54,280.00,560.60,747.23,944.91,930.28,9.73
1934,38.23,11.44,6.00,2.89,1.77,3.47,1.99,4.77,5.64,6.29,9.92,11.92,22.69,44.09,74.33,81.17,175.12,264.67,516.68,700.82,812.64,882.28,5.64
