"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,396.68,111.52,16.42,12.41,15.41,20.73,28.00,41.05,55.30,68.55,113.76,167.75,285.18,431.41,737.58,1267.73,2094.95,3116.66,4257.78,5221.36,6047.33,6044.86,15278.63
1926,392.70,124.13,18.55,12.80,15.68,20.87,32.29,43.27,57.00,73.03,119.60,178.09,290.10,447.21,738.40,1256.66,2072.25,3087.46,4015.63,5059.33,5363.80,5463.48,12789.63
1927,377.16,76.41,12.90,10.79,13.78,19.18,28.72,41.99,52.25,70.36,108.02,172.03,283.77,430.15,741.62,1229.27,2042.75,3004.22,3831.74,4511.94,4889.52,5615.66,9410.87
1928,381.77,112.07,15.47,12.27,13.37,19.72,29.81,42.88,55.04,72.25,112.57,172.96,279.80,446.23,738.04,1252.13,2046.93,3058.42,3745.09,4587.69,5155.16,5088.02,12368.17
1929,414.87,104.75,14.26,13.34,14.42,21.11,30.41,43.07,55.62,80.78,121.55,183.82,304.44,459.10,779.33,1375.97,2232.92,3329.33,4215.60,5110.55,5798.73,5375.71,16034.30
1930,369.94,92.49,11.48,11.91,15.29,18.46,26.79,38.07,50.85,72.08,110.45,174.88,269.74,429.97,701.50,1218.65,1825.47,3051.60,3192.37,4864.83,6477.41,7132.81,11381.14
1931,390.50,108.70,13.02,13.02,15.13,17.25,28.36,39.41,49.75,70.31,107.56,172.33,272.50,441.36,708.40,1258.55,1916.95,3248.01,3458.32,5471.68,7582.76,8258.16,18728.42
1932,378.77,83.45,13.06,11.93,12.66,17.61,27.36,38.24,49.29,64.85,106.09,169.36,264.54,425.15,688.45,1240.26,1881.26,3130.25,3302.99,5237.39,7404.81,8476.61,17249.86
1933,380.08,92.86,12.92,12.64,14.26,20.07,25.91,36.36,49.83,67.54,107.07,167.98,268.96,424.91,691.77,1211.37,1855.08,3115.42,3450.68,5163.37,7866.89,9274.75,15729.26
1934,360.82,79.14,14.45,12.79,15.02,15.80,25.34,35.30,46.09,64.36,95.42,159.76,252.55,401.80,664.23,1149.14,1782.10,2989.54,3291.55,5007.54,6988.44,9071.22,9159.84
1935,376.45,71.31,14.02,11.00,13.48,16.96,24.42,34.34,45.69,64.34,108.56,163.53,266.80,413.16,685.50,1194.82,1861.50,3132.06,3443.40,5200.21,7758.17,9037.07,12050.93
1936,369.59,60.99,12.35,11.63,13.38,16.21,25.17,34.13,44.11,60.15,99.17,152.34,256.21,392.09,669.85,1148.58,1836.63,3083.40,3447.56,5288.80,7809.04,9732.59,15089.40
1937,371.50,71.62,11.44,10.45,15.82,19.19,26.30,32.99,37.99,65.22,92.54,155.99,263.60,366.86,638.14,1133.89,1810.58,3122.81,3617.93,5593.97,7895.21,10893.09,17243.30
1938,382.83,66.74,11.81,12.14,16.04,17.84,26.26,31.88,36.71,62.32,91.03,159.50,258.27,373.62,640.71,1136.23,1873.90,3260.32,3813.94,6107.80,8307.74,11253.95,16787.08
1939,386.09,67.13,10.51,14.15,13.70,16.39,23.25,32.55,37.84,62.01,85.65,148.58,244.24,383.12,617.31,1145.09,1896.52,3330.75,3974.27,6298.02,8608.46,12040.84,14104.93
1940,494.55,62.17,13.60,11.84,11.53,14.64,23.47,33.17,43.21,63.72,104.45,172.16,288.78,458.85,771.34,1433.51,2413.61,4229.92,5372.63,8506.14,13107.07,16722.82,24811.05
