"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,228.56,1455.62,286.05,41.96,17.50,29.98,37.41,32.99,40.69,43.37,54.52,67.11,92.16,145.32,247.69,434.71,870.23,1526.79,2441.76,3163.74,3988.77,4940.84,6002.71
1926,243.96,1547.61,307.43,39.64,17.85,30.60,40.23,40.55,44.65,53.03,63.17,73.48,99.13,152.27,267.64,473.06,925.21,1616.31,2640.33,3443.96,3924.27,3950.46,6524.54
1927,294.07,1773.39,314.30,45.20,20.26,35.68,42.43,44.10,53.39,57.54,69.70,85.28,116.55,169.69,314.36,566.69,1143.81,2021.70,3346.96,4485.15,5260.59,5581.35,16043.80
1928,250.21,1691.36,296.84,35.54,21.26,31.56,35.67,36.31,41.08,42.19,56.07,64.56,94.97,147.32,271.61,504.97,966.49,1658.45,2670.22,3631.44,4497.52,4885.13,13502.24
1929,330.23,1934.14,336.82,44.46,21.90,35.23,40.33,43.68,50.65,60.78,78.09,98.21,140.12,200.40,363.73,660.97,1308.69,2290.63,3756.33,4947.88,6452.60,6501.79,13199.29
1930,217.16,1592.05,250.07,30.84,15.42,28.02,28.31,30.63,35.24,40.40,51.76,65.78,86.62,136.57,232.65,438.71,894.17,1315.17,2297.25,3065.26,3713.08,3982.90,5673.47
1931,254.27,1503.30,259.79,30.60,15.86,24.43,33.26,34.28,39.50,44.22,57.24,72.99,94.06,146.09,253.19,472.61,1093.66,1642.89,2955.36,4174.94,5357.49,5737.27,11850.81
1932,218.96,1487.82,245.74,30.49,13.51,24.97,26.69,26.76,33.24,38.60,45.43,56.58,76.65,124.53,213.43,395.24,947.98,1391.73,2458.16,3424.00,4418.09,4933.74,8969.96
1933,230.12,1383.23,208.43,26.62,14.30,23.17,26.62,29.49,36.67,43.31,55.73,71.91,87.74,138.52,225.16,416.11,982.52,1467.15,2749.84,3673.86,5189.37,6028.64,9292.60
1934,183.76,1229.94,208.96,25.04,10.06,15.98,19.92,22.76,26.28,31.72,37.15,48.96,62.87,100.89,182.79,324.30,810.95,1194.79,2143.17,2844.86,3607.95,4569.12,4093.70
1935,199.55,1239.94,181.09,24.86,13.96,16.16,23.94,25.95,30.49,42.30,50.16,59.60,79.22,115.70,200.10,357.59,858.23,1270.57,2370.84,3160.56,4337.57,4971.23,5954.21
1936,185.89,1300.59,191.66,21.88,11.07,15.41,21.16,21.73,26.41,32.03,39.24,50.61,70.46,99.90,172.31,315.72,806.55,1198.42,2179.15,2941.29,3980.14,4865.49,6747.59
1937,172.13,1186.62,153.61,18.72,10.04,15.28,21.13,26.08,24.07,33.12,43.18,51.66,66.94,108.03,187.69,285.93,743.54,1085.38,1953.68,2668.33,3477.40,4737.56,6651.09
1938,170.21,1072.29,109.91,20.79,8.54,13.64,20.63,25.87,24.16,32.68,48.07,52.19,60.06,107.97,189.46,296.06,709.05,1058.90,2076.17,2958.82,3748.49,5051.90,6708.48
1939,167.51,1039.65,104.73,18.53,8.12,12.15,19.85,25.32,20.62,30.34,41.91,55.74,58.30,100.22,174.68,298.93,698.91,1059.72,2102.04,2967.05,3816.16,5408.60,5604.11
1940,265.38,1720.95,219.47,22.52,9.89,13.47,18.54,18.99,25.51,30.51,37.47,55.60,79.61,127.36,246.59,461.48,1065.66,1696.28,3525.87,5179.58,7620.17,9700.99,13459.87
1941,185.11,1378.97,164.69,17.62,9.25,11.91,12.85,15.26,17.13,21.35,28.16,41.90,53.22,86.37,154.36,286.28,725.48,1140.06,2553.64,3603.95,5008.88,5944.26,9144.48
1942,187.21,1422.73,136.52,15.90,8.31,10.60,11.95,12.97,17.26,19.41,24.80,35.25,49.72,86.70,154.08,293.63,746.44,1204.15,2693.67,3685.09,5246.66,6042.22,8466.13
1943,183.60,1541.28,148.75,18.61,9.25,11.47,14.96,14.24,16.99,18.85,25.95,33.23,49.88,80.98,144.49,298.75,725.17,1159.63,2579.82,3407.06,4860.53,5276.85,7570.60
1944,220.20,1572.41,156.04,16.55,8.76,12.38,13.89,18.85,21.39,21.89,30.35,37.65,58.56,95.79,180.02,363.60,884.50,1430.43,3201.19,4471.79,6131.44,7395.41,10016.90
1945,192.93,2303.49,196.36,21.30,8.73,10.62,12.46,15.78,18.25,17.61,25.62,31.42,48.26,72.85,139.32,279.33,680.59,1093.42,2441.08,3496.14,4677.77,5162.03,6322.20
1946,143.39,1447.96,117.08,12.99,7.14,7.25,9.66,12.42,12.89,15.99,19.14,23.52,33.72,59.22,104.55,214.96,520.41,836.70,1950.44,2850.93,3946.95,4346.49,4185.96
1947,127.40,1208.27,74.82,7.21,4.18,5.78,7.34,6.65,8.97,9.93,13.23,19.45,29.25,47.15,85.20,178.43,487.77,782.70,1914.10,2756.75,3817.51,4395.63,4976.59
1948,105.01,855.43,61.01,5.12,3.53,5.64,5.98,7.55,9.38,10.41,12.09,18.34,26.61,41.52,77.90,151.28,414.95,647.65,1610.96,2283.09,3072.56,3676.30,4784.83
1949,157.45,910.23,67.86,6.11,3.83,6.08,6.52,7.55,9.88,11.39,15.76,22.61,36.35,59.83,115.27,246.01,644.73,1058.25,2559.27,3754.72,5383.38,6607.87,8892.31
1950,109.76,753.35,38.95,3.59,2.94,4.59,5.62,4.69,7.34,9.32,11.32,16.83,27.65,43.49,83.99,170.44,447.05,723.36,1735.62,2535.00,3561.05,3811.51,9955.09
1951,139.45,758.97,42.17,5.04,2.98,4.51,5.46,7.60,8.33,11.35,14.52,19.94,32.47,57.01,107.92,221.79,570.21,962.61,2259.32,3377.53,5040.41,4839.45,11572.41
1952,95.12,592.12,38.55,3.81,0.99,3.42,3.06,4.43,5.67,6.57,8.20,14.95,22.42,34.94,65.56,143.51,330.36,687.58,1377.84,2457.66,3813.27,3792.93,5835.02
1953,137.68,504.56,33.52,4.16,3.49,4.33,4.14,4.74,7.29,9.80,14.05,18.90,28.12,51.90,99.50,212.00,482.21,1093.24,2177.47,3863.72,5743.97,5800.57,11678.32
1954,88.69,494.18,30.47,2.91,2.22,1.93,3.01,3.80,4.86,4.59,8.02,12.24,20.15,35.55,64.42,134.81,301.46,643.31,1293.48,2346.98,3611.85,4738.17,4860.90
1955,88.64,436.39,32.77,3.00,2.04,2.96,3.29,3.02,4.23,4.42,7.94,10.80,17.77,32.91,66.11,134.31,294.01,656.63,1341.50,2457.35,3622.66,4679.63,3674.92
1956,94.63,387.31,24.94,3.49,1.97,2.51,3.08,3.40,4.16,6.58,8.17,13.69,18.02,32.60,61.12,137.02,324.99,705.97,1477.68,2664.35,4078.63,5617.18,8827.85
1957,99.40,316.76,29.11,5.18,3.91,5.45,5.59,6.05,5.95,8.17,11.86,13.90,24.59,44.14,80.17,164.82,364.92,728.36,1413.64,2642.16,4376.75,4874.69,8223.89
1958,71.55,297.08,19.87,2.67,1.62,1.82,2.94,2.57,2.90,3.15,5.63,9.04,13.95,25.96,47.87,103.07,240.55,518.32,1114.93,1981.83,3452.03,3672.96,7005.50
1959,76.52,266.87,21.95,3.21,1.93,1.67,2.32,3.17,4.07,5.46,5.95,9.54,15.66,27.07,54.65,110.89,261.88,553.99,1169.11,2091.70,3698.86,4674.14,8779.76
1960,85.85,205.40,16.65,2.14,1.76,2.00,2.59,4.07,3.92,5.65,8.05,12.57,18.44,27.79,62.55,133.05,286.90,632.85,1301.84,2436.71,4548.87,5743.62,6994.18
1961,56.68,177.48,12.84,1.90,1.33,0.84,2.18,1.51,2.55,3.13,4.70,7.67,10.48,19.60,39.36,77.68,188.57,410.73,894.22,1658.79,2896.39,3730.64,2392.00
1962,73.33,170.66,16.44,2.13,1.36,2.15,2.03,2.38,3.25,3.39,5.40,8.87,13.53,22.77,45.43,106.11,233.52,545.61,1158.25,2214.18,3940.24,5268.45,3228.41
1963,78.63,181.27,15.08,3.25,1.27,1.88,1.37,2.48,3.67,3.63,5.71,9.57,15.79,25.42,50.21,109.04,250.40,574.58,1245.12,2398.64,4141.00,6152.41,4083.10
1964,51.65,127.50,10.00,1.69,1.76,1.00,1.23,1.38,2.45,3.75,5.29,6.37,10.35,17.66,33.39,72.77,170.59,372.55,797.23,1554.91,2645.32,3977.17,2862.39
1965,65.82,118.72,8.37,1.31,0.99,1.21,1.54,1.84,2.58,4.16,4.15,7.16,12.84,19.90,41.60,92.97,203.97,482.63,1080.61,2049.48,3554.40,5568.75,3825.78
1966,49.03,102.77,8.04,1.52,0.94,1.55,0.95,2.04,2.94,2.51,3.69,5.85,9.15,16.13,29.17,66.90,155.23,352.23,759.72,1534.77,2625.17,4171.51,3494.07
1967,52.53,91.80,9.03,1.29,1.14,1.43,1.91,1.86,2.30,2.58,4.56,7.85,11.64,16.00,31.86,70.12,171.61,367.01,842.94,1610.59,2806.06,4948.03,1469.05
1968,59.30,80.41,8.10,1.68,1.47,1.92,1.91,1.47,2.37,3.17,6.58,10.12,14.25,23.52,41.82,84.34,186.86,416.92,921.42,1793.92,3113.38,5275.97,5855.16
1969,63.35,76.67,9.05,2.57,2.13,2.17,2.73,3.88,4.59,7.20,10.29,17.05,24.29,36.93,69.28,126.84,271.75,469.62,779.69,1481.03,2661.78,4046.82,4044.11
1970,46.23,66.63,5.91,2.12,1.22,1.57,1.79,1.92,2.60,4.07,6.73,7.77,12.59,20.57,39.33,81.13,168.31,341.48,645.32,1246.04,2253.67,3527.39,4118.82
1971,45.88,55.26,7.44,1.85,1.36,1.72,1.62,1.81,3.11,4.14,5.22,9.15,11.95,19.26,33.16,72.85,137.04,313.74,682.88,1326.74,2490.57,3970.57,4864.19
1972,42.69,42.92,4.81,2.06,1.68,1.91,1.90,1.85,2.93,4.62,4.76,10.31,12.48,20.37,35.97,67.35,147.08,305.42,630.15,1199.50,2046.21,3219.56,5169.44
1973,49.60,48.71,4.73,1.58,1.28,1.91,2.04,2.19,1.46,3.22,6.05,8.55,12.83,22.77,35.71,72.78,162.80,357.73,744.21,1468.96,2554.49,4465.12,5297.10
1974,42.14,43.01,5.19,1.40,1.01,2.24,2.34,2.43,2.63,3.44,6.29,8.48,12.81,19.71,34.85,65.96,134.62,293.53,615.49,1183.64,2221.03,3449.31,4058.51
1975,40.60,30.17,3.83,1.07,0.92,1.29,2.45,2.26,2.53,3.38,6.17,7.82,12.14,17.55,30.48,56.84,133.24,283.61,615.07,1166.77,2152.12,3605.70,5447.73
1976,43.09,26.97,3.67,0.79,1.18,1.17,1.98,1.71,2.07,3.43,5.13,7.63,12.42,20.25,31.30,57.97,121.95,284.81,614.89,1330.90,2575.53,4430.85,5214.81
1977,36.31,27.30,2.84,0.93,0.65,1.13,1.82,1.50,2.06,3.03,4.75,7.34,9.96,17.54,28.47,47.59,104.80,231.01,505.81,1103.15,2176.59,3615.22,6522.92
1978,38.59,23.61,2.51,1.05,0.81,1.28,1.49,1.76,2.43,3.57,4.80,7.27,11.55,18.30,29.79,49.81,108.82,249.20,589.58,1134.98,2304.33,3696.75,6872.82
1979,31.08,18.07,2.92,0.53,1.00,1.31,0.75,1.51,2.02,2.14,2.79,6.31,7.74,15.85,22.46,43.13,93.36,199.01,447.87,933.18,1831.36,3021.59,6440.23
1980,31.97,22.48,2.40,0.54,0.85,1.21,1.73,1.78,1.64,2.19,4.42,6.43,8.70,16.06,23.19,44.43,94.09,206.71,461.81,956.82,1777.82,3228.67,6203.22
1981,36.21,18.94,2.45,1.02,0.91,1.52,1.43,1.44,2.38,2.58,4.23,5.92,8.93,13.31,23.51,49.88,94.26,226.52,535.42,1125.89,2250.45,4112.47,7524.86
1982,29.63,14.18,1.66,0.65,0.64,0.77,1.41,1.58,1.13,2.32,2.55,5.24,10.18,13.59,24.35,42.48,86.62,180.59,428.25,884.55,1776.44,3097.58,5582.78
1983,35.53,15.44,2.74,0.66,0.69,1.34,1.69,1.58,1.60,2.45,3.80,6.16,8.74,15.71,26.84,50.27,95.39,215.95,512.98,1093.59,2205.23,3915.86,6828.45
1984,29.09,13.34,1.15,0.54,0.90,1.11,1.22,1.63,1.65,2.41,2.91,4.99,8.56,13.24,22.84,40.78,83.43,179.56,396.68,911.16,1720.68,3270.93,5152.95
1985,32.10,11.20,1.95,0.42,0.75,1.34,1.37,1.81,2.18,2.97,2.17,7.04,11.22,13.68,24.71,42.32,86.55,189.37,455.59,987.68,1964.29,3567.38,7029.41
1986,33.95,16.75,1.66,0.72,0.55,0.94,1.18,1.48,1.89,3.38,4.77,5.79,10.61,15.20,25.24,41.39,95.78,200.01,476.59,1041.03,2095.24,4028.04,7058.08
1987,27.11,12.69,1.85,0.78,0.67,0.81,1.03,1.46,1.46,2.61,2.58,4.43,9.94,11.76,22.71,35.93,76.66,165.10,391.89,800.93,1620.13,3010.81,5406.97
1988,27.99,12.21,1.82,1.02,1.12,1.33,1.22,2.14,2.22,3.57,3.76,4.60,8.08,12.45,20.08,36.48,85.82,172.30,388.68,823.69,1711.65,3031.86,4726.86
1989,29.48,10.58,1.94,0.36,0.68,1.23,1.41,1.27,1.68,2.69,2.76,4.49,8.61,13.47,22.25,41.35,81.71,173.61,412.85,910.78,1824.95,3455.71,5686.20
1990,30.67,13.10,1.17,0.54,0.63,1.13,1.38,1.08,1.56,1.87,3.12,3.46,7.53,12.37,19.75,37.45,78.65,185.83,429.74,982.30,2090.18,3607.51,7275.64
1991,27.94,15.09,1.30,0.42,0.84,1.06,1.14,2.02,1.88,2.36,3.16,4.48,7.39,11.38,21.77,37.26,71.76,176.11,386.08,839.32,1855.40,3067.57,5242.96
1992,29.02,13.91,0.96,0.36,0.52,0.66,1.28,1.21,1.70,2.26,3.38,3.94,7.92,12.54,19.82,40.06,77.72,181.97,395.76,918.68,1828.28,3291.88,6353.33
1993,30.61,11.76,0.91,0.30,0.77,1.21,1.16,1.51,1.35,1.80,3.61,4.39,8.26,14.36,23.65,42.08,77.51,190.01,417.83,972.81,1927.47,3597.66,5795.06
1994,26.83,7.91,0.91,0.48,0.53,0.96,1.14,1.15,1.93,1.79,2.96,3.90,6.09,11.82,20.84,36.80,74.48,171.43,375.94,819.68,1665.79,3159.28,5112.99
1995,28.09,6.09,0.91,0.36,0.47,0.83,1.13,0.86,1.58,1.74,3.53,5.45,6.82,11.72,20.93,40.40,78.49,164.76,400.90,881.37,1753.51,3287.20,5944.29
1996,29.39,3.68,1.07,0.30,0.27,0.92,1.11,1.11,1.72,2.28,3.35,5.30,7.61,10.70,24.94,42.61,81.32,174.06,427.53,913.58,1852.36,3322.08,5914.91
1997,29.74,7.46,1.36,0.48,0.36,0.67,0.92,1.14,1.22,2.46,4.22,5.02,6.22,12.25,22.54,42.79,79.91,166.76,444.25,924.49,1921.93,3534.34,6060.01
1998,29.36,8.59,1.13,0.42,0.37,0.92,1.21,1.43,1.19,2.32,3.71,4.30,7.28,11.92,20.83,43.13,82.49,168.25,417.92,920.47,1874.19,3429.21,6244.72
1999,28.75,3.37,0.63,0.55,0.52,0.66,0.90,1.18,1.63,1.96,3.19,4.68,7.23,12.40,21.67,41.61,77.80,171.21,393.59,907.93,1884.39,3346.53,6506.69
