"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,38.49,6.28,2.82,2.91,2.33,4.32,9.20,14.58,20.12,24.17,30.49,38.89,49.26,59.84,84.18,108.34,142.52,175.95,206.26,250.59,221.57,300.64,90.71
1926,40.59,6.65,2.51,3.94,2.63,5.19,9.90,16.25,21.64,25.29,30.06,42.29,49.48,65.51,85.21,115.03,154.73,189.37,209.06,252.46,247.15,220.67,169.41
1927,45.56,8.97,3.25,3.07,3.70,7.24,10.75,15.12,24.58,26.71,33.29,42.04,56.83,70.96,95.63,128.25,174.98,221.74,247.07,295.26,309.47,515.59,1390.75
1928,46.23,10.10,3.92,2.86,3.00,5.97,12.37,17.19,22.87,26.08,30.83,42.26,56.82,75.84,95.17,131.68,192.52,229.49,237.41,287.16,301.61,373.08,1671.25
1929,48.05,7.81,3.21,3.99,3.81,5.61,11.68,16.40,19.95,26.13,32.31,44.53,54.28,74.73,100.33,138.60,193.33,256.59,296.31,309.99,345.11,486.65,1942.88
1930,45.84,13.02,4.11,3.86,3.90,5.95,8.86,11.90,16.14,21.47,27.67,38.11,49.66,71.73,94.39,136.15,165.85,271.90,266.36,405.02,549.61,620.77,1113.04
1931,44.45,12.42,3.57,3.84,3.16,5.88,8.83,13.29,17.47,21.28,25.41,39.24,48.51,64.84,88.98,126.72,161.26,265.34,256.05,404.81,571.52,639.23,1625.87
1932,44.63,12.37,4.57,3.59,3.32,5.01,7.92,10.62,16.05,21.10,27.26,35.88,51.12,65.63,87.95,132.53,165.53,269.18,258.73,410.67,590.48,694.05,1587.41
1933,43.27,8.12,3.56,2.94,2.41,5.40,7.52,10.74,15.20,18.76,25.63,35.24,44.26,66.93,89.09,125.84,165.82,270.16,253.65,380.16,590.11,716.69,1364.05
1934,40.40,10.95,3.45,3.07,3.00,3.66,6.96,9.59,13.58,17.52,20.92,33.44,44.14,54.63,80.76,120.71,160.77,263.36,243.99,372.71,529.12,708.30,805.81
1935,41.88,8.46,3.70,2.52,2.83,3.77,7.14,9.78,14.31,17.93,22.59,35.07,43.94,62.77,79.42,122.86,164.87,269.71,259.12,391.77,597.38,719.42,1075.92
1936,41.26,6.35,2.75,3.09,2.87,3.35,7.23,9.10,12.41,17.08,24.00,31.75,41.69,55.36,83.80,121.65,162.99,267.07,267.75,411.05,620.52,798.11,1388.00
1937,39.53,8.44,4.36,0.14,2.50,6.96,6.47,9.57,11.97,18.37,19.52,32.58,47.51,57.80,78.94,119.20,148.52,217.90,250.85,389.32,563.10,806.77,1425.36
1938,40.02,3.85,3.28,0.87,2.19,7.97,6.54,8.39,13.44,17.58,22.68,36.57,49.92,59.94,74.82,110.56,144.33,215.82,263.80,424.87,593.23,838.40,1391.38
1939,38.38,11.18,2.51,0.86,2.06,9.00,6.88,10.57,12.70,17.29,19.07,35.16,48.69,58.00,75.89,106.44,143.77,194.40,238.25,380.42,539.39,802.08,1042.01
1940,56.21,14.56,5.31,3.35,3.32,4.72,6.99,9.21,14.84,18.50,22.41,34.65,46.41,68.62,105.13,167.45,233.23,392.49,444.20,703.29,1103.53,1445.56,2432.68
1941,56.94,14.83,4.92,3.88,2.93,3.91,7.73,8.61,12.86,17.65,23.41,33.21,46.11,70.59,100.12,171.11,232.51,393.40,497.44,764.52,1139.61,1397.12,2654.34
1942,58.42,25.01,5.68,4.10,3.61,3.74,6.06,9.36,12.34,15.24,20.15,30.43,41.84,65.90,101.86,160.70,245.35,427.66,571.26,849.23,1291.75,1535.37,2658.51
1943,50.32,13.19,6.07,4.46,4.01,4.43,5.63,9.14,11.83,14.42,18.13,25.42,38.61,54.76,79.35,140.37,209.34,357.19,503.35,728.46,1115.46,1253.65,2254.66
