"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,56.38,66.12,48.73,22.82,12.26,20.37,29.50,34.36,36.41,39.22,50.74,68.61,66.46,67.13,101.16,117.18,134.25,168.97,177.53,244.99,328.07,298.03,312.18
1926,52.70,72.90,51.94,20.04,11.27,20.69,30.95,31.30,33.77,35.20,47.91,58.75,59.18,67.82,89.52,102.24,120.25,163.53,183.72,241.61,275.48,271.56,198.71
1927,44.00,70.32,50.91,16.19,9.77,17.30,24.98,25.25,23.89,28.65,37.46,43.84,47.80,54.44,70.33,81.95,99.93,136.16,184.07,246.52,310.94,374.76,1453.25
1928,43.85,56.18,44.50,15.75,11.09,18.29,23.74,27.97,26.29,30.21,38.62,48.03,47.51,54.25,71.71,85.57,94.89,126.58,177.09,213.55,342.45,468.58,125.32
1929,47.57,81.46,51.97,18.81,10.91,17.48,22.58,27.74,27.56,30.50,40.04,47.43,52.39,57.56,83.25,97.41,110.32,143.41,183.46,239.24,391.66,318.68,179.28
1930,48.40,72.34,49.37,16.42,8.99,18.98,23.10,27.77,31.46,31.99,44.29,52.32,55.14,60.55,81.30,93.77,102.17,156.78,174.50,265.22,348.97,384.53,686.91
1931,51.27,62.66,49.07,18.24,11.04,20.36,26.96,28.89,31.17,35.06,48.09,57.14,56.58,62.93,85.34,109.99,107.91,164.08,173.91,273.42,370.84,400.08,1034.67
1932,51.65,49.72,45.68,16.66,9.75,21.70,27.47,27.93,32.94,34.54,49.87,56.88,62.71,66.61,94.24,109.94,108.81,163.77,158.76,249.65,343.57,387.46,910.29
1933,52.53,55.57,44.54,18.54,10.12,21.13,25.65,31.36,33.07,37.24,49.21,57.81,59.09,66.57,93.73,109.68,108.94,165.11,186.52,277.23,413.28,483.01,937.96
1934,50.48,46.66,42.86,15.46,9.89,18.46,28.98,28.72,32.05,34.38,44.47,57.92,61.64,69.65,86.65,102.52,104.82,162.72,176.13,266.19,363.40,467.67,542.44
