"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,5.33,1.70,0.37,0.61,0.87,0.85,1.30,0.53,0.48,0.97,0.89,1.05,2.41,2.62,4.93,10.26,16.19,35.21,72.54,138.76,242.57,353.61,752.74
1926,5.53,2.08,0.43,0.65,0.93,0.88,1.39,0.49,0.44,0.95,0.89,1.05,2.24,2.58,4.83,10.66,17.03,37.69,77.33,148.05,242.67,299.38,1272.01
1927,5.97,3.04,0.46,0.69,0.83,0.77,1.25,0.43,0.38,0.78,0.79,0.99,1.96,2.25,4.41,10.60,17.46,44.85,87.32,166.22,283.09,383.79,1114.67
1928,6.14,4.65,0.49,0.49,0.60,0.62,1.07,0.56,0.50,0.96,1.00,1.19,2.36,2.95,5.25,11.87,19.13,42.83,84.07,159.75,281.33,392.20,1542.31
1929,6.51,5.87,0.72,0.61,0.66,0.66,1.16,0.63,0.58,1.10,1.12,1.27,2.50,3.08,5.54,11.31,18.60,44.76,90.90,173.99,311.48,397.17,1514.08
1930,5.34,6.41,0.79,0.35,0.36,0.57,0.89,0.46,0.37,0.89,1.03,0.93,2.60,3.33,5.63,9.82,16.37,38.81,81.28,138.59,200.91,236.69,416.85
1931,5.91,8.43,0.09,0.41,0.58,0.47,0.80,0.41,0.51,0.91,0.83,1.24,2.46,3.08,5.33,10.64,17.34,43.89,90.20,160.20,241.52,281.57,701.73
1932,5.66,6.81,0.89,0.25,0.37,0.48,0.76,0.55,0.38,0.95,1.12,1.16,2.25,3.17,5.77,9.71,15.79,39.82,87.26,153.95,237.52,290.54,649.81
1933,5.33,4.64,0.75,0.43,0.32,0.46,0.82,0.47,0.40,0.67,0.83,1.09,2.08,3.23,6.01,9.36,15.21,36.61,84.28,140.51,234.65,296.93,552.41
1934,4.98,1.91,0.68,0.48,0.62,0.40,0.95,0.47,0.46,1.25,1.14,1.03,2.29,3.19,5.57,9.21,15.46,34.11,75.07,127.53,195.35,272.66,302.72
1935,5.13,2.06,0.70,0.41,0.62,0.60,0.82,0.49,0.37,0.68,0.96,1.21,2.65,3.22,5.05,10.38,16.91,34.19,76.35,129.11,211.72,266.15,389.83
1936,5.04,1.51,1.10,0.63,0.63,0.76,1.07,0.39,0.35,0.73,0.86,0.94,2.28,3.44,4.76,9.62,15.79,33.38,76.05,129.87,209.52,280.68,477.92
1937,3.97,1.68,1.32,0.29,0.37,0.49,0.84,0.32,0.37,0.48,0.62,0.55,1.76,3.14,4.28,6.77,11.01,24.40,61.11,105.31,164.64,246.34,423.31
1938,3.97,1.39,1.18,0.32,0.20,0.45,0.91,0.29,0.53,0.41,0.56,0.57,2.44,2.61,4.15,6.62,10.20,26.69,60.91,108.46,164.50,243.03,392.93
1939,4.03,1.59,0.32,0.81,0.12,0.44,0.43,0.38,0.56,0.39,0.49,1.25,4.08,2.96,1.83,5.40,12.95,24.97,62.27,109.68,169.46,263.54,332.66
1940,5.74,1.75,0.68,0.30,0.25,0.33,0.54,0.52,0.53,0.91,1.09,1.68,2.58,4.38,6.86,12.98,18.17,38.40,80.38,140.34,236.11,322.03,528.69
1941,5.34,4.41,0.29,0.21,0.44,0.50,0.57,0.39,0.55,0.85,1.38,1.46,2.84,4.21,6.78,10.84,18.97,42.31,70.67,119.36,189.36,240.78,447.29
1942,5.84,4.40,0.33,0.40,0.31,0.47,0.84,0.40,0.31,0.76,1.45,1.45,3.01,4.26,6.92,15.18,20.43,48.85,76.45,123.61,199.54,245.42,413.68
1943,5.24,3.54,1.02,0.69,0.71,0.75,0.70,0.57,0.67,0.67,0.96,1.61,2.67,2.90,6.36,13.88,20.38,37.75,69.94,109.94,181.79,212.10,369.10
1944,5.70,6.09,1.52,0.71,1.12,0.55,0.72,0.44,0.32,0.59,1.29,1.24,2.12,3.81,6.69,12.11,23.27,42.72,74.91,123.48,191.92,247.22,400.61
1945,5.05,4.17,1.73,1.27,0.91,0.50,0.71,0.51,0.62,0.74,0.80,1.07,2.31,3.58,6.96,12.67,18.63,33.96,63.43,107.45,162.94,192.11,282.71
1946,3.66,4.25,0.75,0.33,0.46,0.32,0.55,0.34,0.47,0.77,0.37,0.53,1.29,2.45,5.54,7.15,14.09,25.55,49.74,86.93,134.58,158.20,183.53
1947,3.40,1.47,0.40,0.19,0.27,0.24,0.23,0.26,0.12,0.40,0.56,0.79,1.84,2.84,4.48,7.41,13.97,25.36,45.71,77.89,122.20,150.44,204.42
1948,3.08,1.55,0.18,0.44,0.07,0.24,0.27,0.30,0.14,0.37,0.60,0.54,1.22,2.33,4.45,6.98,11.09,19.93,45.09,76.04,116.39,149.21,234.23
1949,3.32,1.28,0.26,0.03,0.26,0.26,0.31,0.28,0.13,0.29,0.60,0.79,1.49,1.92,3.85,6.89,12.38,22.89,49.00,84.27,134.57,175.62,275.40
1950,3.62,2.20,0.41,0.21,0.46,0.54,0.47,0.30,0.42,0.51,0.59,1.38,1.99,1.90,4.73,9.84,13.27,24.35,45.89,79.60,126.75,145.28,458.17
1951,3.77,2.91,0.10,0.23,0.40,0.22,0.20,0.30,0.28,0.57,1.00,0.93,1.62,2.79,5.32,8.84,13.16,24.86,51.98,90.80,150.79,153.95,433.89
1952,3.74,2.41,0.31,0.35,0.32,0.43,0.29,0.28,0.10,0.46,0.62,1.47,2.36,3.22,6.02,8.48,14.12,28.00,47.37,82.96,145.05,47.55,86.99
1953,3.62,1.38,0.45,0.37,0.18,0.09,0.28,0.22,0.38,0.19,1.07,1.00,1.84,3.09,5.55,10.42,17.32,26.79,43.70,73.54,144.40,0,0
1954,3.50,2.50,0.21,0.10,0.01,0.22,0.22,0.20,0.21,0.44,0.61,1.33,1.74,3.19,5.76,9.50,14.31,29.49,39.43,62.16,105.34,208.02,0
1955,3.27,2.28,0.54,0.12,0.16,0.33,0.24,0.14,0.44,0.33,0.56,1.20,1.68,2.82,5.62,7.84,18.13,25.15,39.77,74.81,39.17,17.83,344.83
1956,3.66,1.72,0.15,0.19,0.08,0.15,0.17,0.27,0.27,0.24,0.87,0.48,2.10,2.99,5.27,10.53,17.97,27.94,46.62,85.37,108.73,16.69,309.12
1957,3.31,1.83,0.24,0.09,0.01,0.40,0.10,0.32,0.18,0.50,0.60,1.21,1.40,3.21,5.25,7.96,15.35,28.26,43.36,66.38,115.56,0,0
1958,3.25,1.68,0.06,0.25,0.14,0.09,0.12,0.14,0.09,0.34,0.35,1.10,1.37,3.32,4.40,10.36,17.64,25.98,44.54,61.00,94.82,41.55,0
1959,3.42,0.58,0.18,0.12,0.01,0.08,0.32,0.20,0.32,0.35,0.88,1.47,1.78,3.56,4.19,8.00,18.92,29.56,40.48,55.97,108.31,149.54,0
1960,3.49,0.52,0.06,0.06,0,0.08,0.30,0.26,0.20,0.41,0.79,1.35,1.54,3.05,5.16,8.39,17.12,29.26,46.08,62.94,106.60,142.11,197.99
1961,3.50,0.53,0.04,0,0.02,0.28,0.17,0.34,0.22,0.41,0.28,1.34,1.63,2.77,4.78,8.37,17.81,29.75,46.63,67.43,114.64,157.06,119.73
1962,3.19,0.12,0.10,0.01,0.10,0.18,0.54,0.11,0.17,0.23,0.44,0.79,1.66,2.08,4.63,9.09,15.25,26.98,38.32,67.33,98.43,139.70,99.48
1963,3.28,0.34,0.12,0.09,0.13,0.09,0.25,0.11,0.23,0.26,0.75,1.30,1.60,2.82,4.72,8.32,16.17,28.70,37.39,61.46,111.69,145.85,0
1964,2.80,0.76,0.18,0.06,0.07,0.12,0.12,0.27,0.24,0.59,0.52,1.67,1.66,2.40,4.22,7.50,12.95,21.90,36.05,60.24,83.66,35.46,0
1965,2.86,0.53,0.06,0.19,0.07,0.01,0.32,0.29,0.17,0.48,0.49,0.91,1.52,1.98,3.72,6.74,14.73,21.34,41.21,60.51,79.65,139.01,89.29
1966,3.05,0.35,0.18,0.05,0.14,0.11,0.45,0.19,0.11,0.29,0.44,0.96,2.45,1.95,5.04,7.34,14.25,25.21,35.55,67.02,85.20,147.10,0
1967,3.02,0.10,0.24,0.06,0.06,0.29,0.35,0.33,0.28,0.18,0.37,1.13,2.11,2.48,4.62,9.08,12.66,21.41,37.43,60.08,98.65,140.13,0
1968,3.04,0.50,0.06,0.05,0.05,0.19,0.26,0.14,0.14,0.30,0.43,0.95,1.59,3.55,6.24,9.98,17.79,26.61,36.28,45.98,49.63,52.21,0
1969,3.16,0,0.05,0.05,0,0.20,0.15,0.29,0.48,0.24,0.72,1.14,2.60,2.81,5.45,11.00,16.46,26.14,36.85,48.30,52.53,62.17,0
1970,3.07,0.50,0.18,0.05,0.09,0.20,0.05,0.13,0.21,0.86,0.55,1.56,2.15,3.67,5.26,9.91,15.92,24.84,38.32,43.18,45.03,36.15,0
1971,3.09,0.24,0,0.10,0.10,0.20,0.05,0.12,0.14,0.73,0.78,0.66,1.44,3.30,7.05,10.86,16.86,26.15,37.11,42.47,53.07,26.48,81.07
1972,2.84,0.47,0.06,0,0.05,0.10,0.05,0.21,0.49,0.49,0.90,0.96,1.34,2.82,6.13,9.69,12.58,25.84,35.34,46.09,44.52,58.04,0
1973,2.84,0,0.11,0.10,0.10,0,0.30,0.21,0.35,0.53,0.79,1.03,2.11,3.13,5.22,8.92,15.34,23.49,33.59,36.78,55.14,73.00,112.10
1974,2.77,0,0.12,0,0.15,0.23,0.39,0.31,0.21,0.13,0.66,1.09,2.23,3.57,4.79,8.30,14.32,23.21,29.58,40.35,55.47,53.97,100.84
1975,2.92,0,0.12,0.05,0.19,0.20,0.20,0.33,0.21,0.48,0.49,1.57,1.21,3.37,4.62,8.65,18.03,21.54,34.30,42.65,59.91,62.19,0
1976,3.27,0,0.06,0,0.10,0.24,0.38,0.13,0.30,0.42,0.56,1.02,2.28,3.11,6.58,10.09,15.95,27.32,38.71,56.17,61.92,102.41,0
1977,3.15,0,0.27,0.05,0.10,0.30,0.15,0.19,0.29,0.42,0.63,1.20,1.99,2.40,4.83,9.29,16.82,25.37,37.10,59.95,79.46,52.51,54.59
1978,3.15,0,0,0.10,0.28,0.05,0.29,0.20,0.31,0.35,0.87,0.98,1.78,3.42,5.90,9.84,14.98,26.73,33.33,55.71,68.25,93.18,57.27
1979,2.80,0,0,0.20,0.24,0.14,0.44,0.30,0.34,0.56,0.41,0.96,1.55,2.45,3.97,8.33,12.98,25.21,30.63,58.10,62.47,64.11,59.08
1980,2.99,0,0.14,0,0.15,0.24,0.25,0.30,0.56,0.35,0.62,0.93,1.36,3.30,4.89,8.01,16.63,25.56,40.37,51.51,60.25,90.92,106.96
1981,3.65,0,0.14,0.12,0.10,0.29,0.10,0.39,0.29,0.86,0.70,1.26,2.39,3.51,5.53,11.45,16.51,31.35,45.03,66.05,82.95,67.21,94.65
1982,3.47,0,0.07,0.06,0.24,0.24,0.19,0.38,0.33,0.35,0.63,1.26,1.96,3.34,5.54,9.37,18.64,28.16,44.77,64.12,73.91,88.88,170.47
1983,3.92,0,0,0.12,0.10,0.24,0.42,0.25,0.44,0.37,0.84,1.01,1.49,2.83,6.15,10.37,17.85,34.02,52.03,82.27,112.17,149.46,157.01
1984,3.83,0,0,0,0.10,0.19,0.19,0.19,0.34,0.55,0.70,0.94,2.00,2.82,5.83,8.06,17.96,35.67,54.40,84.04,114.32,134.66,73.62
1985,3.72,0,0.07,0,0.15,0.29,0.10,0.20,0.52,0.38,0.49,1.17,1.71,3.14,4.60,8.87,17.03,31.45,52.66,87.89,116.27,130.01,101.39
1986,3.63,0,0,0.06,0,0,0.29,0.19,0.39,0.33,0.61,0.56,1.69,1.87,4.81,8.85,16.96,31.03,55.95,81.22,119.93,179.33,184.92
1987,3.65,0,0.07,0.12,0.05,0.14,0.20,0.20,0.24,0.30,0.42,0.99,1.54,3.14,5.01,8.00,17.60,30.87,52.42,81.04,129.10,150.87,169.86
1988,3.43,0,0.07,0,0.10,0.19,0.24,0.05,0.34,0.15,0.36,0.56,1.50,2.63,4.54,8.38,15.68,29.15,51.52,79.95,101.90,182.23,210.08
1989,3.30,0,0.07,0.12,0.28,0.14,0.24,0.43,0.24,0.38,0.50,0.28,0.90,2.01,3.40,7.43,15.72,26.01,47.60,82.12,134.17,176.91,210.60
1990,3.17,0,0.07,0.06,0,0.20,0.15,0.24,0.24,0.57,0.47,0.70,1.12,2.05,3.89,7.80,10.49,24.96,50.85,75.50,134.80,135.65,135.17
1991,3.20,0,0,0.06,0.10,0.25,0.24,0.38,0.09,0.30,0.57,0.68,1.20,2.53,3.17,7.55,13.97,25.19,46.60,76.26,132.69,168.60,331.56
1992,2.91,0,0.14,0.06,0.05,0.26,0.23,0.10,0.34,0.33,0.28,0.69,1.00,2.90,2.72,6.59,10.60,24.73,39.84,74.96,118.15,148.31,119.51
1993,3.06,0,0,0.12,0.21,0.37,0.19,0.18,0,0.28,0.30,0.46,0.78,1.71,4.35,7.43,12.32,23.43,49.02,80.48,120.91,188.06,71.12
1994,2.90,0,0,0,0.05,0.11,0.28,0.15,0.33,0.39,0.58,0.60,0.98,1.39,4.11,6.38,12.17,21.49,41.22,73.89,128.23,154.54,192.95
1995,2.89,0,0.21,0.18,0.16,0,0.25,0.34,0.23,0.35,0.63,0.71,0.84,1.05,3.76,5.29,12.40,20.82,45.69,77.20,116.45,143.21,315.91
1996,2.74,0,0.07,0.06,0.10,0.22,0.10,0.20,0.15,0.39,0.29,0.70,0.94,0.95,3.97,4.63,10.26,19.73,45.42,73.53,129.78,184.65,205.75
1997,2.66,0,0,0.06,0.20,0.15,0.15,0.14,0.20,0.30,0.48,0.71,0.65,1.45,2.99,5.85,9.60,21.12,40.13,71.30,119.86,177.01,274.34
1998,2.93,0,0,0,0.05,0.21,0.05,0.19,0.34,0.23,0.44,0.62,0.74,1.30,3.01,6.25,12.77,20.78,51.53,81.43,124.65,168.01,187.49
1999,2.90,0,0.07,0.12,0,0.05,0.31,0.20,0.10,0.23,0.29,0.48,1.05,2.21,2.75,5.74,9.47,23.36,40.49,83.05,140.08,207.56,207.82
