"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,86.94,1.97,1.09,1.15,1.42,1.67,2.81,5.30,16.81,30.58,66.65,98.53,136.46,189.15,247.66,311.15,362.28,388.50,368.30,328.50,312.64,147.59,11.53
1926,99.07,3.05,1.06,1.04,1.40,1.65,3.24,6.54,18.83,35.27,69.29,119.05,156.03,210.50,279.43,351.46,413.66,440.38,418.21,411.98,323.80,355.42,3324.66
1927,110.65,3.30,1.28,1.04,1.36,1.98,3.64,7.91,20.55,37.90,73.76,122.62,178.03,235.09,325.41,398.11,472.80,487.63,476.76,457.26,295.70,408.15,1417.31
1928,111.03,1.74,2.38,1.22,2.26,1.83,3.04,6.60,19.78,34.01,73.63,119.79,172.50,233.78,324.59,396.49,485.77,536.86,493.01,473.05,317.81,327.92,8.33
1929,110.18,1.76,3.26,1.46,1.42,2.14,3.52,7.23,17.70,37.38,72.74,120.06,171.58,226.76,313.80,403.15,492.17,519.70,468.50,479.98,383.98,257.25,26.19
1930,111.60,0.54,1.91,1.30,2.04,1.85,3.65,5.98,17.26,36.75,72.70,122.22,168.53,228.38,324.89,398.61,393.34,648.36,386.00,595.82,802.65,905.35,1511.30
1931,111.93,4.26,2.55,1.27,1.41,2.15,3.48,6.83,17.78,36.08,71.61,117.31,166.04,232.96,303.66,414.36,397.93,663.66,388.45,621.81,872.76,975.06,2308.72
1932,112.24,6.68,4.00,1.39,1.55,2.18,3.20,6.40,16.57,35.04,70.56,119.38,163.39,232.44,305.18,405.09,408.23,670.87,398.29,638.82,913.61,1073.03,2284.38
1933,109.36,2.96,3.62,1.46,1.64,2.77,3.06,6.59,16.81,35.11,66.26,114.42,157.95,228.21,299.89,401.86,396.00,653.30,385.08,583.38,900.44,1092.85,1933.14
1934,106.61,1.29,3.18,1.44,1.92,2.07,3.92,6.02,16.30,31.30,66.83,109.27,159.57,214.86,289.35,382.44,392.31,647.40,397.41,611.65,864.52,1156.98,1223.09
1935,106.28,0.28,2.03,1.62,1.77,2.73,3.28,6.57,16.96,33.18,62.85,111.70,160.51,222.16,286.74,374.63,387.21,642.37,387.69,593.01,898.76,1081.61,1504.31
1936,107.07,2.26,3.01,2.02,2.29,3.10,3.74,6.72,16.57,31.66,66.24,107.59,164.79,208.06,302.13,376.22,383.64,639.77,403.15,626.86,937.76,1205.95,1947.32
1937,107.44,5.47,3.21,1.85,3.23,3.77,3.73,6.95,15.59,34.55,58.84,108.15,165.28,222.38,290.16,394.66,385.82,570.85,431.09,674.38,968.18,1387.48,2274.13
1938,108.47,10.37,4.90,1.64,2.69,4.73,3.20,6.20,14.82,34.38,59.95,101.24,160.21,225.19,287.14,398.38,396.02,570.30,469.15,760.31,1054.78,1491.23,2298.80
1939,99.02,9.30,4.33,2.22,1.71,3.52,3.39,4.03,14.78,33.17,50.91,95.69,152.05,205.98,257.23,351.57,359.29,545.30,420.92,676.04,953.93,1418.53,1709.11
1940,137.83,10.47,4.79,2.94,2.88,3.33,4.22,9.09,18.51,35.37,70.07,125.93,174.21,262.61,357.42,474.04,532.25,915.74,643.27,1030.36,1605.40,2102.27,3283.94
1941,143.23,6.63,2.52,3.31,2.86,3.75,5.92,9.61,22.06,38.39,73.96,125.76,192.19,260.28,356.63,494.56,561.99,963.89,700.03,1086.20,1608.56,1971.87,3479.13
1942,149.07,6.06,3.39,3.67,3.30,3.67,5.65,9.63,22.28,39.46,76.36,126.09,194.04,271.77,385.97,522.39,575.08,1009.65,740.71,1109.43,1677.10,1993.69,3208.44
1943,149.47,5.52,3.90,3.26,2.59,3.56,5.94,8.79,21.19,38.52,73.24,129.23,189.16,263.50,368.51,540.24,590.84,1014.27,799.52,1163.87,1774.46,1994.30,3318.04
1944,145.41,4.96,4.72,2.32,2.09,3.46,4.48,9.35,19.14,35.12,69.30,123.96,175.54,253.34,367.31,505.05,583.56,1002.09,806.04,1222.39,1770.81,2197.37,3408.64
1945,144.11,7.65,4.55,3.17,1.83,4.08,5.30,9.32,19.57,38.00,71.89,127.90,185.25,261.49,354.12,499.22,564.70,966.52,761.35,1190.06,1688.53,1921.09,2706.45
1946,138.45,3.83,4.23,3.65,2.33,4.33,4.58,7.45,17.65,38.32,66.16,112.09,175.98,250.14,349.32,483.31,546.01,931.31,733.47,1167.16,1711.79,1941.13,2147.78
1947,145.08,5.46,5.43,3.26,2.44,3.28,5.74,9.20,19.89,35.83,67.27,123.42,179.46,258.46,360.66,496.57,586.62,999.02,776.16,1215.53,1780.10,2110.24,2743.46
1948,148.09,7.13,4.76,3.41,2.51,4.06,6.37,7.95,21.36,38.89,68.39,120.91,181.79,262.24,360.79,504.34,609.38,1013.19,821.10,1277.37,1833.27,2266.40,3412.96
1949,153.27,7.02,7.61,3.60,3.27,5.47,6.61,8.79,23.25,40.77,75.97,124.64,186.11,264.30,365.91,513.64,620.51,1063.06,850.32,1334.19,1999.65,2510.68,3770.75
1950,154.20,6.59,8.49,4.65,3.09,5.00,6.25,9.62,19.73,42.34,74.11,124.83,186.55,265.20,368.84,518.19,613.29,1052.02,877.29,1401.12,2090.90,2308.32,6991.18
1951,156.53,7.66,10.00,4.27,3.84,5.37,5.80,11.74,22.98,46.01,75.95,126.37,191.20,272.27,376.94,510.01,606.69,1073.16,878.85,1414.37,2215.80,2181.26,5895.83
1952,154.31,9.77,9.35,5.17,5.08,6.87,5.75,10.77,22.11,45.07,77.91,123.61,191.09,262.74,367.26,521.57,726.82,954.10,1123.80,1261.71,1157.61,711.90,1302.35
1953,152.33,7.89,8.60,4.85,4.49,4.63,7.77,10.95,22.10,46.78,79.88,125.09,183.44,262.06,365.43,495.52,713.47,948.35,1104.52,1288.94,1147.16,937.71,1333.34
1954,152.08,11.09,8.83,5.00,4.95,6.19,6.58,11.49,23.18,41.08,77.92,124.04,183.71,256.26,368.31,499.67,701.56,949.96,1142.54,1282.74,1167.00,1016.72,1222.00
1955,152.68,8.64,10.12,6.15,3.75,5.67,7.50,9.96,21.44,40.02,77.42,123.15,181.83,257.87,358.55,503.71,711.69,970.92,1167.87,1265.25,1244.67,1263.55,1379.59
1956,152.80,8.01,9.55,5.65,5.31,4.76,8.23,12.56,23.35,42.58,78.21,124.99,183.92,255.84,355.65,498.74,682.04,970.26,1176.26,1336.14,1354.27,1236.53,618.25
1957,152.90,6.67,10.15,6.04,4.79,6.78,7.04,11.46,22.92,39.67,77.62,126.68,183.58,254.40,358.81,496.31,685.25,960.54,1172.41,1384.31,1400.19,1134.65,931.69
1958,152.67,2.90,9.06,5.90,5.06,6.35,6.67,11.00,22.05,40.55,77.58,121.74,185.17,248.98,354.60,503.09,682.11,952.03,1211.96,1441.64,1371.10,1237.32,758.52
1959,153.60,6.20,9.30,6.03,5.91,6.38,8.97,10.92,21.22,41.18,78.85,119.86,176.64,258.63,358.84,505.39,678.88,963.27,1227.25,1389.01,1508.57,1203.77,1645.12
1960,153.30,6.46,9.19,5.91,4.76,5.56,9.52,10.82,21.15,43.04,74.66,129.28,186.28,251.40,356.36,493.07,666.32,939.07,1234.94,1464.06,1352.08,1752.78,2345.46
1961,150.44,6.40,8.60,5.98,5.13,6.25,6.98,12.60,20.71,40.95,65.35,122.32,178.44,245.33,348.46,475.34,676.99,937.55,1211.76,1464.55,1458.14,1950.50,1441.41
1962,151.44,5.40,8.40,6.00,5.22,6.17,8.15,10.83,20.63,40.03,66.62,123.80,180.02,251.98,344.10,474.41,673.94,952.16,1254.88,1476.47,1470.97,2023.65,1391.77
1963,152.83,6.79,8.44,5.03,4.51,6.23,6.21,12.59,19.64,38.37,69.87,123.90,182.69,252.88,348.07,495.06,683.68,958.08,1205.66,1474.00,1639.88,1715.01,894.80
1964,151.35,4.13,10.37,4.92,5.06,6.71,8.49,10.14,17.55,37.89,70.33,116.20,181.51,249.08,353.95,486.60,685.85,922.63,1256.07,1472.99,1531.44,1575.51,743.20
1965,150.02,6.29,7.22,6.21,4.68,5.98,6.89,10.25,19.39,36.34,67.74,117.04,182.79,259.56,344.63,479.15,671.22,915.49,1206.91,1463.52,1629.33,1583.29,892.86
1966,150.52,8.02,8.27,5.39,4.23,5.86,6.24,10.88,18.64,38.40,71.10,117.43,189.14,255.28,342.45,476.34,669.62,917.03,1210.81,1502.15,1554.15,1708.38,1247.57
1967,148.74,5.79,7.79,4.92,4.57,6.36,7.25,11.31,18.65,34.31,65.19,110.09,183.26,243.47,343.69,475.96,670.36,925.13,1204.65,1507.70,1600.85,1857.63,572.71
1968,148.93,10.94,6.78,5.95,4.87,6.84,6.53,9.09,18.13,34.77,69.60,116.32,185.23,250.43,336.48,466.53,652.18,924.26,1200.66,1534.54,1673.44,1671.41,1232.64
1969,146.76,8.80,6.55,4.84,4.92,5.64,6.43,10.29,17.43,33.43,63.42,116.03,181.82,252.34,343.57,462.26,642.41,894.74,1179.85,1505.20,1597.53,1795.39,1323.54
1970,143.47,6.02,7.07,5.06,4.78,5.19,6.19,8.98,17.23,32.53,65.39,112.26,172.65,249.12,329.02,447.95,625.65,889.99,1176.46,1439.62,1638.44,1852.60,2138.64
1971,144.93,6.53,5.84,5.29,4.40,5.17,5.79,10.11,18.43,32.36,61.59,115.37,175.30,259.16,332.05,463.29,624.23,871.54,1183.91,1477.86,1641.66,1720.85,2188.89
1972,145.99,6.77,6.42,5.32,4.85,4.93,5.94,9.08,18.79,35.38,64.01,114.03,180.57,259.74,335.80,465.39,621.05,884.55,1172.55,1492.73,1617.30,1793.57,1506.33
1973,144.49,5.74,6.61,5.31,4.02,5.75,6.77,7.47,19.55,35.36,62.53,115.24,169.64,252.38,340.39,455.11,635.93,869.88,1166.96,1486.74,1617.60,1764.13,840.78
1974,144.84,6.56,6.96,5.70,4.20,5.71,6.38,10.77,19.86,30.82,64.09,113.30,179.14,243.80,337.65,458.62,630.84,875.49,1174.82,1482.45,1682.61,1763.20,1865.38
1975,144.15,4.05,7.01,4.54,3.93,4.74,6.16,9.31,17.90,30.92,60.58,110.69,176.28,245.36,345.50,452.20,630.26,864.51,1170.26,1517.27,1700.51,1899.90,1566.23
1976,142.53,6.93,4.92,4.87,3.96,5.66,6.10,10.28,17.45,36.36,60.20,108.53,171.19,248.90,330.53,450.34,615.42,862.64,1172.59,1494.74,1646.55,1912.58,1459.07
1977,139.73,3.64,6.22,4.91,5.03,5.01,6.43,9.15,15.53,33.08,58.51,106.61,167.57,233.77,333.07,438.15,611.36,854.14,1163.69,1458.67,1663.10,1654.16,2238.04
1978,139.38,5.37,4.80,5.24,4.02,5.45,7.41,8.51,17.20,31.60,61.13,106.03,164.43,243.75,329.09,431.40,602.81,831.09,1160.01,1460.72,1731.93,1609.49,2749.09
1979,139.05,4.52,5.11,5.54,4.24,5.01,5.50,8.10,16.26,34.26,58.95,99.66,171.66,239.85,325.45,438.01,604.41,823.89,1129.31,1505.69,1775.53,1804.12,2186.05
1980,137.94,7.02,5.84,4.19,3.96,5.55,6.50,9.77,18.65,29.73,59.79,104.71,169.20,236.02,315.50,434.85,596.02,817.44,1140.56,1464.81,1766.74,1805.08,2673.86
1981,138.27,4.99,5.53,4.79,4.40,5.36,5.89,8.26,15.54,33.70,58.54,95.80,160.19,238.19,319.55,447.80,596.03,832.93,1143.21,1531.39,1837.89,1760.17,1561.80
1982,137.28,5.73,3.89,3.68,4.45,5.74,4.68,8.14,16.82,33.36,57.36,95.94,164.53,236.41,315.24,445.80,595.00,821.72,1133.17,1503.86,1775.47,1870.27,1960.41
1983,137.74,8.10,4.59,4.17,3.25,5.13,5.91,9.30,17.70,31.96,57.49,101.13,158.86,236.55,325.53,442.89,585.91,826.27,1136.67,1511.96,1784.14,1862.34,2119.67
1984,136.88,6.12,4.70,4.68,3.70,5.68,5.21,9.83,17.32,30.76,57.59,103.52,155.94,233.87,317.59,440.85,586.05,820.52,1132.53,1471.58,1854.91,1943.09,2098.23
1985,134.08,5.43,3.84,4.20,3.63,4.86,5.59,9.75,17.02,31.65,52.93,95.22,157.35,226.79,313.94,418.87,590.83,809.93,1110.65,1483.46,1778.57,2017.27,2163.00
1986,133.76,6.75,4.11,3.78,3.09,3.85,5.03,8.51,16.61,28.11,57.25,96.31,160.00,221.80,319.32,418.37,591.63,800.60,1120.03,1461.81,1779.77,1939.37,2003.36
1987,134.63,4.59,4.39,4.60,2.83,4.64,5.50,7.55,15.20,31.80,58.36,99.44,155.98,223.91,313.64,422.61,604.21,802.32,1115.87,1465.59,1810.43,2108.93,1726.86
1988,134.21,5.40,4.18,2.54,2.11,3.89,4.41,8.51,15.63,32.01,54.62,96.42,154.39,226.93,310.41,429.09,598.37,808.26,1114.66,1477.16,1820.74,2068.44,2232.11
1989,133.43,4.87,4.52,3.96,3.20,3.32,4.43,7.40,15.62,31.32,57.25,94.20,156.65,221.15,311.75,428.59,574.25,804.53,1113.23,1483.15,1900.48,1951.65,2363.40
1990,130.18,3.26,3.63,2.63,3.36,3.78,4.34,7.54,13.73,31.76,55.50,94.16,149.25,219.73,307.28,412.41,555.66,801.56,1083.83,1474.97,1759.74,1977.01,2049.90
1991,129.99,3.53,4.21,3.06,2.67,3.85,4.59,8.12,15.11,28.17,54.70,93.12,145.71,220.03,305.23,423.88,551.59,799.98,1088.30,1457.83,1757.34,1910.79,1947.91
1992,129.61,5.03,3.24,3.60,3.13,4.09,4.66,6.71,16.06,31.53,56.76,93.98,141.27,218.45,302.03,419.81,558.88,780.87,1087.14,1463.05,1776.95,2030.89,1931.95
1993,130.33,4.89,2.91,3.42,2.68,3.35,4.01,6.58,14.28,29.50,56.54,93.54,149.33,222.11,302.06,422.49,556.62,799.49,1065.15,1475.18,1805.33,2089.28,2133.20
1994,127.43,4.66,2.73,3.24,2.71,3.40,3.71,6.56,14.54,33.43,55.63,95.62,145.72,213.51,297.41,409.79,560.07,764.40,1027.86,1394.44,1772.20,1916.76,1800.86
