"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,2.69,10.97,1.51,0.98,0.88,0.90,1.68,1.47,2.05,1.96,1.87,2.50,2.99,4.16,6.16,6.80,7.09,4.51,3.27,3.67,3.75,3.67,5.44
1926,2.89,13.39,1.75,1.06,0.97,1.01,1.94,1.52,2.15,2.17,2.09,2.71,3.01,4.31,6.41,7.21,7.60,4.90,3.47,3.98,3.54,3.40,12.71
1927,3.02,13.92,1.46,0.92,0.97,0.97,1.72,1.45,1.89,1.80,1.70,2.36,2.94,4.29,6.87,9.21,9.95,7.84,5.81,6.83,8.09,6.50,3.86
1928,2.99,16.55,2.56,0.94,0.88,0.92,1.66,1.35,1.75,1.81,1.68,2.30,2.88,4.25,6.62,6.48,7.02,10.45,7.67,9.15,10.13,13.06,11.96
1929,3.30,17.89,2.65,1.28,1.17,1.23,2.24,1.22,1.57,1.68,1.57,2.05,3.09,4.66,7.21,8.79,9.28,11.03,8.14,9.16,9.69,10.38,28.51
1930,2.97,19.78,2.48,1.39,1.01,1.25,1.80,1.16,1.57,1.65,1.77,2.51,2.65,4.66,6.33,7.84,7.13,6.02,3.81,5.92,7.96,9.21,8.20
1931,2.68,15.51,3.19,0.74,0.92,0.75,1.38,1.20,1.75,1.80,1.62,2.38,3.16,3.73,5.75,6.36,6.03,5.49,3.08,4.95,6.97,7.96,11.03
1932,2.84,12.58,1.93,1.22,1.56,1.58,1.59,1.17,1.37,1.23,1.58,2.20,2.82,4.31,5.38,7.88,7.96,7.72,4.80,7.75,11.05,13.37,13.25
1933,3.03,15.55,3.23,1.38,1.32,1.30,1.96,1.24,1.58,1.22,1.51,1.98,3.22,4.46,5.66,8.57,7.74,8.40,4.43,6.79,10.43,13.00,10.85
1934,2.98,14.93,2.05,1.34,1.14,0.87,1.86,0.95,1.39,1.36,1.55,1.74,3.00,4.55,6.84,8.22,8.22,9.92,5.04,7.87,11.10,15.29,6.63
1935,2.65,6.61,2.64,0.54,0.53,0.60,0.67,1.07,1.37,1.23,1.48,1.82,3.82,4.99,6.98,7.21,6.63,8.82,4.68,7.27,10.97,13.62,7.84
1936,2.67,6.58,2.38,0.56,0.56,0.59,0.76,1.04,1.29,1.18,1.32,2.20,3.24,4.38,6.48,7.38,7.23,11.71,6.24,9.81,14.66,19.47,11.27
1937,3.10,7.30,1.50,0.38,0.36,0.32,2.42,1.16,1.47,1.21,2.02,1.86,4.41,3.83,5.54,11.50,11.03,14.83,6.28,10.02,14.32,21.19,12.51
1938,3.19,11.50,2.16,0.50,0.07,0.55,1.67,0.38,2.00,1.09,2.31,2.30,3.99,3.91,5.02,12.26,10.88,15.69,6.69,11.05,15.26,22.27,12.56
1939,3.29,14.13,1.13,0.07,0.08,0.34,0.65,0.08,1.52,1.04,2.54,3.87,4.14,4.12,5.79,9.86,13.46,15.30,12.14,19.88,27.93,42.89,18.76
1940,3.60,18.39,2.09,0.82,0.69,0.59,1.05,1.55,1.65,1.69,2.06,3.05,3.88,5.34,7.21,9.65,9.04,18.49,8.92,14.50,22.46,30.28,20.40
1941,3.73,15.92,1.27,0.88,0.61,0.85,1.07,1.77,1.91,1.97,2.31,3.41,5.02,5.35,8.39,10.03,8.76,17.22,9.15,14.38,21.27,26.74,21.83
1942,4.55,17.45,1.55,1.01,0.69,0.81,1.39,1.69,2.49,2.14,3.17,4.43,7.50,8.45,10.00,12.12,10.02,16.94,10.07,15.25,23.01,28.02,21.80
1943,3.52,9.13,3.21,1.32,0.72,1.26,1.65,1.37,1.39,1.88,2.14,2.30,3.30,4.67,7.73,8.90,9.53,16.77,11.50,16.93,25.77,29.66,23.98
1944,3.50,9.94,3.05,1.53,0.62,0.90,1.51,1.16,1.58,1.82,2.04,3.07,3.69,5.17,7.58,6.84,9.63,16.91,10.83,16.60,23.99,30.53,22.65
1945,3.55,14.77,4.16,0.82,1.08,0.99,1.32,1.45,1.99,1.92,1.81,3.95,3.17,3.91,5.71,9.84,9.60,16.82,7.87,12.46,17.62,20.64,11.74
1946,2.76,13.07,2.22,1.49,0.77,0.65,0.97,1.04,1.56,1.32,1.51,2.30,2.16,3.03,4.48,6.74,6.72,11.72,11.91,19.16,28.03,32.57,17.45
1947,2.78,11.55,2.28,0.90,0.58,0.53,1.18,0.73,1.68,1.29,1.17,2.52,2.33,3.91,5.80,6.97,6.59,11.43,10.92,17.37,25.36,30.89,17.16
1948,2.48,11.05,2.40,1.04,0.54,1.05,1.39,0.71,0.92,1.27,1.54,2.02,2.12,3.55,5.94,5.23,5.97,10.17,5.52,8.70,12.48,15.85,9.86
1949,2.40,7.06,2.79,1.05,0.26,0.89,1.04,0.74,1.63,1.86,1.90,1.36,2.44,2.18,3.78,4.87,6.62,11.55,8.20,13.04,19.47,25.06,18.16
1950,2.40,8.59,1.66,0.49,0.62,0.30,0.67,0.83,1.10,0.85,1.27,1.71,2.40,3.81,4.95,5.71,6.75,11.80,10.94,17.68,26.37,29.91,36.69
1951,2.26,5.67,3.15,0.89,0.16,0.29,0.94,0.85,0.70,0.76,1.36,1.56,2.57,3.76,3.50,6.66,5.97,10.71,7.56,12.32,19.20,19.36,26.79
1952,2.18,5.23,1.86,0.58,0.46,0.49,0.33,0.81,1.38,0.90,0.85,0.92,1.98,2.84,5.18,6.42,8.86,10.65,10.70,12.31,14.60,0,0
1953,2.26,9.91,2.29,0.57,0.16,0.28,0.64,0.89,0.55,1.04,0.99,1.10,1.61,2.84,6.05,7.08,7.09,11.18,10.26,8.66,13.72,16.81,50.00
1954,2.01,6.34,1.92,0.63,0.23,0.56,0.25,0.56,0.87,1.07,0.63,1.58,1.86,2.50,3.71,3.50,7.31,10.88,10.61,15.01,28.48,19.79,0
1955,1.99,6.12,1.81,0.63,0.22,0.29,0.53,0.58,0.76,0.96,0.91,1.20,1.17,3.12,3.22,5.77,7.44,12.08,10.61,10.58,14.89,34.73,0
1956,1.79,5.25,1.81,0.33,0.27,0.44,0.48,0.32,0.40,0.71,0.31,1.05,1.55,3.14,3.12,5.08,6.04,10.35,12.27,11.83,9.91,16.69,0
1957,1.82,7.84,1.87,0.48,0.61,0.39,0.07,0.26,0.47,0.61,0.45,1.04,1.28,2.31,4.26,3.95,7.08,10.69,13.60,14.98,9.74,0,0
1958,1.72,5.98,2.22,0.47,0.17,0.23,0.42,0.25,0.32,0.43,0.68,1.26,1.04,2.08,3.04,4.77,6.45,8.97,12.25,19.53,10.38,0,0
1959,1.69,3.35,0.93,0.51,0.26,0.45,0.21,0.20,0.82,0.85,0.86,0.88,0.91,1.60,2.83,4.60,7.60,10.52,12.75,12.70,21.98,25.68,0
1960,1.62,4.53,1.17,0.40,0.31,0.21,0.43,0.32,0.72,0.23,1.00,0.51,0.89,1.85,2.21,3.56,5.60,12.97,15.92,15.81,19.33,26.10,15.60
1961,1.67,3.48,1.11,0.50,0.11,0.34,0.37,0.40,0.68,0.84,0.47,0.91,0.66,1.37,2.34,4.06,7.83,10.02,15.93,20.93,23.17,31.73,9.45
1962,1.54,4.19,1.14,0.20,0.15,0.12,0.23,0.41,0.37,0.17,0.26,0.95,0.99,1.47,2.47,4.60,6.36,11.95,14.36,17.42,15.54,22.54,4.78
1963,1.56,3.55,1.12,0.40,0.15,0.27,0.30,0.27,0.57,0.52,0.40,0.95,0.75,1.40,2.26,4.35,6.21,10.40,14.55,20.71,6.84,48.70,0
1964,1.37,2.69,1.33,0.05,0.15,0.30,0.14,0.07,0.27,0.17,0.24,0.25,0.43,1.23,2.32,3.99,6.22,8.79,15.49,23.29,16.70,23.02,0
1965,1.46,1.26,0.87,0.40,0.10,0.24,0.35,0.14,0.30,0.56,0.28,0.66,0.48,1.60,1.93,2.74,5.66,10.23,17.38,24.91,33.61,67.54,0
1966,1.53,3.68,0.93,0.20,0.15,0.20,0.13,0.07,0.65,0.37,0.58,0.61,0.86,1.28,2.24,4.06,6.02,10.30,16.55,26.69,32.70,21.23,0
1967,1.62,2.26,0.94,0.30,0.05,0.19,0.06,0.07,0.37,0.55,0.46,0.80,0.80,1.35,2.13,3.23,5.82,13.45,19.21,24.53,49.64,33.58,0
1968,1.77,4.50,0.76,0.35,0.15,0.19,0.33,0.29,0.52,0.52,0.77,0.55,1.14,1.16,2.10,3.96,7.71,10.26,17.05,37.35,40.95,53.75,0
1969,1.89,3.96,1.04,0.15,0.35,0.10,0.30,0.28,0.60,0.56,0.81,1.03,0.61,1.92,2.47,5.37,6.52,12.75,18.60,28.51,43.87,55.37,0
1970,1.86,4.92,0.89,0.32,0.15,0.10,0.33,0.28,0.27,0.49,0.63,0.57,0.55,0.91,2.34,4.47,8.75,13.14,20.96,35.94,49.09,48.02,0
1971,1.89,7.21,1.43,0.53,0.10,0.30,0.25,0.24,0.20,0.88,0.51,0.88,1.21,1.02,2.13,4.06,6.69,10.67,23.23,35.06,44.09,36.81,81.07
1972,1.99,4.98,1.40,0.32,0.25,0.10,0.19,0.59,0.60,0.53,1.00,0.51,0.89,1.80,2.75,4.75,7.07,13.24,23.61,34.20,33.07,37.79,0
1973,2.14,5.55,1.74,0.29,0.14,0.25,0.29,0.10,0.45,0.65,0.97,0.65,1.34,1.75,3.31,4.53,9.08,12.08,24.26,32.50,48.14,51.65,0
1974,2.29,6.33,1.01,0.25,0.29,0.15,0.44,0.45,0.60,0.60,0.70,1.05,1.06,1.72,3.14,4.58,7.45,15.40,24.56,43.67,62.60,93.87,50.42
1975,2.26,5.88,0.58,0.11,0.39,0.25,0.35,0.29,0.13,0.24,0.60,0.84,1.48,1.03,3.21,5.03,7.38,14.14,29.50,50.71,66.39,88.40,68.10
1976,2.41,8.77,1.65,0.43,0.18,0.14,0.44,0.12,0.28,0.38,0.46,1.27,0.94,1.71,2.83,3.41,8.08,17.80,30.29,47.05,59.30,100.19,0
1977,2.65,7.06,1.55,0.24,0.29,0.25,0.29,0.35,0.38,0.53,0.64,0.98,1.41,1.64,2.61,5.09,10.34,17.29,31.65,52.30,90.84,103.10,152.85
1978,2.61,7.25,1.99,0.41,0.30,0.33,0.34,0.15,0.51,0.91,0.51,0.79,1.21,1.60,2.61,5.45,6.98,18.11,32.74,61.08,66.65,88.05,80.18
1979,2.60,4.29,1.28,0.68,0.21,0.29,0.30,0.32,0.32,0.38,0.50,0.69,1.37,1.86,3.51,4.16,8.75,18.35,34.96,57.97,79.72,84.26,59.08
1980,2.61,3.79,1.71,0.36,0.30,0.43,0.29,0.39,0.29,0.35,0.70,1.00,0.86,1.82,2.60,5.12,8.16,18.01,29.79,59.60,88.66,125.55,267.38
1981,2.57,4.72,1.26,0.41,0.25,0.39,0.25,0.15,0.37,0.30,0.42,0.69,1.04,1.94,3.12,4.09,7.27,18.66,34.95,60.74,91.31,142.82,189.32
1982,2.58,2.88,1.11,0.18,0.30,0.33,0.43,0.45,0.43,0.23,0.35,0.67,0.87,1.65,2.58,4.80,10.12,17.99,31.28,62.50,93.38,157.54,127.86
1983,2.67,3.79,1.35,0.12,0.35,0.29,0.25,0.20,0.34,0.37,0.56,0.74,1.05,2.21,2.50,4.51,8.93,16.24,37.30,61.34,113.68,141.78,196.27
