"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,56.93,258.26,29.21,7.77,6.72,7.95,12.29,12.90,19.71,29.39,42.06,61.12,81.99,96.87,116.29,141.04,177.91,208.36,211.92,221.42,217.20,314.65,254.23
1926,62.96,376.02,38.71,10.36,6.42,9.69,11.45,13.84,21.07,30.90,47.31,64.15,85.47,99.91,123.73,152.30,186.73,229.31,208.15,273.71,326.07,290.70,438.20
1927,63.44,294.02,29.45,10.22,8.31,10.71,12.40,13.49,21.66,29.12,41.47,58.60,78.38,97.72,132.66,168.53,213.90,282.31,268.52,287.04,318.14,338.76,313.90
1928,63.98,377.61,36.73,12.38,7.50,10.42,11.52,15.01,21.53,28.90,42.18,54.82,81.45,95.37,129.86,164.41,205.61,256.05,247.01,290.07,327.29,457.43,315.61
1929,65.41,373.52,33.88,11.86,8.85,10.44,12.85,15.65,21.27,28.92,44.58,60.02,77.90,99.36,136.91,172.24,201.78,262.82,266.78,304.65,320.15,307.76,648.95
1930,62.35,247.38,28.48,18.16,11.42,13.44,17.97,20.36,26.02,34.74,45.91,65.69,80.86,99.17,121.20,157.83,155.74,253.40,185.83,286.62,389.09,440.49,684.05
1931,60.09,222.07,27.83,16.32,12.85,11.76,17.83,19.37,24.43,30.58,44.37,54.48,74.24,97.67,121.00,148.10,161.65,265.22,187.45,300.35,424.94,476.00,1032.36
1932,60.43,203.36,29.38,14.60,12.07,12.77,18.16,19.41,25.52,34.04,47.16,63.12,76.26,92.11,115.30,152.18,157.06,255.62,189.82,304.14,438.32,514.59,958.97
1933,59.68,207.90,27.09,16.77,11.46,13.52,17.91,19.29,23.31,31.25,44.37,62.38,76.93,95.85,119.06,146.93,155.36,253.27,181.42,274.63,427.66,518.99,824.64
1934,58.30,179.80,24.32,17.30,10.54,12.89,14.69,18.52,24.64,29.58,45.51,59.72,76.24,93.18,119.96,142.74,148.49,242.99,199.82,307.36,438.26,585.12,554.23
1935,59.08,156.77,22.04,13.62,8.68,10.43,15.35,18.31,24.19,32.00,44.64,66.25,86.70,95.71,118.77,145.37,156.72,255.09,192.57,294.49,450.10,541.19,683.36
1936,56.93,132.78,21.03,13.13,9.02,9.70,12.27,14.90,21.00,31.73,47.18,64.43,78.29,97.50,120.14,140.91,151.09,246.66,186.28,289.06,436.45,559.54,813.28
1937,57.59,154.65,23.92,22.34,12.01,10.14,11.09,16.96,26.53,35.20,44.65,59.99,79.72,88.28,109.68,138.78,151.10,242.50,190.71,298.06,431.73,615.97,914.45
1938,57.32,178.61,26.55,27.41,11.89,7.50,10.69,16.84,28.20,36.40,43.95,62.04,75.99,88.32,100.55,132.26,153.13,212.98,196.19,317.69,444.68,625.32,885.01
1939,52.07,190.36,28.23,20.40,7.30,6.06,9.80,16.23,23.69,32.17,41.21,59.76,68.35,84.17,88.93,117.78,139.91,201.45,163.81,263.27,375.00,555.28,620.60
1940,66.09,313.22,35.02,11.84,8.70,8.75,9.82,12.98,18.75,28.20,44.62,60.86,81.04,97.79,118.80,150.50,183.72,311.88,309.87,498.47,786.08,1032.46,1520.63
1941,67.00,210.38,20.52,10.93,7.84,9.48,9.64,15.57,19.07,26.74,46.80,64.38,85.24,98.87,129.56,165.11,195.28,329.22,354.25,549.51,820.92,1004.66,1706.51
1942,61.96,251.05,23.68,10.01,8.20,7.81,12.42,13.60,17.76,22.26,28.81,44.34,59.91,78.73,115.02,160.65,206.65,356.00,371.98,557.28,850.36,1008.58,1574.34
1943,53.78,289.18,21.28,8.29,8.06,7.82,12.53,13.83,18.48,21.53,25.11,36.61,51.81,63.73,90.12,126.34,172.76,295.37,326.07,474.85,730.54,817.84,1321.07
1944,47.59,234.68,21.85,7.76,9.08,9.30,13.28,14.89,17.91,20.87,24.02,31.81,44.52,55.47,82.83,119.36,144.63,247.45,262.48,398.59,583.12,720.11,1070.10
1945,51.08,453.55,37.09,7.99,6.58,8.18,11.63,15.59,21.78,21.63,29.02,37.93,46.56,56.49,73.70,105.66,130.37,222.08,258.46,405.22,581.54,659.24,891.00
1946,40.13,222.87,20.54,5.94,5.83,6.60,10.12,14.57,14.73,17.83,22.73,28.17,36.58,48.66,66.07,88.06,121.80,206.23,219.99,350.02,517.74,582.60,622.01
1947,40.21,227.05,21.69,6.15,6.42,6.88,8.55,8.89,13.73,16.54,22.75,28.45,41.61,47.91,66.85,96.06,115.48,195.52,228.65,357.46,527.58,620.24,783.13
1948,39.20,143.36,12.45,3.49,4.16,5.35,6.98,7.94,11.79,15.17,25.15,36.50,46.89,54.06,72.83,100.66,118.89,196.22,220.10,341.65,493.11,604.57,885.67
1949,41.24,172.14,15.99,3.82,4.65,4.88,5.24,7.48,13.36,17.31,27.82,39.18,51.22,60.00,73.32,99.87,118.60,201.78,220.52,344.88,519.77,645.77,927.43
1950,40.33,97.44,10.00,2.39,3.70,4.20,5.32,8.29,10.77,18.44,26.73,42.57,56.81,68.18,74.91,98.17,117.02,198.99,218.43,346.66,520.05,565.86,1660.53
1951,43.46,75.14,9.05,3.61,2.99,3.71,4.52,6.55,12.06,16.16,29.71,47.24,67.56,79.69,86.08,108.68,121.65,213.18,229.95,367.81,579.10,561.83,1462.00
