"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1939,2.17,125.62,0.26,0.43,0.44,0.35,0.06,0.28,0.12,0.21,0.23,0.05,0.16,0.21,0.04,0.14,0.16,0.19,0.10,0.16,0.23,0.36,0.43
1940,2.95,169.93,0.57,0.21,0.19,0.22,0.08,0.49,0.27,0.29,0.28,0.12,0.23,0.25,0.06,0.21,0.26,0.30,0.16,0.27,0.43,0.57,0.90
1941,3.02,173.80,0.54,0.28,0.19,0.23,0.10,0.45,0.29,0.32,0.29,0.14,0.27,0.29,0.08,0.28,0.31,0.38,0.25,0.39,0.61,0.74,1.32
1942,3.31,191.89,0.63,0.30,0.18,0.21,0.10,0.36,0.22,0.26,0.26,0.11,0.24,0.27,0.08,0.25,0.32,0.51,0.39,0.60,0.93,1.10,1.80
1943,3.16,156.41,3.98,0.57,0.43,0.50,0.45,0.69,0.21,0.39,0.23,0.23,0.19,0.39,0.19,0.52,0.58,0.94,2.02,3.12,4.75,5.38,9.00
1944,3.65,181.16,5.73,1.05,0.62,0.52,0.44,0.42,0.24,0.28,0.37,0.24,0.36,0.31,0.24,0.39,0.41,0.59,0.40,0.64,0.92,1.16,1.78
1945,3.51,175.56,6.26,1.28,0.59,0.74,0.28,0.32,0.22,0.23,0.25,0.15,0.18,0.17,0.04,0.16,0.25,0.33,0.16,0.25,0.36,0.41,0.59
1946,3.88,203.98,5.46,1.12,0.37,0.75,0.31,0.21,0.25,0.16,0.15,0.05,0.15,0.18,0.09,0.16,0.19,0.26,0.47,0.80,1.17,1.32,1.47
1947,4.13,218.15,5.12,1.11,0.48,0.89,0.41,0.26,0.20,0.21,0.15,0.15,0.18,0.17,0.19,0.15,0.29,0.40,0.35,0.59,0.87,1.05,1.37
1948,3.92,200.95,4.88,1.79,0.72,0.81,0.49,0.49,0.13,0.20,0.24,0.30,0.25,0.21,0.05,0.14,0.18,0.22,0.10,0.16,0.23,0.28,0.44
1949,4.69,236.89,6.23,1.61,1.09,1.33,0.56,0.60,0.43,0.17,0.28,0.11,0.16,0.24,0.10,0.19,0.28,0.38,0.51,0.81,1.25,1.55,2.35
1950,4.06,209.83,4.62,0.88,0.77,0.59,0.53,0.62,0.19,0.07,0.31,0.32,0.29,0.43,0.29,0.23,0.58,0.96,0.31,0.53,0.79,0.88,2.69
1951,4.55,236.32,4.38,1.05,1.01,0.66,0.84,0.35,0.36,0.63,0.36,0.51,0.31,0.26,0.04,0.38,0.44,0.65,0.49,0.79,1.25,1.23,3.33
1952,4.83,249.32,5.77,1.10,0.64,0.92,0.60,0.53,0.31,0.27,0.35,0.46,0.82,0.58,0.38,0.37,0.64,0.32,0.61,1.13,1.49,0,0
1953,5.17,261.53,5.96,1.12,0.95,0.77,0.55,0.44,0.33,0.61,0.52,0.76,0.58,0.86,0.61,0.65,1.09,0.86,1.29,1.12,1.42,0,0
1954,5.65,289.41,6.45,1.64,0.80,0.94,0.61,0.63,0.57,0.39,0.21,0.67,1.04,0.41,0.61,0.36,0.39,1.07,0.56,2.16,0,19.79,0
1955,5.74,284.12,8.63,1.20,1.29,0.81,0.51,0.44,0.47,0.52,0.47,0.74,0.70,0.43,0.40,0.69,0.62,0.99,0.67,3.09,0,0,344.83
1956,5.76,296.59,7.99,1.21,0.88,0.85,0.86,0.71,0.34,0.27,0.24,0.71,0.40,0.46,0.64,0.65,0.84,0.45,1.00,0.35,1.26,0,0
1957,6.00,284.60,9.49,1.87,1.25,1.08,0.68,0.64,0.84,0.87,0.88,0.51,1.23,0.52,1.08,1.39,0.67,0.30,0.56,0.26,2.55,14.55,0
1958,6.15,299.02,9.11,2.03,1.60,1.03,0.98,1.08,0.76,0.62,0.80,0.43,0.69,1.06,0.56,0.36,0.64,0.66,0.84,1.83,1.23,0,0
1959,6.04,285.96,9.11,2.65,1.73,0.89,0.77,1.13,0.84,0.63,0.76,0.77,1.07,0.84,0.62,0.63,0.64,0.57,0.59,2.28,0,0,0
1960,6.36,292.82,10.07,2.88,1.22,1.62,1.44,0.77,0.93,0.82,0.89,1.32,1.00,0.91,0.60,1.02,0.48,1.12,0.69,1.35,0,0,0
1961,6.29,288.43,10.17,2.90,1.52,1.54,1.02,0.53,0.92,1.01,0.73,1.35,0.62,0.98,1.03,1.20,1.11,1.18,0.68,0.75,1.73,2.31,1.72
1962,6.17,280.90,9.40,2.13,1.51,0.82,1.23,0.68,0.99,0.75,1.62,1.24,1.00,1.67,1.38,1.23,0.61,0.69,0.77,0.73,0.79,1.08,0.75
1963,6.30,291.41,8.86,2.69,1.58,1.37,1.25,0.76,1.46,0.45,1.48,1.02,1.26,1.08,1.37,0.37,1.01,0.13,0.65,0.95,1.82,0,74.52
1964,6.32,282.57,9.65,2.94,1.03,1.32,0.84,0.75,1.23,1.11,1.41,1.53,1.60,1.57,1.31,0.93,0.70,0.52,1.47,0.93,1.69,0,0
1965,6.02,277.62,8.44,1.63,2.11,1.30,0.98,0.63,0.88,1.11,0.58,1.33,1.22,1.04,1.12,0.60,1.31,1.30,2.15,1.35,1.57,10.99,0
1966,6.30,285.23,9.53,2.50,0.98,1.14,0.92,1.35,1.09,0.90,1.23,1.40,1.65,1.27,0.95,1.14,0.81,1.27,1.00,2.19,4.38,0,0
1967,6.22,287.21,8.91,1.97,1.72,1.18,1.09,0.99,0.65,0.63,0.93,0.91,1.88,1.12,1.63,1.09,0.75,0.88,1.18,2.94,0,0,0
1968,6.06,272.79,8.08,2.00,1.22,1.16,0.94,0.64,0.87,0.60,1.18,1.33,1.39,1.47,1.97,1.11,2.09,1.73,2.85,2.46,2.68,0,0
1969,5.60,257.91,7.72,2.14,1.40,0.79,0.96,0.78,0.40,0.63,1.02,1.08,1.52,1.43,1.55,1.34,1.17,0.96,1.89,2.39,1.31,0,110.29
1970,5.34,247.58,7.20,1.97,1.35,0.76,0.34,1.25,0.69,0.74,0.66,1.38,1.11,1.16,0.98,1.08,1.26,1.42,1.12,1.91,2.50,0,39.60
1971,5.41,248.63,6.69,2.08,1.32,0.80,1.02,0.91,0.84,0.31,0.78,1.27,0.72,1.29,1.19,1.25,0.80,1.01,1.80,3.72,6.04,6.62,81.07
1972,5.08,224.27,7.16,2.61,1.96,1.06,1.10,0.59,0.63,0.72,0.30,0.78,1.52,1.45,1.54,0.84,1.22,1.46,1.44,1.45,0,0,68.47
1973,5.05,228.42,6.52,2.76,1.31,1.10,1.12,0.53,0.56,0.88,0.51,1.09,0.80,1.10,0.98,1.47,1.67,1.80,2.49,2.63,6.61,12.16,56.05
1974,5.17,228.36,7.40,2.54,1.98,0.92,0.58,0.55,0.77,1.11,0.48,1.02,1.14,1.66,0.81,1.61,1.38,1.33,1.02,2.38,2.10,6.00,0
1975,4.94,222.53,7.00,2.16,1.59,0.95,0.80,0.66,0.86,0.56,0.48,1.02,1.06,1.27,1.15,1.39,0.98,0.97,1.86,2.38,3.06,11.30,68.10
1976,4.91,206.63,9.22,2.53,1.09,1.23,0.88,0.68,0.67,0.42,0.93,0.79,1.36,1.17,0.73,1.38,1.44,2.44,2.27,2.31,3.00,0,162.12
1977,4.82,202.12,8.84,2.04,1.97,1.09,0.54,0.81,1.08,0.56,0.69,0.96,1.16,1.63,1.21,1.16,1.16,1.18,1.43,2.24,0,0,163.77
1978,4.52,200.09,6.80,1.51,1.12,0.74,0.68,0.53,0.57,0.70,1.14,0.85,1.33,0.83,1.08,1.47,1.05,1.92,0.45,1.24,0.92,0,229.08
1979,4.24,181.59,7.10,2.13,0.84,0.94,0.84,0.64,0.70,0.28,1.08,0.79,0.70,1.16,1.29,0.77,1.77,1.80,1.73,2.40,5.28,4.58,0
1980,4.67,200.60,8.31,1.72,1.22,1.04,0.50,0.45,0.48,0.69,0.70,1.18,0.72,1.05,1.50,1.76,2.00,2.18,0.89,2.32,1.72,12.99,213.91
1981,4.09,170.86,7.14,1.73,0.70,1.00,0.74,0.59,0.38,0.66,0.84,1.20,0.91,1.19,1.42,1.79,1.61,2.06,1.83,2.23,3.36,4.20,236.64
1982,4.35,183.05,7.17,1.44,0.98,0.77,0.53,1.08,0.91,1.03,1.19,0.75,1.17,1.08,1.78,2.20,1.44,1.56,3.06,1.35,2.43,4.04,170.47
1983,4.17,169.57,7.32,1.69,0.87,1.04,0.85,0.96,0.77,0.87,0.56,1.20,1.29,1.56,1.46,0.88,1.12,2.32,1.20,1.56,1.54,0,157.00
1984,3.83,161.97,6.05,1.21,1.22,0.98,0.43,0.67,0.67,0.40,0.84,0.75,0.85,0.68,1.05,1.56,1.93,2.41,1.56,0.76,2.19,7.28,184.06
1985,3.70,148.25,6.66,0.91,0.95,1.33,0.80,0.62,0.62,0.86,0.91,0.84,1.00,1.14,1.20,1.74,1.49,1.31,2.33,2.96,5.60,7.02,67.59
1986,3.60,150.25,5.45,1.20,1.06,1.19,0.39,0.81,0.62,0.66,0.36,1.05,1.08,1.37,1.31,0.99,1.64,1.75,1.93,4.05,5.28,3.38,30.82
1987,3.38,147.98,4.33,1.61,0.57,0.82,0.43,0.33,0.87,0.72,0.87,1.07,0.82,0.62,0.94,1.27,1.20,1.73,1.91,1.55,5.04,0,28.31
1988,3.25,137.78,5.15,1.60,0.56,1.00,0.81,0.48,0.64,0.34,0.58,0.99,0.82,1.01,0.86,1.26,1.20,1.91,1.69,1.96,4.20,0,26.26
1989,3.20,133.26,3.76,1.31,1.03,0.80,0.63,0.77,0.99,0.61,0.70,0.70,1.24,1.24,0.95,1.34,0.91,1.44,1.44,3.35,1.72,2.68,23.40
1990,3.06,131.10,4.59,1.14,0.99,0.83,0.63,0.91,0.57,0.62,0.67,0.49,0.70,0.88,0.88,1.09,1.54,1.38,2.02,1.40,2.75,0,22.53
1991,2.93,119.03,4.98,1.08,0.89,0.70,0.60,0.30,0.81,0.73,0.77,0.66,0.71,1.06,1.12,1.09,1.48,2.30,1.89,2.58,2.55,2.34,20.72
1992,2.50,100.57,3.50,1.02,0.77,0.82,0.52,0.81,0.52,0.72,0.96,0.40,0.49,0.96,0.99,1.05,1.30,1.33,1.51,1.33,1.88,2.18,0
1993,2.73,116.82,2.78,0.96,0.77,0.90,0.95,0.50,0.52,0.15,0.76,0.79,0.84,0.98,1.06,1.21,1.16,1.87,1.13,2.44,4.05,0,0
1994,2.79,116.36,2.73,0.90,1.05,0.79,0.86,0.40,0.53,0.63,0.57,0.75,0.91,0.70,1.43,1.21,1.40,2.13,1.66,2.16,3.00,1.93,0
1995,2.76,105.07,4.09,1.38,1.21,0.85,0.65,0.68,0.80,0.33,0.74,0.63,0.77,0.77,1.01,1.23,1.55,1.59,2.64,2.60,3.69,1.79,14.36
1996,2.55,96.55,2.72,0.60,0.41,1.26,0.80,0.82,0.72,0.75,0.80,0.85,1.19,1.16,0.90,0.81,1.05,1.22,2.25,2.90,4.71,1.63,0
1997,2.52,94.22,3.62,0.84,0.57,1.19,0.66,0.37,0.58,0.61,1.08,0.95,0.83,1.44,0.91,1.29,0.84,2.19,1.50,3.19,4.98,1.50,12.47
1998,2.33,87.75,1.85,0.78,0.53,0.82,0.89,0.66,0.32,0.59,0.61,0.99,1.15,1.30,1.33,1.27,2.05,2.72,2.91,2.78,6.28,1.40,11.72
1999,2.44,83.38,2.05,0.79,0.72,0.56,0.83,0.64,0.97,1.05,0.77,1.23,1.81,1.51,1.27,1.03,1.54,1.97,2.23,1.44,5.00,3.99,0
