"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,16.01,955.90,4.53,0.44,0.17,0.30,0.67,0.80,0.64,0.71,0.55,0.23,0.15,0.13,0.52,0.33,0.39,1.07,0.21,1.38,0.20,1.46,576.37
1926,17.74,1063.43,4.67,0.25,0.28,0.26,0.63,0.60,0.67,0.61,0.49,0.24,0.15,0.13,0.27,0.66,0.42,0.71,0.25,0.30,0.24,0.42,812.27
1927,18.24,1092.51,3.77,0.25,0.27,0.25,0.68,0.56,0.51,0.55,0.48,0.11,0.22,0.15,0.65,1.21,0.51,1.02,0.70,0.37,0.38,1.01,1377.56
1928,19.44,1157.86,5.85,0.50,0.31,0.37,0.82,0.66,0.46,0.63,0.60,0.31,0.15,0.15,0.66,0.61,0.52,0.63,0.69,0.39,0.42,1.47,1318.82
1929,19.54,1171.35,3.91,0.43,0.44,0.46,0.99,0.53,0.55,0.66,0.55,0.30,0.16,0.15,0.42,0.81,0.53,1.23,1.09,0.37,0.30,0.66,1047.06
1930,16.82,1001.63,4.72,0.38,0.34,0.48,0.83,0.68,0.70,1.01,0.75,0.23,0.10,0.14,0.35,0.45,0.39,0.53,0.17,0.28,0.33,1.22,635.86
1931,15.90,956.22,0.97,0.42,0.56,0.43,1.02,0.57,0.79,0.69,0.56,0.11,0.16,0.15,0.51,0.37,0.41,1.01,0.65,1.06,1.42,2.74,1200.52
1932,18.61,1123.71,1.23,0.50,0.31,0.49,0.85,0.74,0.67,0.71,0.56,0.10,0.09,0.16,0.34,0.57,0.46,1.08,0.43,0.72,0.96,2.03,1038.52
1933,16.73,1010.77,1.61,0.42,0.33,0.46,0.90,0.76,0.71,0.80,0.55,0.03,0.09,0.15,0.45,0.35,0.47,0.88,0.43,0.67,0.96,2.21,963.02
1934,18.42,1118.05,1.07,0.45,0.29,0.34,1.02,0.81,0.81,0.92,0.55,0.09,0.15,0.16,0.31,0.37,0.43,0.81,0.21,0.35,0.42,1.75,489.38
1935,18.08,1093.97,0.94,0.31,0.31,0.40,0.86,0.76,0.84,0.83,0.69,0.17,0.17,0.16,0.38,0.80,0.47,1.03,1.40,2.17,3.21,5.94,671.16
1936,17.72,1074.97,1.14,0.25,0.28,0.31,0.59,0.74,0.63,0.85,0.59,0.03,0.16,0.16,0.42,0.38,0.48,0.86,1.01,1.59,2.30,4.90,804.08
1937,16.41,995.37,1.62,0,0,0.34,0.30,0.81,1.02,0.82,0.25,0.03,0.09,0.16,0.27,0.42,0.51,0.64,0.23,0.39,0.48,0.69,796.75
1938,17.09,1031.43,1.12,0,0,0.59,0.67,1.67,1.10,1.62,0.27,0.04,0.12,0.17,0.31,0.46,0.48,0.61,0.24,0.42,0.50,0.71,796.10
1939,15.74,937.24,1.29,0,0,0.60,1.54,1.79,1.18,1.60,0.50,0.27,0.11,0.14,0.28,0.44,0.49,0.64,0.26,0.45,0.55,0.82,673.51
1940,22.31,1340.93,1.27,0.71,0.64,0.68,1.28,1.13,1.09,1.25,0.91,0.11,0.19,0.23,0.35,0.51,0.65,1.04,0.41,0.71,0.95,5.67,1528.46
1941,21.43,1281.68,1.33,0.58,0.52,0.56,1.11,1.44,1.47,1.53,1.43,0.05,0.17,0.19,0.36,0.44,0.49,0.82,0.41,0.68,0.87,6.95,1257.87
1942,23.00,1362.88,0.52,0.84,0.69,0.98,1.47,2.53,2.64,2.29,2.05,0.04,0.09,0.16,0.24,0.54,0.44,0.75,0.51,0.79,1.10,7.16,1121.19
1943,21.80,1283.21,0.71,1.03,0.82,0.96,1.87,3.82,2.72,2.24,1.63,0.09,0.15,0.11,0.28,0.25,0.33,0.58,0.41,0.47,0.62,6.69,1029.09
1944,23.67,1402.38,1.31,0.67,0.75,1.04,1.59,2.29,2.07,2.06,2.24,0.04,0.13,0.17,0.29,0.35,0.36,0.62,0.47,0.72,0.96,6.52,1244.51
1945,28.55,1715.61,1.09,0.54,0.36,0.39,2.04,2.76,2.37,2.64,1.51,0.07,0.10,0.12,0.18,0.27,0.32,0.47,0.26,0.45,0.55,10.22,838.33
1946,26.22,1584.57,0.75,0.30,0.07,0.31,0.97,2.09,2.67,2.09,1.68,0.02,0.05,0.10,0.28,0.27,0.34,0.58,0.43,0.69,0.91,6.09,558.02
1947,22.85,1376.51,1.05,0.61,0.34,0.44,1.27,1.43,1.34,2.29,1.31,0.08,0.05,0.09,0.15,0.27,0.32,0.56,0.41,0.66,0.90,9.12,676.47
1948,20.32,1230.64,0.88,0.53,0.14,0.13,0.92,1.31,1.20,1.18,1.36,0.02,0.05,0.09,0.22,0.26,0.32,0.53,0.25,0.42,0.53,5.59,676.68
1949,20.70,1251.10,0.71,0,0.42,0.19,0.44,1.38,1.54,1.91,1.31,0.04,0.11,0.10,0.19,0.32,0.42,0.70,0.33,0.52,0.68,6.38,956.78
1950,20.72,1257.87,0.46,0,0.07,0.20,0.26,0.50,0.80,1.31,1.80,0.02,0.05,0.10,0.19,0.31,0.44,0.65,0.34,0.57,0.74,6.01,1494.15
1951,20.55,1249.20,0.55,0,0.15,0.19,0.55,0.83,0.65,1.34,0.67,0.03,0.06,0.11,0.28,0.45,0.50,0.75,0.52,0.90,1.26,6.03,1461.86
1952,19.84,1211.02,0.50,0.14,0.08,0.01,0.44,0.85,0.65,1.31,0.80,0.09,0.06,0.12,0.37,0.34,0.65,0.69,0.58,0.56,0.44,0.22,682.35
