"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1936,123.77,774.74,131.28,47.19,47.08,118.58,193.62,173.29,150.85,138.45,119.05,102.55,95.58,87.29,90.19,95.11,71.74,115.49,69.38,106.39,157.95,204.59,317.82
1937,120.19,805.13,107.15,45.34,44.42,106.49,194.53,183.87,148.18,131.61,113.06,109.43,86.35,91.10,82.44,78.07,76.06,126.13,54.15,83.50,118.48,172.80,264.03
1938,121.82,859.16,90.32,42.97,45.92,98.77,185.90,180.87,151.24,135.22,111.54,108.80,80.68,98.54,87.83,83.60,80.74,174.57,97.09,154.51,217.71,328.79,559.51
1939,117.67,834.26,87.42,32.39,41.50,95.43,191.10,170.30,150.49,128.04,102.18,101.57,81.37,95.04,82.99,82.75,70.51,183.46,107.37,167.76,245.84,414.06,642.85
1940,149.78,1464.50,147.72,54.82,47.64,121.87,197.16,191.52,167.31,142.77,123.03,113.86,103.62,105.85,121.46,128.66,111.06,185.10,130.98,204.79,307.97,402.24,562.58
1941,154.95,1142.98,156.29,63.83,61.07,137.77,205.45,198.11,171.44,153.11,138.94,137.09,121.55,126.90,127.23,132.70,109.05,184.50,116.30,177.09,256.12,311.63,492.49
1942,158.92,1279.64,156.03,72.55,60.51,144.18,199.77,201.28,176.25,148.38,133.01,121.70,112.79,122.81,136.38,150.20,128.95,222.31,148.39,218.79,324.36,383.92,555.33
1943,156.38,1283.78,166.03,65.44,56.46,125.78,183.76,197.48,163.44,147.08,131.49,118.14,118.50,125.90,136.99,160.51,140.36,239.15,144.95,208.32,312.85,348.21,541.53
1944,142.83,1123.96,161.12,52.90,45.96,107.76,166.35,174.31,149.93,124.41,120.08,112.42,112.63,120.55,133.04,150.45,139.28,237.68,148.00,221.80,317.57,392.06,566.40
1945,150.22,2282.43,211.57,61.42,43.17,96.61,146.99,152.73,128.86,118.51,102.91,90.91,92.24,95.96,114.07,133.58,116.48,197.82,127.21,195.91,272.91,303.55,404.69
1946,100.50,1076.15,128.95,43.93,32.60,72.06,113.89,126.89,100.73,86.55,72.57,66.72,68.36,71.35,83.84,97.11,82.44,139.66,88.65,139.46,202.33,226.91,230.62
1947,90.56,1087.39,92.88,30.17,23.07,60.77,105.40,108.79,91.61,73.63,68.14,63.64,61.40,67.14,78.57,92.63,80.72,136.64,83.95,129.99,188.09,217.56,265.02
1948,76.42,727.04,76.04,22.19,16.92,43.69,82.87,92.33,81.90,67.81,64.17,61.65,56.60,67.25,77.49,91.16,79.25,131.05,75.07,115.77,164.97,201.85,286.65
1949,74.74,894.20,87.93,21.43,16.48,37.86,61.68,76.01,70.55,63.26,59.19,56.93,54.75,62.57,71.95,90.97,83.10,141.78,76.98,119.71,177.96,221.14,312.73
1950,56.43,472.44,51.81,14.99,12.13,27.34,50.25,58.53,61.48,54.64,46.31,49.00,45.99,52.47,58.16,76.51,77.24,132.21,70.44,111.81,166.17,181.29,508.86
1951,54.71,389.45,51.88,12.91,12.39,23.54,47.05,61.41,62.92,54.59,48.29,47.05,45.92,54.23,63.85,75.10,71.81,126.77,66.83,106.99,166.91,162.35,406.90
1952,40.63,290.05,44.30,9.22,6.05,13.67,26.47,37.21,40.08,37.03,36.43,36.73,39.07,40.17,50.10,61.69,79.89,89.38,89.53,91.20,98.05,226.49,350.43
1953,32.64,211.99,27.26,7.72,4.32,7.49,18.19,25.70,32.95,32.56,27.89,34.12,32.58,34.51,40.36,54.45,69.23,90.07,87.72,88.06,77.45,90.39,1000.17
1954,28.37,183.00,26.18,5.37,3.29,7.11,13.75,20.82,25.47,29.91,25.98,26.31,28.54,32.11,38.72,46.99,62.09,77.12,79.60,84.02,81.56,66.66,0
1955,25.44,169.24,23.07,3.59,2.00,4.52,10.80,17.49,22.39,23.88,25.53,24.66,24.31,28.51,33.96,45.00,63.04,73.80,82.71,83.05,72.87,53.35,241.38
1956,23.66,142.38,20.68,4.54,3.08,2.82,7.79,14.98,19.41,22.03,20.61,25.33,24.08,26.56,32.74,46.13,57.77,73.44,82.98,87.17,72.41,105.07,309.12
1957,22.37,145.63,20.87,4.07,2.41,4.36,7.91,13.77,16.57,19.90,20.76,20.62,21.97,26.29,30.51,40.36,54.81,71.56,86.00,74.80,102.33,134.50,0
1958,19.31,118.42,17.78,3.02,1.53,2.59,5.55,9.31,13.50,18.75,18.19,17.49,20.20,21.07,24.66,39.11,54.34,67.84,78.70,87.85,72.39,55.41,252.84
1959,18.57,108.55,15.18,3.56,1.94,1.93,4.52,8.41,12.18,15.18,17.66,15.85,18.58,20.89,29.24,38.28,55.04,70.01,80.27,91.60,76.97,51.17,0
1960,16.51,76.43,10.31,2.59,1.67,1.78,4.82,8.19,12.26,14.48,13.74,15.71,17.80,20.27,24.81,34.75,46.24,62.06,82.08,90.26,81.62,103.72,126.66
1961,15.90,80.58,10.96,2.01,1.10,1.66,2.62,7.80,10.71,11.42,13.45,16.50,17.01,18.65,22.47,35.82,46.75,65.46,83.29,87.11,86.52,115.52,78.87
1962,14.67,68.11,9.70,1.82,1.31,1.66,3.21,5.63,8.92,11.10,11.42,15.41,16.55,18.63,20.96,29.14,40.96,66.06,81.35,93.48,77.75,122.90,83.49
1963,14.51,77.03,10.48,2.36,1.00,1.70,3.03,4.58,7.53,10.32,13.20,14.78,13.83,17.10,21.45,28.99,44.84,61.28,82.43,84.69,95.07,122.00,178.84
1964,12.70,70.12,7.18,1.44,0.90,1.48,2.73,4.14,6.72,7.73,9.18,10.77,12.07,14.53,19.13,26.79,43.09,59.37,79.08,104.06,124.58,49.86,57.80
1965,11.48,48.03,5.68,0.81,0.73,1.41,1.83,3.07,6.21,6.91,7.89,11.79,11.50,12.51,17.79,24.86,39.43,53.17,73.86,98.23,140.60,156.99,340.25
1966,11.03,55.93,6.53,1.67,0.65,1.35,1.82,2.76,4.01,8.02,8.43,10.16,11.89,14.02,14.96,23.75,32.48,53.38,69.00,85.84,94.97,133.33,83.23
1967,10.78,48.00,5.14,1.07,1.10,1.35,2.06,2.42,4.12,5.90,6.57,7.95,11.85,12.67,18.25,25.09,38.53,51.23,75.73,98.70,99.46,169.39,81.77
1968,9.75,52.86,4.37,0.85,0.45,1.03,1.35,1.70,3.13,4.04,6.63,9.34,8.63,9.86,15.95,21.33,34.10,52.38,73.49,100.55,125.08,131.79,154.08
1969,9.70,60.51,4.09,0.89,0.70,0.73,1.72,1.91,2.93,4.83,6.29,8.03,8.10,9.00,14.00,19.96,34.83,51.63,80.35,92.90,135.01,252.48,147.06
1970,9.03,56.14,4.78,1.22,0.60,0.96,1.71,1.80,2.30,3.45,5.13,6.02,8.17,9.82,12.84,20.39,29.55,51.78,69.82,99.35,104.63,131.24,158.42
1971,8.68,49.90,3.89,1.04,0.70,1.12,1.85,1.32,2.99,3.38,4.03,6.60,7.95,9.54,13.03,17.04,29.53,49.74,68.17,93.45,131.13,151.96,0
1972,9.12,62.49,3.82,1.16,0.60,1.10,1.34,1.89,2.44,4.02,5.04,5.29,7.42,11.08,12.80,20.44,29.03,50.62,66.89,105.73,156.42,143.72,136.94
1973,9.35,50.83,3.47,0.85,0.69,0.96,0.98,1.57,2.26,3.78,5.27,5.69,7.81,11.23,15.18,20.91,32.49,50.90,79.11,109.11,149.58,189.64,56.05
1974,9.18,55.70,3.22,0.96,0.63,1.12,1.65,1.45,2.92,3.03,3.88,5.61,6.79,11.08,13.61,20.07,31.64,55.43,77.25,115.88,152.87,173.80,100.83
1975,9.04,53.41,4.35,0.62,0.48,1.01,1.18,1.57,1.51,3.24,3.76,5.70,7.20,10.26,11.52,21.84,30.05,53.35,84.75,124.60,122.41,196.64,136.20
1976,9.36,58.56,2.58,0.85,0.58,0.73,1.60,1.46,1.46,2.37,3.21,6.10,7.75,9.53,13.22,20.92,32.49,56.84,84.79,134.39,165.43,194.89,162.08
1977,8.66,49.13,2.67,0.76,0.35,0.69,1.23,1.12,2.03,2.14,3.42,3.80,6.20,8.37,13.52,17.33,31.79,53.43,87.55,133.00,166.94,226.69,272.93
1978,8.67,40.83,2.80,0.52,0.74,0.86,0.89,0.92,1.05,2.22,2.85,5.30,5.74,9.24,11.73,20.97,33.43,54.30,86.41,137.64,175.43,193.85,171.81
1979,8.06,25.99,2.38,0.56,0.45,0.91,0.74,1.02,1.24,1.33,3.22,3.98,5.41,8.38,12.32,17.95,29.97,53.27,88.89,135.64,185.65,224.37,413.58
1980,8.15,22.43,3.20,0.93,0.30,0.71,0.98,1.07,1.25,1.66,3.24,3.86,6.01,7.17,9.66,17.93,31.29,53.81,87.11,143.81,195.44,298.68,267.39
1981,8.19,17.32,2.94,0.42,0.50,0.58,0.89,0.89,1.24,1.26,2.45,2.64,6.82,8.12,10.26,18.87,27.57,54.63,94.11,152.80,263.90,315.05,331.31
1982,8.00,23.08,1.94,0.48,0.35,0.51,0.96,1.08,0.93,1.50,2.54,3.28,4.99,6.65,10.12,19.53,30.36,54.99,95.72,154.51,223.30,274.70,468.80
1983,7.85,17.04,2.65,0.72,0.55,0.66,1.10,1.42,0.68,1.62,1.61,2.55,4.30,5.16,8.21,19.43,31.85,57.62,96.51,147.21,251.98,302.72,314.01
1984,7.36,11.67,2.03,0.72,0.34,0.93,1.11,0.88,0.63,1.70,1.82,2.43,4.04,5.73,9.48,14.69,28.10,49.42,95.72,158.51,219.82,400.27,515.35
1985,7.61,14.76,1.87,0.30,0.65,0.73,0.62,1.15,1.44,1.55,2.35,2.29,3.48,4.81,9.15,14.46,30.78,54.44,99.73,172.09,257.74,326.81,506.95
1986,7.98,15.40,1.73,0.66,0.55,1.34,0.92,1.34,1.49,1.36,2.24,2.04,4.57,5.58,9.63,15.98,28.26,52.65,102.69,175.97,263.07,341.83,585.60
1987,7.35,14.04,1.17,0.84,0.36,0.67,0.95,1.93,1.60,1.83,1.54,2.57,3.94,5.96,9.28,13.90,28.01,44.69,90.56,158.90,234.27,333.83,707.72
1988,7.33,11.65,2.41,0.54,0.51,0.39,1.34,2.54,2.13,2.01,1.83,2.03,3.37,6.48,7.30,14.89,26.34,46.04,91.63,157.22,241.13,387.63,498.94
1989,7.81,11.63,1.94,0.30,0.12,0.15,1.67,3.68,3.23,2.41,3.00,2.24,3.64,6.31,8.31,14.65,26.64,49.14,92.86,158.24,266.61,391.38,561.60
1990,7.87,10.08,2.00,0.48,0.26,0.40,0.77,5.34,5.00,3.45,2.51,3.19,3.85,6.11,7.89,12.66,24.21,47.46,93.60,158.21,274.52,286.36,630.73
1991,8.29,12.32,2.34,0.66,0.30,0.45,1.57,6.29,6.86,4.04,3.91,2.76,3.37,6.69,7.44,14.43,23.07,47.57,89.60,149.77,274.49,351.25,559.51
1992,8.82,11.95,1.85,0.72,0.40,0.40,1.38,7.91,9.74,6.35,3.72,3.72,4.28,5.02,9.78,14.28,20.56,47.43,86.13,167.43,262.06,364.29,697.09
1993,9.46,14.65,1.66,1.20,0.40,0.62,1.40,7.76,12.76,7.51,4.66,4.57,3.87,5.06,9.45,14.91,24.28,50.11,89.89,157.61,261.13,429.86,568.86
1994,9.61,10.82,1.96,0.72,0.52,0.15,0.65,7.10,13.08,8.78,5.73,3.85,5.02,6.76,9.88,13.40,25.16,50.09,88.08,167.68,269.30,345.85,546.68
1995,9.76,11.60,2.18,0.48,0.59,0.66,1.40,6.65,12.55,8.47,7.08,4.30,5.16,6.54,9.52,16.31,25.52,43.38,91.42,169.32,276.94,386.70,473.85
1996,8.69,6.87,0.92,1.14,0.58,0.57,1.10,4.64,9.89,8.35,5.31,3.47,4.13,6.54,9.06,14.61,25.10,41.51,86.53,151.97,259.53,374.18,565.80
1997,7.04,8.91,1.20,0.48,0.37,0.30,0.90,1.58,4.10,3.41,2.21,2.26,3.39,4.37,7.27,14.18,23.78,42.61,88.44,151.00,250.86,351.03,461.38
1998,6.49,6.05,0.58,0.48,0.25,0.30,0.71,1.35,2.46,3.77,2.49,2.23,2.90,3.62,6.09,11.76,21.84,45.50,79.49,151.51,247.46,341.63,480.40
1999,6.36,6.20,0.91,0.36,0.47,0.25,0.83,1.21,2.75,3.41,3.06,2.18,2.71,3.56,5.78,10.97,20.47,40.28,77.23,143.14,252.71,340.62,524.92
