"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1945,3.92,45.21,1.79,0.47,0.11,0.56,0.54,0.85,0.83,1.18,1.89,1.53,2.56,3.59,6.50,6.49,11.05,18.50,29.53,47.75,66.35,75.91,84.56
1946,2.99,34.45,1.10,0.11,0.09,0.52,0.30,0.23,0.67,0.83,0.98,1.06,1.55,3.21,3.71,5.94,8.93,14.97,24.74,40.87,58.57,66.81,57.59
1947,2.21,17.87,0.59,0.06,0.07,0.13,0.25,0.18,0.54,0.60,0.77,0.76,0.87,2.33,3.33,4.93,7.39,12.31,20.94,34.10,48.73,58.13,57.18
1948,1.74,13.02,0.53,0.05,0.01,0.08,0.35,0.25,0.36,0.48,0.88,0.70,1.07,1.63,2.46,3.64,6.15,9.95,15.84,25.98,36.05,44.97,46.16
1949,1.84,13.33,0.79,0.07,0.11,0.14,0.07,0.10,0.40,0.70,0.49,0.70,1.27,1.58,2.85,3.46,6.28,10.50,16.90,27.89,40.47,51.29,53.82
1950,1.89,15.43,0.57,0,0.15,0.12,0.34,0.37,0.09,0.32,0.22,0.54,1.01,1.85,2.48,4.13,6.64,11.16,18.81,31.49,45.64,50.79,111.25
1951,2.01,19.63,0.30,0.04,0,0.10,0.11,0.10,0.35,0.25,0.42,0.80,0.67,0.72,2.74,2.99,7.84,13.56,22.62,37.90,57.95,57.36,118.41
1952,1.91,14.65,0.95,0,0,0.14,0.19,0.26,0.43,0.45,0.47,0.28,1.15,1.18,2.10,2.78,5.96,8.86,20.77,45.39,72.75,64.43,86.99
1953,2.03,14.52,0.44,0.06,0.16,0.14,0.19,0.25,0.48,0.31,0.60,0.66,0.63,1.44,1.95,2.47,6.78,13.49,22.79,46.30,80.46,79.52,0
1954,1.92,11.22,0.51,0.06,0,0,0.19,0.13,0.30,0.67,0.47,0.54,1.01,1.16,1.55,2.84,4.97,12.65,26.18,44.17,80.61,110.98,0
1955,1.98,13.74,0.60,0.06,0,0.14,0.20,0,0.07,0.28,0.53,0.74,0.75,1.00,1.49,2.64,7.82,12.19,30.71,49.02,52.56,69.74,0
1956,2.31,11.90,0.38,0,0,0.08,0.14,0.07,0.19,0.40,0.80,0.76,0.56,0.89,1.37,2.87,6.91,13.38,33.74,65.65,97.35,135.92,618.24
1957,1.93,5.91,0.13,0.05,0.07,0,0.07,0.13,0.13,0,0.22,0.41,0.53,0.80,1.71,3.01,6.79,14.31,31.54,49.55,87.31,67.03,621.12
1958,2.11,4.60,0.19,0.06,0.11,0.08,0,0.25,0.19,0.13,0.13,0.28,0.55,0.49,1.52,2.66,5.16,15.16,35.58,58.53,131.75,141.33,505.69
1959,2.01,6.09,0.25,0.05,0.05,0.07,0.28,0.32,0.31,0.18,0.22,0.20,0.41,1.07,1.81,2.25,7.29,13.08,25.94,57.07,78.63,164.92,470.04
1960,2.03,4.53,0.14,0,0,0.15,0.15,0.07,0.18,0.31,0.55,0.66,0.33,1.16,1.78,3.32,7.01,13.52,28.16,52.98,105.64,136.94,172.99
1961,2.05,6.02,0.06,0,0.10,0.07,0.07,0.14,0.07,0.18,0.10,0.64,0.29,0.60,1.39,2.28,6.03,12.46,35.18,57.15,130.73,174.93,121.96
1962,2.16,2.96,0.14,0.05,0.05,0.12,0.07,0,0.42,0.37,0.55,0.26,0.50,0.54,1.18,2.75,7.64,17.25,32.18,68.91,114.02,157.32,100.21
1963,2.32,3.87,0.06,0,0,0.05,0,0.07,0.18,0.49,0.34,0.20,0.56,0.51,1.37,2.02,6.51,15.69,37.17,71.59,146.79,258.12,374.05
1964,1.98,1.43,0,0,0.05,0.15,0.07,0.13,0.20,0.13,0.42,0.11,0.33,0.73,1.38,2.37,5.24,12.94,30.00,65.86,109.12,255.43,165.15
1965,1.79,2.40,0.06,0,0.10,0.05,0.07,0,0.07,0.07,0.30,0.65,0.16,0.70,1.00,1.47,5.31,12.34,30.62,51.45,120.12,165.05,0
1966,1.73,1.20,0.06,0,0.05,0.19,0,0.15,0.26,0.06,0.25,0.16,0.18,0.63,1.00,2.44,4.64,12.50,25.84,56.53,96.69,204.42,250.34
1967,1.86,1.45,0,0,0,0.10,0.28,0.14,0.24,0.30,0.60,0.42,0.20,0.36,1.18,1.59,4.37,11.28,26.60,62.67,111.62,263.66,81.76
1968,1.94,0.99,0.06,0,0,0.25,0.32,0.15,0.20,0.37,0.47,0.33,0.39,0.79,0.95,2.57,5.06,11.80,29.78,67.07,92.08,232.23,154.09
1969,1.75,0.74,0.06,0.06,0,0.05,0.20,0.14,0.27,0.30,0.12,0.13,0.22,0.94,1.11,2.67,4.99,12.49,23.89,54.06,99.56,159.92,367.65
1970,1.74,1.48,0,0,0.05,0.05,0.09,0,0.14,0.36,0.28,0.31,0.93,0.76,0.95,1.68,4.51,12.38,25.84,57.76,111.13,139.64,79.21
1971,1.68,0.72,0.06,0,0.04,0.05,0.13,0.06,0.14,0.25,0.06,0.36,0.25,0.36,1.31,1.85,4.24,11.19,25.55,57.37,104.79,170.22,405.35
1972,1.63,0.48,0.12,0.05,0,0.15,0.05,0.17,0.28,0.26,0.40,0.19,0.35,0.85,0.90,2.26,3.92,9.87,25.25,54.24,111.27,120.74,136.94
1973,2.03,0.96,0.06,0.05,0,0.05,0.10,0.06,0,0.07,0.36,0.24,0.41,1.01,1.56,2.88,4.62,14.08,29.93,59.96,128.84,236.69,728.70
1974,1.89,1.26,0.12,0,0.05,0.10,0.05,0.05,0.14,0.14,0.16,0.85,0.24,0.48,1.14,2.27,5.84,11.92,28.73,71.93,100.12,202.27,252.08
1975,2.07,0.81,0.06,0,0.05,0.05,0.10,0.23,0.07,0.21,0.40,0.43,0.06,1.19,0.98,1.86,5.55,15.35,33.51,67.99,124.02,243.07,204.29
1976,2.29,0.29,0,0.05,0.10,0.15,0.10,0.19,0.12,0.14,0.25,0.19,0.82,0.59,1.49,2.94,6.20,15.90,29.15,79.50,132.96,291.17,540.40
1977,2.13,0.57,0,0,0,0,0.05,0.10,0.12,0.14,0.37,0.13,0.32,0.66,0.84,2.07,6.07,14.33,31.98,77.07,144.29,237.42,491.27
1978,2.41,0.87,0.07,0.05,0.05,0,0.10,0.10,0.10,0.28,0.18,0.26,0.39,0.63,1.26,2.02,6.98,16.42,40.41,84.04,163.41,255.73,229.10
1979,2.43,0,0.07,0.05,0,0.14,0,0.05,0.25,0,0,0.24,0.55,0.86,0.82,2.30,7.24,16.10,40.92,95.81,161.01,233.53,354.51
1980,2.62,0,0.14,0,0.05,0.15,0.19,0,0.10,0.07,0.14,0.06,0.36,0.80,0.60,2.96,6.94,19.39,40.50,99.81,178.22,216.43,748.67
1981,2.41,0.26,0.14,0,0,0.05,0.10,0.05,0.05,0.18,0.14,0.24,0.36,0.19,0.92,2.50,7.03,18.37,39.90,83.22,175.09,256.26,236.63
1982,2.42,0,0,0,0,0,0.10,0.05,0.14,0,0.14,0.27,0.18,0.44,0.93,2.49,4.74,19.74,44.47,93.59,167.30,218.12,340.93
1983,2.84,0.54,0.07,0,0,0,0.15,0.10,0.05,0.05,0.28,0.14,0.48,0.31,1.11,2.65,6.27,20.55,50.96,108.50,204.30,260.57,549.55
1984,2.47,0,0,0.06,0,0,0.10,0.10,0.05,0.10,0.14,0.07,0.31,0.75,0.49,1.44,5.56,15.37,44.27,98.85,191.27,243.79,441.74
1985,2.55,0,0,0,0,0,0,0.14,0.05,0.15,0.28,0.21,0.12,0.56,0.56,1.95,5.03,18.37,39.22,98.92,198.94,298.73,709.71
1986,2.44,0.27,0,0,0,0,0,0.10,0,0.20,0.12,0,0.47,0.50,0.69,1.69,5.49,15.68,41.77,96.42,175.59,328.31,400.68
1987,2.23,0,0.14,0,0,0,0,0.10,0,0.05,0.06,0.07,0.35,0.37,0.94,1.50,4.67,13.16,40.91,87.10,159.95,340.25,424.63
1988,2.36,0.54,0,0,0,0,0.05,0.09,0.10,0.10,0.11,0.07,0.41,0.68,0.95,2.20,4.91,14.95,39.58,93.31,162.79,286.39,603.99
1989,2.29,0,0,0,0,0,0,0,0.05,0.24,0.15,0.14,0.28,0.31,0.87,1.75,4.42,14.43,41.17,83.55,183.53,268.08,538.20
1990,2.26,0,0,0,0,0,0,0,0,0.15,0.05,0.42,0.35,0.62,0.75,1.15,3.87,15.32,39.54,85.77,167.53,324.06,405.46
1991,2.35,0,0.07,0,0,0,0,0.05,0,0.05,0.10,0.25,0.28,0.48,0.75,1.82,4.20,11.96,40.90,93.31,187.08,311.44,518.08
1992,2.36,0,0,0,0,0,0.05,0.05,0,0,0.05,0.18,0.22,0.33,1.08,2.05,4.06,14.92,38.02,93.23,185.67,325.04,577.58
1993,2.22,0.29,0,0,0,0,0.05,0.05,0.05,0.10,0.05,0.05,0.21,0.35,0.50,1.55,3.81,14.47,36.54,84.90,187.41,299.64,622.17
1994,2.37,0,0,0,0,0,0,0.05,0.05,0,0.20,0.15,0.14,0.14,0.94,1.94,4.79,14.45,39.12,94.13,184.21,328.48,466.28
1995,2.40,0.29,0.07,0,0,0.05,0,0,0.15,0.23,0.19,0.20,0.35,0.49,1.23,1.29,5.11,12.27,40.42,90.93,194.40,309.74,646.14
1996,2.27,0,0,0,0,0.05,0.10,0,0,0.10,0.05,0.05,0.31,0.72,0.96,1.47,4.86,11.84,38.33,89.97,175.55,331.72,488.62
1997,2.39,0,0.07,0,0,0,0,0,0,0.10,0.15,0.15,0.18,0.14,0.97,1.95,4.37,14.50,37.27,90.70,200.34,382.54,486.32
1998,2.21,0,0,0,0,0,0.10,0,0.10,0.10,0.10,0.10,0.15,0.58,1.12,2.27,4.77,11.02,35.66,82.07,171.48,315.06,679.58
1999,2.06,0,0.07,0,0,0,0,0.05,0,0.19,0,0.20,0.20,0.35,0.91,1.43,3.28,12.50,27.04,73.40,185.69,355.27,765.50
