"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,402.90,1197.51,123.20,21.36,13.53,31.92,40.45,37.38,45.22,49.94,49.10,65.41,128.47,173.78,266.15,555.39,1112.77,2605.71,6061.30,11062.62,19428.16,28122.68,59688.42
1926,382.87,1088.19,121.36,20.01,12.47,27.89,35.37,31.90,36.86,40.86,42.45,55.87,108.27,148.38,224.87,478.92,1021.31,2500.49,6056.42,11267.96,18497.45,23570.13,86759.16
1927,328.96,493.10,94.55,9.49,6.02,13.10,16.90,16.23,18.20,21.14,21.46,29.58,62.16,82.87,140.97,301.63,758.17,2152.86,5859.17,11265.63,19214.11,26974.57,75824.84
1928,329.88,479.09,102.06,8.21,4.75,11.25,13.61,17.45,18.56,22.20,21.92,30.33,60.46,83.60,141.96,316.00,782.10,2141.54,5731.12,10927.46,19384.96,26940.25,104791.51
1929,352.31,464.05,73.29,9.35,5.21,12.10,15.18,16.31,18.12,22.74,21.29,29.95,62.26,79.35,135.41,333.14,856.11,2315.09,6265.64,12004.83,21713.75,27628.40,98507.28
1930,262.44,442.70,58.00,9.16,5.40,12.65,16.02,12.36,14.76,17.29,18.18,24.96,51.69,74.07,114.80,283.27,859.77,1593.07,5412.10,8907.22,12792.10,15111.63,26026.52
1931,297.56,436.56,64.90,8.30,4.85,12.60,14.46,13.63,17.59,20.65,20.24,27.40,59.76,83.72,129.80,290.54,918.04,1741.02,6066.62,10361.40,15502.87,18120.85,44035.07
1932,284.44,413.49,63.78,8.78,5.31,12.36,15.20,13.36,16.46,19.36,20.37,28.71,60.91,84.42,133.49,280.55,890.24,1655.47,5685.37,9731.83,14836.99,18214.45,39839.82
1933,287.97,548.62,60.35,7.91,4.46,12.12,13.41,13.74,17.25,21.46,20.72,31.38,64.77,92.30,139.88,307.42,886.47,1648.85,5756.47,9291.99,15307.39,19448.26,35373.55
1934,272.62,542.48,64.14,9.36,5.09,10.63,15.40,14.89,19.06,23.63,23.01,33.14,71.07,95.02,145.89,321.88,869.63,1588.59,5315.78,8723.19,13166.26,18436.93,20042.30
1935,292.60,656.11,70.96,8.93,5.54,11.14,17.57,17.01,22.45,25.83,26.86,38.39,83.36,112.22,169.14,356.61,926.58,1680.14,5531.99,9004.72,14571.43,18399.48,26309.54
1936,280.96,674.13,68.93,9.49,5.76,11.12,17.08,16.04,21.00,23.73,25.87,36.77,82.96,109.86,166.92,331.98,891.40,1595.73,5212.23,8614.70,13777.52,18583.11,30912.22
1937,267.19,699.10,71.31,5.75,4.91,12.07,18.80,22.02,19.50,23.71,21.74,27.49,83.76,107.93,163.78,315.45,877.09,1626.95,4788.73,7951.03,12220.68,18427.62,30897.30
1938,288.04,706.62,93.23,5.14,1.71,9.12,27.47,18.07,19.69,24.85,29.75,35.91,106.81,116.71,203.96,355.97,931.82,1807.60,4970.94,8539.15,12693.98,18935.60,29870.94
1939,313.57,653.10,87.59,5.53,1.49,13.00,26.04,14.62,20.85,24.48,41.62,40.68,108.69,117.84,227.13,394.20,1027.62,1997.65,5483.20,9303.92,14102.48,22315.42,27569.86
1940,287.07,843.67,78.35,10.88,6.16,12.81,18.14,19.13,23.84,28.56,27.23,38.25,72.96,97.22,148.68,306.56,757.36,1506.60,5361.98,9131.68,15205.70,20969.45,34032.03
1941,210.27,545.77,48.70,6.70,3.55,8.32,10.57,13.02,15.63,19.53,20.60,27.56,55.14,72.14,98.86,221.55,570.76,1118.75,4164.26,6882.71,10881.88,14006.27,25785.41
1942,195.69,478.97,43.89,4.74,2.53,6.32,8.77,10.57,12.52,15.22,15.56,21.20,46.81,61.45,87.99,191.31,534.41,1049.85,4059.68,6494.95,10470.50,13005.79,21849.58
1943,173.50,332.30,39.25,5.21,1.70,4.39,7.23,8.58,9.00,10.71,10.88,15.23,24.16,35.65,52.61,117.57,467.07,885.36,3982.88,6218.48,10069.09,11735.43,20185.87
1944,186.18,330.06,41.13,4.62,1.90,5.71,8.25,9.45,10.20,11.11,10.35,14.65,24.50,35.87,54.02,137.70,497.82,940.76,4222.34,6864.81,10565.38,13609.41,21775.21
1945,158.19,449.32,54.20,5.62,2.18,5.11,7.30,7.35,10.14,9.80,9.26,12.31,21.76,30.03,48.15,114.62,417.47,782.81,3449.50,5773.14,8703.32,10276.81,14868.61
1946,123.69,319.74,34.04,3.68,1.51,4.27,5.66,6.60,8.64,8.11,8.24,10.87,17.26,24.48,39.82,87.16,309.40,576.44,2708.55,4614.93,7188.52,8466.17,9609.70
1947,114.49,260.90,30.09,2.50,1.33,3.46,4.57,4.95,7.01,6.83,6.58,9.41,13.87,19.40,33.48,67.93,285.87,532.81,2591.19,4347.11,6764.18,8326.97,11152.93
1948,103.43,184.37,20.11,1.96,0.92,2.16,3.15,4.19,5.29,5.67,6.91,8.02,13.00,17.46,29.16,57.33,253.92,463.35,2423.41,4042.62,6164.52,7919.88,12325.96
1949,117.42,184.91,21.64,1.97,1.07,2.30,3.18,4.15,4.62,5.78,6.37,9.08,13.88,17.97,28.73,60.33,269.26,505.80,2768.84,4660.66,7425.28,9684.72,15023.23
1950,107.18,182.94,16.13,1.08,1.28,1.98,2.93,3.31,4.79,6.11,5.43,7.90,11.30,16.66,25.77,62.08,248.64,469.06,2479.51,4245.37,6737.79,7729.84,24247.39
1951,113.59,156.37,16.28,1.36,0.59,1.06,2.19,2.72,3.90,5.61,4.64,6.91,11.11,16.04,24.64,59.05,253.86,494.20,2672.88,4613.14,7684.78,7860.34,22013.50
1952,108.87,150.23,18.71,0.91,0.69,1.49,2.63,2.88,4.03,4.44,4.40,5.91,9.43,16.18,23.07,55.79,164.57,501.87,1707.28,4508.67,9514.12,12723.91,23990.87
1953,114.93,119.09,14.52,1.25,0.48,0.80,1.98,2.68,4.32,4.87,4.48,6.53,11.36,15.26,22.91,53.48,158.17,513.34,1804.18,4755.86,10379.57,13534.31,37436.82
1954,102.23,121.13,13.97,1.09,0.69,0.62,2.24,2.12,3.79,4.95,3.84,6.06,8.92,13.73,21.56,51.10,138.52,465.78,1531.98,4018.90,9025.03,15832.84,26986.52
1955,98.54,103.51,13.53,1.01,0.57,0.88,1.70,2.01,3.19,4.24,3.73,5.62,8.42,13.83,20.55,50.38,135.73,443.01,1490.02,4048.35,8788.15,14368.10,20558.76
1956,97.30,91.93,9.18,1.07,0.35,0.63,1.65,1.85,3.55,5.11,3.13,5.39,7.80,13.21,20.81,47.25,132.34,415.90,1429.10,3957.82,8837.44,14759.94,29244.34
1957,85.10,82.17,10.31,0.64,0.57,0.51,1.76,1.99,2.60,3.57,3.03,5.00,7.97,11.18,18.62,42.47,123.21,364.70,1232.40,3267.77,8160.97,12172.32,27999.86
1958,75.25,78.64,9.91,0.59,0.51,0.81,1.42,1.87,2.33,2.81,2.13,3.95,6.37,9.71,13.88,33.53,101.49,307.10,1126.47,2967.50,7355.86,11003.24,18331.97
1959,73.73,62.00,9.05,0.74,0.31,0.35,1.80,1.44,2.06,2.39,2.80,4.54,5.74,9.53,13.52,30.70,94.41,298.43,1043.33,2839.87,7202.59,11755.33,27569.33
1960,69.38,53.47,6.12,0.68,0.43,0.66,1.49,1.77,2.09,4.04,3.25,4.19,6.40,10.01,14.92,31.67,82.83,273.56,1014.60,2798.69,7177.42,9657.98,13560.99
1961,64.35,60.21,6.71,1.05,0.29,0.37,1.16,1.56,2.00,3.13,2.32,4.61,5.80,10.18,15.67,34.35,81.39,259.26,927.86,2520.44,6714.92,9330.17,7154.57
1962,69.05,55.66,6.31,0.84,0.51,0.91,1.46,2.37,3.58,3.59,3.32,5.50,8.81,11.98,19.75,39.90,97.58,296.44,986.67,2693.20,6860.35,9826.08,7008.84
1963,69.29,56.60,5.96,0.82,0.45,0.76,1.34,1.97,2.37,3.84,3.79,5.94,8.71,13.71,20.71,43.12,94.06,288.97,995.46,2652.41,6354.05,10855.36,10615.46
1964,60.10,42.35,4.97,0.79,0.21,0.80,1.45,1.59,3.05,3.63,3.65,6.18,10.00,12.85,17.83,39.82,86.81,247.53,804.99,2256.54,5422.39,10866.90,11391.13
1965,59.27,38.21,4.52,0.60,0.31,0.40,0.98,1.81,2.17,2.67,3.82,7.12,8.87,12.83,20.44,38.98,87.46,239.66,820.22,2234.13,5348.45,10383.15,11693.60
1966,55.29,38.03,3.80,0.53,0.64,0.81,1.87,1.59,1.93,3.47,2.82,5.50,8.36,12.92,17.98,38.04,81.30,222.37,727.52,2060.83,4983.86,10142.17,12273.69
1967,53.70,33.78,3.09,0.58,0.42,0.51,1.60,2.14,2.21,3.31,3.69,6.24,8.70,12.54,20.17,38.50,80.60,210.91,689.28,1942.32,4822.54,10130.06,13554.53
1968,51.20,42.61,3.64,0.60,0.25,0.65,1.39,0.97,1.97,2.23,2.89,7.32,11.01,15.32,24.67,41.66,96.95,232.29,659.10,1723.54,4267.25,9054.18,12018.48
1969,50.04,47.48,2.80,0.99,0.25,0.75,1.29,1.20,1.83,3.04,3.25,7.46,12.11,19.02,27.84,48.99,97.40,238.06,630.88,1635.40,4055.73,8134.07,11029.42
1970,46.16,35.86,1.79,0.55,0.35,0.60,1.02,0.91,1.89,2.54,3.10,5.74,9.95,14.25,21.05,39.66,88.60,212.07,594.60,1548.12,3943.60,7414.35,13544.57
1971,43.96,34.90,2.43,0.48,0.05,0.77,1.03,0.83,1.29,2.96,3.83,5.96,8.87,14.16,19.74,33.07,73.21,188.37,553.10,1505.17,3822.71,7588.63,13538.71
1972,34.98,33.32,2.12,0.42,0.35,0.76,0.72,0.83,1.43,1.97,2.25,3.85,5.04,10.37,15.89,25.44,60.21,150.87,429.97,1156.66,3011.38,6787.12,11331.74
1973,32.28,36.43,1.92,0.32,0.20,0.52,1.16,0.94,1.05,1.74,2.04,3.66,6.42,8.99,14.44,22.47,53.32,129.73,389.02,1126.74,2910.74,5478.72,10678.24
1974,28.97,29.24,2.07,0.32,0.30,0.38,0.67,0.77,1.00,1.31,1.56,2.80,4.86,6.94,10.28,19.49,45.28,119.54,356.96,959.57,2622.77,5786.82,10108.43
1975,28.36,31.70,1.11,0.38,0.19,0.39,0.82,0.60,1.03,1.39,1.82,2.63,4.12,6.82,8.43,20.36,44.49,114.94,332.00,931.42,2519.02,5485.87,16002.73
1976,26.42,39.61,1.27,0.07,0.43,0.35,0.64,0.69,0.77,0.95,2.09,2.61,4.94,5.38,10.24,18.86,43.78,103.03,301.27,858.95,2345.86,5111.44,13158.63
1977,24.28,37.50,1.64,0.39,0.39,0.63,0.86,1.15,0.64,1.38,1.79,3.56,4.57,4.19,9.67,16.49,34.47,88.07,278.57,761.84,2127.05,4871.49,14274.05
1978,25.08,45.84,1.43,0.26,0.10,0.26,0.44,0.70,0.28,1.30,1.43,2.79,3.96,6.14,10.82,16.67,36.59,91.24,271.52,796.37,2226.52,5045.56,15292.07
1979,23.14,76.87,1.05,0.31,0.05,0.47,0.39,0.96,0.99,1.26,1.34,1.78,2.64,4.51,6.69,12.51,29.79,77.23,271.04,730.95,2011.28,4679.52,14180.20
1980,24.35,86.38,1.28,0.21,0.25,0.24,0.68,0.63,0.71,0.89,0.96,2.12,2.77,4.43,5.77,12.26,30.45,85.25,275.67,772.57,2138.11,5016.90,15240.66
1981,25.74,101.24,1.68,0.12,0.35,0.23,0.33,0.83,0.70,0.98,1.82,2.24,3.15,5.04,6.58,14.94,34.30,98.30,290.30,797.99,2242.31,4974.04,14008.55
1982,24.74,114.54,1.11,0.30,0.05,0.33,0.48,0.62,0.85,0.97,1.19,1.58,3.76,5.32,7.11,13.75,32.83,86.36,278.18,773.07,2154.85,4835.01,12060.52
1983,29.37,131.12,1.82,0.36,0.10,0.29,0.76,0.68,0.99,0.99,2.03,2.13,3.67,4.80,8.39,16.80,47.10,120.22,343.48,966.64,2363.12,5246.20,13935.23
1984,23.80,125.39,1.59,0.24,0.35,0.20,0.34,0.67,1.02,1.24,1.40,1.63,3.07,4.60,6.44,15.92,35.70,90.26,254.76,755.35,1954.57,4300.86,11558.98
1985,21.80,128.33,1.81,0.30,0.20,0.35,0.30,0.34,1.01,1.18,0.90,1.67,3.76,4.91,8.41,13.13,30.05,80.40,234.71,664.83,1646.96,4316.01,10848.28
1986,20.76,136.25,1.37,0.18,0.20,0.15,0.34,0.91,0.93,1.31,1.29,2.18,2.23,5.67,6.71,13.64,30.08,78.68,217.11,611.12,1609.56,3845.25,9431.33
1987,19.58,145.59,1.38,0.18,0.10,0.15,0.57,0.82,0.70,0.85,1.09,2.29,3.44,3.80,6.99,11.13,30.95,65.79,186.93,551.76,1534.54,3752.34,10049.55
1988,17.24,141.87,1.22,0.18,0.05,0.05,0.38,0.60,0.62,0.52,0.85,2.13,3.03,2.77,6.45,11.33,22.84,59.12,167.95,462.45,1343.25,3358.75,8403.35
1989,17.45,150.69,1.50,0.06,0.18,0.34,0.47,0.74,1.04,1.27,1.35,2.03,3.02,5.32,5.86,12.99,24.79,59.15,163.42,463.19,1316.83,3195.65,7511.41
1990,16.26,140.99,1.22,0.24,0.15,0.10,0.76,0.57,0.66,1.04,1.46,1.37,2.38,3.34,6.37,10.78,21.13,59.81,162.33,424.08,1257.63,2863.91,7816.23
1991,15.72,144.16,1.85,0.24,0.05,0,0.52,0.52,0.47,1.13,1.01,1.53,2.37,3.06,4.69,10.09,21.82,55.76,145.57,405.21,1180.34,2995.03,7999.17
1992,15.28,131.99,0.96,0,0.05,0.16,0.24,0.61,0.29,0.80,1.11,1.15,1.82,3.65,4.68,11.36,21.45,51.87,147.44,407.64,1149.88,2912.32,8583.98
1993,14.55,123.98,1.30,0.24,0.10,0.25,0.24,0.23,0.34,0.57,1.36,1.48,1.58,3.36,5.93,9.31,22.64,49.24,133.64,392.86,1078.54,2777.28,7714.87
1994,14.28,94.41,1.33,0,0.10,0.15,0.14,0.20,0.51,0.80,1.22,0.85,1.63,2.85,4.79,10.24,19.04,52.07,135.59,398.57,1141.72,2917.79,8296.49
1995,14.60,59.29,1.48,0.06,0.05,0.21,0.30,0.59,0.47,0.95,0.99,1.24,2.51,3.24,4.68,9.05,22.39,49.52,156.41,427.54,1231.22,3070.59,8055.16
1996,14.30,50.49,1.22,0.12,0,0.05,0.20,0.38,0.42,0.70,1.08,1.67,1.87,2.70,4.68,9.63,22.23,52.29,159.17,419.27,1208.28,2956.07,8255.13
1997,13.72,43.23,1.14,0.12,0,0.10,0.21,0.24,0.15,0.84,1.04,1.39,1.98,1.68,4.57,9.51,20.28,49.34,148.74,414.05,1212.45,2911.82,7793.52
1998,12.87,40.57,0.43,0,0.10,0.20,0.32,0.33,0.42,0.55,1.59,1.18,2.38,2.92,5.18,8.07,20.68,44.31,148.47,368.97,1100.98,2656.30,7463.40
1999,14.13,37.74,0.65,0.06,0.10,0.10,0.16,0.24,0.19,0.42,1.46,1.18,2.27,2.65,4.24,8.39,23.84,60.12,162.19,422.02,1204.52,2847.58,8157.93
