"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,0.68,11.58,1.92,0.97,0.84,0.03,0.64,0.12,0.08,0.34,0.19,0.37,0.68,0.19,0.31,0.11,0.15,0.76,0.90,1.03,1.40,0.65,2.01
1926,0.71,13.74,2.05,0.99,0.87,0.03,0.61,0.12,0.08,0.35,0.20,0.41,0.65,0.19,0.33,0.12,0.15,0.76,0.82,0.94,1.13,0.67,4.73
1927,0.80,12.76,3.08,1.45,1.22,0.03,0.96,0.04,0,0.32,0.15,0.39,0.73,0.21,0.44,0.17,0.24,0,0,0,0,0,0
1928,0.96,20.62,1.68,1.18,1.05,0.03,0.72,0.09,0.05,0.45,0.25,0.49,1.11,0.43,0.72,0.75,0.77,1.11,1.29,1.47,1.29,3.47,2.65
1929,1.06,26.01,1.73,0.89,0.82,0.03,0.57,0.12,0.08,0.41,0.25,0.43,0.81,0.33,0.54,1.82,1.99,1.44,1.59,2.20,2.65,1.76,9.88
1930,0.98,29.39,2.09,0.98,0.97,0.03,0.82,0.08,0.04,0.20,0.14,0.23,0,0,0,1.55,1.55,1.24,1.12,1.71,2.31,2.61,4.41
1931,0.97,17.42,3.14,1.09,0.86,0.03,0.71,0.04,0,0.27,0.13,0.38,0.23,0.17,0.29,0.16,0.17,5.00,4.38,7.04,9.90,11.05,26.41
1932,0.87,9.31,2.36,1.09,0.99,0.03,0.72,0,0,0.58,0.28,0.63,0.31,0.22,0.34,0.49,0.60,4.73,3.84,6.15,8.70,10.30,22.09
1933,0.82,13.93,2.15,0.74,0.70,0.03,0.47,0,0,0.36,0.22,0.60,0.31,0.15,0.24,0.48,0.57,4.01,3.77,5.61,8.76,10.58,18.99
1934,0.70,16.97,1.34,0.85,0.82,0.03,0.56,0,0,0.23,0.10,0.30,0.23,0.09,0.17,0.82,0.96,1.06,0.89,1.34,1.87,2.54,2.71
1935,0.90,27.80,1.99,0.65,0.67,0.03,0.48,0,0,0.25,0.12,0.36,0.39,0.10,0.22,0.66,0.90,1.21,1.23,1.84,2.80,3.36,4.74
1936,0.96,30.24,2.54,0.75,0.82,0.03,0.62,0.02,0.03,0.20,0.14,0.24,0.32,0.10,0.18,0.54,0.71,1.04,1.10,1.69,2.54,3.26,5.36
1937,1.07,46.30,1.51,0.57,0.26,0,0,0,0,0.42,0.09,0.29,0,0.05,0.26,0.49,1.18,0.96,0.93,1.43,2.04,2.95,4.92
1938,1.29,59.22,1.33,0.49,0.57,0,0,0,0,0.37,0.07,0.07,0.16,0.01,0.26,0.67,2.16,0.48,0.97,1.55,2.15,3.06,4.79
1939,1.42,76.61,0.79,0.36,0.32,0,0,0,0,0.08,0.07,0.07,0.17,0.01,0,0.64,1.68,0.45,0,0,0,0,0
1940,1.40,67.48,1.62,0.20,0.16,0,0.17,0,0,0.10,0.06,0.16,0.19,0.16,0.10,0.90,1.06,1.21,1.40,2.21,3.46,4.54,7.18
1941,1.51,78.04,1.09,0.25,0.22,0,0.25,0,0,0.04,0.02,0.07,0.26,0.22,0.17,0.32,0.36,1.18,1.23,1.88,2.80,3.43,6.14
1942,1.62,84.29,1.30,0.13,0.14,0,0.16,0.08,0.05,0.13,0.12,0.24,0.39,0.25,0.26,0.51,0.71,0.59,0.60,0.93,1.39,1.65,2.69
1943,1.11,59.18,1.09,0.18,0.04,0,0.15,0.08,0,0.06,0.12,0.14,0.14,0.09,0,0.20,0.35,0.60,0.21,0.31,0.47,0.54,0.93
1944,1.30,63.91,1.44,0.12,0.20,0.05,0.29,0.08,0.05,0.06,0.11,0.20,0.19,0.38,0.28,0.10,0.29,0.50,0.64,0.95,1.43,1.73,2.81
1945,2.09,113.57,2.62,0.09,0.12,0,0.04,0.07,0,0.06,0.06,0.06,0.07,0.03,0.15,0.36,0.32,0.54,1.80,2.82,3.94,4.48,6.42
1946,2.09,114.81,1.92,0.22,0.04,0,0.04,0,0,0.10,0.03,0.17,0.24,0.08,0,0.38,0.57,0.99,0.76,1.19,1.76,2.05,2.30
1947,1.99,109.98,2.11,0.09,0.12,0,0.10,0,0,0.04,0.02,0.10,0.07,0.03,0.31,0.18,0.34,0.62,1.04,1.58,2.32,2.75,3.61
1948,1.34,74.19,1.10,0.03,0.04,0,0.04,0,0,0.06,0.05,0.15,0.10,0.01,0.07,0.27,0.19,0.31,0.86,1.32,2.05,2.48,3.72
1949,1.34,71.05,1.95,0.13,0.05,0,0,0,0,0.04,0,0.07,0.10,0.09,0.09,0.04,0.27,0.48,0.97,1.58,2.36,3.03,4.56
1950,1.13,57.75,1.44,0.08,0,0.04,0.19,0,0,0.14,0.06,0.32,0.28,0.08,0.09,0.19,0.29,0.49,0.48,0.78,1.21,1.32,4.04
1951,1.11,56.08,2.07,0.16,0.24,0.01,0.07,0.01,0.01,0.01,0.06,0.15,0.21,0.02,0.09,0.11,0.21,0.37,0.46,0.76,1.28,1.27,3.43
1952,0.91,41.37,2.13,0.07,0.15,0.14,0,0,0,0,0.08,0.14,0.21,0.14,0,0.74,0.24,0.48,1.20,0,0,0,0
1953,0.79,36.80,1.49,0.06,0,0.14,0.06,0.06,0,0,0.10,0.15,0.20,0.09,0.17,0.09,0.45,0.80,1.15,1.50,0,0,0
1954,0.74,35.70,0.96,0.06,0.08,0,0,0.06,0.12,0,0.09,0.07,0.07,0.22,0.25,0.46,0.56,0.30,0.84,0.72,2.72,0,0
1955,0.69,34.24,0.93,0.17,0.07,0.07,0,0,0.06,0.10,0.02,0.14,0.07,0.16,0.08,0.09,0.77,0.15,1.61,0,2.61,0,0
1956,0.68,28.22,1.05,0.23,0.07,0.07,0,0,0,0.24,0.08,0.02,0.20,0.17,0.16,0.54,0.66,0.91,0.49,1.38,0,0,0
1957,0.59,27.97,0.78,0.22,0,0,0,0,0,0.07,0.11,0.01,0.07,0.24,0.16,0.27,0.60,1.34,0.75,1.92,0,14.56,0
1958,0.62,26.05,1.43,0.06,0.06,0.08,0,0,0,0,0.10,0.07,0.07,0.27,0.40,0.27,0.65,0.71,0.72,1.22,2.47,13.84,0
1959,0.44,17.49,0.83,0,0.15,0,0,0,0,0.12,0,0.07,0.27,0.20,0.15,0.09,0.43,0.99,0.72,0,6.97,0,0
1960,0.38,13.39,0.44,0,0.05,0,0,0,0,0,0.28,0.14,0.07,0.25,0.08,0.18,0.65,1.10,0.92,2.16,3.52,4.56,6.18
1961,0.29,7.78,0.32,0.06,0.05,0,0.08,0,0,0,0,0.08,0.07,0.13,0.51,0.18,0.74,1.11,1.14,3.52,3.46,4.62,3.44
1962,0.27,6.89,0.50,0,0,0,0,0.13,0.06,0,0,0,0.13,0,0.07,0.50,1.23,1.34,1.29,2.45,2.81,3.88,2.70
1963,0.26,6.57,0.31,0.06,0.05,0,0,0,0.06,0,0.12,0,0,0.06,0.14,0.16,0.70,1.31,2.17,1.90,5.46,0,0
1964,0.29,6.18,0.24,0.06,0.05,0,0,0,0,0,0,0.22,0.21,0,0.21,0.48,1.40,0.91,1.68,3.23,1.69,0,0
1965,0.18,3.82,0.31,0,0,0,0,0,0,0,0.06,0.09,0,0,0.07,0.32,0.69,0.91,1.22,1.35,4.72,10.99,0
1966,0.18,3.84,0.12,0,0.05,0.05,0,0,0,0,0.06,0,0,0.28,0.14,0.48,0.58,1.27,0.80,2.65,2.92,0,0
1967,0.28,4.39,0.54,0,0.10,0,0,0.07,0.06,0,0.06,0,0,0.13,0.14,0.38,1.29,1.25,2.95,4.20,2.79,0,81.77
1968,0.17,3.71,0.18,0.11,0,0,0.06,0,0,0,0.12,0,0,0.14,0.25,0.32,0.92,0.74,1.67,0.82,0,0,0
1969,0.15,1.49,0.06,0.05,0,0,0,0,0,0,0,0.06,0.11,0.28,0,0.39,0.82,1.94,0.91,1.59,0,0,0
1970,0.17,2.21,0.06,0.05,0.05,0,0,0,0,0.06,0,0,0.09,0.14,0.12,0.38,0.36,1.80,1.67,0.76,3.75,14.46,0
1971,0.11,2.40,0,0,0.05,0,0.10,0,0,0,0,0.06,0,0,0.07,0.18,0.88,0.83,2.00,1.85,1.21,0,0
1972,0.16,3.08,0.12,0.05,0,0,0,0,0,0,0.06,0,0.07,0,0.07,0.54,0.45,1.36,2.14,1.45,2.28,0,0
1973,0.19,1.44,0.12,0.05,0,0.05,0.10,0.05,0,0,0,0.06,0,0.20,0.07,0.47,0.87,1.08,3.36,2.45,5.51,0,0
1974,0.18,1.77,0,0,0.05,0,0,0,0.07,0.07,0,0,0.18,0,0.35,0.48,0.50,0.96,2.57,3.42,4.19,18.00,0
1975,0.14,1.09,0.06,0,0,0,0,0,0,0,0.12,0.12,0,0.20,0.23,0.22,0.66,1.31,1.52,4.07,3.06,0,0
1976,0.19,1.45,0.06,0.05,0,0,0,0,0,0.07,0,0.08,0,0.08,0.08,0.58,0.98,1.81,2.10,2.64,6.00,5.69,0
1977,0.11,0.86,0,0,0,0,0,0.05,0,0.07,0,0,0,0.21,0,0.29,0.49,0.61,1.74,3.21,2.91,0,0
1978,0.10,0.28,0.07,0,0,0,0,0.10,0,0,0,0.06,0.06,0.14,0,0.35,0.16,1.11,1.85,0.31,1.84,0,57.27
1979,0.10,0.85,0.07,0,0,0,0.05,0,0,0,0.07,0,0.12,0.06,0.12,0.29,0.16,1.29,0.90,1.50,5.28,0,0
1980,0.08,0.27,0,0,0,0,0.05,0.05,0.05,0.07,0,0.06,0,0.06,0.10,0.32,0.24,0.30,1.33,2.03,3.44,8.66,0
1981,0.09,0.52,0,0,0,0,0,0.05,0.05,0,0,0,0,0.12,0.08,0.36,0.40,0.87,1.70,1.95,3.36,4.20,0
1982,0.09,0.52,0,0,0,0.05,0,0,0,0.06,0,0.14,0,0.06,0.08,0.30,0.24,0.78,1.53,2.15,6.49,0,0
1983,0.08,0.27,0,0,0,0,0,0.05,0,0,0,0.07,0.12,0,0.14,0.22,0.16,0.69,0.78,2.09,2.30,11.49,0
1984,0.09,0.28,0,0,0.05,0,0,0,0,0,0.07,0,0.06,0.06,0.12,0.12,0.56,1.03,1.44,0.50,2.20,7.28,0
1985,0.07,1.09,0,0,0,0,0,0,0,0,0.07,0,0,0,0.12,0.30,0.27,0.93,0.78,2.97,2.80,10.53,0
1986,0.11,0.54,0.21,0,0.05,0,0,0,0,0.05,0,0,0,0.06,0.25,0.09,0.40,0.92,2.96,3.08,5.30,3.38,0
1987,0.06,0.27,0.07,0,0,0,0,0,0,0.05,0,0,0.07,0,0.07,0.24,0.55,1.09,1.40,2.01,1.89,6.42,0
1988,0.06,0,0,0,0,0,0,0,0,0,0,0,0.07,0.06,0,0.21,0.12,0.91,1.22,2.39,2.41,5.79,0
1989,0.04,0,0,0,0,0,0,0,0,0,0.05,0.07,0,0,0.06,0.21,0.26,0.36,0.96,1.88,3.43,8.04,0
1990,0.05,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.06,0,0.44,0.49,0.60,0.80,5.47,10.04,0
1991,0.05,0.55,0.07,0,0,0,0,0,0,0,0,0,0,0,0.06,0.07,0,0.22,0.96,2.96,1.02,9.37,0
1992,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.06,0.07,0.33,0.60,1.06,1.34,4.25,2.18,0
1993,0.07,0.57,0,0,0,0,0,0.05,0,0,0,0,0.21,0,0.12,0.14,0,0.26,0.67,1.68,4.50,8.27,35.56
1994,0.04,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0,0.07,0.14,0.14,0.56,0.77,1.62,2.99,5.79,16.08
1995,0.03,0,0.07,0,0,0,0,0,0,0,0,0.05,0.07,0,0.28,0.07,0.21,0.60,0.12,1.20,3.69,5.37,0
1996,0.02,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.07,0.20,0.39,0.85,2.74,6.52,12.86
1997,0.04,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.07,0.21,0.14,0.18,1.20,1.17,3.43,7.50,0
1998,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0.10,0.07,0,0.07,0.28,0.08,0.49,0.98,1.11,2.80,23.44
1999,0.05,0.28,0,0,0,0,0,0,0,0,0,0,0.05,0.07,0.14,0.07,0.21,0.64,0.35,1.29,1.80,3.99,21.88
