"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,6.00,0.37,0.09,0.22,0.21,0.44,0.61,2.22,3.12,3.86,4.14,4.30,8.59,6.01,8.59,13.33,20.98,49.89,36.15,58.39,93.39,126.36,246.35
1926,6.43,0.44,0.10,0.22,0.21,0.47,0.61,2.21,3.35,4.15,4.45,4.73,9.93,6.53,9.06,14.11,22.20,52.99,38.26,62.27,93.76,107.01,409.36
1927,6.70,0.33,0.17,0.43,0.32,0.55,0.85,2.14,3.29,3.84,4.22,4.82,11.02,6.47,9.33,14.07,22.68,55.80,41.55,67.75,105.12,136.23,370.38
1928,6.69,0.32,0.13,0.37,0.30,0.59,0.71,2.16,3.07,4.04,4.24,4.78,10.92,7.09,9.91,13.44,21.81,55.55,41.49,66.89,107.05,139.42,510.51
1929,6.74,0.41,0.06,0.40,0.33,0.54,0.64,2.90,3.59,4.60,4.99,5.03,7.24,6.21,8.89,12.69,23.03,60.36,45.04,73.59,120.50,141.01,486.06
1930,6.57,0.46,0.10,0.28,0.23,0.36,0.47,2.33,3.38,4.36,5.40,5.80,10.29,8.72,9.86,14.17,26.40,43.29,38.04,56.29,76.28,82.30,124.82
1931,6.18,0.27,0.09,0.16,0.12,0.18,0.43,1.66,2.80,3.76,3.57,4.71,8.51,6.72,9.40,14.60,28.05,45.00,42.03,64.75,91.48,98.20,209.49
1932,6.19,0.15,0.13,0.17,0.14,0.27,0.51,1.57,2.83,4.27,4.81,4.72,7.58,7.20,8.51,14.41,28.47,44.53,39.98,61.66,88.80,100.04,194.23
1933,5.70,0.30,0.12,0.10,0.10,0.21,0.41,1.21,2.43,3.19,3.91,4.06,7.11,5.54,8.57,14.44,26.88,42.75,39.59,57.60,89.60,104.25,168.99
1934,5.51,0.35,0.16,0.10,0.10,0.24,0.38,1.39,2.72,3.58,4.54,4.05,6.38,6.44,6.81,13.84,25.45,41.15,36.54,54.10,76.98,98.43,94.66
1935,5.85,0.52,0.14,0.02,0.04,0.33,0.15,1.73,3.08,4.09,4.60,5.33,8.30,5.91,7.91,13.23,25.45,41.76,37.39,55.04,83.90,96.83,123.99
1936,5.59,0.57,0.18,0.09,0.10,0.21,0.31,1.37,2.04,4.00,5.18,4.99,7.81,6.17,7.90,11.92,23.93,40.44,36.14,53.90,81.34,100.16,148.42
1937,5.33,1.03,0.13,0.02,0.03,0.17,0.47,1.42,3.41,3.27,5.30,4.63,6.51,8.53,5.83,10.96,23.28,33.35,33.45,50.10,72.39,98.60,147.00
1938,5.95,1.85,0.13,0.02,0.04,0.40,0.51,1.37,4.70,4.10,6.60,5.24,7.32,12.27,5.48,11.78,22.86,31.91,34.42,53.41,74.63,100.24,140.38
1939,5.77,1.22,0.05,0.01,0.01,0.40,0.25,1.30,3.28,3.79,6.11,4.79,7.06,13.73,5.12,12.72,23.23,32.68,33.10,50.94,72.36,102.39,111.94
1940,7.16,1.15,0.11,0.18,0.12,0.29,0.57,2.14,3.58,4.66,6.04,7.04,10.14,9.39,9.80,18.44,27.09,42.67,42.85,64.88,101.50,124.74,165.47
1941,7.00,1.53,0.08,0.16,0.13,0.23,0.44,2.05,3.46,4.91,5.93,6.67,11.05,10.13,10.62,18.96,25.35,39.77,38.55,56.05,83.22,94.69,141.62
1942,6.03,1.38,0.07,0.12,0.11,0.21,0.43,1.32,2.04,2.81,3.71,4.26,7.99,8.01,9.34,16.23,24.72,44.41,42.42,59.89,90.81,100.84,140.62
1943,5.55,0.39,0.09,0.01,0.10,0.39,1.02,1.64,2.63,2.66,4.09,4.01,7.37,6.89,9.42,14.67,22.03,37.04,38.02,52.11,79.73,83.46,116.60
1944,6.00,0.32,0.12,0.04,0.10,0.34,0.83,1.85,2.51,3.43,4.54,5.13,6.42,8.80,9.01,16.56,24.04,40.52,40.06,57.22,83.16,96.19,126.50
