"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,4646,4532,33,0,0,0,10,0,21,3,15,0,1,7,12,8,1,1,2,0,0,0,0
1926,5264,5145,38,2,0,0,7,0,17,3,24,0,2,9,8,5,2,1,0,0,0,0,0
1927,5289,5169,30,0,0,1,10,0,21,3,23,0,2,10,13,4,2,2,0,0,0,0,0
1928,5425,5308,23,1,1,2,8,0,19,3,19,0,2,11,13,9,2,2,2,0,0,0,0
1929,5524,5399,21,0,2,2,10,0,20,4,25,0,2,19,11,4,2,2,3,0,0,0,0
1930,4784,4679,16,1,0,0,4,0,16,3,25,0,2,13,14,5,2,1,1,1,0,0,0
1931,4587,4503,3,0,0,0,6,0,11,3,14,0,2,21,12,6,2,2,2,1,0,0,0
1932,5184,5094,4,0,0,2,8,0,12,2,15,0,2,22,7,11,2,2,0,0,0,0,0
1933,4535,4465,4,0,0,1,1,0,9,5,21,0,2,13,6,2,2,2,1,0,0,0,0
1934,5007,4925,2,2,0,1,2,0,8,4,23,0,2,17,8,7,2,2,2,1,0,0,0
1935,4852,4758,1,1,0,2,2,0,7,5,23,0,2,23,14,8,2,2,2,1,0,0,0
1936,4672,4602,3,0,0,0,2,0,9,4,15,0,2,13,14,3,2,2,0,0,0,0,0
1937,3983,3919,1,0,0,0,0,0,5,4,7,0,2,10,30,0,2,1,0,0,0,0,0
1938,3805,3725,1,0,0,0,2,0,5,3,1,0,2,26,21,0,1,1,10,5,1,0,0
1939,3350,3285,2,0,0,0,2,0,4,3,1,0,1,24,11,0,1,1,9,5,1,0,0
1940,4762,4695,2,1,0,1,1,0,7,4,4,0,2,13,16,6,3,3,2,1,0,0,0
1941,4189,4147,1,0,1,0,0,0,6,4,4,0,1,10,7,1,2,2,1,1,0,0,0
1942,4715,4675,3,0,0,0,3,0,6,4,7,0,1,4,4,2,2,2,1,0,0,0,0
1943,4731,4696,1,0,0,1,0,0,2,4,3,0,1,8,5,6,1,1,0,0,0,0,0
1944,5388,5353,1,0,0,0,2,0,5,4,4,0,1,6,2,5,1,1,0,0,0,0,0
1945,6652,6617,1,0,0,0,4,1,4,5,4,0,1,5,6,1,2,1,0,0,0,0,0
1946,7302,7269,3,2,0,2,0,0,2,3,3,0,1,5,6,1,2,2,1,0,0,0,1
1947,7611,7575,4,0,1,1,4,0,1,3,2,0,1,5,8,2,2,2,1,0,0,0,0
1948,6772,6747,3,0,0,0,0,0,5,2,2,0,1,5,3,1,1,1,0,0,0,0,0
1949,7097,7057,8,0,1,0,5,0,5,2,1,0,1,6,3,3,2,2,1,0,0,0,0
1950,7129,7097,2,0,0,0,2,0,3,3,2,0,1,6,5,0,2,2,2,1,0,0,2
1951,6918,6887,3,1,0,1,3,0,2,2,2,0,1,4,3,1,2,2,1,0,0,0,2
1952,6603,6580,4,0,0,0,0,0,3,1,1,0,1,2,4,0,2,2,2,0,0,0,1
1953,6235,6199,8,1,0,0,2,0,2,1,3,0,1,3,4,2,3,2,2,0,0,0,1
1954,6335,6307,10,0,0,0,0,0,2,1,1,0,2,2,2,2,2,2,1,0,0,0,0
1955,5942,5911,5,0,0,0,2,0,2,1,2,0,1,4,5,1,3,3,1,0,0,0,0
1956,5607,5583,3,0,0,0,0,0,1,2,1,0,2,3,3,2,3,3,1,0,0,0,1
1957,5406,5377,3,0,0,0,2,0,3,1,1,0,1,2,3,3,3,2,1,0,0,0,1
1958,5112,5079,8,0,1,2,0,0,2,1,0,0,1,3,4,1,3,3,2,0,1,0,0
1959,4964,4942,2,0,0,0,2,0,2,2,0,0,1,2,3,0,3,3,1,0,0,0,1
1960,4922,4899,3,0,0,0,0,0,2,2,0,0,1,4,2,0,3,3,1,1,0,0,0
1961,4688,4661,4,0,0,0,2,0,1,1,1,0,1,2,3,1,3,3,3,1,0,0,0
1962,4698,4665,4,0,0,3,0,0,2,2,2,0,1,3,5,1,4,3,2,1,0,0,0
1963,4854,4826,3,0,0,0,1,0,3,2,1,0,1,3,3,0,4,4,2,1,0,0,0
1964,4586,4551,4,1,0,0,0,0,5,3,1,0,1,2,3,2,4,4,2,1,0,0,0
1965,4301,4271,0,0,0,0,0,0,1,2,3,0,1,2,4,2,5,4,3,1,0,0,1
1966,4279,4242,4,0,0,0,0,0,2,2,2,0,1,3,6,0,4,4,6,2,0,0,1
